rank,CHP_ID,Chinese_herbal_pieces,high_quality_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
33,CHP05729,总状绿绒蒿,1.0,1.0,1.0,1.0,1.0
34,CHP05730,总状升麻,1.0,11.0,11.0,8.0,8.0
35,CHP05772,蚕蛾,1.0,1.0,1.0,1.0,1.0
36,CHP05779,蟾蜍,1.0,11.0,11.0,6.0,6.0
37,CHP05689,紫葳茎叶,1.0,6.0,6.0,4.0,4.0
38,CHP05704,紫玉盘,1.0,21.0,21.0,10.0,10.0
39,CHP00176,百蕊草,1.0,1.0,1.0,1.0,1.0
40,CHP00178,百眼藤,1.0,5.0,5.0,1.0,1.0
41,CHP00183,柏树叶,1.0,6.0,6.0,3.0,3.0
42,CHP00156,白叶藤,1.0,2.0,2.0,1.0,1.0
43,CHP00165,白珠树,1.0,18.0,18.0,10.0,10.0
44,CHP05780,蟾皮,1.0,4.0,4.0,2.0,2.0
45,CHP05791,穿山甲,1.0,3.0,3.0,2.0,2.0
46,CHP00221,保山乌头,1.0,11.0,11.0,6.0,6.0
47,CHP00222,报春花,1.0,2.0,2.0,1.0,1.0
48,CHP00223,抱茎獐牙菜,1.0,8.0,8.0,4.0,4.0
49,CHP00225,暴马子皮,1.0,1.0,1.0,1.0,1.0
50,CHP00191,斑鸠菊,1.0,22.0,22.0,13.0,13.0
51,CHP00208,半枫荷,1.0,3.0,3.0,2.0,2.0
52,CHP00235,贝母兰,1.0,6.0,6.0,1.0,1.0
53,CHP05467,真藓,1.0,1.0,1.0,1.0,1.0
54,CHP05481,栀子叶,1.0,1.0,1.0,1.0,1.0
55,CHP05482,蜘蛛抱蛋,1.0,3.0,3.0,1.0,1.0
56,CHP05486,蜘蛛香,1.0,10.0,10.0,6.0,6.0
57,CHP00261,扁桃斑鸠菊,1.0,2.0,2.0,2.0,2.0
58,CHP00272,滨海前胡,1.0,2.0,2.0,2.0,2.0
59,CHP00244,蓖麻叶,1.0,4.0,4.0,3.0,3.0
60,CHP00247,薜荔,1.0,2.0,2.0,2.0,2.0
61,CHP00250,篦子三尖杉,1.0,1.0,1.0,1.0,1.0
62,CHP00251,边缘鳞盖蕨,1.0,14.0,14.0,6.0,6.0
63,CHP00231,北玄参,1.0,15.0,15.0,9.0,9.0
64,CHP05563,竹柏根,1.0,4.0,4.0,2.0,2.0
65,CHP05499,枳椇子,1.0,5.0,5.0,1.0,1.0
66,CHP05515,重楼,1.0,31.0,31.0,16.0,16.0
67,CHP05539,珠芽半支,1.0,2.0,2.0,2.0,2.0
68,CHP05542,珠子草,1.0,13.0,13.0,7.0,7.0
69,CHP00254,鞭打绣球,1.0,1.0,1.0,1.0,1.0
70,CHP05592,苎麻根,1.0,1.0,1.0,1.0,1.0
71,CHP05612,梓木,1.0,7.0,7.0,1.0,1.0
72,CHP05615,梓叶,1.0,21.0,21.0,13.0,13.0
73,CHP05547,猪毛菜,1.0,4.0,4.0,1.0,1.0
74,CHP05548,猪毛蒿,1.0,3.0,3.0,1.0,1.0
75,CHP05557,猪鬃草,1.0,17.0,17.0,11.0,11.0
76,CHP00309,糙苏,1.0,11.0,11.0,8.0,8.0
77,CHP00312,草本威灵仙,1.0,11.0,11.0,3.0,3.0
78,CHP00314,草地黄芩,1.0,7.0,7.0,2.0,2.0
79,CHP00293,菜豆树,1.0,11.0,11.0,5.0,5.0
80,CHP05377,泽漆,1.0,39.0,39.0,25.0,25.0
81,CHP00332,茶条槭,1.0,2.0,2.0,1.0,1.0
82,CHP00347,常春藤,1.0,11.0,11.0,7.0,7.0
83,CHP00349,常春卫矛,1.0,6.0,6.0,5.0,5.0
84,CHP00319,草莓,1.0,2.0,2.0,1.0,1.0
85,CHP00321,草问荆,1.0,4.0,4.0,2.0,2.0
86,CHP00323,草乌叶,1.0,13.0,13.0,8.0,8.0
87,CHP05392,粘毛鼠尾草,1.0,4.0,4.0,2.0,2.0
88,CHP05403,樟梨,1.0,5.0,5.0,3.0,3.0
89,CHP05409,樟树皮,1.0,4.0,4.0,3.0,3.0
90,CHP05364,仔榄树,1.0,2.0,2.0,2.0,2.0
91,CHP05373,皂角刺,1.0,2.0,2.0,1.0,1.0
92,CHP05376,泽兰,1.0,45.0,45.0,24.0,24.0
93,CHP05427,长管香茶菜,1.0,22.0,22.0,15.0,15.0
94,CHP05435,长尾复叶耳蕨,1.0,1.0,1.0,1.0,1.0
95,CHP05450,照山白,1.0,2.0,2.0,1.0,1.0
96,CHP05456,浙贝母,1.0,3.0,3.0,2.0,2.0
97,CHP05461,鹧鸪菜,1.0,1.0,1.0,1.0,1.0
98,CHP05380,泽泻,1.0,24.0,24.0,23.0,23.0
99,CHP03087,蓬子菜,1.0,4.0,4.0,2.0,2.0
100,CHP03088,蟛蜞菊,1.0,7.0,7.0,5.0,5.0
101,CHP03094,披针叶野决明,1.0,5.0,5.0,2.0,2.0
102,CHP03097,皮哨子,1.0,5.0,5.0,3.0,3.0
103,CHP03098,枇杷,1.0,6.0,6.0,3.0,3.0
104,CHP03099,枇杷核,1.0,6.0,6.0,4.0,4.0
105,CHP03053,欧鼠李,1.0,2.0,2.0,2.0,2.0
106,CHP02813,绵藤,1.0,1.0,1.0,1.0,1.0
107,CHP02816,棉花根,1.0,9.0,9.0,1.0,1.0
108,CHP02769,美人蕉,1.0,4.0,4.0,2.0,2.0
109,CHP02777,蒙自草胡椒,1.0,9.0,9.0,9.0,9.0
110,CHP02781,迷迭香,1.0,10.0,10.0,5.0,5.0
111,CHP02782,迷果芹,1.0,1.0,1.0,1.0,1.0
112,CHP02784,猕猴桃,1.0,2.0,2.0,2.0,2.0
113,CHP02878,木槿花,1.0,3.0,3.0,2.0,2.0
114,CHP02889,木榄,1.0,19.0,19.0,12.0,12.0
115,CHP02831,魔芋,1.0,1.0,1.0,1.0,1.0
116,CHP02834,茉莉花,1.0,2.0,2.0,1.0,1.0
117,CHP02844,牡蒿,1.0,2.0,2.0,2.0,2.0
118,CHP02789,米皮糠,1.0,10.0,10.0,3.0,3.0
119,CHP02661,毛白杨,1.0,13.0,13.0,6.0,6.0
120,CHP02633,蔓性千斤拔,1.0,3.0,3.0,1.0,1.0
121,CHP02847,木半夏根,1.0,3.0,3.0,2.0,2.0
122,CHP05313,圆叶茅膏菜,1.0,2.0,2.0,1.0,1.0
123,CHP05322,月季花,1.0,11.0,11.0,1.0,1.0
124,CHP05287,玉蜀黍,1.0,4.0,4.0,2.0,2.0
125,CHP05289,玉叶金花,1.0,11.0,11.0,6.0,6.0
126,CHP05295,芋头,1.0,4.0,4.0,4.0,4.0
127,CHP05296,郁金香,1.0,9.0,9.0,4.0,4.0
128,CHP05338,云南甘草,1.0,14.0,14.0,8.0,8.0
129,CHP05355,云实叶,1.0,1.0,1.0,1.0,1.0
130,CHP05357,芸薹,1.0,2.0,2.0,1.0,1.0
131,CHP05302,元宝草,1.0,8.0,8.0,1.0,1.0
132,CHP05304,圆柏,1.0,5.0,5.0,5.0,5.0
133,CHP05306,圆萼刺参,1.0,2.0,2.0,2.0,2.0
134,CHP05309,圆滑番荔枝,1.0,5.0,5.0,3.0,3.0
135,CHP00371,秤钩风,1.0,10.0,10.0,5.0,5.0
136,CHP00374,齿叶橐吾,1.0,2.0,2.0,1.0,1.0
137,CHP00351,朝鲜白头翁,1.0,3.0,3.0,1.0,1.0
138,CHP00364,澄茄子,1.0,4.0,4.0,1.0,1.0
139,CHP05329,越橘叶,1.0,3.0,3.0,2.0,2.0
140,CHP00305,藏边大黄,1.0,28.0,28.0,11.0,11.0
141,CHP00393,臭茉莉,1.0,2.0,2.0,1.0,1.0
142,CHP00397,臭梧桐,1.0,18.0,18.0,13.0,13.0
143,CHP05205,迎春花,1.0,13.0,13.0,9.0,9.0
144,CHP05211,瘿花香茶菜,1.0,6.0,6.0,3.0,3.0
145,CHP05218,永宁独活,1.0,5.0,5.0,2.0,2.0
146,CHP05221,油茶根皮,1.0,7.0,7.0,3.0,3.0
147,CHP05224,油茶子,1.0,6.0,6.0,3.0,3.0
148,CHP05229,油柑叶,1.0,6.0,6.0,5.0,5.0
149,CHP05183,银线草,1.0,7.0,7.0,4.0,4.0
150,CHP00444,刺果苏木,1.0,36.0,36.0,24.0,24.0
151,CHP00448,刺梨,1.0,5.0,5.0,3.0,3.0
152,CHP00418,川西獐牙菜,1.0,2.0,2.0,1.0,1.0
153,CHP00428,春福寿草,1.0,3.0,3.0,3.0,3.0
154,CHP00430,椿白皮,1.0,1.0,1.0,1.0,1.0
155,CHP00480,大驳骨,1.0,13.0,13.0,5.0,5.0
156,CHP00463,楤木,1.0,4.0,4.0,4.0,4.0
157,CHP00466,粗榧子,1.0,8.0,8.0,4.0,4.0
158,CHP00433,莼菜,1.0,3.0,3.0,1.0,1.0
159,CHP05267,鱼腥草,1.0,1.0,1.0,1.0,1.0
160,CHP05274,榆树,1.0,1.0,1.0,1.0,1.0
161,CHP00472,打碗花,1.0,3.0,3.0,2.0,2.0
162,CHP02675,毛冬青,1.0,5.0,5.0,3.0,3.0
163,CHP02685,毛诃子,1.0,5.0,5.0,2.0,2.0
164,CHP02696,毛连菜,1.0,4.0,4.0,2.0,2.0
165,CHP02644,芒萁骨,1.0,2.0,2.0,1.0,1.0
166,CHP02649,莽草根,1.0,2.0,2.0,1.0,1.0
167,CHP02657,猫眼草,1.0,30.0,30.0,19.0,19.0
168,CHP02659,毛八角枫,1.0,1.0,1.0,1.0,1.0
169,CHP02707,毛葡萄,1.0,1.0,1.0,1.0,1.0
170,CHP02713,毛蕊花,1.0,5.0,5.0,3.0,3.0
171,CHP02739,茅膏菜,1.0,3.0,3.0,2.0,2.0
172,CHP02745,茅莓,1.0,2.0,2.0,1.0,1.0
173,CHP02746,茅香,1.0,2.0,2.0,1.0,1.0
174,CHP02749,玫瑰,1.0,3.0,3.0,1.0,1.0
175,CHP02663,毛草龙,1.0,6.0,6.0,3.0,3.0
176,CHP02670,毛大丁草,1.0,9.0,9.0,2.0,2.0
177,CHP03127,破叶莲,1.0,11.0,11.0,5.0,5.0
178,CHP03132,葡萄柚,1.0,7.0,7.0,3.0,3.0
179,CHP03110,飘拂草,1.0,1.0,1.0,1.0,1.0
180,CHP03111,平贝母,1.0,24.0,24.0,22.0,22.0
181,CHP03113,苹果,1.0,1.0,1.0,1.0,1.0
182,CHP03114,瓶尔小草,1.0,2.0,2.0,1.0,1.0
183,CHP03116,萍蓬草,1.0,6.0,6.0,4.0,4.0
184,CHP03162,漆大姑,1.0,4.0,4.0,3.0,3.0
185,CHP03119,婆罗门参,1.0,8.0,8.0,4.0,4.0
186,CHP00514,大黄花,1.0,9.0,9.0,6.0,6.0
187,CHP00533,大麻叶泽兰,1.0,8.0,8.0,4.0,4.0
188,CHP00541,大青,1.0,2.0,2.0,1.0,1.0
189,CHP05087,野鸦椿,1.0,3.0,3.0,2.0,2.0
190,CHP05096,野罂粟,1.0,6.0,6.0,3.0,3.0
191,CHP05112,叶底珠,1.0,18.0,18.0,8.0,8.0
192,CHP00560,大头橐吾,1.0,6.0,6.0,3.0,3.0
193,CHP00571,大叶桉叶,1.0,7.0,7.0,2.0,2.0
194,CHP00576,大叶骨碎补,1.0,4.0,4.0,3.0,3.0
195,CHP00500,大果大戟,1.0,16.0,16.0,10.0,10.0
196,CHP00508,大花糙苏,1.0,2.0,2.0,1.0,1.0
197,CHP05154,异叶梁王茶,1.0,8.0,8.0,4.0,4.0
198,CHP05159,益智,1.0,12.0,12.0,11.0,11.0
199,CHP05160,益智仁,1.0,5.0,5.0,1.0,1.0
200,CHP00628,胆木,1.0,13.0,13.0,5.0,5.0
201,CHP00635,淡竹叶,1.0,1.0,1.0,1.0,1.0
202,CHP00595,大叶糖胶树,1.0,45.0,45.0,27.0,27.0
203,CHP00597,大叶仙茅,1.0,24.0,24.0,12.0,12.0
204,CHP05194,罂粟,1.0,7.0,7.0,6.0,6.0
205,CHP05162,薏苡仁,1.0,6.0,6.0,2.0,2.0
206,CHP05163,翼首草,1.0,14.0,14.0,10.0,10.0
207,CHP05174,银柴胡,1.0,6.0,6.0,3.0,3.0
208,CHP05175,银粉背蕨,1.0,1.0,1.0,1.0,1.0
209,CHP05132,一年蓬,1.0,22.0,22.0,13.0,13.0
210,CHP05139,一枝蒿,1.0,4.0,4.0,3.0,3.0
211,CHP00649,倒吊笔,1.0,2.0,2.0,2.0,2.0
212,CHP00662,稻芽,1.0,2.0,2.0,2.0,2.0
213,CHP00667,地柏枝,1.0,1.0,1.0,1.0,1.0
214,CHP00671,地丁,1.0,1.0,1.0,1.0,1.0
215,CHP00762,吊干麻,1.0,22.0,22.0,9.0,9.0
216,CHP00767,钓樟根皮,1.0,8.0,8.0,2.0,2.0
217,CHP00708,地刷子,1.0,15.0,15.0,9.0,9.0
218,CHP00720,地榆,1.0,95.0,95.0,80.0,80.0
219,CHP00722,灯笼草,1.0,10.0,10.0,6.0,6.0
220,CHP00724,灯笼泡,1.0,5.0,5.0,2.0,2.0
221,CHP00728,灯油藤子,1.0,7.0,7.0,4.0,4.0
222,CHP05030,野甘草,1.0,18.0,18.0,10.0,10.0
223,CHP05032,野菰,1.0,1.0,1.0,1.0,1.0
224,CHP04975,羊踯躅,1.0,15.0,15.0,14.0,14.0
225,CHP04984,杨梅,1.0,9.0,9.0,6.0,6.0
226,CHP00742,滇黄芩,1.0,10.0,10.0,5.0,5.0
227,CHP00746,滇茜草,1.0,31.0,31.0,29.0,29.0
228,CHP05066,野茉莉,1.0,12.0,12.0,12.0,12.0
229,CHP05070,野木瓜,1.0,6.0,6.0,1.0,1.0
230,CHP05073,野漆树,1.0,5.0,5.0,1.0,1.0
231,CHP05010,椰子瓤,1.0,2.0,2.0,1.0,1.0
232,CHP05012,野百合,1.0,3.0,3.0,2.0,2.0
233,CHP04920,岩筋菜,1.0,4.0,4.0,4.0,4.0
234,CHP04933,岩乌头,1.0,1.0,1.0,1.0,1.0
235,CHP04900,芫花根,1.0,3.0,3.0,2.0,2.0
236,CHP04901,芫荽,1.0,8.0,8.0,3.0,3.0
237,CHP04863,荨麻,1.0,13.0,13.0,8.0,8.0
238,CHP04866,鸦胆子,1.0,12.0,12.0,9.0,9.0
239,CHP04956,羊耳蒜,1.0,2.0,2.0,1.0,1.0
240,CHP04958,羊角拗,1.0,10.0,10.0,5.0,5.0
241,CHP04959,羊角拗子,1.0,4.0,4.0,3.0,3.0
242,CHP04962,羊角藤,1.0,5.0,5.0,2.0,2.0
243,CHP04971,羊蹄,1.0,4.0,4.0,2.0,2.0
244,CHP04903,岩白菜,1.0,3.0,3.0,2.0,2.0
245,CHP00801,东当归,1.0,2.0,2.0,1.0,1.0
246,CHP00802,东方狗脊,1.0,12.0,12.0,7.0,7.0
247,CHP00770,调经草,1.0,5.0,5.0,3.0,3.0
248,CHP00778,丁茄,1.0,9.0,9.0,1.0,1.0
249,CHP00791,定木香,1.0,22.0,22.0,16.0,16.0
250,CHP00793,东北刺人参,1.0,16.0,16.0,1.0,1.0
251,CHP00795,东北蛔蒿,1.0,3.0,3.0,3.0,3.0
252,CHP00854,毒蛆草,1.0,3.0,3.0,1.0,1.0
253,CHP00876,杜鹃花,1.0,11.0,11.0,4.0,4.0
254,CHP00879,杜鹃花叶,1.0,2.0,2.0,1.0,1.0
255,CHP00824,冬凌草,1.0,50.0,50.0,45.0,45.0
256,CHP00799,东北延胡索,1.0,4.0,4.0,2.0,2.0
257,CHP02540,绿玉树,1.0,2.0,2.0,1.0,1.0
258,CHP03180,千金子,1.0,10.0,10.0,7.0,7.0
259,CHP03186,千屈菜,1.0,28.0,28.0,14.0,14.0
260,CHP03187,千日红,1.0,12.0,12.0,6.0,6.0
261,CHP02609,麦瓶草,1.0,1.0,1.0,1.0,1.0
262,CHP02567,马蛋果,1.0,2.0,2.0,1.0,1.0
263,CHP02589,马桑根,1.0,1.0,1.0,1.0,1.0
264,CHP02545,麻花,1.0,6.0,6.0,3.0,3.0
265,CHP02554,麻牛膝,1.0,15.0,15.0,7.0,7.0
266,CHP03194,芡实,1.0,3.0,3.0,2.0,2.0
267,CHP03199,茜草根,1.0,11.0,11.0,4.0,4.0
268,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
269,CHP03204,枪刀药,1.0,28.0,28.0,19.0,19.0
270,CHP03212,乔木紫珠,1.0,1.0,1.0,1.0,1.0
271,CHP02597,马先蒿,1.0,2.0,2.0,1.0,1.0
272,CHP02600,马银花,1.0,2.0,2.0,1.0,1.0
273,CHP03254,青葙,1.0,3.0,3.0,1.0,1.0
274,CHP03256,青葙子,1.0,18.0,18.0,13.0,13.0
275,CHP03257,青羊参,1.0,2.0,2.0,2.0,2.0
276,CHP03214,茄子,1.0,8.0,8.0,6.0,6.0
277,CHP03216,窃衣,1.0,1.0,1.0,1.0,1.0
278,CHP03223,青黛,1.0,2.0,2.0,1.0,1.0
279,CHP04828,旋覆花,1.0,28.0,28.0,22.0,22.0
280,CHP04835,雪见草,1.0,2.0,2.0,1.0,1.0
281,CHP04839,雪莲花,1.0,4.0,4.0,3.0,3.0
282,CHP04851,血竭,1.0,4.0,4.0,1.0,1.0
283,CHP00939,多伞阿魏,1.0,12.0,12.0,12.0,12.0
284,CHP00940,多穗蓼,1.0,6.0,6.0,2.0,2.0
285,CHP00945,多穗石柯叶,1.0,8.0,8.0,5.0,5.0
286,CHP00947,多足蕨,1.0,9.0,9.0,8.0,8.0
287,CHP00883,杜松实,1.0,7.0,7.0,1.0,1.0
288,CHP00902,断节参,1.0,3.0,3.0,2.0,2.0
289,CHP00963,鹅绒藤,1.0,6.0,6.0,2.0,2.0
290,CHP00969,鄂报春,1.0,3.0,3.0,1.0,1.0
291,CHP00970,鄂北贝母,1.0,8.0,8.0,6.0,6.0
292,CHP00923,盾叶薯蓣,1.0,11.0,11.0,5.0,5.0
293,CHP00928,多花蒿,1.0,10.0,10.0,10.0,10.0
294,CHP00936,多裂委陵菜,1.0,3.0,3.0,2.0,2.0
295,CHP04867,鸦片,1.0,9.0,9.0,2.0,2.0
296,CHP04869,鸭儿芹,1.0,1.0,1.0,1.0,1.0
297,CHP00987,番木瓜,1.0,24.0,24.0,16.0,16.0
298,CHP00988,番木瓜叶,1.0,1.0,1.0,1.0,1.0
299,CHP00990,番石榴,1.0,12.0,12.0,2.0,2.0
300,CHP00991,番石榴干,1.0,1.0,1.0,1.0,1.0
301,CHP00949,峨参,1.0,16.0,16.0,8.0,8.0
302,CHP01019,飞燕草,1.0,17.0,17.0,10.0,10.0
303,CHP01029,肺形草,1.0,5.0,5.0,4.0,4.0
304,CHP00993,番石榴皮,1.0,2.0,2.0,2.0,2.0
305,CHP00994,番石榴叶,1.0,3.0,3.0,3.0,3.0
306,CHP00998,翻白草,1.0,15.0,15.0,8.0,8.0
307,CHP01002,繁缕,1.0,9.0,9.0,4.0,4.0
308,CHP01008,防风草,1.0,4.0,4.0,3.0,3.0
309,CHP01083,扶桑花,1.0,3.0,3.0,1.0,1.0
310,CHP01040,粪箕笃,1.0,4.0,4.0,2.0,2.0
311,CHP01042,风轮菜,1.0,40.0,40.0,23.0,23.0
312,CHP01043,风毛菊,1.0,8.0,8.0,3.0,3.0
313,CHP01050,风箱树叶,1.0,1.0,1.0,1.0,1.0
314,CHP04761,斜基粗叶木,1.0,4.0,4.0,2.0,2.0
315,CHP04772,心叶荆芥,1.0,3.0,3.0,1.0,1.0
316,CHP04682,小蓟,1.0,5.0,5.0,3.0,3.0
317,CHP04698,小米草,1.0,2.0,2.0,1.0,1.0
318,CHP04737,小叶黑柴胡,1.0,2.0,2.0,1.0,1.0
319,CHP04746,小叶石楠,1.0,2.0,2.0,1.0,1.0
320,CHP01076,凤眼草,1.0,8.0,8.0,8.0,8.0
321,CHP04809,绣线菊叶,1.0,9.0,9.0,5.0,5.0
322,CHP04816,徐长卿,1.0,15.0,15.0,5.0,5.0
323,CHP04821,萱草,1.0,9.0,9.0,4.0,4.0
324,CHP04824,玄参,1.0,21.0,21.0,4.0,4.0
325,CHP04826,悬钩子,1.0,5.0,5.0,4.0,4.0
326,CHP04753,小芸木,1.0,4.0,4.0,4.0,4.0
327,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
328,CHP04667,小花鬼针草,1.0,6.0,6.0,5.0,5.0
329,CHP04591,香橼,1.0,10.0,10.0,5.0,5.0
330,CHP04599,响铃草,1.0,11.0,11.0,7.0,7.0
331,CHP04602,向日葵,1.0,6.0,6.0,1.0,1.0
332,CHP04565,香加皮,1.0,106.0,106.0,70.0,70.0
333,CHP01089,佛甲草,1.0,8.0,8.0,4.0,4.0
334,CHP01099,浮叶眼子菜,1.0,13.0,13.0,7.0,7.0
335,CHP01104,福寿草,1.0,20.0,20.0,1.0,1.0
336,CHP04616,橡实,1.0,6.0,6.0,2.0,2.0
337,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
338,CHP04647,小构树,1.0,21.0,21.0,8.0,8.0
339,CHP01143,干地黄,1.0,21.0,21.0,2.0,2.0
340,CHP01144,干冬菜,1.0,2.0,2.0,1.0,1.0
341,CHP01159,杠香藤,1.0,3.0,3.0,2.0,2.0
342,CHP01122,甘葛藤根,1.0,3.0,3.0,1.0,1.0
343,CHP01123,甘菊,1.0,2.0,2.0,2.0,2.0
344,CHP01125,甘青铁线莲,1.0,6.0,6.0,3.0,3.0
345,CHP01163,高粱,1.0,6.0,6.0,4.0,4.0
346,CHP01170,高山辣根菜,1.0,1.0,1.0,1.0,1.0
347,CHP01176,高乌头,1.0,5.0,5.0,2.0,2.0
348,CHP01132,肝风草,1.0,18.0,18.0,12.0,12.0
349,CHP02472,路路通,1.0,10.0,10.0,10.0,10.0
350,CHP03266,清明花,1.0,5.0,5.0,5.0,5.0
351,CHP03270,苘麻子,1.0,3.0,3.0,2.0,2.0
352,CHP03273,秋枫木,1.0,3.0,3.0,2.0,2.0
353,CHP03245,青钱柳,1.0,4.0,4.0,2.0,2.0
354,CHP02488,罗布麻,1.0,12.0,12.0,10.0,10.0
355,CHP02494,罗锅底,1.0,9.0,9.0,5.0,5.0
356,CHP02457,陆英,1.0,2.0,2.0,1.0,1.0
357,CHP02459,鹿葱,1.0,1.0,1.0,1.0,1.0
358,CHP02463,鹿角菜,1.0,7.0,7.0,4.0,4.0
359,CHP02469,鹿衔草,1.0,11.0,11.0,7.0,7.0
360,CHP02500,罗汉松实,1.0,17.0,17.0,9.0,9.0
361,CHP02501,罗汉松叶,1.0,9.0,9.0,5.0,5.0
362,CHP02504,罗勒子,1.0,1.0,1.0,1.0,1.0
363,CHP02507,萝芙木,1.0,28.0,28.0,17.0,17.0
364,CHP02510,萝藦,1.0,14.0,14.0,8.0,8.0
365,CHP02511,萝藦子,1.0,5.0,5.0,5.0,5.0
366,CHP02478,露水草,1.0,10.0,10.0,5.0,5.0
367,CHP03309,雀梅藤,1.0,2.0,2.0,1.0,1.0
368,CHP03328,忍冬藤,1.0,16.0,16.0,14.0,14.0
369,CHP02516,落地生根,1.0,5.0,5.0,4.0,4.0
370,CHP02519,落葵,1.0,1.0,1.0,1.0,1.0
371,CHP02520,落葵花,1.0,9.0,9.0,7.0,7.0
372,CHP02526,吕宋果,1.0,10.0,10.0,5.0,5.0
373,CHP04467,喜旱莲子草,1.0,7.0,7.0,3.0,3.0
374,CHP04422,五桠果,1.0,4.0,4.0,2.0,2.0
375,CHP04431,五爪龙,1.0,6.0,6.0,3.0,3.0
376,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
377,CHP04460,西洋梨,1.0,3.0,3.0,1.0,1.0
378,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
379,CHP01183,茖葱,1.0,6.0,6.0,2.0,2.0
380,CHP04462,锡兰肉桂,1.0,3.0,3.0,1.0,1.0
381,CHP04463,锡生藤,1.0,9.0,9.0,1.0,1.0
382,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
383,CHP01257,关苍术,1.0,4.0,4.0,2.0,2.0
384,CHP01269,管花肉苁蓉,1.0,10.0,10.0,5.0,5.0
385,CHP01216,狗屎花,1.0,1.0,1.0,1.0,1.0
386,CHP01226,枸骨根,1.0,1.0,1.0,1.0,1.0
387,CHP04574,香排草,1.0,8.0,8.0,5.0,5.0
388,CHP04527,仙人掌,1.0,3.0,3.0,1.0,1.0
389,CHP04538,藓生马先蒿,1.0,4.0,4.0,2.0,2.0
390,CHP04546,相思藤,1.0,16.0,16.0,9.0,9.0
391,CHP04550,香柏,1.0,3.0,3.0,3.0,3.0
392,CHP04335,乌棒子,1.0,2.0,2.0,1.0,1.0
393,CHP04344,乌桕木根皮,1.0,2.0,2.0,1.0,1.0
394,CHP04303,望江南,1.0,9.0,9.0,5.0,5.0
395,CHP04313,尾叶香茶菜,1.0,35.0,35.0,21.0,21.0
396,CHP04316,卫矛,1.0,3.0,3.0,1.0,1.0
397,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
398,CHP04280,晚香玉,1.0,19.0,19.0,10.0,10.0
399,CHP04358,乌苏里瓦韦,1.0,2.0,2.0,1.0,1.0
400,CHP04363,巫山淫羊藿,1.0,7.0,7.0,3.0,3.0
401,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
402,CHP04329,问荆,1.0,4.0,4.0,2.0,2.0
403,CHP01348,蔊菜,1.0,2.0,2.0,1.0,1.0
404,CHP01327,桂竹香,1.0,3.0,3.0,2.0,2.0
405,CHP01339,海韭菜,1.0,4.0,4.0,2.0,2.0
