rank,CHP_ID,Chinese_herbal_pieces,ultra_high_count,total_compounds,effective_count,high_quality_count,ultra_high_count
418,CHP02060,爵床,14.0,29.0,29.0,14.0,14.0
419,CHP02612,麦芽,14.0,26.0,26.0,14.0,14.0
420,CHP03148,铺地蜈蚣,14.0,14.0,14.0,14.0,14.0
421,CHP02440,漏芦,14.0,26.0,26.0,14.0,14.0
422,CHP00729,灯盏细辛,14.0,17.0,17.0,14.0,14.0
423,CHP01242,谷精草,14.0,20.0,20.0,14.0,14.0
424,CHP03186,千屈菜,14.0,28.0,28.0,14.0,14.0
425,CHP01273,贯众,14.0,37.0,37.0,16.0,14.0
426,CHP00090,白花丹,14.0,45.0,45.0,14.0,14.0
427,CHP00416,川木香,14.0,29.0,29.0,14.0,14.0
428,CHP02057,蕨菜,14.0,47.0,47.0,14.0,14.0
429,CHP04225,土茯苓,14.0,27.0,27.0,14.0,14.0
430,CHP04372,无患子,13.0,16.0,16.0,13.0,13.0
431,CHP00496,大风子,13.0,28.0,28.0,13.0,13.0
432,CHP00408,楮树根,13.0,46.0,46.0,14.0,13.0
433,CHP04764,缬草,13.0,31.0,31.0,14.0,13.0
434,CHP03657,蛇葡萄,13.0,21.0,21.0,13.0,13.0
435,CHP02898,木天蓼,13.0,25.0,25.0,13.0,13.0
436,CHP00191,斑鸠菊,13.0,22.0,22.0,13.0,13.0
437,CHP05615,梓叶,13.0,21.0,21.0,13.0,13.0
438,CHP03498,山地香茶菜,13.0,18.0,18.0,13.0,13.0
439,CHP03176,千打锤,13.0,26.0,26.0,13.0,13.0
440,CHP01936,金雀花,13.0,19.0,19.0,13.0,13.0
441,CHP01310,鬼箭羽,13.0,42.0,42.0,15.0,13.0
442,CHP05896,僵蚕,13.0,26.0,26.0,13.0,13.0
443,CHP05132,一年蓬,13.0,22.0,22.0,13.0,13.0
444,CHP04858,血桐,13.0,21.0,21.0,14.0,13.0
445,CHP03605,山楂叶,13.0,29.0,29.0,13.0,13.0
446,CHP04469,喜树,13.0,23.0,23.0,13.0,13.0
447,CHP03344,肉桂,13.0,21.0,21.0,13.0,13.0
448,CHP03429,桑椹,13.0,33.0,33.0,13.0,13.0
449,CHP03732,石榴皮,13.0,18.0,18.0,13.0,13.0
450,CHP01370,鹤虱,13.0,29.0,29.0,14.0,13.0
451,CHP00315,草豆蔻,13.0,37.0,37.0,15.0,13.0
452,CHP03256,青葙子,13.0,18.0,18.0,13.0,13.0
453,CHP04413,五色梅,13.0,23.0,23.0,13.0,13.0
454,CHP02517,落花生,13.0,24.0,24.0,13.0,13.0
455,CHP01679,黄荆叶,13.0,31.0,31.0,14.0,13.0
456,CHP01138,橄榄,13.0,25.0,25.0,14.0,13.0
457,CHP00397,臭梧桐,13.0,18.0,18.0,13.0,13.0
458,CHP01625,槐角,12.0,18.0,18.0,12.0,12.0
459,CHP02940,南蛇藤果,12.0,24.0,24.0,12.0,12.0
460,CHP00939,多伞阿魏,12.0,12.0,12.0,12.0,12.0
461,CHP00875,杜茎山,12.0,25.0,25.0,15.0,12.0
462,CHP02889,木榄,12.0,19.0,19.0,12.0,12.0
463,CHP00078,白果根,12.0,16.0,16.0,12.0,12.0
464,CHP01813,吉祥草,12.0,20.0,20.0,12.0,12.0
465,CHP00906,堆心菊,12.0,25.0,25.0,12.0,12.0
466,CHP02240,老鼠簕,12.0,20.0,20.0,12.0,12.0
467,CHP02222,老鹳草,12.0,22.0,22.0,12.0,12.0
468,CHP03532,山姜,12.0,18.0,18.0,12.0,12.0
469,CHP02489,罗布麻叶,12.0,25.0,25.0,12.0,12.0
470,CHP00597,大叶仙茅,12.0,24.0,24.0,12.0,12.0
471,CHP02137,苦玄参,12.0,20.0,20.0,12.0,12.0
472,CHP01288,光叶巴豆,12.0,24.0,24.0,12.0,12.0
473,CHP03695,蓍实,12.0,19.0,19.0,12.0,12.0
474,CHP03258,青叶胆,12.0,19.0,19.0,12.0,12.0
475,CHP01132,肝风草,12.0,18.0,18.0,12.0,12.0
476,CHP05066,野茉莉,12.0,12.0,12.0,12.0,12.0
477,CHP03139,蒲桃,12.0,33.0,33.0,14.0,12.0
478,CHP02658,猫爪草,12.0,22.0,22.0,12.0,12.0
479,CHP01930,金牛草,12.0,19.0,19.0,12.0,12.0
480,CHP00458,葱白,12.0,70.0,70.0,15.0,12.0
481,CHP05301,鸢尾,12.0,37.0,37.0,12.0,12.0
482,CHP02796,米仔兰,11.0,12.0,12.0,11.0,11.0
483,CHP06134,云芝,11.0,16.0,16.0,11.0,11.0
484,CHP04164,铁丝灵仙,11.0,14.0,14.0,11.0,11.0
485,CHP01911,金果榄,11.0,15.0,15.0,11.0,11.0
486,CHP03585,山香,11.0,12.0,12.0,11.0,11.0
487,CHP03389,三棱,11.0,16.0,16.0,11.0,11.0
488,CHP01338,海金砂,11.0,28.0,28.0,12.0,11.0
489,CHP00710,地梭罗,11.0,35.0,35.0,11.0,11.0
490,CHP05557,猪鬃草,11.0,17.0,17.0,11.0,11.0
491,CHP00292,布渣叶,11.0,20.0,20.0,11.0,11.0
492,CHP03975,松子仁,11.0,15.0,15.0,11.0,11.0
493,CHP05402,獐牙菜,11.0,37.0,37.0,11.0,11.0
494,CHP05370,皂荚,11.0,22.0,22.0,11.0,11.0
495,CHP05140,一枝黄花,11.0,19.0,19.0,11.0,11.0
496,CHP00305,藏边大黄,11.0,28.0,28.0,11.0,11.0
497,CHP03134,蒲公英,11.0,34.0,34.0,12.0,11.0
498,CHP00443,刺果甘草,11.0,22.0,22.0,11.0,11.0
499,CHP05159,益智,11.0,12.0,12.0,11.0,11.0
500,CHP03070,胖大海,11.0,19.0,19.0,11.0,11.0
501,CHP05261,鱼藤,11.0,40.0,40.0,11.0,11.0
502,CHP00483,大车前,11.0,21.0,21.0,11.0,11.0
503,CHP01669,黄花远志,11.0,21.0,21.0,11.0,11.0
504,CHP03946,四季青,11.0,17.0,17.0,12.0,11.0
505,CHP02441,芦根,11.0,24.0,24.0,11.0,11.0
506,CHP00772,跌打老,11.0,16.0,16.0,12.0,11.0
507,CHP05061,野马追,11.0,17.0,17.0,11.0,11.0
508,CHP00683,地瓜子,11.0,25.0,25.0,12.0,11.0
509,CHP00668,地不容,11.0,25.0,25.0,11.0,11.0
510,CHP02410,龙脑膏香,11.0,15.0,15.0,11.0,11.0
511,CHP04897,延胡索,11.0,19.0,19.0,12.0,11.0
512,CHP01312,鬼针草,10.0,15.0,15.0,10.0,10.0
513,CHP00049,霸王鞭,10.0,20.0,20.0,10.0,10.0
514,CHP01751,灰叶根,10.0,22.0,22.0,10.0,10.0
515,CHP00298,苍耳,10.0,17.0,17.0,10.0,10.0
516,CHP05704,紫玉盘,10.0,21.0,21.0,10.0,10.0
517,CHP05030,野甘草,10.0,18.0,18.0,10.0,10.0
518,CHP05163,翼首草,10.0,14.0,14.0,10.0,10.0
519,CHP02602,马醉木,10.0,14.0,14.0,10.0,10.0
520,CHP00500,大果大戟,10.0,16.0,16.0,10.0,10.0
521,CHP03768,使君子,10.0,25.0,25.0,10.0,10.0
522,CHP00965,鹅掌楸,10.0,12.0,12.0,10.0,10.0
523,CHP04838,雪莲,10.0,26.0,26.0,10.0,10.0
524,CHP04482,细辛,10.0,23.0,23.0,10.0,10.0
525,CHP04280,晚香玉,10.0,19.0,19.0,10.0,10.0
526,CHP00997,番泻叶,10.0,22.0,22.0,11.0,10.0
527,CHP02279,荔枝核,10.0,19.0,19.0,11.0,10.0
528,CHP01019,飞燕草,10.0,17.0,17.0,10.0,10.0
529,CHP00165,白珠树,10.0,18.0,18.0,10.0,10.0
530,CHP06113,马勃,10.0,20.0,20.0,11.0,10.0
531,CHP00227,北豆,10.0,16.0,16.0,10.0,10.0
532,CHP03561,山柰,10.0,20.0,20.0,10.0,10.0
533,CHP01131,甘西鼠尾草,10.0,20.0,20.0,10.0,10.0
534,CHP01168,高山火绒草,10.0,17.0,17.0,10.0,10.0
535,CHP04178,通关藤,10.0,21.0,21.0,11.0,10.0
536,CHP02498,罗汉松,10.0,18.0,18.0,10.0,10.0
537,CHP02472,路路通,10.0,10.0,10.0,10.0,10.0
538,CHP02488,罗布麻,10.0,12.0,12.0,10.0,10.0
539,CHP00928,多花蒿,10.0,10.0,10.0,10.0,10.0
540,CHP02355,铃兰,10.0,20.0,20.0,10.0,10.0
541,CHP02439,耧斗菜,10.0,16.0,16.0,10.0,10.0
542,CHP00882,杜松,10.0,17.0,17.0,10.0,10.0
543,CHP04902,芫荽子,10.0,17.0,17.0,10.0,10.0
544,CHP00100,白胶香,9.0,20.0,20.0,9.0,9.0
545,CHP03601,山楂,9.0,25.0,25.0,10.0,9.0
546,CHP04546,相思藤,9.0,16.0,16.0,9.0,9.0
547,CHP03334,榕树,9.0,16.0,16.0,9.0,9.0
548,CHP02175,辣蓼草,9.0,17.0,17.0,9.0,9.0
549,CHP01256,关白附,9.0,16.0,16.0,9.0,9.0
550,CHP01449,红景天,9.0,44.0,44.0,13.0,9.0
551,CHP01945,金铁锁,9.0,12.0,12.0,9.0,9.0
552,CHP01957,金叶子,9.0,10.0,10.0,9.0,9.0
553,CHP02055,决明,9.0,17.0,17.0,9.0,9.0
554,CHP02777,蒙自草胡椒,9.0,9.0,9.0,9.0,9.0
555,CHP02418,龙血树,9.0,22.0,22.0,10.0,9.0
556,CHP04898,延龄草,9.0,12.0,12.0,9.0,9.0
557,CHP00762,吊干麻,9.0,22.0,22.0,9.0,9.0
558,CHP00708,地刷子,9.0,15.0,15.0,9.0,9.0
559,CHP04866,鸦胆子,9.0,12.0,12.0,9.0,9.0
560,CHP03226,青果,9.0,14.0,14.0,9.0,9.0
561,CHP02337,辽东楤木,9.0,19.0,19.0,9.0,9.0
562,CHP02500,罗汉松实,9.0,17.0,17.0,9.0,9.0
563,CHP03687,省沽油,9.0,13.0,13.0,9.0,9.0
564,CHP01815,棘豆,9.0,13.0,13.0,9.0,9.0
565,CHP02342,裂果薯,9.0,17.0,17.0,9.0,9.0
566,CHP05117,叶下珠,9.0,15.0,15.0,9.0,9.0
567,CHP00469,催吐萝芙木,9.0,19.0,19.0,9.0,9.0
568,CHP00457,葱,9.0,25.0,25.0,9.0,9.0
569,CHP05294,玉竹,9.0,12.0,12.0,9.0,9.0
570,CHP05205,迎春花,9.0,13.0,13.0,9.0,9.0
571,CHP05512,肿柄菊,9.0,13.0,13.0,9.0,9.0
572,CHP05565,竹节参,9.0,12.0,12.0,9.0,9.0
573,CHP03843,水红花子,9.0,17.0,17.0,9.0,9.0
574,CHP00231,北玄参,9.0,15.0,15.0,9.0,9.0
575,CHP01776,鸡蛋花,9.0,15.0,15.0,9.0,9.0
576,CHP01773,鸡肠狼毒,9.0,18.0,18.0,9.0,9.0
577,CHP02935,南蛇竻,8.0,12.0,12.0,8.0,8.0
578,CHP00284,播娘蒿,8.0,14.0,14.0,8.0,8.0
579,CHP00256,鞭叶铁线蕨,8.0,12.0,12.0,8.0,8.0
580,CHP05338,云南甘草,8.0,14.0,14.0,8.0,8.0
581,CHP03013,牛舌草,8.0,14.0,14.0,8.0,8.0
582,CHP04167,铁苋,8.0,17.0,17.0,8.0,8.0
583,CHP01560,虎杖,8.0,14.0,14.0,8.0,8.0
584,CHP01620,槐,8.0,13.0,13.0,8.0,8.0
585,CHP01676,黄荆,8.0,15.0,15.0,8.0,8.0
586,CHP03753,石蒜,8.0,16.0,16.0,8.0,8.0
587,CHP01596,华千金藤,8.0,8.0,8.0,8.0,8.0
588,CHP00309,糙苏,8.0,11.0,11.0,8.0,8.0
589,CHP00323,草乌叶,8.0,13.0,13.0,8.0,8.0
590,CHP03664,麝香草,8.0,21.0,21.0,10.0,8.0
591,CHP03665,伸筋草,8.0,43.0,43.0,8.0,8.0
592,CHP01235,枸杞叶,8.0,14.0,14.0,9.0,8.0
593,CHP01234,枸杞,8.0,15.0,15.0,8.0,8.0
594,CHP04409,五气朝阳草,8.0,9.0,9.0,9.0,8.0
595,CHP01241,古柯,8.0,12.0,12.0,8.0,8.0
596,CHP04647,小构树,8.0,21.0,21.0,8.0,8.0
597,CHP06131,香蕈,8.0,9.0,9.0,8.0,8.0
598,CHP03353,入地蜈蚣,8.0,13.0,13.0,8.0,8.0
599,CHP00998,翻白草,8.0,15.0,15.0,8.0,8.0
600,CHP06120,绒白乳菇,8.0,15.0,15.0,8.0,8.0
601,CHP06136,猪苓,8.0,9.0,9.0,8.0,8.0
602,CHP00016,安徽贝母,8.0,11.0,11.0,8.0,8.0
603,CHP03213,荞麦,8.0,14.0,14.0,8.0,8.0
604,CHP03395,三面刀,8.0,14.0,14.0,8.0,8.0
605,CHP01076,凤眼草,8.0,8.0,8.0,8.0,8.0
606,CHP01988,粳米,8.0,9.0,9.0,8.0,8.0
607,CHP02065,看麦娘状莎草,8.0,15.0,15.0,8.0,8.0
608,CHP00887,短瓣花,8.0,14.0,14.0,8.0,8.0
609,CHP00949,峨参,8.0,16.0,16.0,8.0,8.0
610,CHP03302,瞿麦,8.0,10.0,10.0,8.0,8.0
611,CHP00947,多足蕨,8.0,9.0,9.0,8.0,8.0
612,CHP04863,荨麻,8.0,13.0,13.0,8.0,8.0
613,CHP04987,杨梅树皮,8.0,21.0,21.0,8.0,8.0
614,CHP00485,大丁草,8.0,28.0,28.0,9.0,8.0
615,CHP05112,叶底珠,8.0,18.0,18.0,8.0,8.0
616,CHP02510,萝藦,8.0,14.0,14.0,8.0,8.0
617,CHP02484,轮环藤,8.0,15.0,15.0,8.0,8.0
618,CHP02557,麻叶,8.0,13.0,13.0,9.0,8.0
619,CHP00467,粗叶悬钩子,8.0,21.0,21.0,8.0,8.0
620,CHP03135,蒲黄,8.0,12.0,12.0,8.0,8.0
621,CHP04061,桃金娘,8.0,18.0,18.0,8.0,8.0
622,CHP02908,木贼,8.0,16.0,16.0,8.0,8.0
623,CHP05679,紫苏叶,8.0,12.0,12.0,8.0,8.0
624,CHP05730,总状升麻,8.0,11.0,11.0,8.0,8.0
625,CHP06122,桑黄,8.0,16.0,16.0,8.0,8.0
626,CHP04368,无花果,8.0,25.0,25.0,8.0,8.0
627,CHP04523,夏至草,8.0,13.0,13.0,8.0,8.0
628,CHP00040,巴拿马山石榴,7.0,10.0,10.0,7.0,7.0
629,CHP00189,斑草,7.0,15.0,15.0,8.0,7.0
630,CHP00062,白刺花,7.0,21.0,21.0,7.0,7.0
631,CHP00042,巴西胡桐,7.0,10.0,10.0,7.0,7.0
632,CHP04547,相思子,7.0,11.0,11.0,7.0,7.0
633,CHP02305,莲花,7.0,17.0,17.0,8.0,7.0
634,CHP04276,豌豆,7.0,10.0,10.0,8.0,7.0
635,CHP04259,菟丝子,7.0,11.0,11.0,8.0,7.0
636,CHP02892,木麻黄,7.0,11.0,11.0,7.0,7.0
637,CHP06133,蛹虫草,7.0,11.0,11.0,7.0,7.0
638,CHP02863,木瓜,7.0,41.0,41.0,9.0,7.0
639,CHP00347,常春藤,7.0,11.0,11.0,7.0,7.0
640,CHP03778,柿叶,7.0,14.0,14.0,8.0,7.0
641,CHP03696,十大功劳,7.0,12.0,12.0,8.0,7.0
642,CHP01965,金鱼藤,7.0,11.0,11.0,7.0,7.0
643,CHP01693,黄龙胆,7.0,16.0,16.0,7.0,7.0
644,CHP01750,灰叶,7.0,8.0,8.0,7.0,7.0
645,CHP01550,虎刺,7.0,17.0,17.0,7.0,7.0
646,CHP03038,糯稻根,7.0,13.0,13.0,7.0,7.0
647,CHP00296,蚕豆,7.0,19.0,19.0,8.0,7.0
648,CHP02623,曼陀罗叶,7.0,14.0,14.0,7.0,7.0
649,CHP01600,华山矾,7.0,10.0,10.0,7.0,7.0
650,CHP01540,湖北黄精,7.0,13.0,13.0,7.0,7.0
651,CHP04223,土当归,7.0,12.0,12.0,7.0,7.0
652,CHP04524,仙鹤草,7.0,11.0,11.0,7.0,7.0
653,CHP04465,溪黄草,7.0,7.0,7.0,7.0,7.0
654,CHP00119,白马骨,7.0,11.0,11.0,7.0,7.0
655,CHP06015,水蛭,7.0,9.0,9.0,7.0,7.0
656,CHP00013,艾实,7.0,12.0,12.0,7.0,7.0
657,CHP00068,白杜鹃花,7.0,18.0,18.0,7.0,7.0
658,CHP01099,浮叶眼子菜,7.0,13.0,13.0,7.0,7.0
659,CHP01905,金钗凤尾蕨,7.0,11.0,11.0,7.0,7.0
660,CHP03486,山沉香,7.0,16.0,16.0,7.0,7.0
661,CHP03263,清风藤,7.0,11.0,11.0,7.0,7.0
662,CHP01996,九节茶,7.0,12.0,12.0,7.0,7.0
663,CHP01409,红车轴草,7.0,21.0,21.0,8.0,7.0
664,CHP01757,茴香,7.0,14.0,14.0,9.0,7.0
665,CHP02310,莲叶橐吾,7.0,12.0,12.0,7.0,7.0
666,CHP02314,莲子心,7.0,11.0,11.0,7.0,7.0
667,CHP04599,响铃草,7.0,11.0,11.0,7.0,7.0
668,CHP04578,香薷,7.0,8.0,8.0,7.0,7.0
669,CHP01342,海南买麻藤,7.0,13.0,13.0,7.0,7.0
670,CHP04084,天胡荽,7.0,12.0,12.0,7.0,7.0
671,CHP04893,烟草,7.0,13.0,13.0,7.0,7.0
672,CHP00802,东方狗脊,7.0,12.0,12.0,7.0,7.0
673,CHP00486,大豆,7.0,12.0,12.0,8.0,7.0
674,CHP00676,地肤子,7.0,10.0,10.0,7.0,7.0
675,CHP01309,鬼箭锦鸡儿,7.0,11.0,11.0,7.0,7.0
676,CHP02469,鹿衔草,7.0,11.0,11.0,7.0,7.0
677,CHP05169,茵陈,7.0,16.0,16.0,7.0,7.0
678,CHP02520,落葵花,7.0,9.0,9.0,7.0,7.0
679,CHP03180,千金子,7.0,10.0,10.0,7.0,7.0
680,CHP00445,刺槐花,7.0,14.0,14.0,7.0,7.0
681,CHP00454,刺楸树皮,7.0,11.0,11.0,7.0,7.0
682,CHP02554,麻牛膝,7.0,15.0,15.0,7.0,7.0
683,CHP04057,桃儿七,7.0,10.0,10.0,7.0,7.0
684,CHP04018,娑罗子,7.0,11.0,11.0,7.0,7.0
685,CHP04042,太子参,7.0,19.0,19.0,8.0,7.0
686,CHP05682,紫檀,7.0,36.0,36.0,8.0,7.0
687,CHP06128,松萝,7.0,27.0,27.0,8.0,7.0
688,CHP05542,珠子草,7.0,13.0,13.0,7.0,7.0
689,CHP01534,葫芦茶,6.0,12.0,12.0,6.0,6.0
690,CHP01763,火索麻,6.0,8.0,8.0,6.0,6.0
691,CHP01599,华山参,6.0,12.0,12.0,6.0,6.0
692,CHP01472,红楠,6.0,6.0,6.0,6.0,6.0
693,CHP04055,糖荠,6.0,8.0,8.0,6.0,6.0
694,CHP04092,天罗水,6.0,12.0,12.0,6.0,6.0
695,CHP01884,角蒿,6.0,10.0,10.0,6.0,6.0
696,CHP00336,茶子,6.0,13.0,13.0,7.0,6.0
697,CHP05486,蜘蛛香,6.0,10.0,10.0,6.0,6.0
698,CHP03020,牛尾蒿,6.0,14.0,14.0,7.0,6.0
699,CHP02930,南瓜子,6.0,13.0,13.0,6.0,6.0
700,CHP02661,毛白杨,6.0,13.0,13.0,6.0,6.0
701,CHP02630,蔓荆,6.0,20.0,20.0,7.0,6.0
702,CHP00251,边缘鳞盖蕨,6.0,14.0,14.0,6.0,6.0
703,CHP03647,蛇根草,6.0,10.0,10.0,6.0,6.0
704,CHP01753,回回豆,6.0,14.0,14.0,6.0,6.0
705,CHP01598,华桑,6.0,14.0,14.0,6.0,6.0
706,CHP05289,玉叶金花,6.0,11.0,11.0,6.0,6.0
707,CHP02544,麻根,6.0,6.0,6.0,6.0,6.0
708,CHP00396,臭山羊,6.0,17.0,17.0,6.0,6.0
709,CHP02588,马桑,6.0,15.0,15.0,6.0,6.0
710,CHP05194,罂粟,6.0,7.0,7.0,6.0,6.0
711,CHP03187,千日红,6.0,12.0,12.0,6.0,6.0
712,CHP04984,杨梅,6.0,9.0,9.0,6.0,6.0
713,CHP00670,地胆草,6.0,10.0,10.0,6.0,6.0
714,CHP00514,大黄花,6.0,9.0,9.0,6.0,6.0
715,CHP04994,洋蒲桃叶,6.0,10.0,10.0,6.0,6.0
716,CHP00756,颠茄,6.0,11.0,11.0,6.0,6.0
717,CHP00722,灯笼草,6.0,10.0,10.0,6.0,6.0
718,CHP00973,儿茶钩藤,6.0,10.0,10.0,7.0,6.0
719,CHP00970,鄂北贝母,6.0,8.0,8.0,6.0,6.0
720,CHP03214,茄子,6.0,8.0,8.0,6.0,6.0
721,CHP01345,海州骨碎补,6.0,10.0,10.0,6.0,6.0
722,CHP00731,棣棠花,6.0,12.0,12.0,6.0,6.0
723,CHP01299,广西莪术,6.0,12.0,12.0,7.0,6.0
724,CHP01363,荷花玉兰,6.0,11.0,11.0,6.0,6.0
725,CHP04285,万年青根,6.0,10.0,10.0,6.0,6.0
726,CHP01296,广金钱草,6.0,21.0,21.0,6.0,6.0
727,CHP01316,桂花,6.0,8.0,8.0,6.0,6.0
728,CHP02109,苦蒿,6.0,12.0,12.0,6.0,6.0
729,CHP01181,戈壁天门冬,6.0,10.0,10.0,6.0,6.0
730,CHP02114,苦苣,6.0,7.0,7.0,6.0,6.0
731,CHP02250,了哥王根,6.0,7.0,7.0,6.0,6.0
732,CHP01126,甘薯,6.0,8.0,8.0,6.0,6.0
733,CHP01261,关木通,6.0,12.0,12.0,6.0,6.0
734,CHP02855,木鳖子,6.0,14.0,14.0,8.0,6.0
735,CHP02814,绵枣儿,6.0,10.0,10.0,7.0,6.0
736,CHP04608,向日葵叶,6.0,11.0,11.0,6.0,6.0
737,CHP04612,象皮木,6.0,10.0,10.0,6.0,6.0
738,CHP02308,莲生桂子花,6.0,11.0,11.0,6.0,6.0
739,CHP05779,蟾蜍,6.0,11.0,11.0,6.0,6.0
740,CHP00220,宝盖草,6.0,12.0,12.0,6.0,6.0
741,CHP05623,紫草,6.0,20.0,20.0,7.0,6.0
742,CHP05778,蝉蜕,6.0,8.0,8.0,6.0,6.0
743,CHP05754,斑蝥,6.0,18.0,18.0,10.0,6.0
744,CHP00221,保山乌头,6.0,11.0,11.0,6.0,6.0
745,CHP03867,水蓼,6.0,12.0,12.0,6.0,6.0
746,CHP01783,鸡骨常山,6.0,10.0,10.0,6.0,6.0
747,CHP00083,白鹤灵芝,6.0,13.0,13.0,6.0,6.0
748,CHP06089,冬虫夏草,6.0,17.0,17.0,6.0,6.0
749,CHP00102,白芥子,6.0,18.0,18.0,6.0,6.0
750,CHP05922,鹿茸,5.0,7.0,7.0,5.0,5.0
751,CHP06060,原蚕沙,5.0,6.0,6.0,5.0,5.0
752,CHP06047,熊胆,5.0,6.0,6.0,5.0,5.0
753,CHP06117,蘑菇,5.0,11.0,11.0,6.0,5.0
754,CHP05501,枳实,5.0,6.0,6.0,5.0,5.0
755,CHP05662,紫茉莉,5.0,8.0,8.0,5.0,5.0
756,CHP00011,艾纳香,5.0,18.0,18.0,5.0,5.0
757,CHP02282,荔枝叶,5.0,6.0,6.0,5.0,5.0
758,CHP04862,寻骨风,5.0,17.0,17.0,7.0,5.0
759,CHP04816,徐长卿,5.0,15.0,15.0,5.0,5.0
760,CHP01269,管花肉苁蓉,5.0,10.0,10.0,5.0,5.0
761,CHP04629,小檗,5.0,11.0,11.0,5.0,5.0
762,CHP04591,香橼,5.0,10.0,10.0,5.0,5.0
763,CHP04574,香排草,5.0,8.0,8.0,5.0,5.0
764,CHP04667,小花鬼针草,5.0,6.0,6.0,5.0,5.0
765,CHP06129,松蕈,5.0,8.0,8.0,5.0,5.0
766,CHP02839,母菊,5.0,10.0,10.0,5.0,5.0
767,CHP02781,迷迭香,5.0,10.0,10.0,5.0,5.0
768,CHP02861,木防己,5.0,13.0,13.0,5.0,5.0
769,CHP02872,木姜子,5.0,8.0,8.0,5.0,5.0
770,CHP04834,雪胆,5.0,15.0,15.0,5.0,5.0
771,CHP02207,狼把草,5.0,13.0,13.0,5.0,5.0
772,CHP02304,莲房,5.0,5.0,5.0,5.0,5.0
773,CHP03314,蘘荷,5.0,11.0,11.0,5.0,5.0
774,CHP01323,桂皮,5.0,11.0,11.0,5.0,5.0
775,CHP04244,土三七,5.0,15.0,15.0,5.0,5.0
776,CHP00742,滇黄芩,5.0,10.0,10.0,5.0,5.0
777,CHP05248,柚花,5.0,21.0,21.0,5.0,5.0
778,CHP02494,罗锅底,5.0,9.0,9.0,5.0,5.0
779,CHP02511,萝藦子,5.0,5.0,5.0,5.0,5.0
780,CHP02526,吕宋果,5.0,10.0,10.0,5.0,5.0
781,CHP00586,大叶马尾连,5.0,13.0,13.0,5.0,5.0
782,CHP00573,大叶柴胡,5.0,9.0,9.0,5.0,5.0
783,CHP00628,胆木,5.0,13.0,13.0,5.0,5.0
784,CHP00604,大叶紫珠,5.0,9.0,9.0,5.0,5.0
785,CHP04958,羊角拗,5.0,10.0,10.0,5.0,5.0
786,CHP05229,油柑叶,5.0,6.0,6.0,5.0,5.0
787,CHP02501,罗汉松叶,5.0,9.0,9.0,5.0,5.0
788,CHP00849,豆油,5.0,10.0,10.0,6.0,5.0
789,CHP00803,东方荚果蕨,5.0,9.0,9.0,5.0,5.0
790,CHP01376,黑杠柳,5.0,7.0,7.0,5.0,5.0
791,CHP03266,清明花,5.0,5.0,5.0,5.0,5.0
792,CHP00806,东风橘根,5.0,27.0,27.0,5.0,5.0
793,CHP04948,眼子菜,5.0,9.0,9.0,6.0,5.0
794,CHP00945,多穗石柯叶,5.0,8.0,8.0,5.0,5.0
795,CHP00974,耳草,5.0,11.0,11.0,5.0,5.0
796,CHP04951,燕麦,5.0,10.0,10.0,6.0,5.0
797,CHP04809,绣线菊叶,5.0,9.0,9.0,5.0,5.0
798,CHP02082,孔雀草,5.0,10.0,10.0,5.0,5.0
799,CHP00923,盾叶薯蓣,5.0,11.0,11.0,5.0,5.0
800,CHP04795,杏仁,5.0,11.0,11.0,6.0,5.0
801,CHP04521,夏天无,5.0,5.0,5.0,5.0,5.0
802,CHP00173,百里香,5.0,23.0,23.0,5.0,5.0
803,CHP03022,牛西西,5.0,9.0,9.0,5.0,5.0
804,CHP01431,红花鹿蹄草,5.0,8.0,8.0,5.0,5.0
805,CHP03759,石枣子,5.0,9.0,9.0,5.0,5.0
806,CHP01517,胡萝卜,5.0,8.0,8.0,5.0,5.0
807,CHP03709,石刁柏,5.0,12.0,12.0,5.0,5.0
808,CHP04002,酸石榴,5.0,8.0,8.0,5.0,5.0
809,CHP03762,石竹,5.0,8.0,8.0,6.0,5.0
810,CHP01889,接骨木,5.0,10.0,10.0,5.0,5.0
811,CHP03679,肾子草,5.0,7.0,7.0,5.0,5.0
812,CHP03718,石荠苎,5.0,8.0,8.0,5.0,5.0
813,CHP03051,欧活血丹,5.0,8.0,8.0,5.0,5.0
814,CHP03088,蟛蜞菊,5.0,7.0,7.0,5.0,5.0
815,CHP00349,常春卫矛,5.0,6.0,6.0,5.0,5.0
816,CHP00376,赤瓟,5.0,8.0,8.0,5.0,5.0
817,CHP00371,秤钩风,5.0,10.0,10.0,5.0,5.0
818,CHP00175,百脉根,5.0,15.0,15.0,5.0,5.0
819,CHP00293,菜豆树,5.0,11.0,11.0,5.0,5.0
820,CHP01551,虎耳草,5.0,7.0,7.0,5.0,5.0
821,CHP01549,蝴蝶花,5.0,7.0,7.0,5.0,5.0
822,CHP01537,湖北贝母,5.0,9.0,9.0,5.0,5.0
823,CHP04190,桐油,5.0,10.0,10.0,5.0,5.0
824,CHP01912,金合欢,5.0,11.0,11.0,5.0,5.0
825,CHP03587,山香圆,5.0,6.0,6.0,5.0,5.0
826,CHP04033,台湾泽兰,5.0,7.0,7.0,5.0,5.0
827,CHP01578,华北白前,5.0,13.0,13.0,5.0,5.0
828,CHP05304,圆柏,5.0,5.0,5.0,5.0,5.0
829,CHP00403,除虫菊,5.0,16.0,16.0,5.0,5.0
