rank,CHP_ID,Chinese_herbal_pieces,adj_avg_score,total_compounds,effective_count,high_quality_count,ultra_high_count
623,CHP02566,马齿苋,0.7876683462158857,64.0,64.0,37.0,37.0
624,CHP01416,红豆杉,0.7876186252150099,548.0,548.0,326.0,325.0
625,CHP00038,巴豆霜,0.7875992245432305,1.0,1.0,1.0,1.0
626,CHP04165,铁丝七,0.7875470143734711,6.0,6.0,4.0,4.0
627,CHP00875,杜茎山,0.787391514856444,25.0,25.0,15.0,12.0
628,CHP02209,狼毒,0.7873047256516422,36.0,36.0,23.0,23.0
629,CHP03360,蕤仁,0.7872698053827336,3.0,3.0,2.0,2.0
630,CHP06038,犀角,0.787094364164628,2.0,2.0,1.0,1.0
631,CHP00220,宝盖草,0.7870449663625244,12.0,12.0,6.0,6.0
632,CHP05132,一年蓬,0.7869977362492354,22.0,22.0,13.0,13.0
633,CHP02012,酒饼叶,0.7869513864691493,7.0,7.0,4.0,4.0
634,CHP01568,花楸,0.7869453026650357,5.0,5.0,3.0,3.0
635,CHP00246,蓖麻子,0.7868699612760753,37.0,37.0,22.0,21.0
636,CHP00482,大巢菜,0.7868634906650358,5.0,5.0,3.0,3.0
637,CHP01159,杠香藤,0.7867870515365797,3.0,3.0,2.0,2.0
638,CHP02914,苜蓿根,0.7867847849979613,2.0,2.0,1.0,1.0
639,CHP04599,响铃草,0.7866208642845494,11.0,11.0,7.0,7.0
640,CHP03565,山萩,0.7865056613317024,5.0,5.0,3.0,3.0
641,CHP05283,玉兰,0.7864084035180657,44.0,44.0,29.0,29.0
642,CHP01677,黄荆根,0.7862657558312947,2.0,2.0,1.0,1.0
643,CHP01029,肺形草,0.7861451579983691,5.0,5.0,4.0,4.0
644,CHP05866,鲩鱼,0.7857440845432305,1.0,1.0,1.0,1.0
645,CHP00210,半夏曲,0.7856935558312946,2.0,2.0,1.0,1.0
646,CHP01272,贯叶连翘,0.7856455252375127,32.0,32.0,20.0,19.0
647,CHP03175,千层塔,0.7855947947996739,65.0,65.0,41.0,41.0
648,CHP00298,苍耳,0.7854740925916865,17.0,17.0,10.0,10.0
649,CHP01759,茴香茎叶,0.7854730299982526,4.0,4.0,2.0,2.0
650,CHP00393,臭茉莉,0.7854717099979615,2.0,2.0,1.0,1.0
651,CHP00770,调经草,0.7853625799983691,5.0,5.0,3.0,3.0
652,CHP05010,椰子瓤,0.785234564164628,2.0,2.0,1.0,1.0
653,CHP01741,黄杨,0.7852283242850154,25.0,25.0,16.0,16.0
654,CHP02510,萝藦,0.7851720862489806,14.0,14.0,8.0,8.0
655,CHP06167,硫磺,0.7851695883312947,2.0,2.0,1.0,1.0
656,CHP00300,苍耳子,0.7851411646910559,71.0,71.0,40.0,39.0
657,CHP05154,异叶梁王茶,0.7850502538875298,8.0,8.0,4.0,4.0
658,CHP02037,蒟蒻薯,0.7849830769132782,71.0,71.0,34.0,34.0
659,CHP03969,松香,0.784954728123471,6.0,6.0,4.0,4.0
660,CHP02337,辽东楤木,0.7848730837922598,19.0,19.0,9.0,9.0
661,CHP01898,芥子,0.7848482964381887,136.0,136.0,76.0,75.0
662,CHP00998,翻白草,0.7847157499990215,15.0,15.0,8.0,8.0
663,CHP03778,柿叶,0.784696382082314,14.0,14.0,8.0,7.0
664,CHP00142,白术,0.7846770427341839,118.0,118.0,68.0,65.0
665,CHP02696,毛连菜,0.7843087149982526,4.0,4.0,2.0,2.0
666,CHP01323,桂皮,0.7842512676178826,11.0,11.0,5.0,5.0
667,CHP01676,黄荆,0.7842426491990214,15.0,15.0,8.0,8.0
668,CHP02713,毛蕊花,0.7842361193317025,5.0,5.0,3.0,3.0
669,CHP00412,川贝母,0.7841952068234266,228.0,228.0,135.0,133.0
670,CHP02935,南蛇竻,0.7841163036352515,12.0,12.0,8.0,8.0
671,CHP04900,芫花根,0.7838391730750411,3.0,3.0,2.0,2.0
672,CHP00819,冬葵果,0.7838034204886171,80.0,80.0,44.0,42.0
673,CHP00882,杜松,0.7837685455546496,17.0,17.0,10.0,10.0
674,CHP05370,皂荚,0.7835848581242354,22.0,22.0,11.0,11.0
675,CHP05687,紫菀,0.7835718886835668,28.0,28.0,16.0,16.0
676,CHP00742,滇黄芩,0.7835454564987768,10.0,10.0,5.0,5.0
677,CHP05662,紫茉莉,0.7834608755541965,8.0,8.0,5.0,5.0
678,CHP03695,蓍实,0.783440876206053,19.0,19.0,12.0,12.0
679,CHP00322,草乌,0.7833679873030959,79.0,79.0,50.0,49.0
680,CHP02443,芦荟,0.7832541498663405,65.0,65.0,38.0,38.0
681,CHP04290,万寿菊,0.7831721947044433,7.0,7.0,4.0,4.0
682,CHP04972,羊蹄草,0.7831130154523215,1.0,1.0,1.0,0.0
683,CHP02313,莲子草,0.7829426394430853,8.0,8.0,4.0,4.0
684,CHP05329,越橘叶,0.7829064861519643,3.0,3.0,2.0,2.0
685,CHP03258,青叶胆,0.7825572927577771,19.0,19.0,12.0,12.0
686,CHP02357,凌霄花,0.782481811627338,33.0,33.0,20.0,19.0
687,CHP02085,苦芺,0.7824184615365797,3.0,3.0,2.0,2.0
688,CHP04469,喜树,0.7822937172719859,23.0,23.0,13.0,13.0
689,CHP04535,咸酸蔃,0.782210069997776,1.0,1.0,1.0,0.0
690,CHP00308,藏青果,0.7821407546135029,3.0,3.0,2.0,1.0
691,CHP03273,秋枫木,0.7821203630750413,3.0,3.0,2.0,2.0
692,CHP05841,海螵蛸,0.7821096249979614,2.0,2.0,1.0,1.0
693,CHP00726,灯心草,0.781980037659054,37.0,37.0,17.0,15.0
694,CHP04761,斜基粗叶木,0.7817111371411097,4.0,4.0,2.0,2.0
695,CHP03223,青黛,0.7815903891646281,2.0,2.0,1.0,1.0
696,CHP00597,大叶仙茅,0.7815404252933982,24.0,24.0,12.0,12.0
697,CHP05553,猪屎豆,0.781527186921195,3.0,3.0,2.0,1.0
698,CHP06113,马勃,0.7814142276658512,20.0,20.0,11.0,10.0
699,CHP04313,尾叶香茶菜,0.7814139271105676,35.0,35.0,21.0,21.0
700,CHP02815,棉花,0.7813864154523216,1.0,1.0,1.0,0.0
701,CHP02623,曼陀罗叶,0.7813830970823141,14.0,14.0,7.0,7.0
702,CHP03997,酸浆,0.781279950666123,35.0,35.0,18.0,18.0
703,CHP03270,苘麻子,0.7812218569211952,3.0,3.0,2.0,2.0
704,CHP01524,胡桃树皮,0.7812142199986409,8.0,8.0,4.0,4.0
705,CHP01555,虎尾兰,0.7811457008312948,2.0,2.0,1.0,1.0
706,CHP03263,清风藤,0.7811310304750255,11.0,11.0,7.0,7.0
707,CHP05919,鹿角,0.7810980974979613,2.0,2.0,1.0,1.0
708,CHP02604,买麻藤,0.7810391202035825,39.0,39.0,25.0,25.0
709,CHP00431,椿皮,0.7810195611045289,95.0,95.0,57.0,55.0
710,CHP05428,长果荜茇,0.7809711207125384,4.0,4.0,3.0,3.0
711,CHP00500,大果大戟,0.7809541423067514,16.0,16.0,10.0,10.0
712,CHP00323,草乌叶,0.7808822217380668,13.0,13.0,8.0,8.0
713,CHP04746,小叶石楠,0.7807899974979614,2.0,2.0,1.0,1.0
714,CHP05190,淫羊藿,0.7806468124570031,165.0,165.0,103.0,103.0
715,CHP01757,茴香,0.7805735929156473,14.0,14.0,9.0,7.0
716,CHP00902,断节参,0.7805581161519644,3.0,3.0,2.0,2.0
717,CHP05338,云南甘草,0.7804999516656473,14.0,14.0,8.0,8.0
718,CHP01089,佛甲草,0.7803701649986409,8.0,8.0,4.0,4.0
719,CHP05376,泽兰,0.7803516209086462,45.0,45.0,24.0,24.0
720,CHP04571,香茅,0.780343483844272,3.0,3.0,2.0,2.0
721,CHP03077,泡桐果,0.7802418724979613,2.0,2.0,1.0,1.0
722,CHP00231,北玄参,0.7801130315990215,15.0,15.0,9.0,9.0
723,CHP02498,罗汉松,0.7799210610705549,18.0,18.0,10.0,10.0
724,CHP02327,两头尖,0.7798336574993204,26.0,26.0,17.0,17.0
725,CHP01222,狗牙花,0.7795761237450097,45.0,45.0,30.0,30.0
726,CHP04591,香橼,0.7794128209987768,10.0,10.0,5.0,5.0
727,CHP01241,古柯,0.7793854286352516,12.0,12.0,8.0,8.0
728,CHP00151,白鲜皮,0.7792999351179176,117.0,117.0,72.0,72.0
729,CHP04358,乌苏里瓦韦,0.779247251664628,2.0,2.0,1.0,1.0
730,CHP05782,蟾酥,0.7791864151848832,71.0,71.0,45.0,45.0
731,CHP04018,娑罗子,0.7787549604750256,11.0,11.0,7.0,7.0
732,CHP02583,马铃薯,0.7787426913317025,5.0,5.0,3.0,2.0
733,CHP02540,绿玉树,0.7787360274979614,2.0,2.0,1.0,1.0
734,CHP03657,蛇葡萄,0.7787129632250173,21.0,21.0,13.0,13.0
735,CHP03395,三面刀,0.7785017387489805,14.0,14.0,8.0,8.0
736,CHP03193,前胡,0.7784854768629005,85.0,85.0,58.0,57.0
737,CHP04413,五色梅,0.7782989081810767,23.0,23.0,13.0,13.0
738,CHP04253,兔儿伞,0.7782055358312947,2.0,2.0,1.0,1.0
739,CHP03013,牛舌草,0.7781888874989806,14.0,14.0,8.0,8.0
740,CHP04608,向日葵叶,0.778168811903597,11.0,11.0,6.0,6.0
741,CHP01965,金鱼藤,0.7781429476178827,11.0,11.0,7.0,7.0
742,CHP04169,铁线莲,0.778141326664628,2.0,2.0,1.0,1.0
743,CHP06122,桑黄,0.7780895930759821,16.0,16.0,8.0,8.0
744,CHP00394,臭牡丹,0.7779779492839669,4.0,4.0,3.0,3.0
745,CHP04546,相思藤,0.7778753861529052,16.0,16.0,9.0,9.0
746,CHP00448,刺梨,0.7778540773317023,5.0,5.0,3.0,3.0
747,CHP04344,乌桕木根皮,0.7778203724979614,2.0,2.0,1.0,1.0
748,CHP01257,关苍术,0.7775235549982525,4.0,4.0,2.0,2.0
749,CHP04225,土茯苓,0.7773844394587984,27.0,27.0,14.0,14.0
750,CHP05357,芸薹,0.7773756108312947,2.0,2.0,1.0,1.0
751,CHP03670,神黄豆,0.777367776426824,4.0,4.0,2.0,2.0
752,CHP03194,芡实,0.7773674792288875,3.0,3.0,2.0,2.0
753,CHP01375,黑豆衣,0.7772800199979614,2.0,2.0,1.0,1.0
754,CHP03596,山樱桃,0.7772347578553954,4.0,4.0,2.0,2.0
755,CHP01387,黑水翠雀,0.7771264838442721,3.0,3.0,2.0,2.0
756,CHP01339,海韭菜,0.7769692692839669,4.0,4.0,2.0,2.0
757,CHP04547,相思子,0.7769331447607399,11.0,11.0,7.0,7.0
758,CHP04114,甜茶,0.7768552808312946,2.0,2.0,1.0,1.0
759,CHP05309,圆滑番荔枝,0.7768443639983691,5.0,5.0,3.0,3.0
760,CHP05881,鸡内金,0.7767579361519643,3.0,3.0,2.0,2.0
761,CHP00216,薄荷,0.7766568114121203,252.0,252.0,142.0,134.0
762,CHP05880,鸡脑,0.7766390930750412,3.0,3.0,2.0,2.0
763,CHP06127,树舌,0.7765438471424204,46.0,46.0,24.0,24.0
764,CHP03663,射干,0.7765157219174731,63.0,63.0,35.0,35.0
765,CHP05591,苎麻,0.7765134246135028,3.0,3.0,2.0,2.0
766,CHP01923,金莲花,0.7764588920828238,38.0,38.0,22.0,22.0
767,CHP03051,欧活血丹,0.7764361472208631,8.0,8.0,5.0,5.0
768,CHP04986,杨梅核仁,0.776201071664628,2.0,2.0,1.0,1.0
769,CHP00284,播娘蒿,0.7761802337489807,14.0,14.0,8.0,8.0
770,CHP01412,红椿,0.7761163846650357,5.0,5.0,3.0,3.0
771,CHP02872,木姜子,0.7760266505541965,8.0,8.0,5.0,5.0
772,CHP04392,梧桐子,0.7760173749979614,2.0,2.0,1.0,1.0
773,CHP04462,锡兰肉桂,0.7759815823058105,3.0,3.0,1.0,1.0
774,CHP05541,珠子参,0.775853291998369,5.0,5.0,2.0,2.0
775,CHP04693,小连翘,0.7758311074984711,6.0,6.0,3.0,3.0
776,CHP03022,牛西西,0.7757933615776598,9.0,9.0,5.0,5.0
777,CHP05287,玉蜀黍,0.7757259014268241,4.0,4.0,2.0,2.0
778,CHP01669,黄花远志,0.7757219341927593,21.0,21.0,11.0,11.0
779,CHP02600,马银花,0.7756660499979614,2.0,2.0,1.0,1.0
780,CHP02478,露水草,0.7756417059987768,10.0,10.0,5.0,5.0
781,CHP00095,白花藤,0.7755143646135028,3.0,3.0,1.0,1.0
782,CHP00802,东方狗脊,0.7753075918170699,12.0,12.0,7.0,7.0
783,CHP04858,血桐,0.7752789677411464,21.0,21.0,14.0,13.0
784,CHP01344,海藻,0.7752058706244904,38.0,38.0,22.0,22.0
785,CHP02062,咖啡,0.7750938858312947,2.0,2.0,1.0,1.0
786,CHP02898,木天蓼,0.7749853971421582,25.0,25.0,13.0,13.0
787,CHP01431,红花鹿蹄草,0.7746009005541965,8.0,8.0,5.0,5.0
788,CHP02597,马先蒿,0.774543769164628,2.0,2.0,1.0,1.0
789,CHP01560,虎杖,0.774522279582314,14.0,14.0,8.0,8.0
790,CHP00948,莪术,0.7745171187287099,226.0,226.0,136.0,131.0
791,CHP00048,菝葜,0.7744783500997555,90.0,90.0,49.0,49.0
792,CHP02019,菊花,0.7743941342854453,81.0,81.0,50.0,49.0
793,CHP01525,胡桃叶,0.774343189164628,2.0,2.0,1.0,1.0
794,CHP01040,粪箕笃,0.7742345935696812,4.0,4.0,2.0,2.0
795,CHP05837,海参,0.7741222881795942,1.0,1.0,0.0,0.0
796,CHP02997,牛耳枫子,0.774090584373471,6.0,6.0,4.0,4.0
797,CHP00060,白车轴草,0.773946971665987,26.0,26.0,14.0,14.0
798,CHP01593,华南吴茱萸,0.7737492307125383,4.0,4.0,2.0,2.0
799,CHP06073,紫河车,0.7736781258312947,2.0,2.0,1.0,1.0
800,CHP05835,蛤壳,0.7736537154523215,1.0,1.0,0.0,0.0
801,CHP03550,山柳,0.773632469164628,2.0,2.0,1.0,1.0
802,CHP02892,木麻黄,0.7735988423797876,11.0,11.0,7.0,7.0
803,CHP00973,儿茶钩藤,0.7734483419987768,10.0,10.0,7.0,6.0
804,CHP00406,楮实子,0.7734047130904643,45.0,45.0,26.0,24.0
805,CHP02638,芒果,0.7732681458690335,36.0,36.0,21.0,21.0
806,CHP00223,抱茎獐牙菜,0.773088646109752,8.0,8.0,4.0,4.0
807,CHP01697,黄栌枝叶,0.7729759724979613,2.0,2.0,1.0,1.0
808,CHP01144,干冬菜,0.7729590258312946,2.0,2.0,1.0,1.0
809,CHP01125,甘青铁线莲,0.772911041873471,6.0,6.0,3.0,3.0
810,CHP04698,小米草,0.7728724008312947,2.0,2.0,1.0,1.0
811,CHP05912,灵猫香,0.772769651664628,2.0,2.0,1.0,1.0
812,CHP04059,桃根,0.7726404063614125,1.0,1.0,0.0,0.0
813,CHP03087,蓬子菜,0.7726249521411097,4.0,4.0,2.0,2.0
814,CHP01810,姬蕨,0.772583760623471,6.0,6.0,3.0,3.0
815,CHP01463,红毛野海棠,0.772582394164628,2.0,2.0,1.0,1.0
816,CHP02082,孔雀草,0.7725124689987768,10.0,10.0,5.0,5.0
817,CHP00445,刺槐花,0.7724631608323141,14.0,14.0,7.0,7.0
818,CHP00728,灯油藤子,0.7724380999985608,7.0,7.0,4.0,4.0
819,CHP00599,大叶香薷,0.7723998290886851,1.0,1.0,0.0,0.0
820,CHP04682,小蓟,0.7723723173317024,5.0,5.0,3.0,3.0
821,CHP01517,胡萝卜,0.7723262216653075,8.0,8.0,5.0,5.0
822,CHP03709,石刁柏,0.772317744089797,12.0,12.0,5.0,5.0
823,CHP02429,龙眼叶,0.772267316873471,6.0,6.0,3.0,3.0
824,CHP03838,水飞蓟,0.7722224118744903,38.0,38.0,24.0,24.0
825,CHP02333,亮叶桦皮,0.7722049376904259,3.0,3.0,2.0,2.0
826,CHP05117,叶下珠,0.7720298563990213,15.0,15.0,9.0,9.0
827,CHP03159,桤木,0.7719672223058105,3.0,3.0,2.0,2.0
828,CHP02644,芒萁骨,0.7718502749979613,2.0,2.0,1.0,1.0
829,CHP01348,蔊菜,0.7716887866646281,2.0,2.0,1.0,1.0
830,CHP01681,黄荆子,0.771681332831642,103.0,103.0,56.0,54.0
831,CHP01138,橄榄,0.771623039999301,25.0,25.0,14.0,13.0
832,CHP00332,茶条槭,0.7713610008312948,2.0,2.0,1.0,1.0
833,CHP02222,老鹳草,0.7713557059367355,22.0,22.0,12.0,12.0
834,CHP00422,穿心莲,0.7713549318179593,100.0,100.0,57.0,57.0
835,CHP04092,天罗水,0.7713059581807062,12.0,12.0,6.0,6.0
836,CHP03898,水苏,0.7712503235696813,4.0,4.0,2.0,2.0
837,CHP04181,通脉丹,0.7711193933312946,2.0,2.0,1.0,1.0
838,CHP02029,橘核,0.7711060474979613,2.0,2.0,1.0,1.0
839,CHP03672,神香草,0.7709773264268241,4.0,4.0,2.0,2.0
840,CHP02746,茅香,0.770958514164628,2.0,2.0,1.0,1.0
841,CHP05581,竹叶柴胡,0.7709566774979614,2.0,2.0,1.0,1.0
842,CHP03759,石枣子,0.7709190973671335,9.0,9.0,5.0,5.0
843,CHP02769,美人蕉,0.7707548442839668,4.0,4.0,2.0,2.0
844,CHP02649,莽草根,0.7707075558312947,2.0,2.0,1.0,1.0
845,CHP02015,救必应,0.7705924352618703,9.0,9.0,5.0,5.0
846,CHP03204,枪刀药,0.7705656036835667,28.0,28.0,19.0,19.0
847,CHP03309,雀梅藤,0.7703622891646281,2.0,2.0,1.0,1.0
848,CHP05392,粘毛鼠尾草,0.7703587435696811,4.0,4.0,2.0,2.0
849,CHP04335,乌棒子,0.7703300641646281,2.0,2.0,1.0,1.0
850,CHP00763,吊兰,0.7700365336341396,1.0,1.0,0.0,0.0
851,CHP01337,海红豆,0.769869413123471,6.0,6.0,3.0,3.0
852,CHP02161,昆明山海棠,0.769769678147695,44.0,44.0,26.0,26.0
853,CHP01364,荷叶,0.7696872840359886,31.0,31.0,19.0,18.0
854,CHP02554,麻牛膝,0.7696242191990215,15.0,15.0,7.0,7.0
855,CHP02781,迷迭香,0.7695939939987768,10.0,10.0,5.0,5.0
856,CHP00560,大头橐吾,0.769588268123471,6.0,6.0,3.0,3.0
857,CHP03114,瓶尔小草,0.7695531224979614,2.0,2.0,1.0,1.0
858,CHP01042,风轮菜,0.7694969631995108,40.0,40.0,23.0,23.0
859,CHP02543,麻风树,0.7693942494278725,25.0,25.0,15.0,15.0
860,CHP04886,亚罗椿,0.7693579505867963,7.0,7.0,4.0,4.0
861,CHP06067,雉,0.7692858474979613,2.0,2.0,1.0,1.0
862,CHP02675,毛冬青,0.7692717033317024,5.0,5.0,3.0,3.0
863,CHP02270,藜草,0.7691662861519644,3.0,3.0,2.0,2.0
864,CHP04477,细茎石斛,0.7691610185696812,4.0,4.0,2.0,2.0
865,CHP01903,金草,0.7691372974979614,2.0,2.0,1.0,1.0
866,CHP02297,连钱草,0.7690945266193738,61.0,61.0,36.0,36.0
867,CHP03124,破布木,0.7690583866650357,5.0,5.0,3.0,3.0
868,CHP05296,郁金香,0.7689633168408176,9.0,9.0,4.0,4.0
869,CHP03038,糯稻根,0.7689067260858928,13.0,13.0,7.0,7.0
870,CHP04835,雪见草,0.7688767808312947,2.0,2.0,1.0,1.0
871,CHP00289,补血草,0.7687672672705034,1.0,1.0,0.0,0.0
872,CHP01682,黄精,0.7687412518598963,33.0,33.0,19.0,18.0
873,CHP00319,草莓,0.7686940308312947,2.0,2.0,1.0,1.0
874,CHP00316,草果,0.7685906448711675,29.0,29.0,16.0,16.0
875,CHP00533,大麻叶泽兰,0.7685102155541964,8.0,8.0,4.0,4.0
876,CHP04378,无距耧斗菜,0.7684590653827335,3.0,3.0,2.0,2.0
877,CHP00373,齿叶草,0.7683348469211951,3.0,3.0,2.0,1.0
878,CHP02839,母菊,0.7682978664987768,10.0,10.0,5.0,5.0
879,CHP02640,芒果叶,0.768200911664628,2.0,2.0,1.0,1.0
880,CHP00269,遍地金,0.7681769192839669,4.0,4.0,2.0,2.0
881,CHP03084,蓬莱草,0.768164801998369,5.0,5.0,2.0,2.0
882,CHP05140,一枝黄花,0.7681437620681218,19.0,19.0,11.0,11.0
883,CHP00879,杜鹃花叶,0.7681129124979614,2.0,2.0,1.0,1.0
884,CHP00321,草问荆,0.7680619735696812,4.0,4.0,2.0,2.0
885,CHP01566,花锚,0.7679593571411097,4.0,4.0,2.0,2.0
886,CHP04070,桃子,0.7679421524979614,2.0,2.0,1.0,1.0
887,CHP03329,日中花,0.7678930583312947,2.0,2.0,1.0,1.0
888,CHP05313,圆叶茅膏菜,0.767836736664628,2.0,2.0,1.0,1.0
889,CHP00156,白叶藤,0.7677873474979613,2.0,2.0,1.0,1.0
890,CHP03245,青钱柳,0.7677507107125383,4.0,4.0,2.0,2.0
891,CHP02514,骆驼蓬,0.7676429346650357,5.0,5.0,3.0,3.0
892,CHP00222,报春花,0.7676090099979613,2.0,2.0,1.0,1.0
893,CHP03751,石刷把,0.7675698978553954,4.0,4.0,2.0,2.0
894,CHP00104,白菊花根,0.7674919663614124,1.0,1.0,0.0,0.0
895,CHP04992,洋葱,0.767324560906867,1.0,1.0,0.0,0.0
896,CHP03456,沙枣树皮,0.7673115224979613,2.0,2.0,1.0,1.0
897,CHP00508,大花糙苏,0.7672061991646281,2.0,2.0,1.0,1.0
898,CHP01712,黄皮根,0.7671970749979614,2.0,2.0,1.0,1.0
899,CHP05482,蜘蛛抱蛋,0.7671569376904259,3.0,3.0,1.0,1.0
900,CHP03506,山矾叶,0.7671362542839669,4.0,4.0,2.0,2.0
901,CHP03918,水杨梅,0.767135689164628,2.0,2.0,1.0,1.0
902,CHP03444,沙棘,0.7671266898997554,90.0,90.0,47.0,45.0
903,CHP04994,洋蒲桃叶,0.7671046274987768,10.0,10.0,6.0,6.0
904,CHP04958,羊角拗,0.7670935844987767,10.0,10.0,5.0,5.0
905,CHP05379,泽藓,0.7669345609068668,1.0,1.0,0.0,0.0
906,CHP00520,大蓟,0.7669008299996902,69.0,69.0,38.0,38.0
907,CHP00258,扁豆,0.7667390208735491,93.0,93.0,51.0,46.0
908,CHP02834,茉莉花,0.7666760458312947,2.0,2.0,1.0,1.0
909,CHP01931,金钱草,0.7666727813506902,27.0,27.0,16.0,16.0
910,CHP03705,石莼,0.7666482983319742,8.0,8.0,3.0,2.0
911,CHP04098,天茄子,0.7664882671411097,4.0,4.0,2.0,2.0
912,CHP04538,藓生马先蒿,0.7664838321411097,4.0,4.0,2.0,2.0
913,CHP02972,柠檬皮,0.766404632498471,6.0,6.0,2.0,2.0
914,CHP03334,榕树,0.7663679649990591,16.0,16.0,9.0,9.0
915,CHP02951,南烛,0.7662201592839669,4.0,4.0,2.0,2.0
916,CHP02244,老鸦柿,0.766040420623471,6.0,6.0,3.0,3.0
917,CHP04821,萱草,0.7659891863145019,9.0,9.0,4.0,4.0
918,CHP04772,心叶荆芥,0.7659653007673489,3.0,3.0,1.0,1.0
919,CHP05975,青蛙,0.7659400907125383,4.0,4.0,2.0,2.0
920,CHP00945,多穗石柯叶,0.7659123127764187,8.0,8.0,5.0,5.0
921,CHP00541,大青,0.7657501449979613,2.0,2.0,1.0,1.0
922,CHP00288,补骨脂,0.7656740623558929,181.0,181.0,104.0,102.0
923,CHP03992,粟米草,0.7656188677764187,8.0,8.0,4.0,4.0
924,CHP03643,蛇床子,0.7656082496919315,55.0,55.0,34.0,34.0
925,CHP05967,牛靥,0.765558414998471,6.0,6.0,3.0,3.0
926,CHP03719,石见穿,0.7654880542839668,4.0,4.0,2.0,2.0
927,CHP00245,蓖麻油,0.7653755617632668,7.0,7.0,3.0,1.0
928,CHP01063,凤凰木,0.7652466154523214,1.0,1.0,0.0,0.0
929,CHP03098,枇杷,0.765237744373471,6.0,6.0,3.0,3.0
930,CHP00433,莼菜,0.7652348546135028,3.0,3.0,1.0,1.0
931,CHP03981,苏铁,0.7652335352926786,7.0,7.0,4.0,4.0
932,CHP06040,象骨,0.7652217154523214,1.0,1.0,0.0,0.0
933,CHP01776,鸡蛋花,0.7650505379990215,15.0,15.0,9.0,9.0
934,CHP00708,地刷子,0.7650134407990214,15.0,15.0,9.0,9.0
935,CHP04971,羊蹄,0.7649013635696812,4.0,4.0,2.0,2.0
936,CHP05889,鸡子壳,0.7648553427250487,1.0,1.0,0.0,0.0
937,CHP04329,问荆,0.7647969485696812,4.0,4.0,2.0,2.0
938,CHP00292,布渣叶,0.7646533563325179,20.0,20.0,11.0,11.0
939,CHP02074,榼藤子,0.7644401686650357,5.0,5.0,3.0,3.0
940,CHP00037,巴豆,0.7644093804760241,137.0,137.0,78.0,76.0
941,CHP03659,蛇藤,0.7640666015365797,3.0,3.0,1.0,1.0
942,CHP00724,灯笼泡,0.7639335666650358,5.0,5.0,2.0,2.0
943,CHP02096,苦碟子,0.7638967458312947,2.0,2.0,1.0,1.0
944,CHP04893,烟草,0.7638091765206755,13.0,13.0,7.0,7.0
945,CHP03070,胖大海,0.7637470189646737,19.0,19.0,11.0,11.0
946,CHP02633,蔓性千斤拔,0.7635686899981182,3.0,3.0,1.0,1.0
947,CHP02745,茅莓,0.7635136058312947,2.0,2.0,1.0,1.0
948,CHP04777,新疆藁本,0.763423791664628,2.0,2.0,1.0,1.0
949,CHP02938,南蛇藤,0.7634078707125384,4.0,4.0,2.0,2.0
950,CHP02517,落花生,0.7633434826463392,24.0,24.0,13.0,13.0
951,CHP02739,茅膏菜,0.7633324746135028,3.0,3.0,2.0,2.0
952,CHP02457,陆英,0.7633009424979614,2.0,2.0,1.0,1.0
953,CHP02477,露蕊乌头,0.7632768566650358,5.0,5.0,3.0,3.0
954,CHP05051,野菊花,0.763010324843368,54.0,54.0,28.0,28.0
955,CHP01342,海南买麻藤,0.762971150433719,13.0,13.0,7.0,7.0
956,CHP01996,九节茶,0.7629648331807062,12.0,12.0,7.0,7.0
957,CHP02855,木鳖子,0.7628376995823141,14.0,14.0,8.0,6.0
958,CHP04577,香青兰,0.7623334907673489,3.0,3.0,1.0,1.0
959,CHP00203,半边旗,0.762283811998369,5.0,5.0,2.0,2.0
960,CHP01941,金丝梅,0.7622393972705033,1.0,1.0,0.0,0.0
961,CHP00355,车前草,0.7621440847824905,197.0,197.0,103.0,102.0
962,CHP01499,红直獐牙菜,0.7620661518159578,1.0,1.0,0.0,0.0
963,CHP00303,苍术,0.7620355485121946,111.0,111.0,61.0,61.0
964,CHP04385,芜菁甘蓝,0.7619508518159578,1.0,1.0,0.0,0.0
965,CHP01019,飞燕草,0.761926308147242,17.0,17.0,10.0,10.0
966,CHP01801,鸡血藤,0.761881793584675,96.0,96.0,53.0,53.0
967,CHP04283,碗蕨,0.7618566424979614,2.0,2.0,1.0,1.0
968,CHP02567,马蛋果,0.7617273749979613,2.0,2.0,1.0,1.0
969,CHP03843,水红花子,0.7616055325916866,17.0,17.0,9.0,9.0
970,CHP05183,银线草,0.7615865241162081,7.0,7.0,4.0,4.0
971,CHP05005,药用倒提壶,0.7615030053827335,3.0,3.0,2.0,2.0
972,CHP03871,水龙骨,0.7612147205707295,25.0,25.0,15.0,15.0
973,CHP05563,竹柏根,0.761201206426824,4.0,4.0,2.0,2.0
974,CHP01767,火焰花,0.760994198748471,6.0,6.0,3.0,3.0
975,CHP06156,红粉,0.7609574609068669,1.0,1.0,0.0,0.0
976,CHP04115,甜茶藤,0.7607377021411097,4.0,4.0,2.0,2.0
977,CHP02308,莲生桂子花,0.760734240951216,11.0,11.0,6.0,6.0
978,CHP04422,五桠果,0.7606909657125384,4.0,4.0,2.0,2.0
979,CHP02030,橘红,0.7605004470963795,52.0,52.0,29.0,29.0
980,CHP03504,山矾根,0.7604453749982526,4.0,4.0,2.0,2.0
981,CHP04737,小叶黑柴胡,0.7603488833312947,2.0,2.0,1.0,1.0
