rank,CHP_ID,Chinese_herbal_pieces,effective_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
51,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
52,CHP05435,长尾复叶耳蕨,1.0,1.0,1.0,1.0,1.0
53,CHP05461,鹧鸪菜,1.0,1.0,1.0,1.0,1.0
54,CHP05467,真藓,1.0,1.0,1.0,1.0,1.0
55,CHP03306,拳参,1.0,3.0,3.0,3.0,3.0
56,CHP02459,鹿葱,1.0,1.0,1.0,1.0,1.0
57,CHP02519,落葵,1.0,1.0,1.0,1.0,1.0
58,CHP05481,栀子叶,1.0,1.0,1.0,1.0,1.0
59,CHP00671,地丁,1.0,1.0,1.0,1.0,1.0
60,CHP01868,浆果苋,1.0,1.0,1.0,1.0,1.0
61,CHP04869,鸭儿芹,1.0,1.0,1.0,1.0,1.0
62,CHP05032,野菰,1.0,1.0,1.0,1.0,1.0
63,CHP01724,黄秦艽,1.0,2.0,2.0,2.0,2.0
64,CHP01733,黄蜀葵花,1.0,1.0,1.0,1.0,1.0
65,CHP01764,火炭母草,1.0,1.0,1.0,1.0,1.0
66,CHP03881,水木草,1.0,1.0,1.0,1.0,1.0
67,CHP03933,睡菜根,1.0,1.0,1.0,1.0,1.0
68,CHP00635,淡竹叶,1.0,1.0,1.0,1.0,1.0
69,CHP02049,卷丹,1.0,1.0,1.0,1.0,1.0
70,CHP03649,蛇菰,1.0,19.0,19.0,19.0,19.0
71,CHP05066,野茉莉,1.0,12.0,12.0,12.0,12.0
72,CHP03464,砂生槐,1.0,1.0,1.0,1.0,1.0
73,CHP05175,银粉背蕨,1.0,1.0,1.0,1.0,1.0
74,CHP00428,春福寿草,1.0,3.0,3.0,3.0,3.0
75,CHP00430,椿白皮,1.0,1.0,1.0,1.0,1.0
76,CHP00463,楤木,1.0,4.0,4.0,4.0,4.0
77,CHP00994,番石榴叶,1.0,3.0,3.0,3.0,3.0
78,CHP05304,圆柏,1.0,5.0,5.0,5.0,5.0
79,CHP05267,鱼腥草,1.0,1.0,1.0,1.0,1.0
80,CHP05274,榆树,1.0,1.0,1.0,1.0,1.0
81,CHP03568,山稔叶,1.0,1.0,1.0,1.0,1.0
82,CHP03569,山珊瑚,1.0,1.0,1.0,1.0,1.0
83,CHP03552,山萝卜,1.0,1.0,1.0,1.0,1.0
84,CHP02130,苦绳,1.0,3.0,3.0,3.0,3.0
85,CHP05306,圆萼刺参,1.0,2.0,2.0,2.0,2.0
86,CHP05364,仔榄树,1.0,2.0,2.0,2.0,2.0
87,CHP02427,龙眼肉,1.0,1.0,1.0,1.0,1.0
88,CHP01802,鸡眼草,1.0,2.0,2.0,2.0,2.0
89,CHP01811,吉林乌头,1.0,1.0,1.0,1.0,1.0
90,CHP03656,蛇婆子,1.0,3.0,3.0,3.0,3.0
91,CHP01935,金雀根,1.0,1.0,1.0,1.0,1.0
92,CHP00649,倒吊笔,1.0,2.0,2.0,2.0,2.0
93,CHP01480,红雀珊瑚,1.0,2.0,2.0,2.0,2.0
94,CHP04208,透骨草,1.0,2.0,2.0,2.0,2.0
95,CHP04163,铁树叶,1.0,1.0,1.0,1.0,1.0
96,CHP01963,金樱叶,1.0,1.0,1.0,1.0,1.0
97,CHP00991,番石榴干,1.0,1.0,1.0,1.0,1.0
98,CHP00993,番石榴皮,1.0,2.0,2.0,2.0,2.0
99,CHP04238,土木香,1.0,2.0,2.0,2.0,2.0
100,CHP01472,红楠,1.0,6.0,6.0,6.0,6.0
101,CHP04297,王孙,1.0,1.0,1.0,1.0,1.0
102,CHP01359,河套大黄,1.0,2.0,2.0,2.0,2.0
103,CHP00928,多花蒿,1.0,10.0,10.0,10.0,10.0
104,CHP00939,多伞阿魏,1.0,12.0,12.0,12.0,12.0
105,CHP00988,番木瓜叶,1.0,1.0,1.0,1.0,1.0
106,CHP02782,迷果芹,1.0,1.0,1.0,1.0,1.0
107,CHP02784,猕猴桃,1.0,2.0,2.0,2.0,2.0
108,CHP05670,紫萁,1.0,2.0,2.0,2.0,2.0
109,CHP05800,鹅臎,1.0,1.0,1.0,1.0,1.0
110,CHP05772,蚕蛾,1.0,1.0,1.0,1.0,1.0
111,CHP02813,绵藤,1.0,1.0,1.0,1.0,1.0
112,CHP02777,蒙自草胡椒,1.0,9.0,9.0,9.0,9.0
113,CHP02831,魔芋,1.0,1.0,1.0,1.0,1.0
114,CHP02844,牡蒿,1.0,2.0,2.0,2.0,2.0
115,CHP00176,百蕊草,1.0,1.0,1.0,1.0,1.0
116,CHP00225,暴马子皮,1.0,1.0,1.0,1.0,1.0
117,CHP01123,甘菊,1.0,2.0,2.0,2.0,2.0
118,CHP04550,香柏,1.0,3.0,3.0,3.0,3.0
119,CHP01170,高山辣根菜,1.0,1.0,1.0,1.0,1.0
120,CHP06130,太白花,1.0,1.0,1.0,1.0,1.0
121,CHP00050,白八角莲,1.0,1.0,1.0,1.0,1.0
122,CHP00057,白草莓,1.0,2.0,2.0,2.0,2.0
123,CHP06099,红曲,1.0,2.0,2.0,2.0,2.0
124,CHP06039,象胆,1.0,1.0,1.0,1.0,1.0
125,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
126,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
127,CHP02589,马桑根,1.0,1.0,1.0,1.0,1.0
128,CHP01050,风箱树叶,1.0,1.0,1.0,1.0,1.0
129,CHP04753,小芸木,1.0,4.0,4.0,4.0,4.0
130,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
131,CHP01216,狗屎花,1.0,1.0,1.0,1.0,1.0
132,CHP01226,枸骨根,1.0,1.0,1.0,1.0,1.0
133,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
134,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
135,CHP03018,牛尾菜,1.0,1.0,1.0,1.0,1.0
136,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
137,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
138,CHP01076,凤眼草,1.0,8.0,8.0,8.0,8.0
139,CHP04960,羊角棉,0.9999998999999999,2.0,2.0,2.0,2.0
140,CHP04717,小通草,0.9999998214285714,14.0,14.0,14.0,14.0
141,CHP02531,绿豆皮,0.99999965,2.0,2.0,2.0,2.0
142,CHP04340,乌骨藤,0.99999964,1.0,1.0,1.0,1.0
143,CHP05009,椰子皮,0.9999992,1.0,1.0,1.0,1.0
144,CHP01758,茴香根,0.99999917,1.0,1.0,1.0,1.0
145,CHP05195,罂粟壳,0.9999990466666667,3.0,3.0,3.0,3.0
146,CHP03148,铺地蜈蚣,0.99999874,14.0,14.0,14.0,14.0
147,CHP01596,华千金藤,0.99999859375,8.0,8.0,8.0,8.0
148,CHP05621,紫菜,0.9999979999999999,2.0,2.0,2.0,2.0
149,CHP02591,马桑叶,0.9999969,4.0,4.0,4.0,4.0
150,CHP01748,黄紫堇,0.99999669,3.0,3.0,3.0,3.0
151,CHP05853,猴枣,0.999996,1.0,1.0,1.0,1.0
152,CHP05353,云实,0.999992,1.0,1.0,1.0,1.0
153,CHP04359,乌药,0.9999919347368421,19.0,19.0,19.0,19.0
154,CHP02544,麻根,0.9999906716666667,6.0,6.0,6.0,6.0
155,CHP00583,大叶蒟,0.99998012,2.0,2.0,2.0,2.0
156,CHP04404,五加皮,0.9999767333333334,3.0,3.0,3.0,3.0
157,CHP04174,通草,0.9999623291666667,24.0,24.0,24.0,24.0
158,CHP05882,鸡肉,0.99993753,1.0,1.0,1.0,1.0
159,CHP05383,泽珍珠菜,0.9999327,2.0,2.0,2.0,2.0
160,CHP01054,枫香寄生,0.9998176333333334,3.0,3.0,3.0,3.0
161,CHP03364,瑞香根,0.999690375,4.0,4.0,4.0,4.0
162,CHP01013,飞机草,0.99966015,2.0,2.0,2.0,2.0
163,CHP05173,银不换,0.9996352,1.0,1.0,1.0,1.0
164,CHP03081,炮姜,0.9995988,1.0,1.0,1.0,1.0
165,CHP02561,马比木,0.99952745,1.0,1.0,1.0,1.0
166,CHP01172,高山唐松草,0.999513,3.0,3.0,3.0,3.0
167,CHP00294,菜蓟,0.99929595,4.0,4.0,4.0,4.0
168,CHP02563,马槟榔,0.99929245,2.0,2.0,2.0,2.0
169,CHP00768,钓樟枝叶,0.9992142,1.0,1.0,1.0,1.0
170,CHP03541,山蒟,0.9970561499999999,2.0,2.0,2.0,2.0
171,CHP02149,块茎糙苏,0.9933621,1.0,1.0,1.0,1.0
172,CHP04521,夏天无,0.990831446,5.0,5.0,5.0,5.0
173,CHP04409,五气朝阳草,0.980778,9.0,9.0,9.0,8.0
174,CHP05124,夜来香,0.97795698,17.0,17.0,16.0,16.0
175,CHP05380,泽泻,0.9763118983333333,24.0,24.0,23.0,23.0
176,CHP00746,滇茜草,0.9727871290322582,31.0,31.0,29.0,29.0
177,CHP04975,羊踯躅,0.96784242,15.0,15.0,14.0,14.0
178,CHP02547,麻黄根,0.967754076190476,21.0,21.0,20.0,20.0
179,CHP03398,三七花,0.9669032395833334,24.0,24.0,22.0,22.0
180,CHP01245,骨碎补,0.9665807345945946,37.0,37.0,35.0,35.0
181,CHP02250,了哥王根,0.9641180214285715,7.0,7.0,6.0,6.0
182,CHP01886,绞股蓝,0.9598353975303644,247.0,247.0,227.0,227.0
183,CHP04519,夏枯草,0.9591076434782607,23.0,23.0,21.0,20.0
184,CHP02821,缅枣,0.9587450049999999,4.0,4.0,4.0,3.0
185,CHP05848,黑蚂蚁,0.95832074,1.0,1.0,1.0,1.0
186,CHP01957,金叶子,0.9581124859999999,10.0,10.0,9.0,9.0
187,CHP04216,土贝母,0.9533979095833334,24.0,24.0,22.0,22.0
188,CHP03585,山香,0.9532612683333334,12.0,12.0,11.0,11.0
189,CHP05159,益智,0.9525720999999999,12.0,12.0,11.0,11.0
190,CHP06090,茯苓,0.9497913086666667,30.0,30.0,27.0,27.0
191,CHP01988,粳米,0.9496501166666668,9.0,9.0,8.0,8.0
192,CHP03673,肾茶,0.9492663266666667,27.0,27.0,25.0,25.0
193,CHP03328,忍冬藤,0.948613225,16.0,16.0,14.0,14.0
194,CHP03111,平贝母,0.9463870316666666,24.0,24.0,22.0,22.0
195,CHP06136,猪苓,0.945564,9.0,9.0,8.0,8.0
196,CHP00349,常春卫矛,0.9433154,6.0,6.0,5.0,5.0
197,CHP02796,米仔兰,0.94083975,12.0,12.0,11.0,11.0
198,CHP00965,鹅掌楸,0.9401558833333333,12.0,12.0,10.0,10.0
199,CHP01750,灰叶,0.9390747312500001,8.0,8.0,7.0,7.0
200,CHP06060,原蚕沙,0.9388386416666666,6.0,6.0,5.0,5.0
201,CHP03587,山香圆,0.9380854266666666,6.0,6.0,5.0,5.0
202,CHP00038,巴豆霜,0.9372285,1.0,1.0,1.0,1.0
203,CHP04578,香薷,0.93643720125,8.0,8.0,7.0,7.0
204,CHP03591,山药,0.936223268,25.0,25.0,22.0,22.0
205,CHP00824,冬凌草,0.9356861450000001,50.0,50.0,45.0,45.0
206,CHP05229,油柑叶,0.9347150333333333,6.0,6.0,5.0,5.0
207,CHP03884,水茄,0.9342523082352941,17.0,17.0,14.0,14.0
208,CHP02585,马钱子,0.9334186533333334,39.0,39.0,35.0,35.0
209,CHP03683,生姜,0.9322820429333334,75.0,75.0,66.0,66.0
210,CHP00356,车前子,0.9312329957142857,42.0,42.0,35.0,35.0
211,CHP02114,苦苣,0.9307168571428571,7.0,7.0,6.0,6.0
212,CHP06131,香蕈,0.9303513333333334,9.0,9.0,8.0,8.0
213,CHP00281,菠菜,0.930030579047619,21.0,21.0,18.0,18.0
214,CHP00947,多足蕨,0.9286049799999999,9.0,9.0,8.0,8.0
215,CHP01728,黄山药,0.92685134,5.0,5.0,4.0,4.0
216,CHP02416,龙须藤,0.9257195628571429,28.0,28.0,25.0,25.0
217,CHP02748,没药,0.9233205159793814,291.0,291.0,251.0,250.0
218,CHP01110,附子,0.9225043901234566,81.0,81.0,70.0,69.0
219,CHP06047,熊胆,0.9220613166666668,6.0,6.0,5.0,5.0
220,CHP03319,人参,0.9206844902343749,128.0,128.0,108.0,107.0
221,CHP03682,升麻,0.9198137606716418,134.0,134.0,113.0,113.0
222,CHP03547,山里红,0.9194761166666666,6.0,6.0,5.0,5.0
223,CHP00229,北沙参,0.9172355585714286,105.0,105.0,88.0,87.0
224,CHP05866,鲩鱼,0.91682196,1.0,1.0,1.0,1.0
225,CHP04458,西洋参,0.9164984397959183,49.0,49.0,42.0,42.0
226,CHP04164,铁丝灵仙,0.9149498321428571,14.0,14.0,11.0,11.0
227,CHP02282,荔枝叶,0.9144783566666667,6.0,6.0,5.0,5.0
228,CHP01130,甘遂,0.9144116206349208,63.0,63.0,51.0,51.0
229,CHP00630,淡豆豉,0.9122964578260869,23.0,23.0,18.0,18.0
230,CHP00016,安徽贝母,0.9122264945454543,11.0,11.0,8.0,8.0
231,CHP02017,桔梗,0.91178178979798,99.0,99.0,80.0,79.0
232,CHP06015,水蛭,0.9114088222222223,9.0,9.0,7.0,7.0
233,CHP05922,鹿茸,0.9101106957142857,7.0,7.0,5.0,5.0
234,CHP04667,小花鬼针草,0.9088789,6.0,6.0,5.0,5.0
235,CHP03302,瞿麦,0.9080122430000002,10.0,10.0,8.0,8.0
236,CHP04898,延龄草,0.9078724033333332,12.0,12.0,9.0,9.0
237,CHP04736,小叶贯众,0.9077962,6.0,6.0,5.0,4.0
238,CHP04372,无患子,0.907269445625,16.0,16.0,13.0,13.0
239,CHP00720,地榆,0.9068534523157894,95.0,95.0,80.0,80.0
240,CHP03352,乳香,0.9063815784415585,77.0,77.0,64.0,64.0
241,CHP05501,枳实,0.9047135683333334,6.0,6.0,5.0,5.0
242,CHP02520,落葵花,0.9046270222222221,9.0,9.0,7.0,7.0
243,CHP04826,悬钩子,0.90455749,5.0,5.0,4.0,4.0
244,CHP04818,续断,0.9032853914432991,97.0,97.0,76.0,76.0
245,CHP04828,旋覆花,0.9031066078571428,28.0,28.0,22.0,22.0
246,CHP05325,月见草,0.90300852,2.0,2.0,2.0,1.0
247,CHP03772,柿根,0.90173903,2.0,2.0,2.0,1.0
248,CHP03024,牛膝,0.9011818085185185,162.0,162.0,131.0,131.0
249,CHP02803,密蒙花,0.9001080231428571,35.0,35.0,28.0,28.0
250,CHP01369,鹤草芽,0.8995622999999999,3.0,3.0,2.0,2.0
251,CHP04055,糖荠,0.8994901925000001,8.0,8.0,6.0,6.0
252,CHP02985,牛蒡子,0.8993579361904761,21.0,21.0,18.0,18.0
253,CHP00642,刀豆,0.89923080804,25.0,25.0,21.0,21.0
254,CHP05194,罂粟,0.8991863285714287,7.0,7.0,6.0,6.0
255,CHP04293,王不留行,0.8983698600000001,19.0,19.0,16.0,16.0
256,CHP05962,牛黄,0.8974408926315789,19.0,19.0,15.0,15.0
257,CHP00244,蓖麻叶,0.8968963,4.0,4.0,3.0,3.0
258,CHP04866,鸦胆子,0.8966774000000001,12.0,12.0,9.0,9.0
259,CHP01600,华山矾,0.8959968629999999,10.0,10.0,7.0,7.0
260,CHP00309,糙苏,0.8958406309090908,11.0,11.0,8.0,8.0
261,CHP03192,牵牛子,0.8948744012820512,39.0,39.0,32.0,31.0
262,CHP02488,罗布麻,0.8948190458333333,12.0,12.0,10.0,10.0
263,CHP00078,白果根,0.8940330625,16.0,16.0,12.0,12.0
264,CHP03754,石韦,0.89384094,4.0,4.0,3.0,3.0
265,CHP04959,羊角拗子,0.89354524,4.0,4.0,3.0,3.0
266,CHP05565,竹节参,0.8934102899999999,12.0,12.0,9.0,9.0
267,CHP03341,肉苁蓉,0.89226424640625,64.0,64.0,51.0,49.0
268,CHP00729,灯盏细辛,0.8922332052941176,17.0,17.0,14.0,14.0
269,CHP05087,野鸦椿,0.8911446333333334,3.0,3.0,2.0,2.0
270,CHP01246,瓜蒌,0.8908601669999999,90.0,90.0,69.0,66.0
271,CHP05477,知母,0.8894722462637362,91.0,91.0,72.0,72.0
272,CHP05663,紫茉莉根,0.8890598433333334,3.0,3.0,2.0,2.0
273,CHP03687,省沽油,0.8881387176923077,13.0,13.0,9.0,9.0
274,CHP04972,羊蹄草,0.8878802,1.0,1.0,1.0,0.0
275,CHP02405,龙葵,0.8872184278181818,55.0,55.0,39.0,39.0
276,CHP02155,款冬花,0.8868581089873416,79.0,79.0,62.0,61.0
277,CHP04276,豌豆,0.8861541800000001,10.0,10.0,8.0,7.0
278,CHP03215,茄子根,0.885719775,4.0,4.0,3.0,3.0
279,CHP00514,大黄花,0.8832724033333332,9.0,9.0,6.0,6.0
280,CHP01244,骨节草,0.8820452733333334,6.0,6.0,5.0,4.0
281,CHP00093,白花蛇舌草,0.8813810167391306,46.0,46.0,33.0,33.0
282,CHP01376,黑杠柳,0.8809042928571429,7.0,7.0,5.0,5.0
283,CHP05294,玉竹,0.8808931925,12.0,12.0,9.0,9.0
284,CHP04231,土槿皮,0.880670093943662,71.0,71.0,57.0,57.0
285,CHP04765,薤白,0.8794450585,40.0,40.0,28.0,27.0
286,CHP03372,赛莨菪,0.8793966975,44.0,44.0,31.0,31.0
287,CHP02516,落地生根,0.8792345879999999,5.0,5.0,4.0,4.0
288,CHP01836,荚蒾,0.8789097079999999,25.0,25.0,19.0,19.0
289,CHP05163,翼首草,0.8784956421428571,14.0,14.0,10.0,10.0
290,CHP01964,金樱子,0.8780517306666666,45.0,45.0,35.0,35.0
291,CHP04535,咸酸蔃,0.8779478,1.0,1.0,1.0,0.0
292,CHP06111,灵芝,0.8778295114840989,283.0,283.0,214.0,206.0
293,CHP00987,番木瓜,0.8778145895833335,24.0,24.0,16.0,16.0
294,CHP05205,迎春花,0.8776922738461539,13.0,13.0,9.0,9.0
295,CHP04108,田葱,0.8775294,4.0,4.0,3.0,3.0
296,CHP04006,酸枣仁,0.8774313059259259,27.0,27.0,19.0,19.0
297,CHP04170,铁仔,0.87721808,3.0,3.0,2.0,1.0
298,CHP01228,枸骨叶,0.8770055422727272,44.0,44.0,34.0,34.0
299,CHP00472,打碗花,0.8765018766666667,3.0,3.0,2.0,2.0
300,CHP01945,金铁锁,0.876419285,12.0,12.0,9.0,9.0
301,CHP00040,巴拿马山石榴,0.8762219419999999,10.0,10.0,7.0,7.0
302,CHP00772,跌打老,0.876165811875,16.0,16.0,12.0,11.0
303,CHP01327,桂竹香,0.8757815566666668,3.0,3.0,2.0,2.0
304,CHP01570,花生油,0.8753204666666666,3.0,3.0,2.0,2.0
305,CHP02340,列当,0.87508291,5.0,5.0,4.0,3.0
306,CHP00641,党参,0.8750286309230769,65.0,65.0,50.0,50.0
307,CHP03317,荛花,0.874802588,5.0,5.0,4.0,3.0
308,CHP01008,防风草,0.87469919,4.0,4.0,3.0,3.0
309,CHP02947,南天竹叶,0.874653235,4.0,4.0,3.0,3.0
310,CHP00957,鹅不食草,0.872842726734694,49.0,49.0,38.0,38.0
311,CHP02122,苦楝子,0.8724496716129031,31.0,31.0,23.0,22.0
312,CHP02298,连翘,0.8723209730172413,116.0,116.0,86.0,83.0
313,CHP05409,樟树皮,0.87181548,4.0,4.0,3.0,3.0
314,CHP01425,红花,0.8717731528947369,114.0,114.0,85.0,83.0
315,CHP01007,防风,0.8711097323684209,38.0,38.0,29.0,28.0
316,CHP00252,萹蓄,0.869964105479452,73.0,73.0,54.0,54.0
317,CHP04127,甜叶菊,0.8698435233333334,3.0,3.0,2.0,2.0
318,CHP05807,蜂蜜,0.8698331580000002,5.0,5.0,4.0,4.0
319,CHP01818,蒺藜,0.8695931694666666,75.0,75.0,57.0,57.0
320,CHP00397,臭梧桐,0.8694051233333333,18.0,18.0,13.0,13.0
321,CHP02095,苦地丁,0.8693451044444445,27.0,27.0,22.0,22.0
322,CHP01911,金果榄,0.8693269873333335,15.0,15.0,11.0,11.0
323,CHP02007,韭菜,0.869270585,4.0,4.0,3.0,3.0
324,CHP02983,牛蒡根,0.86922349,3.0,3.0,2.0,1.0
325,CHP02815,棉花,0.8688876,1.0,1.0,1.0,0.0
326,CHP00617,丹参,0.8684601686382979,235.0,235.0,181.0,179.0
327,CHP04303,望江南,0.8682360888888889,9.0,9.0,5.0,5.0
328,CHP04008,算盘子,0.8681602789999999,20.0,20.0,14.0,14.0
329,CHP02808,绵萆薢,0.8679830635849056,53.0,53.0,36.0,36.0
330,CHP01549,蝴蝶花,0.8676050214285714,7.0,7.0,5.0,5.0
331,CHP01614,桦树皮,0.867479172,5.0,5.0,4.0,4.0
332,CHP00137,白屈菜,0.8674392070689655,58.0,58.0,46.0,45.0
333,CHP00576,大叶骨碎补,0.8671931175,4.0,4.0,3.0,3.0
334,CHP05456,浙贝母,0.8671914666666667,3.0,3.0,2.0,2.0
335,CHP05730,总状升麻,0.8667296936363637,11.0,11.0,8.0,8.0
336,CHP01973,筋骨草,0.8666610353846155,39.0,39.0,29.0,29.0
337,CHP05689,紫葳茎叶,0.866321045,6.0,6.0,4.0,4.0
338,CHP06129,松蕈,0.866168225,8.0,8.0,5.0,5.0
339,CHP01644,黄瓜,0.8661663700000001,22.0,22.0,16.0,16.0
340,CHP00884,杜仲,0.8659366616470588,85.0,85.0,63.0,63.0
341,CHP01992,景天三七,0.8657077631818182,22.0,22.0,17.0,17.0
342,CHP01983,荆芥,0.8656950243209877,81.0,81.0,59.0,59.0
343,CHP04047,檀香,0.8649350166666666,27.0,27.0,20.0,20.0
344,CHP02847,木半夏根,0.8645905333333334,3.0,3.0,2.0,2.0
345,CHP02410,龙脑膏香,0.8642691006666666,15.0,15.0,11.0,11.0
346,CHP02025,菊芋,0.8641351333333334,6.0,6.0,4.0,4.0
347,CHP04473,细葛缕子,0.8639686649999999,30.0,30.0,20.0,20.0
348,CHP00791,定木香,0.8637363209090908,22.0,22.0,16.0,16.0
349,CHP02904,木香,0.8632564409523811,42.0,42.0,31.0,30.0
350,CHP01822,蕺叶秋海棠,0.8626332466666667,3.0,3.0,2.0,2.0
351,CHP05185,银杏,0.8622245083333334,42.0,42.0,30.0,30.0
352,CHP04839,雪莲花,0.8619267125,4.0,4.0,3.0,3.0
353,CHP03162,漆大姑,0.861754655,4.0,4.0,3.0,3.0
354,CHP02176,辣木,0.8616964970338984,118.0,118.0,85.0,82.0
355,CHP05778,蝉蜕,0.8605270712499999,8.0,8.0,6.0,6.0
356,CHP01727,黄三七,0.8605175385714287,7.0,7.0,5.0,5.0
357,CHP05403,樟梨,0.8596160000000002,5.0,5.0,3.0,3.0
358,CHP02631,蔓荆子,0.8595436647368423,38.0,38.0,29.0,29.0
359,CHP00689,地黄,0.8594391827719299,285.0,285.0,192.0,192.0
360,CHP06038,犀角,0.8593847,2.0,2.0,1.0,1.0
361,CHP03214,茄子,0.85911212875,8.0,8.0,6.0,6.0
362,CHP02254,雷公藤,0.8590490839299612,257.0,257.0,189.0,188.0
363,CHP02023,菊苣,0.8589921757142857,70.0,70.0,48.0,48.0
364,CHP00872,独一味,0.8588394303846153,26.0,26.0,17.0,17.0
365,CHP02837,墨旱莲,0.8586321117735848,53.0,53.0,40.0,40.0
366,CHP04033,台湾泽兰,0.8585089714285713,7.0,7.0,5.0,5.0
367,CHP00676,地肤子,0.8577870989999999,10.0,10.0,7.0,7.0
368,CHP00456,刺五加,0.8575779673584903,53.0,53.0,39.0,38.0
369,CHP02914,苜蓿根,0.857527225,2.0,2.0,1.0,1.0
370,CHP02463,鹿角菜,0.8573436642857144,7.0,7.0,4.0,4.0
371,CHP03732,石榴皮,0.8571167161111111,18.0,18.0,13.0,13.0
372,CHP03256,青葙子,0.8570069805555556,18.0,18.0,13.0,13.0
373,CHP03911,水仙根,0.8569698200000001,6.0,6.0,4.0,4.0
374,CHP02219,莨菪叶,0.8568940589473684,38.0,38.0,26.0,24.0
375,CHP00454,刺楸树皮,0.8565888818181816,11.0,11.0,7.0,7.0
376,CHP02814,绵枣儿,0.856323322,10.0,10.0,7.0,6.0
377,CHP01126,甘薯,0.85587882,8.0,8.0,6.0,6.0
378,CHP01815,棘豆,0.8557464823076922,13.0,13.0,9.0,9.0
379,CHP00936,多裂委陵菜,0.8549759199999999,3.0,3.0,2.0,2.0
380,CHP02934,南山藤,0.854859772,5.0,5.0,3.0,3.0
381,CHP00885,杜仲叶,0.854795612739726,73.0,73.0,54.0,52.0
