rank,CHP_ID,Chinese_herbal_pieces,total_score,total_compounds,effective_count,high_quality_count,ultra_high_count
386,CHP03139,蒲桃,21.81960174,33.0,33.0,14.0,12.0
387,CHP02537,绿绒蒿,21.817736319999998,30.0,30.0,18.0,18.0
388,CHP04106,天竺黄,21.80897036,26.0,26.0,19.0,15.0
389,CHP03204,枪刀药,21.55512997,28.0,28.0,19.0,19.0
390,CHP01350,旱芹,21.539992679999997,27.0,27.0,17.0,17.0
391,CHP03869,水流豆,21.517769880000003,32.0,32.0,15.0,15.0
392,CHP02060,爵床,21.4616683,29.0,29.0,14.0,14.0
393,CHP03429,桑椹,21.344037444,33.0,33.0,13.0,13.0
394,CHP03185,千年健,21.32749087,25.0,25.0,18.0,18.0
395,CHP02612,麦芽,21.26473091,26.0,26.0,14.0,14.0
396,CHP04764,缬草,21.12251867,31.0,31.0,14.0,13.0
397,CHP00987,番木瓜,21.067550150000002,24.0,24.0,16.0,16.0
398,CHP04225,土茯苓,21.036861290000004,27.0,27.0,14.0,14.0
399,CHP00630,淡豆豉,20.98281853,23.0,23.0,18.0,18.0
400,CHP02391,六棱菊,20.96305293,28.0,28.0,15.0,15.0
401,CHP01756,茴芹,20.913635619999997,25.0,25.0,16.0,16.0
402,CHP02353,灵香草,20.7065211,26.0,26.0,15.0,15.0
403,CHP01931,金钱草,20.64052994,27.0,27.0,16.0,16.0
404,CHP00496,大风子,20.63289817,28.0,28.0,13.0,13.0
405,CHP02048,卷柏,20.58156729,25.0,25.0,18.0,18.0
406,CHP01679,黄荆叶,20.508625844000008,31.0,31.0,14.0,13.0
407,CHP02327,两头尖,20.3476487,26.0,26.0,17.0,17.0
408,CHP01338,海金砂,20.340923970000002,28.0,28.0,12.0,11.0
409,CHP02547,麻黄根,20.322835599999998,21.0,21.0,20.0,20.0
410,CHP00020,桉叶,20.21103257,28.0,28.0,15.0,14.0
411,CHP01370,鹤虱,20.204047256,29.0,29.0,14.0,13.0
412,CHP02507,萝芙木,20.14232814,28.0,28.0,17.0,17.0
413,CHP00060,白车轴草,20.135728009999998,26.0,26.0,14.0,14.0
414,CHP01916,金鸡纳,20.09440236,24.0,24.0,15.0,15.0
415,CHP02367,琉璃草,20.07560412,27.0,27.0,15.0,15.0
416,CHP03605,山楂叶,19.942020680000002,29.0,29.0,13.0,13.0
417,CHP00305,藏边大黄,19.841266600000004,28.0,28.0,11.0,11.0
418,CHP00875,杜茎山,19.832340050000003,25.0,25.0,15.0,12.0
419,CHP00416,川木香,19.831485479999998,29.0,29.0,14.0,14.0
420,CHP01741,黄杨,19.756628380000002,25.0,25.0,16.0,16.0
421,CHP02939,南蛇藤根,19.581701170000002,23.0,23.0,17.0,17.0
422,CHP00281,菠菜,19.53064216,21.0,21.0,18.0,18.0
423,CHP01690,黄连,19.44381516,24.0,24.0,16.0,16.0
424,CHP02898,木天蓼,19.39812593,25.0,25.0,13.0,13.0
425,CHP05896,僵蚕,19.31639065,26.0,26.0,13.0,13.0
426,CHP01138,橄榄,19.28044343,25.0,25.0,14.0,13.0
427,CHP02543,麻风树,19.20243576,25.0,25.0,15.0,15.0
428,CHP02440,漏芦,19.098812189999997,26.0,26.0,14.0,14.0
429,CHP01644,黄瓜,19.05566014,22.0,22.0,16.0,16.0
430,CHP01992,景天三七,19.04557079,22.0,22.0,17.0,17.0
431,CHP03218,秦艽,19.036041339999997,26.0,26.0,15.0,15.0
432,CHP00791,定木香,19.00219906,22.0,22.0,16.0,16.0
433,CHP03649,蛇菰,19.0,19.0,19.0,19.0,19.0
434,CHP04359,乌药,18.99984676,19.0,19.0,19.0,19.0
435,CHP03871,水龙骨,18.916152249999996,25.0,25.0,15.0,15.0
436,CHP02985,牛蒡子,18.886516659999998,21.0,21.0,18.0,18.0
437,CHP00597,大叶仙茅,18.846011490000002,24.0,24.0,12.0,12.0
438,CHP00906,堆心菊,18.67557146,25.0,25.0,12.0,12.0
439,CHP02869,木蝴蝶,18.66406874,22.0,22.0,16.0,16.0
440,CHP00710,地梭罗,18.62950078,35.0,35.0,11.0,11.0
441,CHP01933,金荞麦,18.40355537,23.0,23.0,15.0,15.0
442,CHP02489,罗布麻叶,18.298391510000002,25.0,25.0,12.0,12.0
443,CHP02517,落花生,18.227315439999998,24.0,24.0,13.0,13.0
444,CHP03176,千打锤,18.143789149999996,26.0,26.0,13.0,13.0
445,CHP04469,喜树,18.0893297,23.0,23.0,13.0,13.0
446,CHP04838,雪莲,18.087047709999997,26.0,26.0,10.0,10.0
447,CHP04413,五色梅,17.957500999999997,23.0,23.0,13.0,13.0
448,CHP05427,长管香茶菜,17.920112630000002,22.0,22.0,15.0,15.0
449,CHP03186,千屈菜,17.801365259999997,28.0,28.0,14.0,14.0
450,CHP00457,葱,17.74435069,25.0,25.0,9.0,9.0
451,CHP06128,松萝,17.7281944,27.0,27.0,8.0,7.0
452,CHP00191,斑鸠菊,17.525054500000003,22.0,22.0,13.0,13.0
453,CHP05132,一年蓬,17.457564589999997,22.0,22.0,13.0,13.0
454,CHP04008,算盘子,17.36320558,20.0,20.0,14.0,14.0
455,CHP05370,皂荚,17.348352489999996,22.0,22.0,11.0,11.0
456,CHP02940,南蛇藤果,17.31420116,24.0,24.0,12.0,12.0
457,CHP03977,苏合香,17.223474529999997,21.0,21.0,14.0,14.0
458,CHP04178,通关藤,17.182281240000002,21.0,21.0,11.0,10.0
459,CHP04293,王不留行,17.06902734,19.0,19.0,16.0,16.0
460,CHP05615,梓叶,17.06654729,21.0,21.0,13.0,13.0
461,CHP02375,柳杉,17.05891523,21.0,21.0,14.0,14.0
462,CHP05962,牛黄,17.05137696,19.0,19.0,15.0,15.0
463,CHP00485,大丁草,16.986858799999997,28.0,28.0,9.0,8.0
464,CHP02222,老鹳草,16.95701962,22.0,22.0,12.0,12.0
465,CHP03344,肉桂,16.94573848,21.0,21.0,13.0,13.0
466,CHP01288,光叶巴豆,16.919050300000002,24.0,24.0,12.0,12.0
467,CHP04482,细辛,16.860680600000002,23.0,23.0,10.0,10.0
468,CHP03768,使君子,16.84709823,25.0,25.0,10.0,10.0
469,CHP02441,芦根,16.840097296000003,24.0,24.0,11.0,11.0
470,CHP00483,大车前,16.73214655,21.0,21.0,11.0,11.0
471,CHP01813,吉祥草,16.72860441,20.0,20.0,12.0,12.0
472,CHP05124,夜来香,16.62526866,17.0,17.0,16.0,16.0
473,CHP02658,猫爪草,16.470459469999998,22.0,22.0,12.0,12.0
474,CHP03657,蛇葡萄,16.413738889999998,21.0,21.0,13.0,13.0
475,CHP02137,苦玄参,16.357040010000002,20.0,20.0,12.0,12.0
476,CHP01669,黄花远志,16.32101699,21.0,21.0,11.0,11.0
477,CHP04858,血桐,16.30728503,21.0,21.0,14.0,13.0
478,CHP02240,老鼠簕,16.287927930000002,20.0,20.0,12.0,12.0
479,CHP01242,谷精草,16.27814123,20.0,20.0,14.0,14.0
480,CHP00683,地瓜子,16.126014559999998,25.0,25.0,12.0,11.0
481,CHP00443,刺果甘草,15.976442760000001,22.0,22.0,11.0,11.0
482,CHP03363,瑞香,15.96354419,19.0,19.0,14.0,14.0
483,CHP02355,铃兰,15.937713239999997,20.0,20.0,10.0,10.0
484,CHP03884,水茄,15.88228924,17.0,17.0,14.0,14.0
485,CHP04280,晚香玉,15.842336820000002,19.0,19.0,10.0,10.0
486,CHP06113,马勃,15.71606386,20.0,20.0,11.0,10.0
487,CHP03664,麝香草,15.712893519999998,21.0,21.0,10.0,8.0
488,CHP02279,荔枝核,15.680534210000001,19.0,19.0,11.0,10.0
489,CHP00397,臭梧桐,15.64929222,18.0,18.0,13.0,13.0
490,CHP01936,金雀花,15.62369285,19.0,19.0,13.0,13.0
491,CHP03601,山楂,15.59758643,25.0,25.0,10.0,9.0
492,CHP02889,木榄,15.57326808,19.0,19.0,12.0,12.0
493,CHP00997,番泻叶,15.55517041,22.0,22.0,11.0,10.0
494,CHP03732,石榴皮,15.42810089,18.0,18.0,13.0,13.0
495,CHP03256,青葙子,15.42612565,18.0,18.0,13.0,13.0
496,CHP02418,龙血树,15.346945389999998,22.0,22.0,10.0,9.0
497,CHP03498,山地香茶菜,15.32597679,18.0,18.0,13.0,13.0
498,CHP05704,紫玉盘,15.320140850000001,21.0,21.0,10.0,10.0
499,CHP01930,金牛草,15.31020561,19.0,19.0,12.0,12.0
500,CHP00292,布渣叶,15.213237719999999,20.0,20.0,11.0,11.0
501,CHP03328,忍冬藤,15.1778116,16.0,16.0,14.0,14.0
502,CHP00729,灯盏细辛,15.16796449,17.0,17.0,14.0,14.0
503,CHP00668,地不容,15.072131500000001,25.0,25.0,11.0,11.0
504,CHP02337,辽东楤木,15.034956459999998,19.0,19.0,9.0,9.0
505,CHP03695,蓍实,14.993422440000002,19.0,19.0,12.0,12.0
506,CHP03258,青叶胆,14.967798519999999,19.0,19.0,12.0,12.0
507,CHP03561,山柰,14.83907918,20.0,20.0,10.0,10.0
508,CHP04368,无花果,14.739501399999998,25.0,25.0,8.0,8.0
509,CHP00049,霸王鞭,14.66577764,20.0,20.0,10.0,10.0
510,CHP05140,一枝黄花,14.549806129999999,19.0,19.0,11.0,11.0
511,CHP03532,山姜,14.534248949999999,18.0,18.0,12.0,12.0
512,CHP01132,肝风草,14.532034560000001,18.0,18.0,12.0,12.0
513,CHP04975,羊踯躅,14.5176363,15.0,15.0,14.0,14.0
514,CHP04372,无患子,14.51631113,16.0,16.0,13.0,13.0
515,CHP03070,胖大海,14.42230058,19.0,19.0,11.0,11.0
516,CHP03527,山黄皮,14.342419840000002,26.0,26.0,3.0,3.0
517,CHP00078,白果根,14.304529,16.0,16.0,12.0,12.0
518,CHP04647,小构树,14.26695207,21.0,21.0,8.0,8.0
519,CHP01131,甘西鼠尾草,14.26339018,20.0,20.0,10.0,10.0
520,CHP05061,野马追,14.2213055,17.0,17.0,11.0,11.0
521,CHP00762,吊干麻,14.189556946,22.0,22.0,9.0,9.0
522,CHP00806,东风橘根,14.17179325,27.0,27.0,5.0,5.0
523,CHP04902,芫荽子,14.13171484,17.0,17.0,10.0,10.0
524,CHP02498,罗汉松,14.11142674,18.0,18.0,10.0,10.0
525,CHP01751,灰叶根,14.110604934,22.0,22.0,10.0,10.0
526,CHP04987,杨梅树皮,14.07876467,21.0,21.0,8.0,8.0
527,CHP00772,跌打老,14.01865299,16.0,16.0,12.0,11.0
528,CHP04717,小通草,13.9999975,14.0,14.0,14.0,14.0
529,CHP03148,铺地蜈蚣,13.99998236,14.0,14.0,14.0,14.0
530,CHP00100,白胶香,13.997479890000001,20.0,20.0,9.0,9.0
531,CHP01409,红车轴草,13.99136594,21.0,21.0,8.0,7.0
532,CHP01296,广金钱草,13.93617055,21.0,21.0,6.0,6.0
533,CHP03946,四季青,13.92317289,17.0,17.0,12.0,11.0
534,CHP00467,粗叶悬钩子,13.81318901,21.0,21.0,8.0,8.0
535,CHP04897,延胡索,13.804141210000001,19.0,19.0,12.0,11.0
536,CHP05557,猪鬃草,13.800398389999998,17.0,17.0,11.0,11.0
537,CHP02342,裂果薯,13.79814075,17.0,17.0,9.0,9.0
538,CHP03389,三棱,13.635484739999999,16.0,16.0,11.0,11.0
539,CHP02500,罗汉松实,13.609444980000001,17.0,17.0,9.0,9.0
540,CHP01625,槐角,13.53660829,18.0,18.0,12.0,12.0
541,CHP02439,耧斗菜,13.5213805,16.0,16.0,10.0,10.0
542,CHP00298,苍耳,13.481437530000001,17.0,17.0,10.0,10.0
543,CHP00882,杜松,13.43538776,17.0,17.0,10.0,10.0
544,CHP04042,太子参,13.37718833,19.0,19.0,8.0,7.0
545,CHP04824,玄参,13.182964279999998,21.0,21.0,4.0,4.0
546,CHP05680,紫苏子,13.17102254,22.0,22.0,5.0,2.0
547,CHP01773,鸡肠狼毒,13.154738730000002,18.0,18.0,9.0,9.0
548,CHP00227,北豆,13.099490840000001,16.0,16.0,10.0,10.0
549,CHP01911,金果榄,13.039904810000001,15.0,15.0,11.0,11.0
550,CHP00296,蚕豆,12.98681801,19.0,19.0,8.0,7.0
551,CHP02410,龙脑膏香,12.96403651,15.0,15.0,11.0,11.0
552,CHP00068,白杜鹃花,12.91878363,18.0,18.0,7.0,7.0
553,CHP06134,云芝,12.873558469999999,16.0,16.0,11.0,11.0
554,CHP01211,狗脊,12.848427589999998,29.0,29.0,3.0,3.0
555,CHP01019,飞燕草,12.84564735,17.0,17.0,10.0,10.0
556,CHP03843,水红花子,12.836986410000002,17.0,17.0,9.0,9.0
557,CHP04164,铁丝灵仙,12.80929765,14.0,14.0,11.0,11.0
558,CHP02630,蔓荆,12.801492069999998,20.0,20.0,7.0,6.0
559,CHP02055,决明,12.75062917,17.0,17.0,9.0,9.0
560,CHP00165,白珠树,12.7327959,18.0,18.0,10.0,10.0
561,CHP00500,大果大戟,12.578444730000001,16.0,16.0,10.0,10.0
562,CHP00102,白芥子,12.53309825,18.0,18.0,6.0,6.0
563,CHP06122,桑黄,12.50396645,16.0,16.0,8.0,8.0
564,CHP04546,相思藤,12.49839707,16.0,16.0,9.0,9.0
565,CHP05248,柚花,12.427862619999999,21.0,21.0,5.0,5.0
566,CHP05030,野甘草,12.42199128,18.0,18.0,10.0,10.0
567,CHP05623,紫草,12.402746440000001,20.0,20.0,7.0,6.0
568,CHP05112,叶底珠,12.39303585,18.0,18.0,8.0,8.0
569,CHP00469,催吐萝芙木,12.372470980000001,19.0,19.0,9.0,9.0
570,CHP01550,虎刺,12.32183809,17.0,17.0,7.0,7.0
571,CHP05163,翼首草,12.29893899,14.0,14.0,10.0,10.0
572,CHP05754,斑蝥,12.21881036,18.0,18.0,10.0,6.0
573,CHP03334,榕树,12.19920412,16.0,16.0,9.0,9.0
574,CHP00173,百里香,12.156096210000001,23.0,23.0,5.0,5.0
575,CHP02175,辣蓼草,12.13101855,17.0,17.0,9.0,9.0
576,CHP00062,白刺花,12.093327255,21.0,21.0,7.0,7.0
577,CHP04061,桃金娘,12.002317139999999,18.0,18.0,8.0,8.0
578,CHP05066,野茉莉,12.0,12.0,12.0,12.0,12.0
579,CHP00939,多伞阿魏,12.0,12.0,12.0,12.0,12.0
580,CHP03975,松子仁,11.996249689999999,15.0,15.0,11.0,11.0
581,CHP01168,高山火绒草,11.974144664,17.0,17.0,10.0,10.0
582,CHP02602,马醉木,11.96707383,14.0,14.0,10.0,10.0
583,CHP01312,鬼针草,11.96632612,15.0,15.0,10.0,10.0
584,CHP02305,莲花,11.92278791,17.0,17.0,8.0,7.0
585,CHP00998,翻白草,11.89153078,15.0,15.0,8.0,8.0
586,CHP05169,茵陈,11.882669360000001,16.0,16.0,7.0,7.0
587,CHP01676,黄荆,11.87970326,15.0,15.0,8.0,8.0
588,CHP04167,铁苋,11.81552174,17.0,17.0,8.0,8.0
589,CHP03753,石蒜,11.80905742,16.0,16.0,8.0,8.0
590,CHP00231,北玄参,11.776462819999999,15.0,15.0,9.0,9.0
591,CHP01235,枸杞叶,11.74276835,14.0,14.0,9.0,8.0
592,CHP05117,叶下珠,11.574383439999998,15.0,15.0,9.0,9.0
593,CHP03687,省沽油,11.54580333,13.0,13.0,9.0,9.0
594,CHP02554,麻牛膝,11.51424251,15.0,15.0,7.0,7.0
595,CHP04862,寻骨风,11.50672644,17.0,17.0,7.0,5.0
596,CHP03226,青果,11.497675280000001,14.0,14.0,9.0,9.0
597,CHP01104,福寿草,11.48813448,20.0,20.0,1.0,1.0
598,CHP01143,干地黄,11.472488730000002,21.0,21.0,2.0,2.0
599,CHP01256,关白附,11.466124950000001,16.0,16.0,9.0,9.0
600,CHP03585,山香,11.43913522,12.0,12.0,11.0,11.0
601,CHP05159,益智,11.4308652,12.0,12.0,11.0,11.0
602,CHP05205,迎春花,11.409999560000001,13.0,13.0,9.0,9.0
603,CHP01776,鸡蛋花,11.39990048,15.0,15.0,9.0,9.0
604,CHP00708,地刷子,11.39897305,15.0,15.0,9.0,9.0
605,CHP03213,荞麦,11.357229460000001,14.0,14.0,8.0,8.0
606,CHP02796,米仔兰,11.290077,12.0,12.0,11.0,11.0
607,CHP00965,鹅掌楸,11.2818706,12.0,12.0,10.0,10.0
608,CHP02908,木贼,11.19927957,16.0,16.0,8.0,8.0
609,CHP01815,棘豆,11.124704269999999,13.0,13.0,9.0,9.0
610,CHP02510,萝藦,11.117767099999998,14.0,14.0,8.0,8.0
611,CHP03778,柿叶,11.1063502,14.0,14.0,8.0,7.0
612,CHP00189,斑草,11.044660910000001,15.0,15.0,8.0,7.0
613,CHP02623,曼陀罗叶,11.026831360000003,14.0,14.0,7.0,7.0
614,CHP01757,茴香,11.007403259999998,14.0,14.0,9.0,7.0
615,CHP05338,云南甘草,11.005635869999999,14.0,14.0,8.0,8.0
616,CHP05512,肿柄菊,10.99338123,13.0,13.0,9.0,9.0
617,CHP01693,黄龙胆,10.971714853999998,16.0,16.0,7.0,7.0
618,CHP03395,三面刀,10.957678759999999,14.0,14.0,8.0,8.0
619,CHP03013,牛舌草,10.950170329999999,14.0,14.0,8.0,8.0
620,CHP02009,韭菜子,10.929682759999999,19.0,19.0,5.0,5.0
621,CHP02588,马桑,10.921422599999998,15.0,15.0,6.0,6.0
622,CHP06120,绒白乳菇,10.91155762,15.0,15.0,8.0,8.0
623,CHP00284,播娘蒿,10.90196264,14.0,14.0,8.0,8.0
624,CHP04898,延龄草,10.894468839999998,12.0,12.0,9.0,9.0
625,CHP02065,看麦娘状莎草,10.86953442,15.0,15.0,8.0,8.0
626,CHP01560,虎杖,10.86217174,14.0,14.0,8.0,8.0
627,CHP04863,荨麻,10.83601936,13.0,13.0,8.0,8.0
628,CHP01540,湖北黄精,10.824943650000002,13.0,13.0,7.0,7.0
629,CHP00445,刺槐花,10.81275289,14.0,14.0,7.0,7.0
630,CHP02557,麻叶,10.80499255,13.0,13.0,9.0,8.0
631,CHP01234,枸杞,10.7697762,15.0,15.0,8.0,8.0
632,CHP04866,鸦胆子,10.7601288,12.0,12.0,9.0,9.0
633,CHP02488,罗布麻,10.73782855,12.0,12.0,10.0,10.0
634,CHP05565,竹节参,10.72092348,12.0,12.0,9.0,9.0
635,CHP03217,芹花,10.71904364,17.0,17.0,6.0,4.0
636,CHP03486,山沉香,10.678863685,16.0,16.0,7.0,7.0
637,CHP06089,冬虫夏草,10.659958770000001,17.0,17.0,6.0,6.0
638,CHP01620,槐,10.65192103,13.0,13.0,8.0,8.0
639,CHP02855,木鳖子,10.58174182,14.0,14.0,8.0,6.0
640,CHP00403,除虫菊,10.5780622,16.0,16.0,5.0,5.0
641,CHP05294,玉竹,10.57071831,12.0,12.0,9.0,9.0
642,CHP00011,艾纳香,10.556186859999999,18.0,18.0,5.0,5.0
643,CHP04523,夏至草,10.55605288,13.0,13.0,8.0,8.0
644,CHP00949,峨参,10.54887476,16.0,16.0,8.0,8.0
645,CHP01945,金铁锁,10.51703142,12.0,12.0,9.0,9.0
646,CHP04816,徐长卿,10.51200943,15.0,15.0,5.0,5.0
647,CHP00336,茶子,10.44533048,13.0,13.0,7.0,6.0
648,CHP04834,雪胆,10.3759196,15.0,15.0,5.0,5.0
649,CHP03020,牛尾蒿,10.356787500000001,14.0,14.0,7.0,6.0
650,CHP00887,短瓣花,10.29624538,14.0,14.0,8.0,8.0
651,CHP00323,草乌叶,10.23392813,13.0,13.0,8.0,8.0
652,CHP02484,轮环藤,10.17475304,15.0,15.0,8.0,8.0
653,CHP00486,大豆,10.1445845,12.0,12.0,8.0,7.0
654,CHP03135,蒲黄,10.08169741,12.0,12.0,8.0,8.0
655,CHP00175,百脉根,10.071858529999998,15.0,15.0,5.0,5.0
656,CHP00016,安徽贝母,10.034491439999998,11.0,11.0,8.0,8.0
657,CHP05679,紫苏叶,10.025809689999999,12.0,12.0,8.0,8.0
658,CHP00928,多花蒿,10.0,10.0,10.0,10.0,10.0
659,CHP02472,路路通,10.0,10.0,10.0,10.0,10.0
660,CHP04084,天胡荽,9.97365581,12.0,12.0,7.0,7.0
661,CHP00256,鞭叶铁线蕨,9.96755117,12.0,12.0,8.0,8.0
662,CHP00396,臭山羊,9.966890445999999,17.0,17.0,6.0,6.0
663,CHP03038,糯稻根,9.958491729999999,13.0,13.0,7.0,7.0
664,CHP00251,边缘鳞盖蕨,9.91384963,14.0,14.0,6.0,6.0
665,CHP00309,糙苏,9.85424694,11.0,11.0,8.0,8.0
666,CHP04893,烟草,9.84124809,13.0,13.0,7.0,7.0
667,CHP01342,海南买麻藤,9.821973490000001,13.0,13.0,7.0,7.0
668,CHP02930,南瓜子,9.71894756,13.0,13.0,6.0,6.0
669,CHP00731,棣棠花,9.69644105,12.0,12.0,6.0,6.0
670,CHP04244,土三七,9.67213599,15.0,15.0,5.0,5.0
671,CHP05572,竹沥,9.659038580000002,15.0,15.0,4.0,4.0
672,CHP02109,苦蒿,9.60711178,12.0,12.0,6.0,6.0
673,CHP00220,宝盖草,9.58862629,12.0,12.0,6.0,6.0
674,CHP01957,金叶子,9.58112486,10.0,10.0,9.0,9.0
675,CHP05730,总状升麻,9.53402663,11.0,11.0,8.0,8.0
676,CHP02935,南蛇竻,9.524195709999999,12.0,12.0,8.0,8.0
677,CHP03353,入地蜈蚣,9.51554052,13.0,13.0,8.0,8.0
678,CHP00454,刺楸树皮,9.422477699999998,11.0,11.0,7.0,7.0
679,CHP01241,古柯,9.420116460000001,12.0,12.0,8.0,8.0
680,CHP02207,狼把草,9.343511340000001,13.0,13.0,5.0,5.0
681,CHP00802,东方狗脊,9.33040405,12.0,12.0,7.0,7.0
682,CHP06133,蛹虫草,9.31694785,11.0,11.0,7.0,7.0
683,CHP01753,回回豆,9.293814659999999,14.0,14.0,6.0,6.0
684,CHP03709,石刁柏,9.2646274,12.0,12.0,5.0,5.0
685,CHP02469,鹿衔草,9.25804226,11.0,11.0,7.0,7.0
686,CHP04092,天罗水,9.242368110000001,12.0,12.0,6.0,6.0
687,CHP02661,毛白杨,9.24204639,13.0,13.0,6.0,6.0
688,CHP05286,玉米须,9.18862882,13.0,13.0,6.0,4.0
689,CHP01598,华桑,9.175104869999998,14.0,14.0,6.0,6.0
690,CHP01905,金钗凤尾蕨,9.127993089999999,11.0,11.0,7.0,7.0
691,CHP01309,鬼箭锦鸡儿,9.080832710000001,11.0,11.0,7.0,7.0
692,CHP03302,瞿麦,9.080122430000001,10.0,10.0,8.0,8.0
693,CHP05289,玉叶金花,9.07607018,11.0,11.0,6.0,6.0
694,CHP04524,仙鹤草,9.06257532,11.0,11.0,7.0,7.0
695,CHP01996,九节茶,9.05886336,12.0,12.0,7.0,7.0
696,CHP01578,华北白前,9.04942731,13.0,13.0,5.0,5.0
697,CHP04259,菟丝子,9.04417686,11.0,11.0,8.0,7.0
698,CHP02777,蒙自草胡椒,9.0,9.0,9.0,9.0,9.0
699,CHP01740,黄心果,8.99443816,15.0,15.0,2.0,1.0
700,CHP00119,白马骨,8.98725622,11.0,11.0,7.0,7.0
701,CHP03696,十大功劳,8.97913338,12.0,12.0,8.0,7.0
702,CHP01600,华山矾,8.959968629999999,10.0,10.0,7.0,7.0
703,CHP00347,常春藤,8.95858761,11.0,11.0,7.0,7.0
704,CHP03867,水蓼,8.92168435,12.0,12.0,6.0,6.0
705,CHP00013,艾实,8.89802321,12.0,12.0,7.0,7.0
706,CHP04276,豌豆,8.861541800000001,10.0,10.0,8.0,7.0
707,CHP06117,蘑菇,8.855415690000001,11.0,11.0,6.0,5.0
708,CHP02523,落新妇,8.853971490000001,18.0,18.0,0.0,0.0
709,CHP01299,广西莪术,8.84581802,12.0,12.0,7.0,6.0
710,CHP04409,五气朝阳草,8.827002,9.0,9.0,9.0,8.0
711,CHP04449,西瓜,8.80330438,15.0,15.0,5.0,3.0
712,CHP04599,响铃草,8.79267518,11.0,11.0,7.0,7.0
713,CHP01534,葫芦茶,8.77305866,12.0,12.0,6.0,6.0
714,CHP00040,巴拿马山石榴,8.76221942,10.0,10.0,7.0,7.0
715,CHP01323,桂皮,8.742913649999998,11.0,11.0,5.0,5.0
716,CHP03130,葡萄,8.725287370000002,12.0,12.0,5.0,5.0
717,CHP03187,千日红,8.695265899999999,12.0,12.0,6.0,6.0
718,CHP03263,清风藤,8.67738867,11.0,11.0,7.0,7.0
719,CHP01261,关木通,8.657622719999999,12.0,12.0,6.0,6.0
720,CHP00628,胆木,8.628664310000001,13.0,13.0,5.0,5.0
721,CHP04018,娑罗子,8.627491200000001,11.0,11.0,7.0,7.0
722,CHP04608,向日葵叶,8.61518208,11.0,11.0,6.0,6.0
723,CHP01965,金鱼藤,8.61463893,11.0,11.0,7.0,7.0
724,CHP01193,葛蕈,8.596729719999999,16.0,16.0,0.0,0.0
725,CHP04547,相思子,8.58923307,11.0,11.0,7.0,7.0
726,CHP00676,地肤子,8.57787099,10.0,10.0,7.0,7.0
727,CHP04069,桃枝,8.56491483,13.0,13.0,5.0,4.0
728,CHP02814,绵枣儿,8.56323322,10.0,10.0,7.0,6.0
729,CHP00083,白鹤灵芝,8.558906349999999,13.0,13.0,6.0,6.0
730,CHP05542,珠子草,8.556417074999999,13.0,13.0,7.0,7.0
731,CHP01988,粳米,8.54685105,9.0,9.0,8.0,8.0
732,CHP02892,木麻黄,8.51921272,11.0,11.0,7.0,7.0
733,CHP04223,土当归,8.513359069999998,12.0,12.0,7.0,7.0
734,CHP06136,猪苓,8.510076,9.0,9.0,8.0,8.0
735,CHP03180,千金子,8.47174513,10.0,10.0,7.0,7.0
736,CHP04057,桃儿七,8.4428925,10.0,10.0,7.0,7.0
737,CHP01099,浮叶眼子菜,8.406768833999998,13.0,13.0,7.0,7.0
738,CHP02310,莲叶橐吾,8.39600322,12.0,12.0,7.0,7.0
739,CHP06131,香蕈,8.373162,9.0,9.0,8.0,8.0
740,CHP04285,万年青根,8.36689512,10.0,10.0,6.0,6.0
741,CHP00947,多足蕨,8.35744482,9.0,9.0,8.0,8.0
742,CHP00722,灯笼草,8.31911817,10.0,10.0,6.0,6.0
743,CHP04190,桐油,8.31821116,10.0,10.0,5.0,5.0
744,CHP00042,巴西胡桐,8.27413891,10.0,10.0,7.0,7.0
745,CHP02308,莲生桂子花,8.24905609,11.0,11.0,6.0,6.0
746,CHP00670,地胆草,8.24879778,10.0,10.0,6.0,6.0
747,CHP01181,戈壁天门冬,8.22023618,10.0,10.0,6.0,6.0
748,CHP05486,蜘蛛香,8.213157760000001,10.0,10.0,6.0,6.0
749,CHP06015,水蛭,8.202679400000001,9.0,9.0,7.0,7.0
750,CHP03647,蛇根草,8.18826588,10.0,10.0,6.0,6.0
751,CHP04951,燕麦,8.18157337,10.0,10.0,6.0,5.0
752,CHP01363,荷花玉兰,8.17581272,11.0,11.0,6.0,6.0
753,CHP04795,杏仁,8.17514556,11.0,11.0,6.0,5.0
754,CHP00221,保山乌头,8.14840648,11.0,11.0,6.0,6.0
755,CHP02520,落葵花,8.141643199999999,9.0,9.0,7.0,7.0
756,CHP01269,管花肉苁蓉,8.13852507,10.0,10.0,5.0,5.0
757,CHP01599,华山参,8.102734654,12.0,12.0,6.0,6.0
758,CHP01345,海州骨碎补,8.08689023,10.0,10.0,6.0,6.0
759,CHP00371,秤钩风,8.0553902,10.0,10.0,5.0,5.0
760,CHP01912,金合欢,8.05119069,11.0,11.0,5.0,5.0
761,CHP00974,耳草,8.02906187,11.0,11.0,5.0,5.0
762,CHP01076,凤眼草,8.0,8.0,8.0,8.0,8.0
763,CHP01596,华千金藤,7.99998875,8.0,8.0,8.0,8.0
764,CHP00793,东北刺人参,7.98001487,16.0,16.0,1.0,1.0
765,CHP02314,莲子心,7.971405450000001,11.0,11.0,7.0,7.0
766,CHP00480,大驳骨,7.950058219999999,13.0,13.0,5.0,5.0
767,CHP00514,大黄花,7.9494516299999995,9.0,9.0,6.0,6.0
