rank,CHP_ID,Chinese_herbal_pieces,total_score,total_compounds,effective_count,high_quality_count,ultra_high_count
83,CHP00146,白头翁,79.03939409,93.0,93.0,65.0,64.0
84,CHP03049,女贞子,78.99779793,107.0,107.0,60.0,60.0
85,CHP03630,商陆,78.36346345,93.0,93.0,62.0,62.0
86,CHP00422,穿心莲,77.12267952999998,100.0,100.0,57.0,57.0
87,CHP00201,半边莲,76.33396429999999,96.0,96.0,60.0,60.0
88,CHP03202,羌活,76.092332533,102.0,102.0,56.0,52.0
89,CHP00857,独活,76.07012366000002,108.0,108.0,56.0,55.0
90,CHP03102,枇杷叶,75.48585002,89.0,89.0,63.0,63.0
91,CHP05675,紫杉,74.80623518,102.0,102.0,48.0,48.0
92,CHP01110,附子,74.72285559999999,81.0,81.0,70.0,69.0
93,CHP00431,椿皮,74.28069094599999,95.0,95.0,57.0,55.0
94,CHP00884,杜仲,73.60461624,85.0,85.0,63.0,63.0
95,CHP00114,白蔹,73.281475694,102.0,102.0,51.0,51.0
96,CHP01801,鸡血藤,73.03310715,96.0,96.0,53.0,53.0
97,CHP02119,苦楝皮,72.22084560999998,87.0,87.0,60.0,59.0
98,CHP00612,代代花,71.99466855,96.0,96.0,48.0,46.0
99,CHP00150,白薇,71.82608008000001,85.0,85.0,58.0,56.0
100,CHP00672,地耳草,71.460645473,98.0,98.0,41.0,40.0
101,CHP00258,扁豆,71.24775618000001,93.0,93.0,51.0,46.0
102,CHP00415,川木通,71.07998455,96.0,96.0,45.0,45.0
103,CHP01045,风藤,70.85675855,89.0,89.0,61.0,61.0
104,CHP01983,荆芥,70.12129697,81.0,81.0,59.0,59.0
105,CHP02155,款冬花,70.06179060999999,79.0,79.0,62.0,61.0
106,CHP03683,生姜,69.92115322000001,75.0,75.0,66.0,66.0
107,CHP03352,乳香,69.79138154,77.0,77.0,64.0,64.0
108,CHP00048,菝葜,69.72147204000001,90.0,90.0,49.0,49.0
109,CHP03444,沙棘,68.98630602,90.0,90.0,47.0,45.0
110,CHP00088,白花菜子,68.54654545,94.0,94.0,48.0,47.0
111,CHP01871,降香,67.21230697,94.0,94.0,47.0,45.0
112,CHP05417,长春花,66.728955808,95.0,95.0,56.0,56.0
113,CHP00326,侧柏叶,66.60497253999999,90.0,90.0,48.0,47.0
114,CHP05992,人中白,66.59229355600002,83.0,83.0,55.0,50.0
115,CHP01058,蜂斗菜,66.51481339,94.0,94.0,46.0,46.0
116,CHP02546,麻黄,66.41654166999999,88.0,88.0,46.0,44.0
117,CHP03193,前胡,66.229757332,85.0,85.0,58.0,57.0
118,CHP00455,刺桐,65.68716695,104.0,104.0,42.0,41.0
119,CHP01818,蒺藜,65.21948771,75.0,75.0,57.0,57.0
120,CHP00361,陈皮,63.86754474,103.0,103.0,37.0,36.0
121,CHP04075,藤黄,63.57059243,96.0,96.0,37.0,33.0
122,CHP00252,萹蓄,63.5073797,73.0,73.0,54.0,54.0
123,CHP03323,人参叶,63.36061885000001,75.0,75.0,51.0,51.0
124,CHP00135,白前,63.143574169999994,78.0,78.0,48.0,48.0
125,CHP00819,冬葵果,62.815944873999996,80.0,80.0,44.0,42.0
126,CHP02019,菊花,62.743503249999996,81.0,81.0,50.0,49.0
127,CHP02568,马兜铃,62.622263348000004,85.0,85.0,48.0,44.0
128,CHP04231,土槿皮,62.52757667,71.0,71.0,57.0,57.0
129,CHP00885,杜仲叶,62.40007973,73.0,73.0,54.0,52.0
130,CHP03198,茜草,62.01466611000001,74.0,74.0,48.0,48.0
131,CHP00322,草乌,61.993387899999995,79.0,79.0,50.0,49.0
132,CHP01514,胡黄连,61.36848527,74.0,74.0,47.0,44.0
133,CHP02023,菊苣,60.1294523,70.0,70.0,48.0,48.0
134,CHP04065,桃仁,60.00685629,72.0,72.0,49.0,49.0
135,CHP00241,萆薢,59.722644456000005,74.0,74.0,45.0,45.0
136,CHP00557,大蒜,59.33303600399999,80.0,80.0,38.0,38.0
137,CHP01999,九里香,58.38358063,104.0,104.0,35.0,35.0
138,CHP01561,花椒,58.13125794,83.0,83.0,43.0,42.0
139,CHP01130,甘遂,57.607932100000006,63.0,63.0,51.0,51.0
140,CHP03341,肉苁蓉,57.10491177,64.0,64.0,51.0,49.0
141,CHP03698,十大功劳叶,57.076624120000005,67.0,67.0,45.0,44.0
142,CHP00641,党参,56.87686101,65.0,65.0,50.0,50.0
143,CHP05157,益母草,56.703706860000004,69.0,69.0,42.0,42.0
144,CHP00238,荜茇,56.396903744,75.0,75.0,45.0,43.0
145,CHP00106,白蜡树皮,56.28498571,82.0,82.0,32.0,29.0
146,CHP01260,关黄柏,56.15290785,70.0,70.0,46.0,46.0
147,CHP00300,苍耳子,55.87007137,71.0,71.0,40.0,39.0
148,CHP02037,蒟蒻薯,55.857266259999996,71.0,71.0,34.0,34.0
149,CHP05782,蟾酥,55.38773666,71.0,71.0,45.0,45.0
150,CHP00228,北豆根,54.167623989999996,72.0,72.0,39.0,39.0
151,CHP02842,牡丹皮,54.088897880000005,67.0,67.0,46.0,46.0
152,CHP00520,大蓟,52.8588026,69.0,69.0,38.0,38.0
153,CHP03609,山茱萸,52.83211321,71.0,71.0,39.0,38.0
154,CHP02400,龙胆草,52.6226592,65.0,65.0,40.0,40.0
155,CHP01771,藿香,51.685748355,72.0,72.0,36.0,35.0
156,CHP01207,钩吻,51.66540252,77.0,77.0,37.0,36.0
157,CHP01187,葛花,51.55338786000001,63.0,63.0,43.0,43.0
158,CHP03175,千层塔,51.19324664,65.0,65.0,41.0,41.0
159,CHP02443,芦荟,51.01769827,65.0,65.0,38.0,38.0
160,CHP02566,马齿苋,50.56109465,64.0,64.0,37.0,37.0
161,CHP03082,佩兰,50.37609198,59.0,59.0,43.0,42.0
162,CHP00137,白屈菜,50.31147401,58.0,58.0,46.0,45.0
163,CHP05805,蜂胶,50.305709234000005,83.0,83.0,33.0,33.0
164,CHP00187,败酱草,49.93092066,70.0,70.0,30.0,29.0
165,CHP00424,垂盆草,49.90998108,67.0,67.0,37.0,36.0
166,CHP04525,仙茅,49.68652581,60.0,60.0,38.0,38.0
167,CHP02901,木通,49.504856860000004,62.0,62.0,36.0,36.0
168,CHP02125,苦木,49.13250209,62.0,62.0,35.0,34.0
169,CHP03663,射干,48.95928472999999,63.0,63.0,35.0,35.0
170,CHP00775,丁公藤,48.81786933000001,60.0,60.0,37.0,37.0
171,CHP02405,龙葵,48.79701353,55.0,55.0,39.0,39.0
172,CHP02606,麦冬,48.50355541599999,70.0,70.0,36.0,36.0
173,CHP00124,白茅根,48.49085862,59.0,59.0,42.0,41.0
174,CHP00099,白及,48.42257053,78.0,78.0,21.0,21.0
175,CHP01543,槲寄生,48.36440409,61.0,61.0,36.0,36.0
176,CHP03461,砂仁,47.940452199999996,64.0,64.0,33.0,33.0
177,CHP03808,鼠尾草,47.51908994,59.0,59.0,39.0,39.0
178,CHP02297,连钱草,46.87934842,61.0,61.0,36.0,36.0
179,CHP00824,冬凌草,46.784307250000005,50.0,50.0,45.0,45.0
180,CHP00844,豆蔻,46.74030629,66.0,66.0,36.0,35.0
181,CHP02056,决明子,46.4553271,56.0,56.0,37.0,37.0
182,CHP04466,豨莶草,46.202677609999995,56.0,56.0,39.0,39.0
183,CHP02808,绵萆薢,46.00310237,53.0,53.0,36.0,36.0
184,CHP01745,黄药子,45.84081647,64.0,64.0,33.0,33.0
185,CHP01334,海带,45.770690601000005,65.0,65.0,27.0,25.0
186,CHP02837,墨旱莲,45.507501923999996,53.0,53.0,40.0,40.0
187,CHP00456,刺五加,45.45163226999999,53.0,53.0,39.0,38.0
188,CHP03716,石斛,45.35139988,74.0,74.0,23.0,23.0
189,CHP04054,唐松草,45.30337376,68.0,68.0,32.0,32.0
190,CHP01408,红参,45.0081037,53.0,53.0,39.0,39.0
191,CHP04458,西洋参,44.908423549999995,49.0,49.0,42.0,42.0
192,CHP00673,地枫皮,44.31068972,56.0,56.0,34.0,34.0
193,CHP00384,赤小豆,44.305202630000004,52.0,52.0,35.0,35.0
194,CHP02756,梅花,44.24672144,64.0,64.0,26.0,23.0
195,CHP00240,荜澄茄,43.848511845000004,62.0,62.0,38.0,38.0
196,CHP00350,常山,43.657592736000005,67.0,67.0,30.0,30.0
197,CHP04083,天冬,43.33940271,54.0,54.0,30.0,28.0
198,CHP01630,黄柏,43.12066334000001,54.0,54.0,33.0,33.0
199,CHP04556,香附,43.05067196,52.0,52.0,37.0,37.0
200,CHP00989,番茄,42.90392532,53.0,53.0,31.0,31.0
201,CHP01367,核桃仁,42.80896778,58.0,58.0,29.0,29.0
202,CHP00957,鹅不食草,42.769293610000005,49.0,49.0,38.0,38.0
203,CHP01127,甘松,42.4860144,50.0,50.0,38.0,38.0
204,CHP04326,文殊兰,42.30893047,60.0,60.0,32.0,31.0
205,CHP01065,凤尾草,42.09133155,56.0,56.0,30.0,30.0
206,CHP03643,蛇床子,42.03817326000001,55.0,55.0,34.0,34.0
207,CHP01834,夹竹桃,41.990166630000004,58.0,58.0,27.0,26.0
208,CHP03342,肉豆蔻,41.464743256,57.0,57.0,33.0,33.0
209,CHP02063,开口箭,41.22017648,50.0,50.0,29.0,29.0
210,CHP05051,野菊花,41.10629782000001,54.0,54.0,28.0,28.0
211,CHP04389,吴茱萸,41.02960768,56.0,56.0,30.0,29.0
212,CHP00093,白花蛇舌草,40.54352677000001,46.0,46.0,33.0,33.0
213,CHP02406,龙葵根,39.91884471,48.0,48.0,33.0,32.0
214,CHP03979,苏木,39.85240605,50.0,50.0,30.0,29.0
215,CHP02750,玫瑰花,39.799872799999996,49.0,49.0,30.0,29.0
216,CHP01964,金樱子,39.51232788,45.0,45.0,35.0,35.0
217,CHP02030,橘红,39.42466475,52.0,52.0,29.0,29.0
218,CHP02131,苦树皮,39.367433719999994,58.0,58.0,21.0,19.0
219,CHP00458,葱白,39.242127745,70.0,70.0,15.0,12.0
220,CHP00356,车前子,39.11178582,42.0,42.0,35.0,35.0
221,CHP03104,啤酒花,38.87310795,54.0,54.0,27.0,26.0
222,CHP00059,白菖,38.79491956,61.0,61.0,23.0,21.0
223,CHP03372,赛莨菪,38.69345469,44.0,44.0,31.0,31.0
224,CHP03500,山豆根,38.63196662,52.0,52.0,31.0,31.0
225,CHP01228,枸骨叶,38.58824386,44.0,44.0,34.0,34.0
226,CHP00076,白附子,38.58459671,58.0,58.0,19.0,19.0
227,CHP00470,翠雀花,38.52840299,52.0,52.0,30.0,30.0
228,CHP01382,黑老虎,38.48200561,48.0,48.0,32.0,32.0
229,CHP05255,余甘子,38.18787499,48.0,48.0,26.0,26.0
230,CHP01091,佛手,37.99264136400001,51.0,51.0,29.0,26.0
231,CHP01114,覆盆子,37.882555669999995,52.0,52.0,26.0,23.0
232,CHP02909,木竹子,37.846118860000004,64.0,64.0,17.0,16.0
233,CHP01073,凤仙透骨草,37.81638935,46.0,46.0,28.0,26.0
234,CHP00071,白饭豆,37.73520994,51.0,51.0,24.0,24.0
235,CHP01723,黄芩,36.99215427,46.0,46.0,27.0,27.0
236,CHP02656,猫须草,36.68022319000001,49.0,49.0,26.0,26.0
237,CHP00362,柽柳,36.58403593999999,53.0,53.0,22.0,21.0
238,CHP03491,山慈菇,36.53061352,50.0,50.0,24.0,24.0
239,CHP02585,马钱子,36.40332748,39.0,39.0,35.0,35.0
240,CHP01968,金盏菊,36.331288750000006,44.0,44.0,28.0,28.0
241,CHP02621,曼陀罗,36.260820865999996,44.0,44.0,30.0,30.0
242,CHP02904,木香,36.25677052,42.0,42.0,31.0,30.0
243,CHP05185,银杏,36.213429350000006,42.0,42.0,30.0,30.0
244,CHP00108,白兰花,36.08181932000001,63.0,63.0,17.0,17.0
245,CHP01824,荠菜,35.867243959999996,51.0,51.0,18.0,17.0
246,CHP03704,石菖蒲,35.7965358,45.0,45.0,27.0,26.0
247,CHP01245,骨碎补,35.76348718,37.0,37.0,35.0,35.0
248,CHP06127,树舌,35.760092470000004,46.0,46.0,24.0,24.0
249,CHP01477,红芪,35.486843910000005,47.0,47.0,23.0,23.0
250,CHP01864,姜黄,35.32387892,48.0,48.0,26.0,26.0
251,CHP01185,葛根,35.300677410000006,43.0,43.0,27.0,27.0
252,CHP05376,泽兰,35.19297618,45.0,45.0,24.0,24.0
253,CHP04765,薤白,35.17780234,40.0,40.0,28.0,27.0
254,CHP01222,狗牙花,35.150323836,45.0,45.0,30.0,30.0
255,CHP00186,柏子仁,35.059676800000005,47.0,47.0,22.0,18.0
256,CHP03192,牵牛子,34.900101649999996,39.0,39.0,32.0,31.0
257,CHP00406,楮实子,34.810896250000006,45.0,45.0,26.0,24.0
258,CHP05283,玉兰,34.73969082000001,44.0,44.0,29.0,29.0
259,CHP02618,满山红,34.733184699999995,43.0,43.0,31.0,29.0
260,CHP01011,防己,34.564398836,41.0,41.0,30.0,29.0
261,CHP01326,桂枝,34.29959055,57.0,57.0,17.0,17.0
262,CHP04306,威灵仙,34.09115752,40.0,40.0,28.0,28.0
263,CHP01519,胡萝卜子,34.072628279999996,43.0,43.0,27.0,27.0
264,CHP02161,昆明山海棠,33.84119965,44.0,44.0,26.0,26.0
265,CHP01973,筋骨草,33.79978038,39.0,39.0,29.0,29.0
266,CHP01809,积雪草,33.479544600000004,41.0,41.0,24.0,24.0
267,CHP00972,儿茶,33.47756673,41.0,41.0,27.0,27.0
268,CHP05478,栀子,33.32411209,48.0,48.0,18.0,18.0
269,CHP03771,柿蒂,33.11911537,39.0,39.0,28.0,28.0
270,CHP01007,防风,33.102169829999994,38.0,38.0,29.0,28.0
271,CHP00595,大叶糖胶树,33.00008338,45.0,45.0,27.0,27.0
272,CHP00140,白首乌,32.97477001,40.0,40.0,25.0,24.0
273,CHP02631,蔓荆子,32.662659260000005,38.0,38.0,29.0,29.0
274,CHP02219,莨菪叶,32.56197424,38.0,38.0,26.0,24.0
275,CHP05489,止泻木皮,32.49095486,43.0,43.0,24.0,24.0
276,CHP02323,两面针,32.45615274,43.0,43.0,26.0,26.0
277,CHP01780,鸡骨草,32.20183805599999,47.0,47.0,22.0,21.0
278,CHP00797,东北雷公藤,32.0704082,38.0,38.0,27.0,25.0
279,CHP04173,葶苈子,31.62366614,39.0,39.0,24.0,22.0
280,CHP05377,泽漆,31.54843274,39.0,39.0,25.0,25.0
281,CHP02803,密蒙花,31.50378081,35.0,35.0,28.0,28.0
282,CHP02676,毛萼香茶菜,31.492462579999998,39.0,39.0,25.0,25.0
283,CHP05104,野芝麻,31.46987942,43.0,43.0,21.0,21.0
284,CHP02562,马鞭草,31.45774536,42.0,42.0,25.0,23.0
285,CHP01096,浮萍,31.17801517,38.0,38.0,27.0,26.0
286,CHP02896,木棉花,31.083243570000004,47.0,47.0,20.0,19.0
287,CHP06091,茯苓皮,31.083175060000002,39.0,39.0,24.0,23.0
288,CHP00694,地锦草,30.824000830000003,38.0,38.0,25.0,25.0
289,CHP01042,风轮菜,30.748485190000004,40.0,40.0,23.0,23.0
290,CHP00090,白花丹,30.72868442,45.0,45.0,14.0,14.0
291,CHP02272,藜芦,30.69642646,38.0,38.0,23.0,23.0
292,CHP02604,买麻藤,30.54455392,39.0,39.0,25.0,25.0
293,CHP01656,黄花夹竹桃,30.48716933,37.0,37.0,22.0,22.0
294,CHP02057,蕨菜,30.460767559999997,47.0,47.0,14.0,14.0
295,CHP00327,侧柏枝节,30.386815584,42.0,42.0,24.0,24.0
296,CHP04095,天南星,30.3352045,42.0,42.0,20.0,19.0
297,CHP00746,滇茜草,30.156401000000002,31.0,31.0,29.0,29.0
298,CHP01161,高良姜,29.946836468000004,51.0,51.0,17.0,17.0
299,CHP05186,银杏叶,29.820731249999998,44.0,44.0,18.0,17.0
300,CHP01414,红豆蔻,29.805906750000002,42.0,42.0,19.0,17.0
301,CHP01795,鸡屎藤,29.72539661,35.0,35.0,24.0,24.0
302,CHP03179,千金藤,29.573571740000002,41.0,41.0,24.0,24.0
303,CHP01923,金莲花,29.54366385,38.0,38.0,22.0,22.0
304,CHP01356,合欢皮,29.52065489,35.0,35.0,24.0,23.0
305,CHP03431,桑叶,29.51991739,42.0,42.0,23.0,23.0
306,CHP01344,海藻,29.483518820000004,38.0,38.0,22.0,22.0
307,CHP03439,沙参,29.469930810000005,44.0,44.0,16.0,16.0
308,CHP03838,水飞蓟,29.340312799999996,38.0,38.0,24.0,24.0
309,CHP00444,刺果苏木,29.29787426,36.0,36.0,24.0,24.0
310,CHP00246,蓖麻子,29.256525210000003,37.0,37.0,22.0,21.0
311,CHP00816,冬瓜子,29.20777572,39.0,39.0,20.0,20.0
312,CHP00726,灯心草,29.026698800000002,37.0,37.0,17.0,15.0
313,CHP00313,草苁蓉,28.855745539999997,36.0,36.0,20.0,20.0
314,CHP01351,诃子,28.799475100000002,34.0,34.0,25.0,25.0
315,CHP02528,绿豆,28.679988759999997,38.0,38.0,20.0,20.0
316,CHP06090,茯苓,28.49373926,30.0,30.0,27.0,27.0
317,CHP02209,狼毒,28.48965441,36.0,36.0,23.0,23.0
318,CHP01603,华泽兰,28.39394897,34.0,34.0,22.0,21.0
319,CHP05676,紫苏,28.37773461,38.0,38.0,20.0,19.0
320,CHP03182,千里光,28.235785420000003,35.0,35.0,22.0,22.0
321,CHP02638,芒果,27.84397174,36.0,36.0,21.0,21.0
322,CHP04842,雪山林,27.628156379999997,39.0,39.0,20.0,20.0
323,CHP00678,地骨皮,27.498750570000002,34.0,34.0,22.0,20.0
324,CHP03373,三白草,27.490302587000002,34.0,34.0,24.0,24.0
325,CHP04313,尾叶香茶菜,27.43726375,35.0,35.0,21.0,21.0
326,CHP03997,酸浆,27.43123481,35.0,35.0,18.0,18.0
327,CHP00421,穿龙薯蓣,27.25635234,37.0,37.0,18.0,17.0
328,CHP01180,藁本,27.18111215,37.0,37.0,22.0,21.0
329,CHP02863,木瓜,27.143721460000002,41.0,41.0,9.0,7.0
330,CHP01449,红景天,27.06650474,44.0,44.0,13.0,9.0
331,CHP02122,苦楝子,27.045939819999997,31.0,31.0,23.0,22.0
332,CHP01310,鬼箭羽,26.964806959999997,42.0,42.0,15.0,13.0
333,CHP00441,刺柏,26.86451265,37.0,37.0,17.0,16.0
334,CHP01273,贯众,26.82529204,37.0,37.0,16.0,14.0
335,CHP01424,红厚壳,26.76563875,40.0,40.0,18.0,17.0
336,CHP06001,麝香,26.64068904,33.0,33.0,20.0,20.0
337,CHP01340,海南粗榧,26.62986851,36.0,36.0,23.0,23.0
338,CHP03434,桑枝,25.99638015,35.0,35.0,20.0,19.0
339,CHP02357,凌霄花,25.92035493,33.0,33.0,20.0,19.0
340,CHP02416,龙须藤,25.92014776,28.0,28.0,25.0,25.0
341,CHP04473,细葛缕子,25.919059949999998,30.0,30.0,20.0,20.0
342,CHP05402,獐牙菜,25.85401198,37.0,37.0,11.0,11.0
343,CHP03178,千斤拔,25.708139680000002,37.0,37.0,18.0,18.0
344,CHP01357,何首乌,25.70298397,34.0,34.0,18.0,17.0
345,CHP02180,莱菔子,25.63484539,34.0,34.0,17.0,15.0
346,CHP03673,肾茶,25.63019082,27.0,27.0,25.0,25.0
347,CHP01682,黄精,25.32951086,33.0,33.0,19.0,18.0
348,CHP04828,旋覆花,25.28698502,28.0,28.0,22.0,22.0
349,CHP01272,贯叶连翘,25.270749090000002,32.0,32.0,20.0,19.0
350,CHP05360,芸香,25.091451614,42.0,42.0,15.0,15.0
351,CHP01580,华东膜蕨,25.0,25.0,25.0,25.0,25.0
352,CHP03383,三尖杉,24.99103753,37.0,37.0,17.0,17.0
353,CHP05301,鸢尾,24.99000875,37.0,37.0,12.0,12.0
354,CHP00315,草豆蔻,24.829692210000005,37.0,37.0,15.0,13.0
355,CHP05515,重楼,24.759571809999994,31.0,31.0,16.0,16.0
356,CHP01608,化橘红,24.241430870000002,33.0,33.0,16.0,16.0
357,CHP04174,通草,23.9990959,24.0,24.0,24.0,24.0
358,CHP03665,伸筋草,23.99047524,43.0,43.0,8.0,8.0
359,CHP01486,红藤,23.867285629999998,29.0,29.0,19.0,19.0
360,CHP02657,猫眼草,23.84556245,30.0,30.0,19.0,19.0
361,CHP01364,荷叶,23.8308156755,31.0,31.0,19.0,18.0
362,CHP05261,鱼藤,23.811501999999997,40.0,40.0,11.0,11.0
363,CHP00408,楮树根,23.724170109999996,46.0,46.0,14.0,13.0
364,CHP04006,酸枣仁,23.69064526,27.0,27.0,19.0,19.0
365,CHP02095,苦地丁,23.47231782,27.0,27.0,22.0,22.0
366,CHP05380,泽泻,23.43148556,24.0,24.0,23.0,23.0
367,CHP03591,山药,23.4055817,25.0,25.0,22.0,22.0
368,CHP04047,檀香,23.35324545,27.0,27.0,20.0,20.0
369,CHP03134,蒲公英,23.210443499999997,34.0,34.0,12.0,11.0
370,CHP03398,三七花,23.20567775,24.0,24.0,22.0,22.0
371,CHP05682,紫檀,23.165950579999997,36.0,36.0,8.0,7.0
372,CHP02412,龙舌兰,22.970249179999996,28.0,28.0,19.0,19.0
373,CHP04216,土贝母,22.88154983,24.0,24.0,22.0,22.0
374,CHP00386,赤杨,22.768386430000003,31.0,31.0,17.0,17.0
375,CHP03111,平贝母,22.713288759999998,24.0,24.0,22.0,22.0
376,CHP00642,刀豆,22.480770201,25.0,25.0,21.0,21.0
377,CHP00872,独一味,22.329825189999998,26.0,26.0,17.0,17.0
378,CHP00316,草果,22.248672179999996,29.0,29.0,16.0,16.0
379,CHP00660,稻草,22.23103544,27.0,27.0,16.0,16.0
380,CHP00206,半边苏,22.158217460000003,35.0,35.0,14.0,14.0
381,CHP04519,夏枯草,22.059475799999998,23.0,23.0,21.0,20.0
382,CHP05687,紫菀,22.0493688,28.0,28.0,16.0,16.0
383,CHP02541,葎草,22.029769679999998,31.0,31.0,16.0,16.0
384,CHP01836,荚蒾,21.972742699999998,25.0,25.0,19.0,19.0
385,CHP04807,绣线菊,21.967554446,33.0,33.0,18.0,18.0
