InChIKey,SMILES
TYOYXJNGINZFET-UHFFFAOYSA-N,CC(C)(C)c1ccc2c(c1)CCC2NC(=O)Nc1cccc2[nH]ncc12
TYPXEIGMGZWOGB-UHFFFAOYSA-N,NCc1ccccc1-n1nc(C(F)(F)F)cc1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F
UBKGFMZTCLCOLM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCC(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCCCN=C(N)N)C(=O)NC(CO)C(=O)NC(CCCC)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
UCQFCFPECQILOL-UHFFFAOYSA-N,CCOP(=O)(O)OCC
UCSJYZPVAKXKNQ-UHFFFAOYSA-N,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
UDQUVXUVXUGJFO-UHFFFAOYSA-N,NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21
UDROXIDKAFGJQP-UHFFFAOYSA-N,Cc1nc(COC(=O)NC(CS(C)(=O)=O)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NCC(C)C)C(C)C)c(C)o1
UFTQHVSGRKPXMV-UHFFFAOYSA-N,COCCOCC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F
UFWSJOVQEPTPNE-UHFFFAOYSA-N,NC1=NC(c2ccccc2)(c2ccccc2)C2=NCCCN12
UGESQUIYSVISDX-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1cccc(-c2ccccc2)c1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
UGJMRAQTQALEME-UHFFFAOYSA-N,COc1ccc(-c2cc3nc(N)nc(N)c3cc2C)cc1OC
UIWHCBCBZBYNDS-UHFFFAOYSA-N,CN(C(=O)CCCn1c(N)nc2cc(Cl)ccc21)C1CCCCC1
UJUSKJMNWWPADG-UHFFFAOYSA-N,CCCCNC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(C)(OC(=O)C(C)(C)C)c1ccccc1)C(C)C
UJZFSYZNJMWXJO-UHFFFAOYSA-N,CCOCC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F
UKACQFCXAAAWAE-UHFFFAOYSA-N,CCC(CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21
UKUNJMCKBATEQU-UHFFFAOYSA-N,CCC(C)C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NCCC(C)C)C(C)C
UKYBMJDTCHRYTJ-UHFFFAOYSA-N,CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN(C)CC(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC1CCCCC1)C(N)=O
ULDHMXUKGWMISQ-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(=O)C1
ULGBCGLZQYCGRH-UHFFFAOYSA-N,CC(Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N)C(F)(F)F
UMCUVZSSUIPNCL-UHFFFAOYSA-N,COC1CCC2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(N)=N1
UNYNVICDCJHOPO-UHFFFAOYSA-N,CC1=C(O)C(=O)OC1C
UPABQMWFWCMOFV-UHFFFAOYSA-N,c1ccc(CCNCc2ccccc2)cc1
UPWNAHZYMBYMAH-UHFFFAOYSA-N,CC(C)c1cccc(C2(NCC(O)C3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(=O)N3)CC2)c1
URLZCHNOLZSCCA-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O
UUMRCVIXZFKZAU-UHFFFAOYSA-N,CC(NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1
UUWJNBOCAPUTBK-UHFFFAOYSA-N,Cn1cnc2c(O)nc(=N)[nH]c21
UWQYBLOHTQWSQD-UHFFFAOYSA-N,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O
UXOWGYHJODZGMF-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
UZFAOTIMARRSKT-UHFFFAOYSA-N,CC(C)CNC(=O)C(NCC(Cc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(C)O
UZQBKCWYZBHBOW-UHFFFAOYSA-N,CSCC(NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(=O)OC(C)C
VAEFWYXBOVOBHR-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cscn1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1
VALJKRUIJYUEIF-UHFFFAOYSA-N,Nc1nc(CC(NC(=O)C(Cc2ccccc2)NS(=O)(=O)N2CCOCC2)C(=O)NC(CC2CCCCC2)C(=O)C(F)(F)C(=O)NCCN2CCOCC2)cs1
VBXFKHHFSHCRHR-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
VCCZBYPHZRWKFY-UHFFFAOYSA-N,CC1CN2CC(O)=Nc3ccc(Cl)cc3C2(c2ccccc2)O1
VDFBMQAUECXNKR-UHFFFAOYSA-N,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1
VDQJQKSTXHXBME-UHFFFAOYSA-N,O=C(c1ccccc1)N1C2CCC1CC(CNCC1COc3ccc(Cl)cc3O1)C2
VFCRKLWBYMDAED-UHFFFAOYSA-N,CCCC(NC1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1
VGGGPCQERPFHOB-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(O)C(N)Cc1ccccc1)C(=O)O
VGPAVXVDUMLUPB-UHFFFAOYSA-N,CC(=O)NC(Cc1ccc(F)c(F)c1)C(O)CNC1CC2(CC(C)C2)Oc2ncc(CC(C)(C)C)cc21
VIIORGGCTLITHW-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(C)C)C(=O)NCc1ccccn1
VILCJCGEZXAXTO-UHFFFAOYSA-N,NCCNCCNCCN
VJNCICVKUHKIIV-UHFFFAOYSA-N,O=C1C=C2CC(C(=O)O)NC2=CC1=O
VKHSIJFRPDEMHV-UHFFFAOYSA-N,COc1ccc(C2(C)CCSC(N)=N2)cc1
VKVMIZCLMUKTTA-UHFFFAOYSA-N,CC#Cc1cncc(-c2cc(Cl)c(C3(C)CS(=O)(=O)N(C)C(N)=N3)s2)c1
VNEWNIQYPOVEAM-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1ccc(-c2ccc3c(c2)OCO3)cc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
VNXVOZGOEMVKRY-UHFFFAOYSA-N,CC(C)CCC(=O)NC(=O)C(C)NC(=O)CC(OP(=O)(O)O)C(CC(C)C)NC(=O)C(NC(=O)CC(C)C)C(C)C
VOXZDWNPVJITMN-UHFFFAOYSA-N,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
VPNIQGRFZCTBEZ-UHFFFAOYSA-N,CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
VPSSPAXIFBTOHY-UHFFFAOYSA-N,CC(C)CC(N)CO
VPXVPJQOPRBXPO-UHFFFAOYSA-N,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC
VQHSOMBJVWLPSR-UHFFFAOYSA-N,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
VQUMYZBNWKMCTB-UHFFFAOYSA-N,CC(C)CC(CC(O)C(N)CC(C)C)C(=O)O
VRAZIAJSKFRSIP-UHFFFAOYSA-N,N=c1nc(O)cc(CCc2ccc3cc[nH]c3c2)[nH]1
VRJSKXBQMBPFFF-UHFFFAOYSA-N,Cc1cc(C(=O)NCc2cc(Cl)ccc2-n2cnnn2)cc(N(C2CCCCC2)S(C)(=O)=O)c1
VSGUEKZRMJVQOH-UHFFFAOYSA-N,NC(Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O
VTDGDPGRUIOAAH-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)NC(CO)(CO)CO)C(C)C)C(=O)OCc1ccccn1
VTQUDYRMABZDOU-UHFFFAOYSA-N,CC(=O)NC(Cc1ccccc1)C(O)CNC1CC2(CCC2)Oc2ncc(CC(C)C)cc21
VTVXXFGROBMFAL-UHFFFAOYSA-N,Cn1c(N)nc(C2CC2c2ccccc2)cc1=O
VUPWQHVVJYLHCF-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCCC(=O)N2CCOCC2)C(C)C)ccc1OC
VVIAGPKUTFNRDU-UHFFFAOYSA-N,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O
VVZZZUNCWSTIOI-UHFFFAOYSA-N,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1
VWMVAQHMFFZQGD-UHFFFAOYSA-N,CC(=O)Cc1ccc(O)cc1
VWYRIXJWYJPXKZ-UHFFFAOYSA-N,CCC(NC(=O)C(C)NC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(NC(=O)CC(C)C)C(C)C)C(=O)O
VXIOVOURIXSOTD-UHFFFAOYSA-N,CC(=O)Nc1ccc(CN2CCC3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)cc1
VZIKQAWDPRHIDW-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCCOCCOC)c1)C(C)C
VZSMTBLDWPKVRW-UHFFFAOYSA-N,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(O)=NC(=N)N)cc1
VZVGCEGYUMDYMU-UHFFFAOYSA-N,C#CCOc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)cn1
VZYAQZVIUQKUDR-UHFFFAOYSA-N,CCCCC(NC(=O)C(CO)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NCCCCCCn1nnc2c1CCCCCC2(F)C(=O)NCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C
VZYCFKMNVCPCHV-UHFFFAOYSA-N,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
WAHCXYBUKGOGCQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(N)CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)C(O)CNC(C)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C
WAMWSIDTKSNDCU-UHFFFAOYSA-N,NC(C(=O)O)C1CCCCC1
WBHHMMIMDMUBKC-UHFFFAOYSA-N,CCCCCCC(O)CC=CCCCCCCCC(=O)O
WBMREBMOCPFYEP-UHFFFAOYSA-N,CC(=O)NC(Cc1cccc2ccccc12)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O)C(C)C
WCVRLSCSQDAERN-UHFFFAOYSA-N,CN(c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)cc(C(=O)c2ccccc2)c1)S(C)(=O)=O
WDJUZGPOPHTGOT-UHFFFAOYSA-N,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
WDZVGELJXXEGPV-UHFFFAOYSA-N,NC(N)=NN=Cc1c(Cl)cccc1Cl
WEVLVLUAUKPEDA-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCN2CCS(=O)(=O)CC2)C(C)C)ccc1OC
WEXGHQDVDVWOIU-UHFFFAOYSA-N,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1
WHOPFGFKWFYQSR-UHFFFAOYSA-N,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)CC(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O
WHPHUMUDKVGQBX-UHFFFAOYSA-N,CN1CCC(C(=O)N(CCc2ccc3c(c2)OCO3)CC(O)C(Cc2ccccc2)NC(=O)COc2cccc(Cl)c2)CC1
WHSFNOLLOMZGRJ-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
WKDNQONLGXOZRG-UHFFFAOYSA-N,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1
WMBWREPUVVBILR-UHFFFAOYSA-N,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
WMCAEQASQDNTCO-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(F)(F)C(=O)C(CC(C)C)NC(=O)C(CC1N=CC=N1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1
WOAHJDHKFWSLKE-UHFFFAOYSA-N,O=C1C=CC=CC1=O
WOFIOYNXSNMGIQ-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)OCc1ccccn1
WPEFUXWXSZSMFS-UHFFFAOYSA-N,CCCC(O)C(NCC(Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC(C)(C)S(=O)(=O)N2C)C(=O)NCC(C)C
WPRACYICKOKGTO-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)c1
WQDXYYJHDFSNIX-UHFFFAOYSA-N,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CCS1
WQVJHHACXVLGBL-UHFFFAOYSA-N,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O
WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1OC(O)C(O)C(O)C1O
WSOABBGNYMCKTG-UHFFFAOYSA-N,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)CP(=O)(OCC)OCC)C(C)C
WTFJZOZDEFATIG-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c(C34CC3CCSC(N)=N4)c2)nc1
WVLDNAVUCUAGDP-UHFFFAOYSA-N,N=C(N)N=C(O)Cn1c(-c2ccccc2)ccc1-c1ccccc1
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
WZGGLNWNBUCLIP-UHFFFAOYSA-N,NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(F)c1F
WZJHGCSWOYSTGN-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(NC(=O)C(N)CNC(=O)C(=O)O)C(C)C)C(=O)NC(Cc1ccccc1)C(O)C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1
XBWSFLDHKBAMBA-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccccc2CO)C1C(=O)NC1c2ccccc2CC1O
XCGKBIOLPVAHCG-UHFFFAOYSA-N,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21
XCSGPAVHZFQHGE-UHFFFAOYSA-N,CCc1cccc(CC)c1N(COC)C(=O)CCl
XDCWLOMVUOZXFY-UHFFFAOYSA-N,CC(=O)N1CCC(n2cc(-c3cnc(N)c4oc(-c5cccc6nnsc56)cc34)cn2)CC1
XDRYTUHSOPGYMQ-UHFFFAOYSA-N,CC(C)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)NC(=O)OCCCN(C)C
XEAOPVUAMONVLA-UHFFFAOYSA-N,NC(=O)C(CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1
XEJQSPNBNGMTCS-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C(=O)OC(C)(C)C)CC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)NCC(C)CC
XEVKKTZIPHIWIU-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2cccc(C34CC3CCSC(N)=N4)c2)nc1
XGOFEAGVTCKQCQ-UHFFFAOYSA-N,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
XGZBIERDMXKMPF-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1ccccc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
XHNXAPUTQFTIOC-UHFFFAOYSA-N,NC1=NC2(c3cc(NC(=O)c4cnc(CF)cn4)ccc3F)COC(C(F)(F)F)C2CS1
XIQAKRFMIYGAIR-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)c1
XISJEIAEBUULQA-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(c1ccccc1)C(O)c1ccccc1
XIZSMQBWVQNHCA-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(NCC(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCCN1)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCCN)C(=O)O
XJLATMLVMSFZBN-UHFFFAOYSA-N,CCCCCC(CC(=O)NO)C(=O)NC(C(=O)N1CCCC1CO)C(C)C
XKUKSGPZAADMRA-UHFFFAOYSA-N,NCC(=O)NCC(=O)NCC(=O)O
XKXIQBVKMABYQJ-UHFFFAOYSA-N,CC(C)(C)OC(=O)O
XMAMZSZKRBFNLW-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2c(Cl)cccc2Cl)C1C(=O)NC1c2ccccc2CC1O
XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
XMDOGYLRIDFOSQ-UHFFFAOYSA-N,C#Cc1cc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F
XMGQYMWWDOXHJM-UHFFFAOYSA-N,C=C(C)C1CC=C(C)CC1
XMIIGOLPHOKFCH-UHFFFAOYSA-N,O=C(O)CCc1ccccc1
XNIXPLIQGKQSIE-UHFFFAOYSA-N,OC(CCCS)=NC1CCN(Cc2ccccc2)CC1
XOFLBQFBSOEHOG-UHFFFAOYSA-N,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C3O)c2[nH]1
XOOGZRUBTYCLHG-UHFFFAOYSA-N,C[Pb](C)(C)C
XOZNZPCYPMTOJI-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccnc1
XPFVYQJUAUNWIW-UHFFFAOYSA-N,OCc1ccco1
XPNGWXVMPJPEMO-UHFFFAOYSA-N,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
XPWIQGFRIVVHRC-UHFFFAOYSA-N,CCCCC(NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CNC(=O)COCCOCCNC(=O)CCCCCCCCCCCCCCCc1nnn[nH]1)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
XQLQNLOPRYSJBA-UHFFFAOYSA-N,CCSC(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
XQQBRFKXMJQQJG-UHFFFAOYSA-N,CCCC(NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)OC)C(=O)NC(Cc1ccccc1)C(=O)NC(=O)CC(C)C
XRVLGJCHUWXTDX-UHFFFAOYSA-N,C=CC(C)(C)c1c2c(c(O)c3c(=O)c4ccc(O)c(O)c4oc13)C=CC(C)(C)O2
XSBBDWMFZSROFA-UHFFFAOYSA-N,Nc1nc(CC(NC(=O)C(Cc2ccccc2)NS(=O)(=O)N2CCOCC2)C(=O)NC(CC2CCCCC2)C(O)CC(=O)NCCN(CCO)CCO)cs1
XSQUKJJJFZCRTK-UHFFFAOYSA-N,N=C(N)O
XSVMFMHYUFZWBK-UHFFFAOYSA-N,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1
XTFWFFODDNNYFQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCC(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NC(CCCC)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
XUBJEDZHBUPBKL-UHFFFAOYSA-N,CN(C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
XUPJXTGHHHIDNH-UHFFFAOYSA-N,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1
XUXARIFEKRPTJG-UHFFFAOYSA-N,NC1CCC(C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(CC2CCCCC2)C(O)C(O)CCc2ccccn2)CC1
XVAFSAZVQOMCJD-UHFFFAOYSA-N,C=C(CC(O)C(CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
XVOYSCVBGLVSOL-UHFFFAOYSA-N,NC(CS(=O)(=O)O)C(=O)O
XWWAMKGNSKOVNS-UHFFFAOYSA-N,NC(N)=NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1
XYJDOUBLYLOJJL-UHFFFAOYSA-N,CC(C)c1cccc(CNCC(O)C2COCC=CCC(c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
XZAZZMPUCLUZOP-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)O
XZUGYLKCDURJSJ-UHFFFAOYSA-N,CCCCNC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccc(CN2CCCC2)cc1)C(C)CC
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)NC(=N)N
YAXGBZDYGZBRBQ-UHFFFAOYSA-N,NC1=NCCO1
YBXYDJCRBQOXMI-UHFFFAOYSA-N,CN1C(=O)CC(C)(C2CC2c2ccccc2)N=C1N
YCCILVSKPBXVIP-UHFFFAOYSA-N,OCCc1ccc(O)cc1
YCZNILRLCNILQB-UHFFFAOYSA-N,COCC1CCCN1C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)Cc3ccccc3)CCN2)c1
YDCNYSQITCUGST-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(Oc3ccccc3)CN2)c1
YEDUAINPPJYDJZ-UHFFFAOYSA-N,O=c1[nH]c2ccccc2s1
