rank,CHP_ID,Chinese_herbal_pieces,adj_avg_score,total_compounds,effective_count,high_quality_count,ultra_high_count
62,CHP04465,溪黄草,0.8780923765357536,7.0,7.0,7.0,7.0
63,CHP03372,赛莨菪,0.8770690463168114,44.0,44.0,31.0,31.0
64,CHP01818,蒺藜,0.8765340492718566,75.0,75.0,57.0,57.0
65,CHP06111,灵芝,0.8762498540993441,283.0,283.0,208.0,201.0
66,CHP02254,雷公藤,0.8757657429254974,257.0,257.0,189.0,187.0
67,CHP04372,无患子,0.8755385015810696,16.0,16.0,13.0,13.0
68,CHP02298,连翘,0.8747388182627605,116.0,116.0,86.0,82.0
69,CHP01973,筋骨草,0.8746171287981186,39.0,39.0,29.0,29.0
70,CHP01228,枸骨叶,0.8743592731686632,44.0,44.0,34.0,34.0
71,CHP05962,牛黄,0.8735391727968211,19.0,19.0,15.0,15.0
72,CHP00630,淡豆豉,0.8720096470032671,23.0,23.0,18.0,18.0
73,CHP02796,米仔兰,0.8719544155049005,12.0,12.0,11.0,11.0
74,CHP04565,香加皮,0.8711047144923088,106.0,106.0,70.0,70.0
75,CHP00093,白花蛇舌草,0.8710664312697824,46.0,46.0,33.0,33.0
76,CHP02985,牛蒡子,0.8704859110034777,21.0,21.0,18.0,18.0
77,CHP01472,红楠,0.8704703969442382,6.0,6.0,6.0,6.0
78,CHP02544,麻根,0.8703639031942383,6.0,6.0,6.0,6.0
79,CHP00791,定木香,0.870092916284619,22.0,22.0,16.0,16.0
80,CHP00689,地黄,0.8699191112918909,285.0,285.0,192.0,192.0
81,CHP04164,铁丝灵仙,0.8696987850461588,14.0,14.0,11.0,11.0
82,CHP00965,鹅掌楸,0.8696807745958096,12.0,12.0,10.0,10.0
83,CHP02095,苦地丁,0.8694329524623733,27.0,27.0,22.0,22.0
84,CHP00642,刀豆,0.8689658182030803,25.0,25.0,21.0,21.0
85,CHP04293,王不留行,0.8683996810726832,19.0,19.0,16.0,16.0
86,CHP00641,党参,0.8683525285481041,65.0,65.0,50.0,50.0
87,CHP00884,杜仲,0.8681494543274506,85.0,85.0,64.0,62.0
88,CHP03498,山地香茶菜,0.8678507528967075,18.0,18.0,13.0,13.0
89,CHP00252,萹蓄,0.8677855750735881,73.0,73.0,54.0,54.0
90,CHP06136,猪苓,0.8677527032162006,9.0,9.0,8.0,8.0
91,CHP01425,红花,0.8673533279121599,114.0,114.0,86.0,81.0
92,CHP02023,菊苣,0.8671851537638476,70.0,70.0,48.0,48.0
93,CHP01988,粳米,0.8671198474267271,9.0,9.0,8.0,8.0
94,CHP00137,白屈菜,0.8665068510457031,58.0,58.0,46.0,45.0
95,CHP01516,胡芦巴,0.8644287035786221,144.0,144.0,95.0,93.0
96,CHP00456,刺五加,0.8638457512874257,53.0,53.0,39.0,38.0
97,CHP03630,商陆,0.8636786733117264,93.0,93.0,62.0,62.0
98,CHP02219,莨菪叶,0.8634627318980793,38.0,38.0,25.0,24.0
99,CHP02155,款冬花,0.8633381413607621,79.0,79.0,60.0,56.0
100,CHP01007,防风,0.8629939779397461,38.0,38.0,30.0,28.0
101,CHP01750,灰叶,0.8626774600615451,8.0,8.0,7.0,7.0
102,CHP06131,香蕈,0.8626097069004113,9.0,9.0,8.0,8.0
103,CHP03198,茜草,0.8623114479893788,74.0,74.0,48.0,47.0
104,CHP05304,圆柏,0.8618380267405208,5.0,5.0,5.0,5.0
105,CHP02511,萝藦子,0.8618380267405208,5.0,5.0,5.0,5.0
106,CHP03266,清明花,0.8618380267405208,5.0,5.0,5.0,5.0
107,CHP02304,莲房,0.8618380267405208,5.0,5.0,5.0,5.0
108,CHP02808,绵萆薢,0.8612860927159971,53.0,53.0,36.0,36.0
109,CHP01836,荚蒾,0.8610626797459374,25.0,25.0,19.0,19.0
110,CHP04521,夏天无,0.8597913840738542,5.0,5.0,5.0,5.0
111,CHP00078,白果根,0.8596491492733774,16.0,16.0,12.0,12.0
112,CHP02837,墨旱莲,0.85961726557314,53.0,53.0,40.0,40.0
113,CHP04898,延龄草,0.8595010886867187,12.0,12.0,9.0,9.0
114,CHP01351,诃子,0.8591938404797229,34.0,34.0,25.0,25.0
115,CHP00957,鹅不食草,0.8589598861204715,49.0,49.0,38.0,38.0
116,CHP00729,灯盏细辛,0.8588768730039931,17.0,17.0,14.0,14.0
117,CHP00384,赤小豆,0.8587411192114164,52.0,52.0,35.0,35.0
118,CHP04473,细葛缕子,0.8586747907776953,30.0,30.0,20.0,20.0
119,CHP02090,苦参,0.8582153223183442,94.0,94.0,71.0,71.0
120,CHP00947,多足蕨,0.8581262947951479,9.0,9.0,8.0,8.0
121,CHP02939,南蛇藤根,0.8580887615487215,23.0,23.0,17.0,17.0
122,CHP03423,桑白皮,0.8580814900707503,147.0,147.0,104.0,102.0
123,CHP00016,安徽贝母,0.8574797186241816,11.0,11.0,8.0,8.0
124,CHP00121,白毛藤,0.8571982700847925,121.0,121.0,78.0,78.0
125,CHP05565,竹节参,0.8571235155049005,12.0,12.0,9.0,9.0
126,CHP02114,苦苣,0.8570047788886949,7.0,7.0,6.0,6.0
127,CHP04765,薤白,0.8568148792221563,40.0,40.0,27.0,25.0
128,CHP02488,罗布麻,0.8566781773230825,12.0,12.0,10.0,10.0
129,CHP02098,苦丁茶,0.8558785841686701,127.0,127.0,87.0,85.0
130,CHP02176,辣木,0.8558013892274049,118.0,118.0,82.0,82.0
131,CHP04552,香茶菜,0.8554145601080504,463.0,463.0,278.0,278.0
132,CHP00987,番木瓜,0.8551920967972886,24.0,24.0,16.0,16.0
133,CHP04578,香薷,0.8549427628393229,8.0,8.0,7.0,7.0
134,CHP00146,白头翁,0.8548888164185224,93.0,93.0,64.0,62.0
135,CHP03256,青葙子,0.8546298896824218,18.0,18.0,13.0,13.0
136,CHP03229,青蒿,0.854236785316214,120.0,120.0,81.0,80.0
137,CHP01916,金鸡纳,0.8541036885619944,24.0,24.0,15.0,15.0
138,CHP02904,木香,0.8539034604059196,42.0,42.0,30.0,30.0
139,CHP03302,瞿麦,0.8538950150553906,10.0,10.0,8.0,8.0
140,CHP00397,臭梧桐,0.8536972789681362,18.0,18.0,13.0,13.0
141,CHP01408,红参,0.8533068887477432,53.0,53.0,39.0,39.0
142,CHP03635,芍药,0.8527720321462208,107.0,107.0,75.0,73.0
143,CHP04006,酸枣仁,0.8525747338137246,27.0,27.0,19.0,19.0
144,CHP01127,甘松,0.8525101388517968,50.0,50.0,38.0,38.0
145,CHP05427,长管香茶菜,0.8523798047221192,22.0,22.0,15.0,15.0
146,CHP02520,落葵花,0.8522461105846216,9.0,9.0,7.0,7.0
147,CHP03185,千年健,0.8521736534602231,25.0,25.0,18.0,17.0
148,CHP06015,水蛭,0.852083510058306,9.0,9.0,7.0,7.0
149,CHP02119,苦楝皮,0.8519727370217303,87.0,87.0,60.0,55.0
150,CHP04459,西洋接骨木,0.8519693143648437,4.0,4.0,4.0,4.0
151,CHP04119,甜瓜蒂,0.8519693143648437,4.0,4.0,4.0,4.0
152,CHP00463,楤木,0.8519693143648437,4.0,4.0,4.0,4.0
153,CHP04920,岩筋菜,0.8519693143648437,4.0,4.0,4.0,4.0
154,CHP04324,文冠果,0.8519693143648437,4.0,4.0,4.0,4.0
155,CHP05295,芋头,0.8519692715077009,4.0,4.0,4.0,4.0
156,CHP04753,小芸木,0.8519687322219865,4.0,4.0,4.0,4.0
157,CHP02591,马桑叶,0.8519356072219866,4.0,4.0,4.0,4.0
158,CHP04306,威灵仙,0.8515145698221562,40.0,40.0,28.0,28.0
159,CHP05730,总状升麻,0.8513885452908481,11.0,11.0,8.0,8.0
160,CHP05185,银杏,0.850948630021304,42.0,42.0,31.0,29.0
161,CHP00294,菜蓟,0.8509448643648437,4.0,4.0,4.0,4.0
162,CHP04055,糖荠,0.850937620061545,8.0,8.0,6.0,6.0
163,CHP00341,柴胡,0.8509007198741353,299.0,299.0,206.0,199.0
164,CHP03587,山香圆,0.8507637900692382,6.0,6.0,5.0,5.0
165,CHP01983,荆芥,0.8503644653967892,81.0,81.0,59.0,57.0
166,CHP01600,华山矾,0.8502975280553906,10.0,10.0,7.0,7.0
167,CHP02602,马醉木,0.8500683758794922,14.0,14.0,10.0,10.0
168,CHP02631,蔓荆子,0.8500529040022461,38.0,38.0,29.0,29.0
169,CHP03364,瑞香根,0.8499523215077008,4.0,4.0,4.0,4.0
170,CHP04065,桃仁,0.8498927548915586,72.0,72.0,49.0,49.0
171,CHP01717,黄芪,0.8497458603376121,171.0,171.0,110.0,110.0
172,CHP00772,跌打老,0.8496941246579927,16.0,16.0,12.0,11.0
173,CHP05194,罂粟,0.8496133800651655,7.0,7.0,6.0,6.0
174,CHP03698,十大功劳叶,0.849193650793608,67.0,67.0,44.0,44.0
175,CHP04866,鸦胆子,0.8487238068685369,12.0,12.0,9.0,9.0
176,CHP00309,糙苏,0.848406380052753,11.0,11.0,8.0,8.0
177,CHP02250,了哥王根,0.8483325471239889,7.0,7.0,6.0,6.0
178,CHP03771,柿蒂,0.8481636659409759,39.0,39.0,28.0,28.0
179,CHP03323,人参叶,0.8478221109542096,75.0,75.0,51.0,51.0
180,CHP01958,金银花,0.8475185948788961,146.0,146.0,100.0,99.0
181,CHP05229,油柑叶,0.8472606244442382,6.0,6.0,5.0,5.0
182,CHP00349,常春卫矛,0.8470973669442383,6.0,6.0,5.0,5.0
183,CHP03687,省沽油,0.846628238743818,13.0,13.0,9.0,9.0
184,CHP04313,尾叶香茶菜,0.8464062222468403,35.0,35.0,21.0,21.0
185,CHP02439,耧斗菜,0.8461566808118389,16.0,16.0,10.0,10.0
186,CHP04419,五味子,0.8459442569522402,239.0,239.0,173.0,171.0
187,CHP04667,小花鬼针草,0.8458102344442382,6.0,6.0,5.0,5.0
188,CHP01644,黄瓜,0.8457982234721191,22.0,22.0,16.0,16.0
189,CHP04008,算盘子,0.8456339240369269,20.0,20.0,14.0,14.0
190,CHP06047,熊胆,0.8455091688192382,6.0,6.0,5.0,5.0
191,CHP02056,决明子,0.8454639092592093,56.0,56.0,37.0,37.0
192,CHP01356,合欢皮,0.8452731689135068,35.0,35.0,23.0,23.0
193,CHP05922,鹿茸,0.8451493941828125,7.0,7.0,5.0,5.0
194,CHP00797,东北雷公藤,0.8449242296064128,38.0,38.0,25.0,25.0
195,CHP01945,金铁锁,0.8446086859594462,12.0,12.0,9.0,9.0
196,CHP00040,巴拿马山石榴,0.8442310100553906,10.0,10.0,7.0,7.0
197,CHP03547,山里红,0.8440178563192382,6.0,6.0,5.0,5.0
198,CHP01992,景天三七,0.843505207847119,22.0,22.0,17.0,17.0
199,CHP00150,白薇,0.843338059169556,85.0,85.0,58.0,56.0
200,CHP02821,缅枣,0.8431527643648437,4.0,4.0,4.0,4.0
201,CHP01382,黑老虎,0.8430504062259968,48.0,48.0,32.0,32.0
202,CHP02063,开口箭,0.8429504311851302,50.0,50.0,29.0,29.0
203,CHP00885,杜仲叶,0.8429117406157568,73.0,73.0,53.0,52.0
204,CHP02400,龙胆草,0.8427925726814376,65.0,65.0,41.0,40.0
205,CHP05205,迎春花,0.8426156100481658,13.0,13.0,9.0,9.0
206,CHP05294,玉竹,0.8423496132321732,12.0,12.0,9.0,9.0
207,CHP03732,石榴皮,0.8421723732538504,18.0,18.0,12.0,12.0
208,CHP00227,北豆,0.8420723408118389,16.0,16.0,10.0,10.0
209,CHP04525,仙茅,0.8418545988729688,60.0,60.0,38.0,38.0
210,CHP02282,荔枝叶,0.8418054875692382,6.0,6.0,5.0,5.0
211,CHP00444,刺果苏木,0.8417391489371263,36.0,36.0,24.0,24.0
212,CHP01813,吉祥草,0.841729472036927,20.0,20.0,12.0,12.0
213,CHP04736,小叶贯众,0.8416025125692383,6.0,6.0,5.0,4.0
214,CHP05778,蝉蜕,0.8414700800615451,8.0,8.0,6.0,6.0
215,CHP02676,毛萼香茶菜,0.841283043696078,39.0,39.0,25.0,25.0
216,CHP01376,黑杠柳,0.841273921241636,7.0,7.0,5.0,5.0
217,CHP01728,黄山药,0.8410292820738542,5.0,5.0,4.0,4.0
218,CHP03389,三棱,0.8410050908118389,16.0,16.0,11.0,11.0
219,CHP00872,独一味,0.840905899475217,26.0,26.0,17.0,16.0
220,CHP04826,悬钩子,0.8407090600738542,5.0,5.0,4.0,4.0
221,CHP02130,苦绳,0.8405823385467547,3.0,3.0,3.0,3.0
222,CHP00428,春福寿草,0.8405823385467547,3.0,3.0,3.0,3.0
223,CHP00795,东北蛔蒿,0.8405823385467547,3.0,3.0,3.0,3.0
224,CHP01856,见血飞,0.8405823385467547,3.0,3.0,3.0,3.0
225,CHP00994,番石榴叶,0.8405823385467547,3.0,3.0,3.0,3.0
226,CHP02987,牛扁,0.8405823385467547,3.0,3.0,3.0,3.0
227,CHP03656,蛇婆子,0.8405823154698316,3.0,3.0,3.0,3.0
228,CHP04550,香柏,0.8405821770082932,3.0,3.0,3.0,3.0
229,CHP05840,海马,0.8405821462390625,3.0,3.0,3.0,3.0
230,CHP03306,拳参,0.840577630854447,3.0,3.0,3.0,3.0
231,CHP05195,罂粟壳,0.8405501385467548,3.0,3.0,3.0,3.0
232,CHP04404,五加皮,0.8405447185467547,3.0,3.0,3.0,3.0
233,CHP02122,苦楝子,0.8405338017343369,31.0,31.0,22.0,22.0
234,CHP01748,黄紫堇,0.8404434885467549,3.0,3.0,3.0,3.0
235,CHP04047,檀香,0.8403318275975085,27.0,27.0,20.0,19.0
236,CHP00514,大黄花,0.8402737537425164,9.0,9.0,6.0,6.0
237,CHP04466,豨莶草,0.8400024575925426,56.0,56.0,39.0,39.0
238,CHP01514,胡黄连,0.8397567784655691,74.0,74.0,45.0,44.0
239,CHP04303,望江南,0.8397474890056744,9.0,9.0,8.0,5.0
240,CHP01172,高山唐松草,0.839733354700601,3.0,3.0,3.0,3.0
241,CHP01054,枫香寄生,0.839507327777524,3.0,3.0,3.0,3.0
242,CHP01011,防己,0.8392064670805454,41.0,41.0,31.0,29.0
243,CHP00454,刺楸树皮,0.8379913248146578,11.0,11.0,7.0,7.0
244,CHP01911,金果榄,0.8375843532443125,15.0,15.0,11.0,11.0
245,CHP01656,黄花夹竹桃,0.837343177257613,37.0,37.0,22.0,22.0
246,CHP00660,稻草,0.8370858967866976,27.0,27.0,17.0,16.0
247,CHP00140,白首乌,0.8369865308221562,40.0,40.0,24.0,24.0
248,CHP01603,华泽兰,0.8368685572979048,34.0,34.0,21.0,21.0
249,CHP01968,金盏菊,0.8367624100205151,44.0,44.0,28.0,28.0
250,CHP00168,百部,0.8366693180110355,181.0,181.0,124.0,123.0
251,CHP05512,肿柄菊,0.836556728743818,13.0,13.0,9.0,9.0
252,CHP01727,黄三七,0.8365238835945772,7.0,7.0,5.0,5.0
253,CHP02495,罗汉果,0.8362730841170339,102.0,102.0,69.0,67.0
254,CHP02410,龙脑膏香,0.8362469332443127,15.0,15.0,11.0,11.0
255,CHP03214,茄子,0.8352039900615451,8.0,8.0,6.0,6.0
256,CHP00676,地肤子,0.8351671210553906,10.0,10.0,7.0,7.0
257,CHP01132,肝风草,0.8350404203967077,18.0,18.0,12.0,12.0
258,CHP02621,曼陀罗,0.8349330485390335,44.0,44.0,30.0,30.0
259,CHP02406,龙葵根,0.8347474877777209,48.0,48.0,33.0,32.0
260,CHP03808,鼠尾草,0.8346286697262002,59.0,59.0,40.0,39.0
261,CHP03082,佩兰,0.8343577191464902,59.0,59.0,42.0,38.0
262,CHP02272,藜芦,0.8337433514814129,38.0,38.0,23.0,22.0
263,CHP01815,棘豆,0.8337273513525135,13.0,13.0,9.0,9.0
264,CHP05157,益母草,0.8334361627988329,69.0,69.0,42.0,42.0
265,CHP05377,泽漆,0.8333896718593432,39.0,39.0,25.0,25.0
266,CHP06133,蛹虫草,0.8332981795765624,11.0,11.0,8.0,7.0
267,CHP01416,红豆杉,0.8331910915252828,548.0,548.0,326.0,325.0
268,CHP01936,金雀花,0.8330092914175108,19.0,19.0,13.0,13.0
269,CHP04057,桃儿七,0.8327770215553907,10.0,10.0,7.0,7.0
270,CHP01795,鸡屎藤,0.8326785946912848,35.0,35.0,24.0,23.0
271,CHP03102,枇杷叶,0.8325839621324022,89.0,89.0,62.0,61.0
272,CHP04276,豌豆,0.8323056625553905,10.0,10.0,7.0,6.0
273,CHP00513,大黄,0.8322224453074782,205.0,205.0,127.0,126.0
274,CHP04285,万年青根,0.8318686785553906,10.0,10.0,6.0,6.0
275,CHP01549,蝴蝶花,0.8315893500651654,7.0,7.0,5.0,5.0
276,CHP04280,晚香玉,0.8313905024519934,19.0,19.0,10.0,10.0
277,CHP00543,板蓝根,0.8313033233552108,193.0,193.0,124.0,118.0
278,CHP05061,野马追,0.8305574026336227,17.0,17.0,11.0,10.0
279,CHP02889,木榄,0.830183186245097,19.0,19.0,12.0,12.0
280,CHP00191,斑鸠菊,0.8300766612846191,22.0,22.0,13.0,13.0
281,CHP01486,红藤,0.8299699149002003,29.0,29.0,19.0,19.0
282,CHP04959,羊角拗子,0.8298537600791295,4.0,4.0,3.0,3.0
283,CHP01809,积雪草,0.829786078257016,41.0,41.0,24.0,24.0
284,CHP00972,儿茶,0.829037514139369,41.0,41.0,27.0,27.0
285,CHP04556,香附,0.8288518056630292,52.0,52.0,37.0,37.0
286,CHP02375,柳杉,0.8287735397131551,21.0,21.0,14.0,14.0
287,CHP04574,香排草,0.8287101033948784,8.0,8.0,5.0,5.0
288,CHP01614,桦树皮,0.8283715047405208,5.0,5.0,4.0,4.0
289,CHP01551,虎耳草,0.8283428124181066,7.0,7.0,5.0,5.0
290,CHP02814,绵枣儿,0.8281925180553905,10.0,10.0,6.0,6.0
291,CHP01235,枸杞叶,0.8280539679628256,14.0,14.0,9.0,8.0
292,CHP00042,巴西胡桐,0.8279163190553905,10.0,10.0,7.0,7.0
293,CHP03363,瑞香,0.8278302600382004,19.0,19.0,14.0,14.0
294,CHP01756,茴芹,0.8278298726030803,25.0,25.0,16.0,16.0
295,CHP04524,仙鹤草,0.8277802529098958,11.0,11.0,7.0,7.0
296,CHP02869,木蝴蝶,0.8274534392221191,22.0,22.0,16.0,16.0
297,CHP03215,茄子根,0.8273360593648437,4.0,4.0,3.0,3.0
298,CHP01480,红雀珊瑚,0.8272975334256509,2.0,2.0,2.0,2.0
299,CHP00649,倒吊笔,0.8272975334256509,2.0,2.0,2.0,2.0
300,CHP05364,仔榄树,0.8272975334256509,2.0,2.0,2.0,2.0
301,CHP00247,薜荔,0.8272975334256509,2.0,2.0,2.0,2.0
302,CHP03257,青羊参,0.8272975334256509,2.0,2.0,2.0,2.0
303,CHP05877,鸡胆,0.8272975334256509,2.0,2.0,2.0,2.0
304,CHP05843,海燕,0.8272975334256509,2.0,2.0,2.0,2.0
305,CHP01123,甘菊,0.8272975334256509,2.0,2.0,2.0,2.0
306,CHP06099,红曲,0.8272975334256509,2.0,2.0,2.0,2.0
307,CHP02844,牡蒿,0.8272975334256509,2.0,2.0,2.0,2.0
308,CHP04021,锁阳,0.8272975334256509,2.0,2.0,2.0,2.0
309,CHP02998,牛角瓜,0.8272975334256509,2.0,2.0,2.0,2.0
310,CHP00261,扁桃斑鸠菊,0.8272975334256509,2.0,2.0,2.0,2.0
311,CHP05670,紫萁,0.8272975334256509,2.0,2.0,2.0,2.0
312,CHP01724,黄秦艽,0.8272975334256509,2.0,2.0,2.0,2.0
313,CHP00993,番石榴皮,0.8272975334256509,2.0,2.0,2.0,2.0
314,CHP02339,蓼实,0.8272975334256509,2.0,2.0,2.0,2.0
315,CHP00057,白草莓,0.8272975334256509,2.0,2.0,2.0,2.0
316,CHP00662,稻芽,0.8272975334256509,2.0,2.0,2.0,2.0
317,CHP04208,透骨草,0.8272975334256509,2.0,2.0,2.0,2.0
318,CHP01359,河套大黄,0.8272975334256509,2.0,2.0,2.0,2.0
319,CHP03053,欧鼠李,0.8272974917589844,2.0,2.0,2.0,2.0
320,CHP05306,圆萼刺参,0.8272974784256509,2.0,2.0,2.0,2.0
321,CHP01708,黄缅桂,0.827297358425651,2.0,2.0,2.0,2.0
322,CHP04238,土木香,0.8272973450923177,2.0,2.0,2.0,2.0
323,CHP02784,猕猴桃,0.827297033425651,2.0,2.0,2.0,2.0
324,CHP00272,滨海前胡,0.8272969750923176,2.0,2.0,2.0,2.0
325,CHP01802,鸡眼草,0.8272962167589842,2.0,2.0,2.0,2.0
326,CHP05539,珠芽半支,0.827293158425651,2.0,2.0,2.0,2.0
327,CHP04052,唐古特青兰,0.8272930667589843,2.0,2.0,2.0,2.0
328,CHP04960,羊角棉,0.8272910084256511,2.0,2.0,2.0,2.0
329,CHP05621,紫菜,0.827284023425651,2.0,2.0,2.0,2.0
330,CHP05409,樟树皮,0.8272301593648438,4.0,4.0,3.0,3.0
331,CHP02469,鹿衔草,0.8272083662432291,11.0,11.0,7.0,7.0
332,CHP03116,萍蓬草,0.8271682894442383,6.0,6.0,4.0,4.0
333,CHP02531,绿豆皮,0.8271636217589844,2.0,2.0,2.0,2.0
334,CHP00244,蓖麻叶,0.827072203650558,4.0,4.0,3.0,3.0
335,CHP00583,大叶蒟,0.8269681417589844,2.0,2.0,2.0,2.0
336,CHP05383,泽珍珠菜,0.826879358425651,2.0,2.0,2.0,2.0
337,CHP05163,翼首草,0.8266463312961587,14.0,14.0,10.0,10.0
338,CHP02901,木通,0.826471904182053,62.0,62.0,36.0,36.0
339,CHP03204,枪刀药,0.8264044013449424,28.0,28.0,19.0,19.0
340,CHP00135,白前,0.8263412838762253,78.0,78.0,48.0,48.0
341,CHP04084,天胡荽,0.8262574382321731,12.0,12.0,7.0,7.0
342,CHP02563,马槟榔,0.8260466000923176,2.0,2.0,2.0,2.0
343,CHP02137,苦玄参,0.8259822563702603,20.0,20.0,12.0,12.0
344,CHP01013,飞机草,0.825979813425651,2.0,2.0,2.0,2.0
345,CHP00722,灯笼草,0.8256889525553905,10.0,10.0,6.0,6.0
346,CHP03395,三面刀,0.8255098958794922,14.0,14.0,8.0,8.0
347,CHP02209,狼毒,0.8252489102414742,36.0,36.0,23.0,23.0
348,CHP01126,甘薯,0.8248773495059896,8.0,8.0,6.0,6.0
349,CHP00322,草乌,0.8248653057427846,79.0,79.0,50.0,50.0
350,CHP02025,菊芋,0.8248222856942382,6.0,6.0,4.0,4.0
351,CHP02842,牡丹皮,0.8246606098845171,67.0,67.0,45.0,45.0
352,CHP00079,白果槲寄生,0.8245582715077008,4.0,4.0,3.0,3.0
353,CHP04106,天竺黄,0.8244731853085503,26.0,26.0,17.0,15.0
354,CHP04902,芫荽子,0.8244713444854745,17.0,17.0,10.0,10.0
355,CHP05679,紫苏叶,0.8243612868685368,12.0,12.0,8.0,8.0
356,CHP03576,山莴苣,0.8241878481942382,6.0,6.0,4.0,4.0
357,CHP05456,浙贝母,0.8239227193159855,3.0,3.0,2.0,2.0
358,CHP05501,枳实,0.8239067269442383,6.0,6.0,5.0,3.0
359,CHP04178,通关藤,0.82367709713251,21.0,21.0,11.0,10.0
360,CHP04083,天冬,0.8233868406423097,54.0,54.0,30.0,28.0
