rank,CHP_ID,Chinese_herbal_pieces,ultra_high_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
213,CHP04816,徐长卿,1.0,15.0,15.0,5.0,5.0
214,CHP04821,萱草,1.0,9.0,9.0,4.0,4.0
215,CHP04824,玄参,1.0,21.0,21.0,5.0,4.0
216,CHP00662,稻芽,1.0,2.0,2.0,2.0,2.0
217,CHP00667,地柏枝,1.0,1.0,1.0,1.0,1.0
218,CHP04835,雪见草,1.0,2.0,2.0,1.0,1.0
219,CHP00767,钓樟根皮,1.0,8.0,8.0,2.0,2.0
220,CHP00708,地刷子,1.0,15.0,15.0,9.0,9.0
221,CHP00724,灯笼泡,1.0,5.0,5.0,2.0,2.0
222,CHP00728,灯油藤子,1.0,7.0,7.0,4.0,4.0
223,CHP00649,倒吊笔,1.0,2.0,2.0,2.0,2.0
224,CHP03119,婆罗门参,1.0,8.0,8.0,4.0,4.0
225,CHP03127,破叶莲,1.0,11.0,11.0,5.0,5.0
226,CHP03110,飘拂草,1.0,1.0,1.0,1.0,1.0
227,CHP03111,平贝母,1.0,24.0,24.0,22.0,22.0
228,CHP03113,苹果,1.0,1.0,1.0,1.0,1.0
229,CHP03114,瓶尔小草,1.0,2.0,2.0,1.0,1.0
230,CHP03180,千金子,1.0,10.0,10.0,7.0,7.0
231,CHP03185,千年健,1.0,25.0,25.0,18.0,17.0
232,CHP03187,千日红,1.0,12.0,12.0,6.0,6.0
233,CHP03162,漆大姑,1.0,4.0,4.0,3.0,3.0
234,CHP02085,苦芺,1.0,3.0,3.0,2.0,2.0
235,CHP02096,苦碟子,1.0,2.0,2.0,1.0,1.0
236,CHP02100,苦豆子,1.0,2.0,2.0,1.0,1.0
237,CHP02061,君迁子,1.0,7.0,7.0,2.0,1.0
238,CHP02062,咖啡,1.0,2.0,2.0,1.0,1.0
239,CHP02166,腊梅花,1.0,5.0,5.0,2.0,2.0
240,CHP02114,苦苣,1.0,7.0,7.0,6.0,6.0
241,CHP02121,苦楝叶,1.0,3.0,3.0,2.0,2.0
242,CHP02130,苦绳,1.0,3.0,3.0,3.0,3.0
243,CHP02084,苦艾,1.0,2.0,2.0,1.0,1.0
244,CHP04647,小构树,1.0,21.0,21.0,8.0,8.0
245,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
246,CHP04667,小花鬼针草,1.0,6.0,6.0,5.0,5.0
247,CHP04602,向日葵,1.0,6.0,6.0,1.0,1.0
248,CHP00770,调经草,1.0,5.0,5.0,3.0,3.0
249,CHP00778,丁茄,1.0,9.0,9.0,1.0,1.0
250,CHP00791,定木香,1.0,22.0,22.0,16.0,16.0
251,CHP00793,东北刺人参,1.0,16.0,16.0,1.0,1.0
252,CHP00795,东北蛔蒿,1.0,3.0,3.0,3.0,3.0
253,CHP04616,橡实,1.0,6.0,6.0,2.0,2.0
254,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
255,CHP00824,冬凌草,1.0,50.0,50.0,45.0,45.0
256,CHP00828,冬珊瑚,1.0,5.0,5.0,2.0,1.0
257,CHP00799,东北延胡索,1.0,4.0,4.0,2.0,2.0
258,CHP00801,东当归,1.0,2.0,2.0,1.0,1.0
259,CHP00802,东方狗脊,1.0,12.0,12.0,7.0,7.0
260,CHP04737,小叶黑柴胡,1.0,2.0,2.0,1.0,1.0
261,CHP04746,小叶石楠,1.0,2.0,2.0,1.0,1.0
262,CHP00854,毒蛆草,1.0,3.0,3.0,1.0,1.0
263,CHP00875,杜茎山,1.0,25.0,25.0,15.0,10.0
264,CHP00879,杜鹃花叶,1.0,2.0,2.0,1.0,1.0
265,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
266,CHP03212,乔木紫珠,1.0,1.0,1.0,1.0,1.0
267,CHP02133,苦檀子,1.0,6.0,6.0,1.0,1.0
268,CHP02137,苦玄参,1.0,20.0,20.0,12.0,12.0
269,CHP02159,昆明鸡血藤,1.0,3.0,3.0,1.0,1.0
270,CHP03257,青羊参,1.0,2.0,2.0,2.0,2.0
271,CHP03214,茄子,1.0,8.0,8.0,6.0,6.0
272,CHP03216,窃衣,1.0,1.0,1.0,1.0,1.0
273,CHP03223,青黛,1.0,2.0,2.0,1.0,1.0
274,CHP03194,芡实,1.0,3.0,3.0,2.0,2.0
275,CHP03266,清明花,1.0,5.0,5.0,5.0,5.0
276,CHP03270,苘麻子,1.0,3.0,3.0,2.0,2.0
277,CHP03273,秋枫木,1.0,3.0,3.0,2.0,2.0
278,CHP03274,秋海棠,1.0,5.0,5.0,2.0,1.0
279,CHP03245,青钱柳,1.0,4.0,4.0,2.0,2.0
280,CHP03256,青葙子,1.0,18.0,18.0,13.0,13.0
281,CHP02007,韭菜,1.0,4.0,4.0,3.0,3.0
282,CHP02012,酒饼叶,1.0,7.0,7.0,4.0,4.0
283,CHP00883,杜松实,1.0,7.0,7.0,1.0,1.0
284,CHP00902,断节参,1.0,3.0,3.0,2.0,2.0
285,CHP01076,凤眼草,1.0,8.0,8.0,8.0,8.0
286,CHP01083,扶桑花,1.0,3.0,3.0,1.0,1.0
287,CHP00969,鄂报春,1.0,3.0,3.0,1.0,1.0
288,CHP00928,多花蒿,1.0,10.0,10.0,10.0,10.0
289,CHP00936,多裂委陵菜,1.0,3.0,3.0,2.0,2.0
290,CHP00945,多穗石柯叶,1.0,8.0,8.0,5.0,5.0
291,CHP00988,番木瓜叶,1.0,1.0,1.0,1.0,1.0
292,CHP00990,番石榴,1.0,12.0,12.0,2.0,2.0
293,CHP00963,鹅绒藤,1.0,6.0,6.0,2.0,2.0
294,CHP04574,香排草,1.0,8.0,8.0,5.0,5.0
295,CHP04527,仙人掌,1.0,3.0,3.0,1.0,1.0
296,CHP04538,藓生马先蒿,1.0,4.0,4.0,2.0,2.0
297,CHP00973,儿茶钩藤,1.0,10.0,10.0,7.0,6.0
298,CHP02035,橘子,1.0,6.0,6.0,1.0,1.0
299,CHP02049,卷丹,1.0,1.0,1.0,1.0,1.0
300,CHP02054,绢毛蔷薇,1.0,3.0,3.0,1.0,1.0
301,CHP02025,菊芋,1.0,6.0,6.0,4.0,4.0
302,CHP02029,橘核,1.0,2.0,2.0,1.0,1.0
303,CHP03344,肉桂,1.0,21.0,21.0,13.0,12.0
304,CHP03360,蕤仁,1.0,3.0,3.0,2.0,2.0
305,CHP03317,荛花,1.0,5.0,5.0,3.0,3.0
306,CHP03328,忍冬藤,1.0,16.0,16.0,14.0,14.0
307,CHP01903,金草,1.0,2.0,2.0,1.0,1.0
308,CHP03375,三叉凤尾蕨,1.0,1.0,1.0,1.0,1.0
309,CHP01935,金雀根,1.0,1.0,1.0,1.0,1.0
310,CHP01889,接骨木,1.0,10.0,10.0,5.0,5.0
311,CHP01896,芥菜,1.0,7.0,7.0,3.0,3.0
312,CHP01897,芥蓝,1.0,6.0,6.0,2.0,2.0
313,CHP01170,高山辣根菜,1.0,1.0,1.0,1.0,1.0
314,CHP01176,高乌头,1.0,5.0,5.0,2.0,2.0
315,CHP04467,喜旱莲子草,1.0,7.0,7.0,3.0,3.0
316,CHP04422,五桠果,1.0,4.0,4.0,2.0,2.0
317,CHP04431,五爪龙,1.0,6.0,6.0,3.0,3.0
318,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
319,CHP04460,西洋梨,1.0,3.0,3.0,1.0,1.0
320,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
321,CHP01002,繁缕,1.0,9.0,9.0,4.0,4.0
322,CHP01008,防风草,1.0,4.0,4.0,3.0,3.0
323,CHP04462,锡兰肉桂,1.0,3.0,3.0,1.0,1.0
324,CHP04463,锡生藤,1.0,9.0,9.0,4.0,1.0
325,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
326,CHP01040,粪箕笃,1.0,4.0,4.0,2.0,2.0
327,CHP01043,风毛菊,1.0,8.0,8.0,3.0,3.0
328,CHP01050,风箱树叶,1.0,1.0,1.0,1.0,1.0
329,CHP01019,飞燕草,1.0,17.0,17.0,10.0,10.0
330,CHP01029,肺形草,1.0,5.0,5.0,4.0,4.0
331,CHP00993,番石榴皮,1.0,2.0,2.0,2.0,2.0
332,CHP00994,番石榴叶,1.0,3.0,3.0,3.0,3.0
333,CHP04316,卫矛,1.0,3.0,3.0,1.0,1.0
334,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
335,CHP04276,豌豆,1.0,10.0,10.0,7.0,6.0
336,CHP04280,晚香玉,1.0,19.0,19.0,10.0,10.0
337,CHP04285,万年青根,1.0,10.0,10.0,6.0,6.0
338,CHP04290,万寿菊,1.0,7.0,7.0,4.0,4.0
339,CHP04297,王孙,1.0,1.0,1.0,1.0,1.0
340,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
341,CHP04329,问荆,1.0,4.0,4.0,2.0,2.0
342,CHP04335,乌棒子,1.0,2.0,2.0,1.0,1.0
343,CHP04344,乌桕木根皮,1.0,2.0,2.0,1.0,1.0
344,CHP04313,尾叶香茶菜,1.0,35.0,35.0,21.0,21.0
345,CHP01104,福寿草,1.0,20.0,20.0,1.0,1.0
346,CHP04358,乌苏里瓦韦,1.0,2.0,2.0,1.0,1.0
347,CHP04363,巫山淫羊藿,1.0,7.0,7.0,3.0,3.0
348,CHP01144,干冬菜,1.0,2.0,2.0,1.0,1.0
349,CHP01159,杠香藤,1.0,3.0,3.0,2.0,2.0
350,CHP01122,甘葛藤根,1.0,3.0,3.0,1.0,1.0
351,CHP01123,甘菊,1.0,2.0,2.0,2.0,2.0
352,CHP01125,甘青铁线莲,1.0,6.0,6.0,3.0,3.0
353,CHP03440,沙冬青,1.0,2.0,2.0,1.0,1.0
354,CHP01946,金挖耳,1.0,3.0,3.0,2.0,2.0
355,CHP01953,金腰,1.0,3.0,3.0,1.0,1.0
356,CHP01963,金樱叶,1.0,1.0,1.0,1.0,1.0
357,CHP01965,金鱼藤,1.0,11.0,11.0,7.0,7.0
358,CHP03504,山矾根,1.0,4.0,4.0,2.0,2.0
359,CHP03456,沙枣树皮,1.0,2.0,2.0,1.0,1.0
360,CHP03498,山地香茶菜,1.0,18.0,18.0,13.0,13.0
361,CHP01822,蕺叶秋海棠,1.0,3.0,3.0,2.0,2.0
362,CHP01797,鸡嗉子,1.0,4.0,4.0,3.0,3.0
363,CHP03547,山里红,1.0,6.0,6.0,5.0,5.0
364,CHP03550,山柳,1.0,2.0,2.0,1.0,1.0
365,CHP03552,山萝卜,1.0,1.0,1.0,1.0,1.0
366,CHP03503,山矾,1.0,5.0,5.0,3.0,3.0
367,CHP01847,假连翘,1.0,6.0,6.0,2.0,2.0
368,CHP01853,剪秋罗,1.0,3.0,3.0,1.0,1.0
369,CHP01856,见血飞,1.0,3.0,3.0,3.0,3.0
370,CHP01811,吉林乌头,1.0,1.0,1.0,1.0,1.0
371,CHP01815,棘豆,1.0,13.0,13.0,9.0,9.0
372,CHP04169,铁线莲,1.0,2.0,2.0,1.0,1.0
373,CHP01359,河套大黄,1.0,2.0,2.0,2.0,2.0
374,CHP04178,通关藤,1.0,21.0,21.0,11.0,10.0
375,CHP04163,铁树叶,1.0,1.0,1.0,1.0,1.0
376,CHP04253,兔儿伞,1.0,2.0,2.0,1.0,1.0
377,CHP04270,瓦松,1.0,2.0,2.0,1.0,1.0
378,CHP04208,透骨草,1.0,2.0,2.0,2.0,2.0
379,CHP04170,铁仔,1.0,3.0,3.0,2.0,1.0
380,CHP01269,管花肉苁蓉,1.0,10.0,10.0,5.0,5.0
381,CHP01226,枸骨根,1.0,1.0,1.0,1.0,1.0
382,CHP01183,茖葱,1.0,6.0,6.0,2.0,2.0
383,CHP01716,黄皮叶,1.0,4.0,4.0,2.0,2.0
384,CHP01724,黄秦艽,1.0,2.0,2.0,2.0,2.0
385,CHP01727,黄三七,1.0,7.0,7.0,5.0,5.0
386,CHP01858,见血清,1.0,3.0,3.0,1.0,1.0
387,CHP01868,浆果苋,1.0,1.0,1.0,1.0,1.0
388,CHP01876,胶质鼠尾草,1.0,3.0,3.0,1.0,1.0
389,CHP01884,角蒿,1.0,10.0,10.0,6.0,6.0
390,CHP01764,火炭母草,1.0,1.0,1.0,1.0,1.0
391,CHP01728,黄山药,1.0,5.0,5.0,4.0,4.0
392,CHP01733,黄蜀葵花,1.0,1.0,1.0,1.0,1.0
393,CHP01739,黄菀,1.0,7.0,7.0,3.0,3.0
394,CHP01712,黄皮根,1.0,2.0,2.0,1.0,1.0
395,CHP01767,火焰花,1.0,6.0,6.0,3.0,3.0
396,CHP01773,鸡肠狼毒,1.0,18.0,18.0,9.0,9.0
397,CHP01756,茴芹,1.0,25.0,25.0,16.0,16.0
398,CHP01759,茴香茎叶,1.0,4.0,4.0,2.0,2.0
399,CHP01763,火索麻,1.0,8.0,8.0,6.0,6.0
400,CHP03596,山樱桃,1.0,4.0,4.0,2.0,2.0
401,CHP03606,山芝麻,1.0,2.0,2.0,1.0,1.0
402,CHP03568,山稔叶,1.0,1.0,1.0,1.0,1.0
403,CHP03569,山珊瑚,1.0,1.0,1.0,1.0,1.0
404,CHP03576,山莴苣,1.0,6.0,6.0,4.0,4.0
405,CHP03587,山香圆,1.0,6.0,6.0,5.0,5.0
406,CHP04002,酸石榴,1.0,8.0,8.0,5.0,5.0
407,CHP04008,算盘子,1.0,20.0,20.0,14.0,14.0
408,CHP04018,娑罗子,1.0,11.0,11.0,7.0,7.0
409,CHP04021,锁阳,1.0,2.0,2.0,2.0,2.0
410,CHP04033,台湾泽兰,1.0,7.0,7.0,5.0,4.0
411,CHP01460,红毛七,1.0,9.0,9.0,4.0,4.0
412,CHP01463,红毛野海棠,1.0,2.0,2.0,1.0,1.0
413,CHP04070,桃子,1.0,2.0,2.0,1.0,1.0
414,CHP04084,天胡荽,1.0,12.0,12.0,7.0,7.0
415,CHP04092,天罗水,1.0,12.0,12.0,6.0,6.0
416,CHP01309,鬼箭锦鸡儿,1.0,11.0,11.0,7.0,7.0
417,CHP04108,田葱,1.0,4.0,4.0,3.0,3.0
418,CHP04114,甜茶,1.0,2.0,2.0,1.0,1.0
419,CHP04115,甜茶藤,1.0,4.0,4.0,2.0,2.0
420,CHP04119,甜瓜蒂,1.0,4.0,4.0,4.0,4.0
421,CHP01345,海州骨碎补,1.0,10.0,10.0,6.0,6.0
422,CHP01348,蔊菜,1.0,2.0,2.0,1.0,1.0
423,CHP01316,桂花,1.0,8.0,8.0,6.0,5.0
424,CHP01327,桂竹香,1.0,3.0,3.0,2.0,2.0
425,CHP01339,海韭菜,1.0,4.0,4.0,2.0,2.0
426,CHP03673,肾茶,1.0,27.0,27.0,25.0,25.0
427,CHP03679,肾子草,1.0,7.0,7.0,5.0,5.0
428,CHP03647,蛇根草,1.0,10.0,10.0,6.0,6.0
429,CHP03653,蛇莓,1.0,3.0,3.0,1.0,1.0
430,CHP03659,蛇藤,1.0,3.0,3.0,1.0,1.0
431,CHP03719,石见穿,1.0,4.0,4.0,2.0,2.0
432,CHP03687,省沽油,1.0,13.0,13.0,9.0,9.0
433,CHP03695,蓍实,1.0,19.0,19.0,12.0,12.0
434,CHP03664,麝香草,1.0,21.0,21.0,10.0,8.0
435,CHP03672,神香草,1.0,4.0,4.0,2.0,2.0
436,CHP01603,华泽兰,1.0,34.0,34.0,21.0,21.0
437,CHP01604,华中瘤足蕨,1.0,1.0,1.0,1.0,1.0
438,CHP03780,匙羹藤,1.0,4.0,4.0,1.0,1.0
439,CHP03784,手参,1.0,12.0,12.0,3.0,3.0
440,CHP03803,鼠李,1.0,6.0,6.0,2.0,2.0
441,CHP03806,鼠曲草,1.0,10.0,10.0,6.0,5.0
442,CHP03754,石韦,1.0,4.0,4.0,3.0,3.0
443,CHP01675,黄堇,1.0,3.0,3.0,1.0,1.0
444,CHP01677,黄荆根,1.0,2.0,2.0,1.0,1.0
445,CHP01641,黄甘草,1.0,4.0,4.0,2.0,2.0
446,CHP01593,华南吴茱萸,1.0,4.0,4.0,2.0,1.0
447,CHP01594,华南皂荚,1.0,1.0,1.0,1.0,1.0
448,CHP03962,松节,1.0,7.0,7.0,3.0,3.0
449,CHP03969,松香,1.0,6.0,6.0,4.0,4.0
450,CHP03889,水芹,1.0,2.0,2.0,1.0,1.0
451,CHP03905,水团花,1.0,6.0,6.0,3.0,3.0
452,CHP03907,水蜈蚣,1.0,3.0,3.0,2.0,2.0
453,CHP03910,水仙,1.0,7.0,7.0,4.0,4.0
454,CHP03918,水杨梅,1.0,2.0,2.0,1.0,1.0
455,CHP03933,睡菜根,1.0,1.0,1.0,1.0,1.0
456,CHP03934,睡莲,1.0,5.0,5.0,2.0,2.0
457,CHP01398,黑种草,1.0,7.0,7.0,3.0,3.0
458,CHP01375,黑豆衣,1.0,2.0,2.0,1.0,1.0
459,CHP01376,黑杠柳,1.0,7.0,7.0,5.0,5.0
460,CHP01480,红雀珊瑚,1.0,2.0,2.0,2.0,2.0
461,CHP01430,红花龙胆,1.0,3.0,3.0,1.0,1.0
462,CHP01506,厚皮香,1.0,7.0,7.0,4.0,4.0
463,CHP01702,黄麻叶,1.0,7.0,7.0,3.0,3.0
464,CHP01665,黄花铁线莲,1.0,3.0,3.0,1.0,1.0
465,CHP01558,虎掌草,1.0,5.0,5.0,3.0,3.0
466,CHP01525,胡桃叶,1.0,2.0,2.0,1.0,1.0
467,CHP01537,湖北贝母,1.0,9.0,9.0,5.0,5.0
468,CHP01540,湖北黄精,1.0,13.0,13.0,7.0,7.0
469,CHP01568,花楸,1.0,5.0,5.0,3.0,3.0
470,CHP01570,花生油,1.0,3.0,3.0,2.0,2.0
471,CHP01573,花叶假杜鹃,1.0,7.0,7.0,4.0,4.0
472,CHP01580,华东膜蕨,1.0,25.0,25.0,25.0,25.0
473,CHP01546,槲叶,1.0,1.0,1.0,1.0,1.0
474,CHP03853,水黄连,1.0,6.0,6.0,1.0,1.0
475,CHP03863,水苦荬,1.0,6.0,6.0,4.0,4.0
476,CHP03867,水蓼,1.0,12.0,12.0,6.0,6.0
477,CHP03881,水木草,1.0,1.0,1.0,1.0,1.0
478,CHP01566,花锚,1.0,4.0,4.0,2.0,2.0
479,CHP00061,白刺,1.0,4.0,4.0,1.0,1.0
480,CHP00040,巴拿马山石榴,1.0,10.0,10.0,7.0,7.0
481,CHP06089,冬虫夏草,1.0,17.0,17.0,6.0,6.0
482,CHP06092,茯神,1.0,3.0,3.0,1.0,1.0
483,CHP06037,五灵脂,1.0,6.0,6.0,2.0,2.0
484,CHP06039,象胆,1.0,1.0,1.0,1.0,1.0
485,CHP06047,熊胆,1.0,6.0,6.0,5.0,5.0
486,CHP06060,原蚕沙,1.0,6.0,6.0,5.0,5.0
487,CHP06133,蛹虫草,1.0,11.0,11.0,8.0,7.0
488,CHP06099,红曲,1.0,2.0,2.0,2.0,2.0
489,CHP06116,蜜环菌,1.0,6.0,6.0,1.0,1.0
490,CHP06067,雉,1.0,2.0,2.0,1.0,1.0
491,CHP06073,紫河车,1.0,2.0,2.0,1.0,1.0
492,CHP02661,毛白杨,1.0,13.0,13.0,6.0,6.0
493,CHP02633,蔓性千斤拔,1.0,3.0,3.0,1.0,1.0
494,CHP06125,石花,1.0,7.0,7.0,2.0,2.0
495,CHP06127,树舌,1.0,46.0,46.0,24.0,24.0
496,CHP06129,松蕈,1.0,8.0,8.0,5.0,5.0
497,CHP05670,紫萁,1.0,2.0,2.0,2.0,2.0
498,CHP05675,紫杉,1.0,102.0,102.0,48.0,48.0
499,CHP00213,榜嘎,1.0,5.0,5.0,3.0,3.0
500,CHP00222,报春花,1.0,2.0,2.0,1.0,1.0
501,CHP00223,抱茎獐牙菜,1.0,8.0,8.0,4.0,4.0
502,CHP05800,鹅臎,1.0,1.0,1.0,1.0,1.0
503,CHP05729,总状绿绒蒿,1.0,1.0,1.0,1.0,1.0
504,CHP05730,总状升麻,1.0,11.0,11.0,8.0,8.0
505,CHP05779,蟾蜍,1.0,11.0,11.0,6.0,6.0
506,CHP05689,紫葳茎叶,1.0,6.0,6.0,4.0,4.0
507,CHP00078,白果根,1.0,16.0,16.0,12.0,12.0
508,CHP00081,白蒿,1.0,9.0,9.0,4.0,4.0
509,CHP05780,蟾皮,1.0,4.0,4.0,2.0,2.0
510,CHP00141,白薯莨,1.0,2.0,2.0,1.0,1.0
511,CHP00119,白马骨,1.0,11.0,11.0,7.0,7.0
512,CHP00095,白花藤,1.0,3.0,3.0,1.0,1.0
513,CHP04565,香加皮,0.9999999948571429,106.0,106.0,70.0,70.0
514,CHP01836,荚蒾,0.9999999947368421,25.0,25.0,19.0,19.0
515,CHP02889,木榄,0.9999999916666668,19.0,19.0,12.0,12.0
516,CHP01132,肝风草,0.9999999916666668,18.0,18.0,12.0,12.0
517,CHP01357,何首乌,0.999999988235294,34.0,34.0,17.0,17.0
518,CHP00998,翻白草,0.9999999875000001,15.0,15.0,9.0,8.0
519,CHP00062,白刺花,0.9999999857142857,21.0,21.0,7.0,7.0
520,CHP05682,紫檀,0.9999999857142857,36.0,36.0,8.0,7.0
521,CHP00347,常春藤,0.9999999857142857,11.0,11.0,7.0,7.0
522,CHP00020,桉叶,0.9999999857142857,28.0,28.0,14.0,14.0
523,CHP01813,吉祥草,0.9999999833333333,20.0,20.0,12.0,12.0
524,CHP04167,铁苋,0.9999999749999999,17.0,17.0,8.0,8.0
525,CHP02125,苦木,0.9999999720588235,62.0,62.0,34.0,34.0
526,CHP02472,路路通,0.99999997,10.0,10.0,10.0,10.0
527,CHP00165,白珠树,0.999999964,18.0,18.0,10.0,10.0
528,CHP02526,吕宋果,0.9999999599999999,10.0,10.0,5.0,5.0
529,CHP01549,蝴蝶花,0.9999999599999999,7.0,7.0,5.0,5.0
530,CHP00947,多足蕨,0.999999955,9.0,9.0,8.0,8.0
531,CHP04863,荨麻,0.999999955,13.0,13.0,8.0,8.0
532,CHP00533,大麻叶泽兰,0.99999995,8.0,8.0,4.0,4.0
533,CHP03204,枪刀药,0.9999999421052632,28.0,28.0,19.0,19.0
534,CHP05515,重楼,0.999999940625,31.0,31.0,16.0,16.0
535,CHP00849,豆油,0.99999994,10.0,10.0,6.0,5.0
536,CHP02015,救必应,0.99999994,9.0,9.0,5.0,5.0
537,CHP00183,柏树叶,0.9999999333333333,6.0,6.0,3.0,3.0
538,CHP02244,老鸦柿,0.9999999333333333,6.0,6.0,3.0,3.0
539,CHP05096,野罂粟,0.9999999333333333,6.0,6.0,3.0,3.0
540,CHP03372,赛莨菪,0.9999999225806452,44.0,44.0,31.0,31.0
541,CHP00970,鄂北贝母,0.9999999166666665,8.0,8.0,6.0,6.0
542,CHP01099,浮叶眼子菜,0.9999999142857143,13.0,13.0,7.0,7.0
543,CHP01450,红筷子,0.9999999,3.0,3.0,1.0,1.0
544,CHP03650,蛇果黄堇,0.9999999,2.0,2.0,1.0,1.0
545,CHP05482,蜘蛛抱蛋,0.9999999,3.0,3.0,1.0,1.0
546,CHP03656,蛇婆子,0.9999999,3.0,3.0,3.0,3.0
547,CHP05456,浙贝母,0.9999998999999999,3.0,3.0,2.0,2.0
548,CHP02501,罗汉松叶,0.9999998800000001,9.0,9.0,5.0,5.0
549,CHP02478,露水草,0.9999998800000001,10.0,10.0,5.0,5.0
550,CHP02507,萝芙木,0.9999998764705883,28.0,28.0,17.0,17.0
551,CHP03199,茜草根,0.999999875,11.0,11.0,4.0,4.0
552,CHP00746,滇茜草,0.9999998744827586,31.0,31.0,29.0,29.0
553,CHP05132,一年蓬,0.9999998615384615,22.0,22.0,13.0,13.0
554,CHP00323,草乌叶,0.99999985875,13.0,13.0,8.0,8.0
555,CHP05295,芋头,0.99999985,4.0,4.0,4.0,4.0
556,CHP03762,石竹,0.9999998480000001,8.0,8.0,5.0,5.0
557,CHP03585,山香,0.9999998454545455,12.0,12.0,11.0,11.0
558,CHP01912,金合欢,0.9999998399999999,11.0,11.0,5.0,5.0
559,CHP01350,旱芹,0.99999982875,27.0,27.0,17.0,16.0
560,CHP03893,水松,0.99999982,4.0,4.0,2.0,2.0
561,CHP03464,砂生槐,0.9999998,1.0,1.0,1.0,1.0
562,CHP01829,蓟罂粟,0.9999998,7.0,7.0,2.0,2.0
563,CHP02284,栗柄金粉蕨,0.9999998,1.0,1.0,1.0,1.0
564,CHP00576,大叶骨碎补,0.9999998,4.0,4.0,3.0,3.0
565,CHP00308,藏青果,0.9999998,3.0,3.0,2.0,1.0
566,CHP04826,悬钩子,0.9999998,5.0,5.0,4.0,4.0
567,CHP03363,瑞香,0.9999997828571429,19.0,19.0,14.0,14.0
568,CHP04519,夏枯草,0.9999997799999999,23.0,23.0,20.0,20.0
569,CHP01420,红根草,0.9999997666666668,6.0,6.0,3.0,3.0
570,CHP02056,决明子,0.9999997543243243,56.0,56.0,37.0,37.0
571,CHP04127,甜叶菊,0.99999975,3.0,3.0,2.0,2.0
572,CHP03053,欧鼠李,0.99999975,2.0,2.0,2.0,2.0
573,CHP00762,吊干麻,0.9999997377777778,22.0,22.0,9.0,9.0
574,CHP00448,刺梨,0.9999997333333334,5.0,5.0,3.0,3.0
575,CHP02789,米皮糠,0.9999997333333334,10.0,10.0,3.0,3.0
576,CHP03992,粟米草,0.999999725,8.0,8.0,4.0,4.0
577,CHP00597,大叶仙茅,0.9999997216666667,24.0,24.0,13.0,12.0
578,CHP01296,广金钱草,0.9999997166666666,21.0,21.0,6.0,6.0
579,CHP05032,野菰,0.9999997,1.0,1.0,1.0,1.0
580,CHP02983,牛蒡根,0.9999997,3.0,3.0,2.0,1.0
581,CHP02834,茉莉花,0.9999997,2.0,2.0,1.0,1.0
582,CHP00321,草问荆,0.9999997,4.0,4.0,2.0,2.0
583,CHP03506,山矾叶,0.9999997,4.0,4.0,2.0,2.0
584,CHP05306,圆萼刺参,0.99999967,2.0,2.0,2.0,2.0
585,CHP05772,蚕蛾,0.99999964,1.0,1.0,1.0,1.0
586,CHP01919,金橘,0.99999964,2.0,2.0,1.0,1.0
587,CHP04181,通脉丹,0.99999964,2.0,2.0,1.0,1.0
588,CHP00069,白椴,0.99999964,1.0,1.0,1.0,1.0
589,CHP00099,白及,0.9999996147619047,78.0,78.0,21.0,21.0
590,CHP04643,小飞蓬,0.9999996,8.0,8.0,3.0,2.0
591,CHP01257,关苍术,0.9999996,4.0,4.0,2.0,2.0
592,CHP05087,野鸦椿,0.9999996,3.0,3.0,2.0,2.0
593,CHP02250,了哥王根,0.9999995833333334,7.0,7.0,6.0,6.0
594,CHP01945,金铁锁,0.9999995488888889,12.0,12.0,9.0,9.0
595,CHP05229,油柑叶,0.9999995479999999,6.0,6.0,5.0,5.0
596,CHP00053,白背叶,0.9999994833333333,7.0,7.0,3.0,3.0
597,CHP04244,土三七,0.9999994680000001,15.0,15.0,5.0,5.0
598,CHP00923,盾叶薯蓣,0.999999452,11.0,11.0,5.0,5.0
599,CHP05309,圆滑番荔枝,0.9999994466666666,5.0,5.0,3.0,3.0
600,CHP02065,看麦娘状莎草,0.9999994375000001,15.0,15.0,8.0,8.0
601,CHP00720,地榆,0.9999994287499998,95.0,95.0,80.0,80.0
602,CHP00949,峨参,0.9999994175,16.0,16.0,8.0,8.0
603,CHP06100,猴头菇,0.9999994,19.0,19.0,1.0,1.0
604,CHP00250,篦子三尖杉,0.9999994,1.0,1.0,1.0,1.0
605,CHP02782,迷果芹,0.9999994,1.0,1.0,1.0,1.0
606,CHP04546,相思藤,0.9999993811111112,16.0,16.0,9.0,9.0
607,CHP03186,千屈菜,0.9999993542857144,28.0,28.0,14.0,14.0
608,CHP01216,狗屎花,0.99999934,1.0,1.0,1.0,1.0
609,CHP02033,橘叶,0.999999335,8.0,8.0,2.0,2.0
610,CHP04550,香柏,0.9999992999999999,3.0,3.0,3.0,3.0
611,CHP00221,保山乌头,0.9999991833333333,11.0,11.0,6.0,6.0
