rank,CHP_ID,Chinese_herbal_pieces,max_score,total_compounds,effective_count,high_quality_count,ultra_high_count
1007,CHP03114,瓶尔小草,1.0,2.0,2.0,1.0,1.0
1008,CHP03116,萍蓬草,1.0,6.0,6.0,4.0,4.0
1009,CHP03119,婆罗门参,1.0,8.0,8.0,4.0,4.0
1010,CHP03120,婆罗门皂荚,1.0,9.0,9.0,3.0,3.0
1011,CHP03270,苘麻子,1.0,3.0,3.0,2.0,2.0
1012,CHP03273,秋枫木,1.0,3.0,3.0,2.0,2.0
1013,CHP03274,秋海棠,1.0,5.0,5.0,2.0,1.0
1014,CHP03283,秋水仙,1.0,5.0,5.0,2.0,2.0
1015,CHP03302,瞿麦,1.0,10.0,10.0,8.0,8.0
1016,CHP03306,拳参,1.0,3.0,3.0,3.0,3.0
1017,CHP03245,青钱柳,1.0,4.0,4.0,2.0,2.0
1018,CHP03251,青天葵,1.0,5.0,5.0,3.0,3.0
1019,CHP03256,青葙子,1.0,18.0,18.0,13.0,13.0
1020,CHP03257,青羊参,1.0,2.0,2.0,2.0,2.0
1021,CHP03258,青叶胆,1.0,19.0,19.0,12.0,12.0
1022,CHP03263,清风藤,1.0,11.0,11.0,7.0,7.0
1023,CHP03266,清明花,1.0,5.0,5.0,5.0,5.0
1024,CHP03215,茄子根,1.0,4.0,4.0,3.0,3.0
1025,CHP03216,窃衣,1.0,1.0,1.0,1.0,1.0
1026,CHP03217,芹花,1.0,17.0,17.0,5.0,4.0
1027,CHP03218,秦艽,1.0,26.0,26.0,15.0,15.0
1028,CHP03223,青黛,1.0,2.0,2.0,1.0,1.0
1029,CHP03226,青果,1.0,14.0,14.0,9.0,9.0
1030,CHP03229,青蒿,1.0,120.0,120.0,81.0,80.0
1031,CHP03198,茜草,1.0,74.0,74.0,48.0,47.0
1032,CHP03199,茜草根,1.0,11.0,11.0,4.0,4.0
1033,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
1034,CHP03202,羌活,1.0,102.0,102.0,54.0,52.0
1035,CHP03204,枪刀药,1.0,28.0,28.0,19.0,19.0
1036,CHP03212,乔木紫珠,1.0,1.0,1.0,1.0,1.0
1037,CHP03213,荞麦,1.0,14.0,14.0,9.0,8.0
1038,CHP03214,茄子,1.0,8.0,8.0,6.0,6.0
1039,CHP03398,三七花,1.0,24.0,24.0,22.0,22.0
1040,CHP03423,桑白皮,1.0,147.0,147.0,104.0,102.0
1041,CHP03426,桑寄生,1.0,6.0,6.0,2.0,2.0
1042,CHP03429,桑椹,1.0,33.0,33.0,14.0,13.0
1043,CHP03431,桑叶,1.0,42.0,42.0,23.0,23.0
1044,CHP03372,赛莨菪,1.0,44.0,44.0,31.0,31.0
1045,CHP03373,三白草,1.0,34.0,34.0,24.0,24.0
1046,CHP03375,三叉凤尾蕨,1.0,1.0,1.0,1.0,1.0
1047,CHP03383,三尖杉,1.0,37.0,37.0,18.0,17.0
1048,CHP03389,三棱,1.0,16.0,16.0,11.0,11.0
1049,CHP03395,三面刀,1.0,14.0,14.0,8.0,8.0
1050,CHP03397,三七,1.0,117.0,117.0,58.0,55.0
1051,CHP03341,肉苁蓉,1.0,64.0,64.0,51.0,49.0
1052,CHP03342,肉豆蔻,1.0,57.0,57.0,33.0,33.0
1053,CHP03344,肉桂,1.0,21.0,21.0,13.0,12.0
1054,CHP03352,乳香,1.0,77.0,77.0,63.0,62.0
1055,CHP03360,蕤仁,1.0,3.0,3.0,2.0,2.0
1056,CHP03363,瑞香,1.0,19.0,19.0,14.0,14.0
1057,CHP03364,瑞香根,1.0,4.0,4.0,4.0,4.0
1058,CHP03314,蘘荷,1.0,11.0,11.0,5.0,5.0
1059,CHP03317,荛花,1.0,5.0,5.0,3.0,3.0
1060,CHP03319,人参,1.0,128.0,128.0,108.0,107.0
1061,CHP03323,人参叶,1.0,75.0,75.0,51.0,51.0
1062,CHP03328,忍冬藤,1.0,16.0,16.0,14.0,14.0
1063,CHP03334,榕树,1.0,16.0,16.0,9.0,9.0
1064,CHP03547,山里红,1.0,6.0,6.0,5.0,5.0
1065,CHP03550,山柳,1.0,2.0,2.0,1.0,1.0
1066,CHP03552,山萝卜,1.0,1.0,1.0,1.0,1.0
1067,CHP03561,山柰,1.0,20.0,20.0,11.0,10.0
1068,CHP03565,山萩,1.0,5.0,5.0,3.0,3.0
1069,CHP03568,山稔叶,1.0,1.0,1.0,1.0,1.0
1070,CHP03569,山珊瑚,1.0,1.0,1.0,1.0,1.0
1071,CHP03504,山矾根,1.0,4.0,4.0,2.0,2.0
1072,CHP03527,山黄皮,1.0,26.0,26.0,3.0,3.0
1073,CHP03545,山莨菪,1.0,5.0,5.0,3.0,3.0
1074,CHP03461,砂仁,1.0,64.0,64.0,34.0,32.0
1075,CHP03486,山沉香,1.0,16.0,16.0,7.0,7.0
1076,CHP03487,山橙,1.0,6.0,6.0,4.0,4.0
1077,CHP03491,山慈菇,1.0,50.0,50.0,25.0,24.0
1078,CHP03498,山地香茶菜,1.0,18.0,18.0,13.0,13.0
1079,CHP03500,山豆根,1.0,52.0,52.0,31.0,30.0
1080,CHP03503,山矾,1.0,5.0,5.0,3.0,3.0
1081,CHP03434,桑枝,1.0,35.0,35.0,20.0,19.0
1082,CHP03439,沙参,1.0,44.0,44.0,16.0,13.0
1083,CHP03440,沙冬青,1.0,2.0,2.0,1.0,1.0
1084,CHP03444,沙棘,1.0,90.0,90.0,46.0,45.0
1085,CHP03456,沙枣树皮,1.0,2.0,2.0,1.0,1.0
1086,CHP04835,雪见草,1.0,2.0,2.0,1.0,1.0
1087,CHP04838,雪莲,1.0,26.0,26.0,10.0,10.0
1088,CHP04839,雪莲花,1.0,4.0,4.0,3.0,3.0
1089,CHP04842,雪山林,1.0,39.0,39.0,20.0,20.0
1090,CHP04848,血风藤,1.0,10.0,10.0,3.0,1.0
1091,CHP04851,血竭,1.0,4.0,4.0,1.0,1.0
1092,CHP04858,血桐,1.0,21.0,21.0,13.0,13.0
1093,CHP04862,寻骨风,1.0,17.0,17.0,5.0,5.0
1094,CHP04816,徐长卿,1.0,15.0,15.0,5.0,5.0
1095,CHP04818,续断,1.0,97.0,97.0,76.0,76.0
1096,CHP04821,萱草,1.0,9.0,9.0,4.0,4.0
1097,CHP04822,萱草根,1.0,5.0,5.0,3.0,3.0
1098,CHP04824,玄参,1.0,21.0,21.0,5.0,4.0
1099,CHP04826,悬钩子,1.0,5.0,5.0,4.0,4.0
1100,CHP04828,旋覆花,1.0,28.0,28.0,23.0,22.0
1101,CHP04834,雪胆,1.0,15.0,15.0,5.0,5.0
1102,CHP04764,缬草,1.0,31.0,31.0,13.0,13.0
1103,CHP04765,薤白,1.0,40.0,40.0,27.0,25.0
1104,CHP04772,心叶荆芥,1.0,3.0,3.0,1.0,1.0
1105,CHP04795,杏仁,1.0,11.0,11.0,5.0,5.0
1106,CHP04807,绣线菊,1.0,33.0,33.0,18.0,18.0
1107,CHP04809,绣线菊叶,1.0,9.0,9.0,5.0,5.0
1108,CHP04693,小连翘,1.0,6.0,6.0,3.0,2.0
1109,CHP04698,小米草,1.0,2.0,2.0,1.0,1.0
1110,CHP04717,小通草,1.0,14.0,14.0,14.0,14.0
1111,CHP04736,小叶贯众,1.0,6.0,6.0,5.0,4.0
1112,CHP04737,小叶黑柴胡,1.0,2.0,2.0,1.0,1.0
1113,CHP04746,小叶石楠,1.0,2.0,2.0,1.0,1.0
1114,CHP04753,小芸木,1.0,4.0,4.0,4.0,4.0
1115,CHP04761,斜基粗叶木,1.0,4.0,4.0,2.0,2.0
1116,CHP03670,神黄豆,1.0,4.0,4.0,2.0,2.0
1117,CHP03672,神香草,1.0,4.0,4.0,2.0,2.0
1118,CHP03673,肾茶,1.0,27.0,27.0,25.0,25.0
1119,CHP03679,肾子草,1.0,7.0,7.0,5.0,5.0
1120,CHP03682,升麻,1.0,134.0,134.0,113.0,113.0
1121,CHP03683,生姜,1.0,75.0,75.0,66.0,65.0
1122,CHP03687,省沽油,1.0,13.0,13.0,9.0,9.0
1123,CHP03653,蛇莓,1.0,3.0,3.0,1.0,1.0
1124,CHP03656,蛇婆子,1.0,3.0,3.0,3.0,3.0
1125,CHP03657,蛇葡萄,1.0,21.0,21.0,13.0,12.0
1126,CHP03659,蛇藤,1.0,3.0,3.0,1.0,1.0
1127,CHP03663,射干,1.0,63.0,63.0,35.0,35.0
1128,CHP03664,麝香草,1.0,21.0,21.0,10.0,8.0
1129,CHP03665,伸筋草,1.0,43.0,43.0,8.0,8.0
1130,CHP03605,山楂叶,1.0,29.0,29.0,13.0,13.0
1131,CHP03606,山芝麻,1.0,2.0,2.0,1.0,1.0
1132,CHP03609,山茱萸,1.0,71.0,71.0,39.0,38.0
1133,CHP03630,商陆,1.0,93.0,93.0,62.0,62.0
1134,CHP03635,芍药,1.0,107.0,107.0,75.0,73.0
1135,CHP03643,蛇床子,1.0,55.0,55.0,34.0,33.0
1136,CHP03647,蛇根草,1.0,10.0,10.0,6.0,6.0
1137,CHP03649,蛇菰,1.0,19.0,19.0,19.0,19.0
1138,CHP03576,山莴苣,1.0,6.0,6.0,4.0,4.0
1139,CHP03585,山香,1.0,12.0,12.0,11.0,11.0
1140,CHP03587,山香圆,1.0,6.0,6.0,5.0,5.0
1141,CHP03591,山药,1.0,25.0,25.0,22.0,22.0
1142,CHP03596,山樱桃,1.0,4.0,4.0,2.0,2.0
1143,CHP03601,山楂,1.0,25.0,25.0,9.0,9.0
1144,CHP03780,匙羹藤,1.0,4.0,4.0,1.0,1.0
1145,CHP03784,手参,1.0,12.0,12.0,3.0,3.0
1146,CHP03803,鼠李,1.0,6.0,6.0,2.0,2.0
1147,CHP03806,鼠曲草,1.0,10.0,10.0,6.0,5.0
1148,CHP03808,鼠尾草,1.0,59.0,59.0,40.0,39.0
1149,CHP03838,水飞蓟,1.0,38.0,38.0,24.0,23.0
1150,CHP03843,水红花子,1.0,17.0,17.0,9.0,8.0
1151,CHP03759,石枣子,1.0,9.0,9.0,5.0,5.0
1152,CHP03762,石竹,1.0,8.0,8.0,5.0,5.0
1153,CHP03768,使君子,1.0,25.0,25.0,10.0,9.0
1154,CHP03771,柿蒂,1.0,39.0,39.0,28.0,28.0
1155,CHP03778,柿叶,1.0,14.0,14.0,8.0,7.0
1156,CHP03716,石斛,1.0,74.0,74.0,23.0,23.0
1157,CHP03718,石荠苎,1.0,8.0,8.0,5.0,5.0
1158,CHP03719,石见穿,1.0,4.0,4.0,2.0,2.0
1159,CHP03732,石榴皮,1.0,18.0,18.0,12.0,12.0
1160,CHP03751,石刷把,1.0,4.0,4.0,2.0,2.0
1161,CHP03753,石蒜,1.0,16.0,16.0,9.0,8.0
1162,CHP03754,石韦,1.0,4.0,4.0,3.0,3.0
1163,CHP03695,蓍实,1.0,19.0,19.0,12.0,12.0
1164,CHP03696,十大功劳,1.0,12.0,12.0,7.0,7.0
1165,CHP03698,十大功劳叶,1.0,67.0,67.0,44.0,44.0
1166,CHP03704,石菖蒲,1.0,45.0,45.0,27.0,26.0
1167,CHP03705,石莼,1.0,8.0,8.0,3.0,2.0
1168,CHP03707,石胆草,1.0,6.0,6.0,3.0,3.0
1169,CHP03709,石刁柏,1.0,12.0,12.0,6.0,5.0
1170,CHP03979,苏木,1.0,50.0,50.0,31.0,29.0
1171,CHP03981,苏铁,1.0,7.0,7.0,4.0,4.0
1172,CHP03991,粟米,1.0,5.0,5.0,2.0,2.0
1173,CHP03992,粟米草,1.0,8.0,8.0,4.0,4.0
1174,CHP03997,酸浆,1.0,35.0,35.0,18.0,18.0
1175,CHP04002,酸石榴,1.0,8.0,8.0,5.0,5.0
1176,CHP04006,酸枣仁,1.0,27.0,27.0,19.0,19.0
1177,CHP03933,睡菜根,1.0,1.0,1.0,1.0,1.0
1178,CHP03934,睡莲,1.0,5.0,5.0,2.0,2.0
1179,CHP03946,四季青,1.0,17.0,17.0,12.0,11.0
1180,CHP03962,松节,1.0,7.0,7.0,3.0,3.0
1181,CHP03969,松香,1.0,6.0,6.0,4.0,4.0
1182,CHP03975,松子仁,1.0,15.0,15.0,11.0,11.0
1183,CHP03977,苏合香,1.0,21.0,21.0,15.0,14.0
1184,CHP03893,水松,1.0,4.0,4.0,2.0,2.0
1185,CHP03898,水苏,1.0,4.0,4.0,2.0,2.0
1186,CHP03905,水团花,1.0,6.0,6.0,3.0,3.0
1187,CHP03907,水蜈蚣,1.0,3.0,3.0,2.0,2.0
1188,CHP03910,水仙,1.0,7.0,7.0,4.0,4.0
1189,CHP03911,水仙根,1.0,6.0,6.0,4.0,4.0
1190,CHP03918,水杨梅,1.0,2.0,2.0,1.0,1.0
1191,CHP03853,水黄连,1.0,6.0,6.0,1.0,1.0
1192,CHP03863,水苦荬,1.0,6.0,6.0,4.0,4.0
1193,CHP03867,水蓼,1.0,12.0,12.0,6.0,6.0
1194,CHP03869,水流豆,1.0,32.0,32.0,15.0,15.0
1195,CHP03871,水龙骨,1.0,25.0,25.0,15.0,15.0
1196,CHP03881,水木草,1.0,1.0,1.0,1.0,1.0
1197,CHP03884,水茄,1.0,17.0,17.0,14.0,14.0
1198,CHP03889,水芹,1.0,2.0,2.0,1.0,1.0
1199,CHP04108,田葱,1.0,4.0,4.0,3.0,3.0
1200,CHP04114,甜茶,1.0,2.0,2.0,1.0,1.0
1201,CHP04115,甜茶藤,1.0,4.0,4.0,2.0,2.0
1202,CHP04119,甜瓜蒂,1.0,4.0,4.0,4.0,4.0
1203,CHP04127,甜叶菊,1.0,3.0,3.0,2.0,2.0
1204,CHP04139,铁海棠,1.0,6.0,6.0,3.0,3.0
1205,CHP04083,天冬,1.0,54.0,54.0,30.0,28.0
1206,CHP04084,天胡荽,1.0,12.0,12.0,7.0,7.0
1207,CHP04085,天花粉,1.0,5.0,5.0,3.0,3.0
1208,CHP04092,天罗水,1.0,12.0,12.0,6.0,6.0
1209,CHP04093,天麻,1.0,11.0,11.0,4.0,4.0
1210,CHP04095,天南星,1.0,42.0,42.0,20.0,19.0
1211,CHP04098,天茄子,1.0,4.0,4.0,2.0,2.0
1212,CHP04106,天竺黄,1.0,26.0,26.0,17.0,15.0
1213,CHP04055,糖荠,1.0,8.0,8.0,6.0,6.0
1214,CHP04057,桃儿七,1.0,10.0,10.0,7.0,7.0
1215,CHP04061,桃金娘,1.0,18.0,18.0,8.0,8.0
1216,CHP04065,桃仁,1.0,72.0,72.0,49.0,49.0
1217,CHP04069,桃枝,1.0,13.0,13.0,4.0,4.0
1218,CHP04070,桃子,1.0,2.0,2.0,1.0,1.0
1219,CHP04075,藤黄,1.0,96.0,96.0,34.0,33.0
1220,CHP04008,算盘子,1.0,20.0,20.0,14.0,14.0
1221,CHP04018,娑罗子,1.0,11.0,11.0,7.0,7.0
1222,CHP04021,锁阳,1.0,2.0,2.0,2.0,2.0
1223,CHP04033,台湾泽兰,1.0,7.0,7.0,5.0,4.0
1224,CHP04042,太子参,1.0,19.0,19.0,8.0,7.0
1225,CHP04047,檀香,1.0,27.0,27.0,20.0,19.0
1226,CHP04052,唐古特青兰,1.0,2.0,2.0,2.0,2.0
1227,CHP04054,唐松草,1.0,68.0,68.0,32.0,30.0
1228,CHP04244,土三七,1.0,15.0,15.0,5.0,5.0
1229,CHP04253,兔儿伞,1.0,2.0,2.0,1.0,1.0
1230,CHP04259,菟丝子,1.0,11.0,11.0,7.0,7.0
1231,CHP04268,娃儿藤,1.0,6.0,6.0,3.0,3.0
1232,CHP04270,瓦松,1.0,2.0,2.0,1.0,1.0
1233,CHP04276,豌豆,1.0,10.0,10.0,7.0,6.0
1234,CHP04280,晚香玉,1.0,19.0,19.0,10.0,10.0
1235,CHP04216,土贝母,1.0,24.0,24.0,22.0,22.0
1236,CHP04223,土当归,1.0,12.0,12.0,7.0,7.0
1237,CHP04225,土茯苓,1.0,27.0,27.0,14.0,14.0
1238,CHP04231,土槿皮,1.0,71.0,71.0,57.0,57.0
1239,CHP04232,土荆芥,1.0,8.0,8.0,4.0,4.0
1240,CHP04238,土木香,1.0,2.0,2.0,2.0,2.0
1241,CHP04173,葶苈子,1.0,39.0,39.0,23.0,22.0
1242,CHP04174,通草,1.0,24.0,24.0,24.0,24.0
1243,CHP04178,通关藤,1.0,21.0,21.0,11.0,10.0
1244,CHP04190,桐油,1.0,10.0,10.0,5.0,5.0
1245,CHP04208,透骨草,1.0,2.0,2.0,2.0,2.0
1246,CHP04163,铁树叶,1.0,1.0,1.0,1.0,1.0
1247,CHP04164,铁丝灵仙,1.0,14.0,14.0,11.0,11.0
1248,CHP04165,铁丝七,1.0,6.0,6.0,4.0,4.0
1249,CHP04167,铁苋,1.0,17.0,17.0,8.0,8.0
1250,CHP04169,铁线莲,1.0,2.0,2.0,1.0,1.0
1251,CHP04170,铁仔,1.0,3.0,3.0,2.0,1.0
1252,CHP04363,巫山淫羊藿,1.0,7.0,7.0,3.0,3.0
1253,CHP04368,无花果,1.0,25.0,25.0,9.0,7.0
1254,CHP04372,无患子,1.0,16.0,16.0,13.0,13.0
1255,CHP04374,无患子皮,1.0,5.0,5.0,3.0,3.0
1256,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
1257,CHP04335,乌棒子,1.0,2.0,2.0,1.0,1.0
1258,CHP04344,乌桕木根皮,1.0,2.0,2.0,1.0,1.0
1259,CHP04358,乌苏里瓦韦,1.0,2.0,2.0,1.0,1.0
1260,CHP04359,乌药,1.0,19.0,19.0,19.0,19.0
1261,CHP04313,尾叶香茶菜,1.0,35.0,35.0,21.0,21.0
1262,CHP04316,卫矛,1.0,3.0,3.0,1.0,1.0
1263,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
1264,CHP04326,文殊兰,1.0,60.0,60.0,32.0,32.0
1265,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
1266,CHP04329,问荆,1.0,4.0,4.0,2.0,2.0
1267,CHP04285,万年青根,1.0,10.0,10.0,6.0,6.0
1268,CHP04290,万寿菊,1.0,7.0,7.0,4.0,4.0
1269,CHP04293,王不留行,1.0,19.0,19.0,16.0,16.0
1270,CHP04297,王孙,1.0,1.0,1.0,1.0,1.0
1271,CHP04303,望江南,1.0,9.0,9.0,8.0,5.0
1272,CHP04306,威灵仙,1.0,40.0,40.0,28.0,28.0
1273,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
1274,CHP04629,小檗,1.0,11.0,11.0,5.0,5.0
1275,CHP04643,小飞蓬,1.0,8.0,8.0,3.0,2.0
1276,CHP04647,小构树,1.0,21.0,21.0,8.0,8.0
1277,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
1278,CHP04667,小花鬼针草,1.0,6.0,6.0,5.0,5.0
1279,CHP04682,小蓟,1.0,5.0,5.0,3.0,3.0
1280,CHP04683,小接筋草,1.0,7.0,7.0,3.0,3.0
1281,CHP04599,响铃草,1.0,11.0,11.0,7.0,7.0
1282,CHP04602,向日葵,1.0,6.0,6.0,1.0,1.0
1283,CHP04608,向日葵叶,1.0,11.0,11.0,6.0,6.0
1284,CHP04612,象皮木,1.0,10.0,10.0,6.0,6.0
1285,CHP04616,橡实,1.0,6.0,6.0,2.0,2.0
1286,CHP04565,香加皮,1.0,106.0,106.0,70.0,70.0
1287,CHP04571,香茅,1.0,3.0,3.0,2.0,2.0
1288,CHP04574,香排草,1.0,8.0,8.0,5.0,5.0
1289,CHP04578,香薷,1.0,8.0,8.0,7.0,7.0
1290,CHP04591,香橼,1.0,10.0,10.0,5.0,5.0
1291,CHP04538,藓生马先蒿,1.0,4.0,4.0,2.0,2.0
1292,CHP04546,相思藤,1.0,16.0,16.0,9.0,9.0
1293,CHP04547,相思子,1.0,11.0,11.0,7.0,7.0
1294,CHP04550,香柏,1.0,3.0,3.0,3.0,3.0
1295,CHP04552,香茶菜,1.0,463.0,463.0,278.0,278.0
1296,CHP04556,香附,1.0,52.0,52.0,37.0,37.0
1297,CHP04482,细辛,1.0,23.0,23.0,10.0,10.0
1298,CHP04485,细叶桉叶,1.0,7.0,7.0,3.0,3.0
1299,CHP04519,夏枯草,1.0,23.0,23.0,20.0,20.0
1300,CHP04521,夏天无,1.0,5.0,5.0,5.0,5.0
1301,CHP04523,夏至草,1.0,13.0,13.0,8.0,8.0
1302,CHP04524,仙鹤草,1.0,11.0,11.0,7.0,7.0
1303,CHP04525,仙茅,1.0,60.0,60.0,38.0,38.0
1304,CHP04527,仙人掌,1.0,3.0,3.0,1.0,1.0
1305,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
1306,CHP04466,豨莶草,1.0,56.0,56.0,39.0,39.0
1307,CHP04467,喜旱莲子草,1.0,7.0,7.0,3.0,3.0
1308,CHP04469,喜树,1.0,23.0,23.0,15.0,13.0
1309,CHP04473,细葛缕子,1.0,30.0,30.0,20.0,20.0
1310,CHP04477,细茎石斛,1.0,4.0,4.0,2.0,2.0
1311,CHP04431,五爪龙,1.0,6.0,6.0,3.0,3.0
1312,CHP04449,西瓜,1.0,15.0,15.0,3.0,3.0
1313,CHP04458,西洋参,1.0,49.0,49.0,42.0,42.0
1314,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
1315,CHP04460,西洋梨,1.0,3.0,3.0,1.0,1.0
1316,CHP04462,锡兰肉桂,1.0,3.0,3.0,1.0,1.0
1317,CHP04463,锡生藤,1.0,9.0,9.0,4.0,1.0
1318,CHP04389,吴茱萸,1.0,56.0,56.0,29.0,29.0
1319,CHP04404,五加皮,1.0,3.0,3.0,3.0,3.0
1320,CHP04409,五气朝阳草,1.0,9.0,9.0,8.0,8.0
1321,CHP04413,五色梅,1.0,23.0,23.0,13.0,13.0
1322,CHP04419,五味子,1.0,239.0,239.0,173.0,171.0
1323,CHP04422,五桠果,1.0,4.0,4.0,2.0,2.0
1324,CHP06127,树舌,1.0,46.0,46.0,24.0,24.0
1325,CHP06128,松萝,1.0,27.0,27.0,9.0,7.0
1326,CHP06129,松蕈,1.0,8.0,8.0,5.0,5.0
1327,CHP06131,香蕈,1.0,9.0,9.0,8.0,8.0
1328,CHP06133,蛹虫草,1.0,11.0,11.0,8.0,7.0
1329,CHP06134,云芝,1.0,16.0,16.0,11.0,11.0
1330,CHP06111,灵芝,1.0,283.0,283.0,208.0,201.0
1331,CHP06113,马勃,1.0,20.0,20.0,11.0,9.0
1332,CHP06116,蜜环菌,1.0,6.0,6.0,1.0,1.0
1333,CHP06117,蘑菇,1.0,11.0,11.0,7.0,5.0
1334,CHP06120,绒白乳菇,1.0,15.0,15.0,8.0,8.0
1335,CHP06125,石花,1.0,7.0,7.0,2.0,2.0
1336,CHP06089,冬虫夏草,1.0,17.0,17.0,6.0,6.0
1337,CHP06090,茯苓,1.0,30.0,30.0,27.0,27.0
1338,CHP06091,茯苓皮,1.0,39.0,39.0,24.0,23.0
1339,CHP06092,茯神,1.0,3.0,3.0,1.0,1.0
1340,CHP06099,红曲,1.0,2.0,2.0,2.0,2.0
1341,CHP06037,五灵脂,1.0,6.0,6.0,2.0,2.0
1342,CHP06039,象胆,1.0,1.0,1.0,1.0,1.0
1343,CHP06047,熊胆,1.0,6.0,6.0,5.0,5.0
1344,CHP06060,原蚕沙,1.0,6.0,6.0,5.0,5.0
1345,CHP06067,雉,1.0,2.0,2.0,1.0,1.0
1346,CHP06073,紫河车,1.0,2.0,2.0,1.0,1.0
1347,CHP00061,白刺,1.0,4.0,4.0,1.0,1.0
1348,CHP00062,白刺花,1.0,21.0,21.0,7.0,7.0
1349,CHP00068,白杜鹃花,1.0,18.0,18.0,7.0,7.0
1350,CHP00071,白饭豆,1.0,51.0,51.0,24.0,24.0
1351,CHP00076,白附子,1.0,58.0,58.0,19.0,19.0
1352,CHP00078,白果根,1.0,16.0,16.0,12.0,12.0
1353,CHP00079,白果槲寄生,1.0,4.0,4.0,3.0,3.0
1354,CHP00044,芭蕉花,1.0,9.0,9.0,4.0,4.0
1355,CHP00048,菝葜,1.0,90.0,90.0,49.0,48.0
1356,CHP00049,霸王鞭,1.0,20.0,20.0,10.0,10.0
1357,CHP00050,白八角莲,1.0,1.0,1.0,1.0,1.0
1358,CHP00053,白背叶,1.0,7.0,7.0,3.0,3.0
1359,CHP00057,白草莓,1.0,2.0,2.0,2.0,2.0
1360,CHP00059,白菖,1.0,61.0,61.0,22.0,21.0
1361,CHP00060,白车轴草,1.0,26.0,26.0,14.0,14.0
1362,CHP00026,八角枫,1.0,4.0,4.0,2.0,2.0
1363,CHP00030,八角茴香,1.0,266.0,266.0,121.0,118.0
1364,CHP00032,八角莲,1.0,138.0,138.0,71.0,67.0
1365,CHP00037,巴豆,1.0,137.0,137.0,77.0,75.0
1366,CHP00039,巴戟天,1.0,153.0,153.0,61.0,60.0
1367,CHP00040,巴拿马山石榴,1.0,10.0,10.0,7.0,7.0
1368,CHP00042,巴西胡桐,1.0,10.0,10.0,7.0,7.0
1369,CHP00011,艾纳香,1.0,18.0,18.0,5.0,4.0
1370,CHP00013,艾实,1.0,12.0,12.0,7.0,7.0
1371,CHP00014,艾叶,1.0,397.0,397.0,188.0,179.0
1372,CHP00015,安哥拉八角枫,1.0,9.0,9.0,5.0,4.0
1373,CHP00016,安徽贝母,1.0,11.0,11.0,8.0,8.0
1374,CHP00019,安息香,1.0,171.0,171.0,74.0,71.0
1375,CHP00020,桉叶,1.0,28.0,28.0,14.0,14.0
1376,CHP00023,暗紫贝母,1.0,11.0,11.0,4.0,4.0
1377,CHP01450,红筷子,0.9999999,3.0,3.0,1.0,1.0
1378,CHP04901,芫荽,0.9999999,8.0,8.0,3.0,3.0
1379,CHP03532,山姜,0.9999999,18.0,18.0,12.0,12.0
1380,CHP03650,蛇果黄堇,0.9999999,2.0,2.0,1.0,1.0
1381,CHP05482,蜘蛛抱蛋,0.9999999,3.0,3.0,1.0,1.0
1382,CHP04914,岩黄连,0.9999999,4.0,4.0,2.0,2.0
1383,CHP05169,茵陈,0.9999999,16.0,16.0,7.0,7.0
1384,CHP02284,栗柄金粉蕨,0.9999998,1.0,1.0,1.0,1.0
1385,CHP01211,狗脊,0.9999998,29.0,29.0,3.0,3.0
1386,CHP02970,柠檬桉叶,0.9999998,5.0,5.0,2.0,2.0
1387,CHP01829,蓟罂粟,0.9999998,7.0,7.0,2.0,2.0
1388,CHP03464,砂生槐,0.9999998,1.0,1.0,1.0,1.0
1389,CHP02033,橘叶,0.9999998,8.0,8.0,2.0,2.0
1390,CHP00308,藏青果,0.9999998,3.0,3.0,2.0,1.0
1391,CHP02834,茉莉花,0.9999997,2.0,2.0,1.0,1.0
1392,CHP05032,野菰,0.9999997,1.0,1.0,1.0,1.0
1393,CHP02983,牛蒡根,0.9999997,3.0,3.0,2.0,1.0
1394,CHP05306,圆萼刺参,0.9999997,2.0,2.0,2.0,2.0
1395,CHP03353,入地蜈蚣,0.9999997,13.0,13.0,8.0,8.0
1396,CHP03506,山矾叶,0.9999997,4.0,4.0,2.0,2.0
1397,CHP04181,通脉丹,0.99999964,2.0,2.0,1.0,1.0
1398,CHP01505,厚皮树,0.99999964,5.0,5.0,2.0,2.0
1399,CHP05772,蚕蛾,0.99999964,1.0,1.0,1.0,1.0
1400,CHP00069,白椴,0.99999964,1.0,1.0,1.0,1.0
1401,CHP02777,蒙自草胡椒,0.99999964,9.0,9.0,9.0,9.0
1402,CHP01786,鸡冠花,0.99999964,6.0,6.0,2.0,2.0
1403,CHP01919,金橘,0.99999964,2.0,2.0,1.0,1.0
1404,CHP06100,猴头菇,0.9999994,19.0,19.0,1.0,1.0
1405,CHP02296,痢止蒿,0.9999994,4.0,4.0,2.0,2.0
1406,CHP02782,迷果芹,0.9999994,1.0,1.0,1.0,1.0
1407,CHP03159,桤木,0.9999994,3.0,3.0,2.0,2.0
