rank,CHP_ID,Chinese_herbal_pieces,effective_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
36,CHP00050,白八角莲,1.0,1.0,1.0,1.0,1.0
37,CHP05877,鸡胆,1.0,2.0,2.0,2.0,2.0
38,CHP00057,白草莓,1.0,2.0,2.0,2.0,2.0
39,CHP05364,仔榄树,1.0,2.0,2.0,2.0,2.0
40,CHP02304,莲房,1.0,5.0,5.0,5.0,5.0
41,CHP02130,苦绳,1.0,3.0,3.0,3.0,3.0
42,CHP05729,总状绿绒蒿,1.0,1.0,1.0,1.0,1.0
43,CHP05800,鹅臎,1.0,1.0,1.0,1.0,1.0
44,CHP00430,椿白皮,1.0,1.0,1.0,1.0,1.0
45,CHP02844,牡蒿,1.0,2.0,2.0,2.0,2.0
46,CHP02813,绵藤,1.0,1.0,1.0,1.0,1.0
47,CHP02941,南蛇藤叶,1.0,1.0,1.0,1.0,1.0
48,CHP00428,春福寿草,1.0,3.0,3.0,3.0,3.0
49,CHP02427,龙眼肉,1.0,1.0,1.0,1.0,1.0
50,CHP01963,金樱叶,1.0,1.0,1.0,1.0,1.0
51,CHP02459,鹿葱,1.0,1.0,1.0,1.0,1.0
52,CHP00795,东北蛔蒿,1.0,3.0,3.0,3.0,3.0
53,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
54,CHP03266,清明花,1.0,5.0,5.0,5.0,5.0
55,CHP03216,窃衣,1.0,1.0,1.0,1.0,1.0
56,CHP03212,乔木紫珠,1.0,1.0,1.0,1.0,1.0
57,CHP01480,红雀珊瑚,1.0,2.0,2.0,2.0,2.0
58,CHP03113,苹果,1.0,1.0,1.0,1.0,1.0
59,CHP03110,飘拂草,1.0,1.0,1.0,1.0,1.0
60,CHP01868,浆果苋,1.0,1.0,1.0,1.0,1.0
61,CHP00463,楤木,1.0,4.0,4.0,4.0,4.0
62,CHP04920,岩筋菜,1.0,4.0,4.0,4.0,4.0
63,CHP04933,岩乌头,1.0,1.0,1.0,1.0,1.0
64,CHP04208,透骨草,1.0,2.0,2.0,2.0,2.0
65,CHP04163,铁树叶,1.0,1.0,1.0,1.0,1.0
66,CHP05066,野茉莉,1.0,12.0,12.0,12.0,12.0
67,CHP04119,甜瓜蒂,1.0,4.0,4.0,4.0,4.0
68,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
69,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
70,CHP01580,华东膜蕨,1.0,25.0,25.0,25.0,25.0
71,CHP01594,华南皂荚,1.0,1.0,1.0,1.0,1.0
72,CHP00662,稻芽,1.0,2.0,2.0,2.0,2.0
73,CHP02519,落葵,1.0,1.0,1.0,1.0,1.0
74,CHP04869,鸭儿芹,1.0,1.0,1.0,1.0,1.0
75,CHP01811,吉林乌头,1.0,1.0,1.0,1.0,1.0
76,CHP02504,罗勒子,1.0,1.0,1.0,1.0,1.0
77,CHP02589,马桑根,1.0,1.0,1.0,1.0,1.0
78,CHP02609,麦瓶草,1.0,1.0,1.0,1.0,1.0
79,CHP02049,卷丹,1.0,1.0,1.0,1.0,1.0
80,CHP06099,红曲,1.0,2.0,2.0,2.0,2.0
81,CHP02339,蓼实,1.0,2.0,2.0,2.0,2.0
82,CHP00225,暴马子皮,1.0,1.0,1.0,1.0,1.0
83,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
84,CHP04297,王孙,1.0,1.0,1.0,1.0,1.0
85,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
86,CHP03056,藕节,1.0,1.0,1.0,1.0,1.0
87,CHP02998,牛角瓜,1.0,2.0,2.0,2.0,2.0
88,CHP00635,淡竹叶,1.0,1.0,1.0,1.0,1.0
89,CHP00649,倒吊笔,1.0,2.0,2.0,2.0,2.0
90,CHP01546,槲叶,1.0,1.0,1.0,1.0,1.0
91,CHP03018,牛尾菜,1.0,1.0,1.0,1.0,1.0
92,CHP01724,黄秦艽,1.0,2.0,2.0,2.0,2.0
93,CHP01733,黄蜀葵花,1.0,1.0,1.0,1.0,1.0
94,CHP02707,毛葡萄,1.0,1.0,1.0,1.0,1.0
95,CHP01856,见血飞,1.0,3.0,3.0,3.0,3.0
96,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
97,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
98,CHP01764,火炭母草,1.0,1.0,1.0,1.0,1.0
99,CHP00667,地柏枝,1.0,1.0,1.0,1.0,1.0
100,CHP05467,真藓,1.0,1.0,1.0,1.0,1.0
101,CHP02987,牛扁,1.0,3.0,3.0,3.0,3.0
102,CHP01604,华中瘤足蕨,1.0,1.0,1.0,1.0,1.0
103,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
104,CHP02472,路路通,0.99999997,10.0,10.0,10.0,10.0
105,CHP03656,蛇婆子,0.9999999,3.0,3.0,3.0,3.0
106,CHP05295,芋头,0.99999985,4.0,4.0,4.0,4.0
107,CHP02284,栗柄金粉蕨,0.9999998,1.0,1.0,1.0,1.0
108,CHP03464,砂生槐,0.9999998,1.0,1.0,1.0,1.0
109,CHP03053,欧鼠李,0.99999975,2.0,2.0,2.0,2.0
110,CHP05032,野菰,0.9999997,1.0,1.0,1.0,1.0
111,CHP05306,圆萼刺参,0.99999967,2.0,2.0,2.0,2.0
112,CHP05772,蚕蛾,0.99999964,1.0,1.0,1.0,1.0
113,CHP00069,白椴,0.99999964,1.0,1.0,1.0,1.0
114,CHP00250,篦子三尖杉,0.9999994,1.0,1.0,1.0,1.0
115,CHP02782,迷果芹,0.9999994,1.0,1.0,1.0,1.0
116,CHP01216,狗屎花,0.99999934,1.0,1.0,1.0,1.0
117,CHP04550,香柏,0.9999992999999999,3.0,3.0,3.0,3.0
118,CHP05840,海马,0.9999991666666667,3.0,3.0,3.0,3.0
119,CHP03649,蛇菰,0.999999052631579,19.0,19.0,19.0,19.0
120,CHP00991,番石榴干,0.99999905,1.0,1.0,1.0,1.0
121,CHP01708,黄缅桂,0.9999989499999999,2.0,2.0,2.0,2.0
122,CHP04238,土木香,0.99999887,2.0,2.0,2.0,2.0
123,CHP04753,小芸木,0.9999979625000001,4.0,4.0,4.0,4.0
124,CHP02784,猕猴桃,0.999997,2.0,2.0,2.0,2.0
125,CHP06130,太白花,0.99999696,1.0,1.0,1.0,1.0
126,CHP00272,滨海前胡,0.9999966499999999,2.0,2.0,2.0,2.0
127,CHP01472,红楠,0.9999926583333334,6.0,6.0,6.0,6.0
128,CHP01802,鸡眼草,0.9999921,2.0,2.0,2.0,2.0
129,CHP05175,银粉背蕨,0.9999917,1.0,1.0,1.0,1.0
130,CHP02777,蒙自草胡椒,0.9999871544444444,9.0,9.0,9.0,9.0
131,CHP03306,拳参,0.9999796,3.0,3.0,3.0,3.0
132,CHP02659,毛八角枫,0.99997795,1.0,1.0,1.0,1.0
133,CHP04340,乌骨藤,0.99997723,1.0,1.0,1.0,1.0
134,CHP00939,多伞阿魏,0.9999750225,12.0,12.0,12.0,12.0
135,CHP05539,珠芽半支,0.99997375,2.0,2.0,2.0,2.0
136,CHP04052,唐古特青兰,0.9999732,2.0,2.0,2.0,2.0
137,CHP04960,羊角棉,0.99996085,2.0,2.0,2.0,2.0
138,CHP00671,地丁,0.9999544,1.0,1.0,1.0,1.0
139,CHP04717,小通草,0.9999363442857143,14.0,14.0,14.0,14.0
140,CHP05009,椰子皮,0.99993074,1.0,1.0,1.0,1.0
141,CHP05621,紫菜,0.99991894,2.0,2.0,2.0,2.0
142,CHP02591,马桑叶,0.999882025,4.0,4.0,4.0,4.0
143,CHP05195,罂粟壳,0.9998604666666667,3.0,3.0,3.0,3.0
144,CHP04404,五加皮,0.99983698,3.0,3.0,3.0,3.0
145,CHP01758,茴香根,0.99983007,1.0,1.0,1.0,1.0
146,CHP05353,云实,0.99980515,1.0,1.0,1.0,1.0
147,CHP03453,沙枣,0.99980384,1.0,1.0,1.0,1.0
148,CHP04174,通草,0.9997912470833334,24.0,24.0,24.0,24.0
149,CHP01596,华千金藤,0.99978742125,8.0,8.0,8.0,8.0
150,CHP02544,麻根,0.9997086749999999,6.0,6.0,6.0,6.0
151,CHP04359,乌药,0.9996043610526315,19.0,19.0,19.0,19.0
152,CHP01748,黄紫堇,0.9993983166666668,3.0,3.0,3.0,3.0
153,CHP05882,鸡肉,0.99937093,1.0,1.0,1.0,1.0
154,CHP03148,铺地蜈蚣,0.9992888571428572,14.0,14.0,14.0,14.0
155,CHP02831,魔芋,0.99924326,1.0,1.0,1.0,1.0
156,CHP02531,绿豆皮,0.99919653,2.0,2.0,2.0,2.0
157,CHP00583,大叶蒟,0.9980236499999999,2.0,2.0,2.0,2.0
158,CHP05853,猴枣,0.9979947,1.0,1.0,1.0,1.0
159,CHP05383,泽珍珠菜,0.99749095,2.0,2.0,2.0,2.0
160,CHP05173,银不换,0.9965695,1.0,1.0,1.0,1.0
161,CHP00294,菜蓟,0.996414425,4.0,4.0,4.0,4.0
162,CHP01172,高山唐松草,0.9963210699999999,3.0,3.0,3.0,3.0
163,CHP01054,枫香寄生,0.99534162,3.0,3.0,3.0,3.0
164,CHP04521,夏天无,0.993860072,5.0,5.0,5.0,5.0
165,CHP03364,瑞香根,0.992940525,4.0,4.0,4.0,4.0
166,CHP02563,马槟榔,0.9924944,2.0,2.0,2.0,2.0
167,CHP01013,飞机草,0.99209368,2.0,2.0,2.0,2.0
168,CHP02561,马比木,0.9890191,1.0,1.0,1.0,1.0
169,CHP03081,炮姜,0.98730576,1.0,1.0,1.0,1.0
170,CHP00768,钓樟枝叶,0.98594666,1.0,1.0,1.0,1.0
171,CHP00746,滇茜草,0.9823552464516128,31.0,31.0,29.0,29.0
172,CHP05124,夜来香,0.982063385882353,17.0,17.0,16.0,16.0
173,CHP05380,泽泻,0.9788021804166668,24.0,24.0,23.0,23.0
174,CHP04975,羊踯躅,0.9776463799999999,15.0,15.0,14.0,14.0
175,CHP04409,五气朝阳草,0.9751512155555555,9.0,9.0,8.0,8.0
176,CHP03541,山蒟,0.974062985,2.0,2.0,2.0,2.0
177,CHP02821,缅枣,0.9691420749999999,4.0,4.0,4.0,4.0
178,CHP02547,麻黄根,0.9689196714285715,21.0,21.0,20.0,20.0
179,CHP01245,骨碎补,0.967940765135135,37.0,37.0,35.0,35.0
180,CHP01957,金叶子,0.966822763,10.0,10.0,9.0,9.0
181,CHP05848,黑蚂蚁,0.9658632,1.0,1.0,1.0,1.0
182,CHP03398,三七花,0.9654762404166668,24.0,24.0,22.0,22.0
183,CHP01886,绞股蓝,0.965474461805668,247.0,247.0,227.0,227.0
184,CHP04519,夏枯草,0.9634467260869566,23.0,23.0,20.0,20.0
185,CHP03585,山香,0.9585725541666666,12.0,12.0,11.0,11.0
186,CHP03673,肾茶,0.9547633929629629,27.0,27.0,25.0,25.0
187,CHP02149,块茎糙苏,0.95318174,1.0,1.0,1.0,1.0
188,CHP05159,益智,0.952879205,12.0,12.0,11.0,11.0
189,CHP04216,土贝母,0.9520533816666665,24.0,24.0,22.0,22.0
190,CHP03328,忍冬藤,0.9520308774999999,16.0,16.0,14.0,14.0
191,CHP06136,猪苓,0.9510812177777778,9.0,9.0,8.0,8.0
192,CHP06090,茯苓,0.9506857453333333,30.0,30.0,27.0,27.0
193,CHP01750,灰叶,0.950077985,8.0,8.0,7.0,7.0
194,CHP01988,粳米,0.949745188888889,9.0,9.0,8.0,8.0
195,CHP02114,苦苣,0.9487872628571429,7.0,7.0,6.0,6.0
196,CHP03111,平贝母,0.9482377970833333,24.0,24.0,22.0,22.0
197,CHP03587,山香圆,0.9474417066666666,6.0,6.0,5.0,5.0
198,CHP05866,鲩鱼,0.94621724,1.0,1.0,1.0,1.0
199,CHP00824,冬凌草,0.9456422287399999,50.0,50.0,45.0,45.0
200,CHP03591,山药,0.94481238,25.0,25.0,22.0,22.0
201,CHP02585,马钱子,0.9445608212820513,39.0,39.0,35.0,35.0
202,CHP03884,水茄,0.9408010152941176,17.0,17.0,14.0,14.0
203,CHP06131,香蕈,0.9402237811111112,9.0,9.0,8.0,8.0
204,CHP00281,菠菜,0.9399596833333332,21.0,21.0,18.0,18.0
205,CHP05229,油柑叶,0.9380999316666667,6.0,6.0,5.0,5.0
206,CHP02796,米仔兰,0.9379522283333332,12.0,12.0,11.0,11.0
207,CHP00356,车前子,0.9379363109523808,42.0,42.0,35.0,35.0
208,CHP00349,常春卫矛,0.9376645783333334,6.0,6.0,5.0,5.0
209,CHP01728,黄山药,0.9375737660000001,5.0,5.0,4.0,4.0
210,CHP01110,附子,0.9374894004938272,81.0,81.0,70.0,69.0
211,CHP04826,悬钩子,0.9366131,5.0,5.0,4.0,4.0
212,CHP03682,升麻,0.9351503005970149,134.0,134.0,113.0,113.0
213,CHP04667,小花鬼针草,0.934232225,6.0,6.0,5.0,5.0
214,CHP00965,鹅掌楸,0.9337838866666667,12.0,12.0,10.0,10.0
215,CHP03683,生姜,0.9335769192000002,75.0,75.0,66.0,65.0
216,CHP06047,熊胆,0.9334293833333334,6.0,6.0,5.0,5.0
217,CHP04578,香薷,0.93267491625,8.0,8.0,7.0,7.0
218,CHP05194,罂粟,0.9308367228571429,7.0,7.0,6.0,6.0
219,CHP04972,羊蹄草,0.9308165,1.0,1.0,1.0,1.0
220,CHP00947,多足蕨,0.9307588,9.0,9.0,8.0,8.0
221,CHP03547,山里红,0.92945255,6.0,6.0,5.0,5.0
222,CHP02416,龙须藤,0.9292424075000001,28.0,28.0,25.0,25.0
223,CHP05456,浙贝母,0.9278083166666667,3.0,3.0,2.0,2.0
224,CHP02748,没药,0.9277449517663231,291.0,291.0,251.0,248.0
225,CHP02250,了哥王根,0.9277261285714286,7.0,7.0,6.0,6.0
226,CHP04372,无患子,0.927276915,16.0,16.0,13.0,13.0
227,CHP01130,甘遂,0.9270186098412698,63.0,63.0,51.0,51.0
228,CHP00720,地榆,0.9262537725263159,95.0,95.0,80.0,80.0
229,CHP04164,铁丝灵仙,0.9246571742857144,14.0,14.0,11.0,11.0
230,CHP03319,人参,0.924305318046875,128.0,128.0,108.0,107.0
231,CHP04055,糖荠,0.923663345,8.0,8.0,6.0,6.0
232,CHP02282,荔枝叶,0.9235528999999999,6.0,6.0,5.0,5.0
233,CHP04736,小叶贯众,0.9230116333333335,6.0,6.0,5.0,4.0
234,CHP04458,西洋参,0.9226932206122448,49.0,49.0,42.0,42.0
235,CHP04959,羊角拗子,0.92259556,4.0,4.0,3.0,3.0
236,CHP00229,北沙参,0.9218224550476191,105.0,105.0,88.0,88.0
237,CHP05922,鹿茸,0.9199956142857143,7.0,7.0,5.0,5.0
238,CHP05325,月见草,0.9196911750000001,2.0,2.0,2.0,1.0
239,CHP02520,落葵花,0.9183450777777777,9.0,9.0,7.0,7.0
240,CHP06015,水蛭,0.91800181,9.0,9.0,7.0,7.0
241,CHP05835,蛤壳,0.91759807,1.0,1.0,1.0,1.0
242,CHP02017,桔梗,0.9173875474747476,99.0,99.0,79.0,79.0
243,CHP00016,安徽贝母,0.9163185172727274,11.0,11.0,8.0,8.0
244,CHP05087,野鸦椿,0.9162008866666667,3.0,3.0,2.0,2.0
245,CHP05962,牛黄,0.9160560847368422,19.0,19.0,15.0,15.0
246,CHP04898,延龄草,0.9151211291666668,12.0,12.0,9.0,9.0
247,CHP03302,瞿麦,0.9150329899999999,10.0,10.0,8.0,8.0
248,CHP03215,茄子根,0.9137836075,4.0,4.0,3.0,3.0
249,CHP04828,旋覆花,0.9137072853571427,28.0,28.0,23.0,22.0
250,CHP05409,樟树皮,0.9134129575000001,4.0,4.0,3.0,3.0
251,CHP00244,蓖麻叶,0.9128601125,4.0,4.0,3.0,3.0
252,CHP05565,竹节参,0.9107622449999999,12.0,12.0,9.0,9.0
253,CHP01376,黑杠柳,0.9105837514285715,7.0,7.0,5.0,5.0
254,CHP02488,罗布麻,0.9099457916666668,12.0,12.0,10.0,10.0
255,CHP03192,牵牛子,0.9099270638461538,39.0,39.0,31.0,31.0
256,CHP03498,山地香茶菜,0.9095694822222222,18.0,18.0,13.0,13.0
257,CHP02803,密蒙花,0.908512266,35.0,35.0,28.0,28.0
258,CHP04293,王不留行,0.908211597368421,19.0,19.0,16.0,16.0
259,CHP01600,华山矾,0.907838016,10.0,10.0,7.0,7.0
260,CHP02985,牛蒡子,0.907499659047619,21.0,21.0,18.0,18.0
261,CHP04231,土槿皮,0.907435294084507,71.0,71.0,57.0,57.0
262,CHP01369,鹤草芽,0.9071709233333333,3.0,3.0,2.0,2.0
263,CHP04818,续断,0.9067917337113403,97.0,97.0,76.0,76.0
264,CHP03024,牛膝,0.9065111751111112,162.0,162.0,131.0,131.0
265,CHP00630,淡豆豉,0.9064673021739132,23.0,23.0,18.0,18.0
266,CHP00791,定木香,0.9052455872727272,22.0,22.0,16.0,16.0
267,CHP05730,总状升麻,0.9046899136363635,11.0,11.0,8.0,8.0
268,CHP00079,白果槲寄生,0.90406135,4.0,4.0,3.0,3.0
269,CHP00210,半夏曲,0.9025904,2.0,2.0,2.0,1.0
270,CHP05778,蝉蜕,0.90236138,8.0,8.0,6.0,6.0
271,CHP01964,金樱子,0.901876216888889,45.0,45.0,35.0,35.0
272,CHP00078,白果根,0.9014567175,16.0,16.0,12.0,12.0
273,CHP02405,龙葵,0.9007085579999999,55.0,55.0,39.0,39.0
274,CHP03352,乳香,0.9003535949350651,77.0,77.0,63.0,62.0
275,CHP01614,桦树皮,0.8996004340000001,5.0,5.0,4.0,4.0
276,CHP00642,刀豆,0.89944932944,25.0,25.0,21.0,21.0
277,CHP00472,打碗花,0.8990836,3.0,3.0,2.0,2.0
278,CHP01727,黄三七,0.8990479457142857,7.0,7.0,5.0,5.0
279,CHP00309,糙苏,0.8989966890909092,11.0,11.0,8.0,8.0
280,CHP01677,黄荆根,0.8986174,2.0,2.0,1.0,1.0
281,CHP01327,桂竹香,0.8984415133333333,3.0,3.0,2.0,2.0
282,CHP02095,苦地丁,0.8978314385185185,27.0,27.0,22.0,22.0
283,CHP00729,灯盏细辛,0.8977708923529412,17.0,17.0,14.0,14.0
284,CHP03341,肉苁蓉,0.896743674375,64.0,64.0,51.0,49.0
285,CHP01246,瓜蒌,0.8963345866666668,90.0,90.0,68.0,65.0
286,CHP03372,赛莨菪,0.8962308659090908,44.0,44.0,31.0,31.0
287,CHP00040,巴拿马山石榴,0.89570498,10.0,10.0,7.0,7.0
288,CHP01973,筋骨草,0.8956068951282051,39.0,39.0,29.0,29.0
289,CHP04866,鸦胆子,0.8953627791666667,12.0,12.0,9.0,9.0
290,CHP05477,知母,0.8950484754945053,91.0,91.0,72.0,72.0
291,CHP00514,大黄花,0.8930701022222224,9.0,9.0,6.0,6.0
292,CHP01228,枸骨叶,0.8929052352272727,44.0,44.0,34.0,34.0
293,CHP01570,花生油,0.8928842333333332,3.0,3.0,2.0,2.0
294,CHP04127,甜叶菊,0.89237248,3.0,3.0,2.0,2.0
295,CHP04303,望江南,0.8919590988888889,9.0,9.0,8.0,5.0
296,CHP00617,丹参,0.8911372788382979,235.0,235.0,183.0,176.0
297,CHP02602,马醉木,0.8910050442857144,14.0,14.0,10.0,10.0
298,CHP03256,青葙子,0.889003695,18.0,18.0,13.0,13.0
299,CHP01836,荚蒾,0.8883849355999999,25.0,25.0,19.0,19.0
300,CHP05663,紫茉莉根,0.8883076866666667,3.0,3.0,2.0,2.0
301,CHP03214,茄子,0.8882626775,8.0,8.0,6.0,6.0
302,CHP00093,白花蛇舌草,0.8880902119565218,46.0,46.0,33.0,33.0
303,CHP03687,省沽油,0.8880676223076923,13.0,13.0,9.0,9.0
304,CHP01945,金铁锁,0.8878183908333335,12.0,12.0,9.0,9.0
305,CHP01818,蒺藜,0.88770431716,75.0,75.0,57.0,57.0
306,CHP03772,柿根,0.88759253,2.0,2.0,1.0,1.0
307,CHP00397,臭梧桐,0.8875529672222222,18.0,18.0,13.0,13.0
308,CHP01549,蝴蝶花,0.8870640785714284,7.0,7.0,5.0,5.0
309,CHP03754,石韦,0.887020825,4.0,4.0,3.0,3.0
310,CHP02939,南蛇藤根,0.8864938578260869,23.0,23.0,17.0,17.0
311,CHP04839,雪莲花,0.886125535,4.0,4.0,3.0,3.0
312,CHP06167,硫磺,0.886061035,2.0,2.0,1.0,1.0
313,CHP00772,跌打老,0.8852798024999999,16.0,16.0,12.0,11.0
314,CHP01008,防风草,0.885124975,4.0,4.0,3.0,3.0
315,CHP01822,蕺叶秋海棠,0.8850775566666668,3.0,3.0,2.0,2.0
316,CHP03116,萍蓬草,0.8845203716666666,6.0,6.0,4.0,4.0
317,CHP05294,玉竹,0.8836767575,12.0,12.0,9.0,9.0
318,CHP04108,田葱,0.8832562875,4.0,4.0,3.0,3.0
319,CHP02516,落地生根,0.882370914,5.0,5.0,4.0,4.0
320,CHP02219,莨菪叶,0.8820694928947367,38.0,38.0,25.0,24.0
321,CHP02298,连翘,0.8818062129310344,116.0,116.0,86.0,82.0
322,CHP01007,防风,0.8814773826315789,38.0,38.0,30.0,28.0
323,CHP00987,番木瓜,0.8812067037500001,24.0,24.0,16.0,16.0
324,CHP05205,迎春花,0.880968356153846,13.0,13.0,9.0,9.0
325,CHP04473,细葛缕子,0.8806473743333333,30.0,30.0,20.0,20.0
326,CHP00641,党参,0.8799826036923077,65.0,65.0,50.0,50.0
327,CHP01916,金鸡纳,0.8796647920833331,24.0,24.0,15.0,15.0
328,CHP02439,耧斗菜,0.87953145625,16.0,16.0,10.0,10.0
329,CHP05427,长管香茶菜,0.8794810613636365,22.0,22.0,15.0,15.0
330,CHP00137,白屈菜,0.8792223356896551,58.0,58.0,46.0,45.0
331,CHP06111,灵芝,0.8792001302120142,283.0,283.0,208.0,201.0
332,CHP01551,虎耳草,0.8791796300000001,7.0,7.0,5.0,5.0
333,CHP00454,刺楸树皮,0.8791134018181819,11.0,11.0,7.0,7.0
334,CHP02254,雷公藤,0.878995653540856,257.0,257.0,189.0,187.0
335,CHP02121,苦楝叶,0.8788208666666666,3.0,3.0,2.0,2.0
336,CHP01351,诃子,0.8787340758823529,34.0,34.0,25.0,25.0
337,CHP04565,香加皮,0.8784960045283019,106.0,106.0,70.0,70.0
338,CHP02025,菊芋,0.8782643616666667,6.0,6.0,4.0,4.0
339,CHP02947,南天竹叶,0.8781249,4.0,4.0,3.0,3.0
340,CHP00252,萹蓄,0.8780634565753425,73.0,73.0,54.0,54.0
341,CHP02023,菊苣,0.8778177414285715,70.0,70.0,48.0,48.0
342,CHP02340,列当,0.87761849,5.0,5.0,4.0,3.0
343,CHP00676,地肤子,0.877577202,10.0,10.0,7.0,7.0
344,CHP00456,刺五加,0.8772587156603774,53.0,53.0,39.0,38.0
345,CHP00884,杜仲,0.877019150117647,85.0,85.0,64.0,62.0
346,CHP03576,山莴苣,0.8765725283333333,6.0,6.0,4.0,4.0
347,CHP04170,铁仔,0.8765535099999999,3.0,3.0,2.0,1.0
348,CHP00576,大叶骨碎补,0.8761959500000001,4.0,4.0,3.0,3.0
349,CHP00208,半枫荷,0.8760378666666666,3.0,3.0,2.0,2.0
350,CHP03185,千年健,0.8759402987999999,25.0,25.0,18.0,17.0
351,CHP05501,枳实,0.8758228716666667,6.0,6.0,5.0,3.0
352,CHP02934,南山藤,0.8750167,5.0,5.0,3.0,3.0
353,CHP04006,酸枣仁,0.8747294351851851,27.0,27.0,19.0,19.0
354,CHP02808,绵萆薢,0.8742161026415094,53.0,53.0,36.0,36.0
355,CHP01425,红花,0.8738968619298247,114.0,114.0,86.0,81.0
356,CHP04574,香排草,0.8736514325,8.0,8.0,5.0,5.0
357,CHP02914,苜蓿根,0.87309584,2.0,2.0,1.0,1.0
358,CHP00227,北豆,0.8728944037499999,16.0,16.0,10.0,10.0
359,CHP04765,薤白,0.8728293389999999,40.0,40.0,27.0,25.0
360,CHP04344,乌桕木根皮,0.8728165999999999,2.0,2.0,1.0,1.0
361,CHP04057,桃儿七,0.872797003,10.0,10.0,7.0,7.0
362,CHP00689,地黄,0.872626552385965,285.0,285.0,192.0,192.0
363,CHP00957,鹅不食草,0.8724706710204081,49.0,49.0,38.0,38.0
364,CHP02155,款冬花,0.8722724579746838,79.0,79.0,60.0,56.0
365,CHP02837,墨旱莲,0.8722324024528303,53.0,53.0,40.0,40.0
366,CHP04008,算盘子,0.8720723659999999,20.0,20.0,14.0,14.0
367,CHP04276,豌豆,0.8718542849999998,10.0,10.0,7.0,6.0
368,CHP03198,茜草,0.8717106922972973,74.0,74.0,48.0,47.0
369,CHP00384,赤小豆,0.8714303651923078,52.0,52.0,35.0,35.0
370,CHP03027,牛心茄子,0.871322786,5.0,5.0,3.0,3.0
371,CHP03630,商陆,0.8713046553763442,93.0,93.0,62.0,62.0
372,CHP03389,三棱,0.8711601225000001,16.0,16.0,11.0,11.0
373,CHP04285,万年青根,0.8709803170000001,10.0,10.0,6.0,6.0
374,CHP01555,虎尾兰,0.8708447349999999,2.0,2.0,1.0,1.0
375,CHP01946,金挖耳,0.8706665433333334,3.0,3.0,2.0,2.0
376,CHP05512,肿柄菊,0.870248796923077,13.0,13.0,9.0,9.0
377,CHP06133,蛹虫草,0.8701537609090909,11.0,11.0,8.0,7.0
378,CHP05689,紫葳茎叶,0.8699721583333333,6.0,6.0,4.0,4.0
