rank,CHP_ID,Chinese_herbal_pieces,high_quality_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
70,CHP05211,瘿花香茶菜,1.0,6.0,6.0,3.0,3.0
71,CHP05218,永宁独活,1.0,5.0,5.0,2.0,2.0
72,CHP05221,油茶根皮,1.0,7.0,7.0,3.0,3.0
73,CHP05224,油茶子,1.0,6.0,6.0,3.0,3.0
74,CHP00349,常春卫矛,1.0,6.0,6.0,5.0,5.0
75,CHP00319,草莓,1.0,2.0,2.0,1.0,1.0
76,CHP00312,草本威灵仙,1.0,11.0,11.0,3.0,3.0
77,CHP00314,草地黄芩,1.0,7.0,7.0,2.0,2.0
78,CHP00293,菜豆树,1.0,11.0,11.0,5.0,5.0
79,CHP05296,郁金香,1.0,9.0,9.0,4.0,4.0
80,CHP05267,鱼腥草,1.0,1.0,1.0,1.0,1.0
81,CHP05274,榆树,1.0,1.0,1.0,1.0,1.0
82,CHP00332,茶条槭,1.0,2.0,2.0,1.0,1.0
83,CHP05313,圆叶茅膏菜,1.0,2.0,2.0,1.0,1.0
84,CHP05322,月季花,1.0,11.0,11.0,1.0,1.0
85,CHP05287,玉蜀黍,1.0,4.0,4.0,2.0,2.0
86,CHP05289,玉叶金花,1.0,11.0,11.0,6.0,6.0
87,CHP02609,麦瓶草,1.0,1.0,1.0,1.0,1.0
88,CHP02567,马蛋果,1.0,2.0,2.0,1.0,1.0
89,CHP02589,马桑根,1.0,1.0,1.0,1.0,1.0
90,CHP02545,麻花,1.0,6.0,6.0,3.0,3.0
91,CHP02554,麻牛膝,1.0,15.0,15.0,7.0,7.0
92,CHP02540,绿玉树,1.0,2.0,2.0,1.0,1.0
93,CHP02239,老鼠瓜,1.0,5.0,5.0,2.0,2.0
94,CHP02240,老鼠簕,1.0,20.0,20.0,12.0,12.0
95,CHP02597,马先蒿,1.0,2.0,2.0,1.0,1.0
96,CHP02600,马银花,1.0,2.0,2.0,1.0,1.0
97,CHP02304,莲房,1.0,5.0,5.0,5.0,5.0
98,CHP02282,荔枝叶,1.0,6.0,6.0,5.0,5.0
99,CHP02218,莨菪根,1.0,4.0,4.0,2.0,2.0
100,CHP02696,毛连菜,1.0,4.0,4.0,2.0,2.0
101,CHP02644,芒萁骨,1.0,2.0,2.0,1.0,1.0
102,CHP02649,莽草根,1.0,2.0,2.0,1.0,1.0
103,CHP02661,毛白杨,1.0,13.0,13.0,6.0,6.0
104,CHP02633,蔓性千斤拔,1.0,3.0,3.0,1.0,1.0
105,CHP05066,野茉莉,1.0,12.0,12.0,12.0,12.0
106,CHP05070,野木瓜,1.0,6.0,6.0,1.0,1.0
107,CHP00371,秤钩风,1.0,10.0,10.0,5.0,5.0
108,CHP00373,齿叶草,1.0,3.0,3.0,1.0,1.0
109,CHP00374,齿叶橐吾,1.0,2.0,2.0,1.0,1.0
110,CHP00351,朝鲜白头翁,1.0,3.0,3.0,1.0,1.0
111,CHP00364,澄茄子,1.0,4.0,4.0,1.0,1.0
112,CHP05154,异叶梁王茶,1.0,8.0,8.0,4.0,4.0
113,CHP05159,益智,1.0,12.0,12.0,11.0,11.0
114,CHP05160,益智仁,1.0,5.0,5.0,1.0,1.0
115,CHP00393,臭茉莉,1.0,2.0,2.0,1.0,1.0
116,CHP05183,银线草,1.0,7.0,7.0,4.0,4.0
117,CHP05162,薏苡仁,1.0,6.0,6.0,2.0,2.0
118,CHP05139,一枝蒿,1.0,4.0,4.0,3.0,3.0
119,CHP02739,茅膏菜,1.0,3.0,3.0,2.0,2.0
120,CHP02745,茅莓,1.0,2.0,2.0,1.0,1.0
121,CHP02746,茅香,1.0,2.0,2.0,1.0,1.0
122,CHP02749,玫瑰,1.0,3.0,3.0,1.0,1.0
123,CHP02663,毛草龙,1.0,6.0,6.0,3.0,3.0
124,CHP02670,毛大丁草,1.0,9.0,9.0,2.0,2.0
125,CHP02675,毛冬青,1.0,5.0,5.0,3.0,3.0
126,CHP02685,毛诃子,1.0,5.0,5.0,2.0,2.0
127,CHP02096,苦碟子,1.0,2.0,2.0,1.0,1.0
128,CHP02100,苦豆子,1.0,2.0,2.0,1.0,1.0
129,CHP02062,咖啡,1.0,2.0,2.0,1.0,1.0
130,CHP02707,毛葡萄,1.0,1.0,1.0,1.0,1.0
131,CHP02713,毛蕊花,1.0,5.0,5.0,3.0,3.0
132,CHP02114,苦苣,1.0,7.0,7.0,6.0,6.0
133,CHP02121,苦楝叶,1.0,3.0,3.0,2.0,2.0
134,CHP02130,苦绳,1.0,3.0,3.0,3.0,3.0
135,CHP02084,苦艾,1.0,2.0,2.0,1.0,1.0
136,CHP02085,苦芺,1.0,3.0,3.0,2.0,2.0
137,CHP02781,迷迭香,1.0,10.0,10.0,5.0,5.0
138,CHP02133,苦檀子,1.0,6.0,6.0,1.0,1.0
139,CHP02137,苦玄参,1.0,20.0,20.0,12.0,12.0
140,CHP02159,昆明鸡血藤,1.0,3.0,3.0,1.0,1.0
141,CHP02166,腊梅花,1.0,5.0,5.0,2.0,2.0
142,CHP04971,羊蹄,1.0,4.0,4.0,2.0,2.0
143,CHP04920,岩筋菜,1.0,4.0,4.0,4.0,4.0
144,CHP04933,岩乌头,1.0,1.0,1.0,1.0,1.0
145,CHP04900,芫花根,1.0,3.0,3.0,2.0,2.0
146,CHP00418,川西獐牙菜,1.0,2.0,2.0,1.0,1.0
147,CHP00428,春福寿草,1.0,3.0,3.0,3.0,3.0
148,CHP00430,椿白皮,1.0,1.0,1.0,1.0,1.0
149,CHP04956,羊耳蒜,1.0,2.0,2.0,1.0,1.0
150,CHP04958,羊角拗,1.0,10.0,10.0,5.0,5.0
151,CHP04959,羊角拗子,1.0,4.0,4.0,3.0,3.0
152,CHP00463,楤木,1.0,4.0,4.0,4.0,4.0
153,CHP00466,粗榧子,1.0,8.0,8.0,4.0,4.0
154,CHP00433,莼菜,1.0,3.0,3.0,1.0,1.0
155,CHP00444,刺果苏木,1.0,36.0,36.0,24.0,24.0
156,CHP05010,椰子瓤,1.0,2.0,2.0,1.0,1.0
157,CHP05012,野百合,1.0,3.0,3.0,2.0,2.0
158,CHP05030,野甘草,1.0,18.0,18.0,10.0,10.0
159,CHP04975,羊踯躅,1.0,15.0,15.0,14.0,14.0
160,CHP04984,杨梅,1.0,9.0,9.0,6.0,6.0
161,CHP00472,打碗花,1.0,3.0,3.0,2.0,2.0
162,CHP02844,牡蒿,1.0,2.0,2.0,2.0,2.0
163,CHP02813,绵藤,1.0,1.0,1.0,1.0,1.0
164,CHP02814,绵枣儿,1.0,10.0,10.0,6.0,6.0
165,CHP02769,美人蕉,1.0,4.0,4.0,2.0,2.0
166,CHP02012,酒饼叶,1.0,7.0,7.0,4.0,4.0
167,CHP02847,木半夏根,1.0,3.0,3.0,2.0,2.0
168,CHP02054,绢毛蔷薇,1.0,3.0,3.0,1.0,1.0
169,CHP02025,菊芋,1.0,6.0,6.0,4.0,4.0
170,CHP02029,橘核,1.0,2.0,2.0,1.0,1.0
171,CHP02007,韭菜,1.0,4.0,4.0,3.0,3.0
172,CHP02935,南蛇竻,1.0,12.0,12.0,8.0,8.0
173,CHP02892,木麻黄,1.0,11.0,11.0,7.0,7.0
174,CHP02035,橘子,1.0,6.0,6.0,1.0,1.0
175,CHP02049,卷丹,1.0,1.0,1.0,1.0,1.0
176,CHP04761,斜基粗叶木,1.0,4.0,4.0,2.0,2.0
177,CHP04772,心叶荆芥,1.0,3.0,3.0,1.0,1.0
178,CHP04682,小蓟,1.0,5.0,5.0,3.0,3.0
179,CHP04698,小米草,1.0,2.0,2.0,1.0,1.0
180,CHP04737,小叶黑柴胡,1.0,2.0,2.0,1.0,1.0
181,CHP04746,小叶石楠,1.0,2.0,2.0,1.0,1.0
182,CHP04835,雪见草,1.0,2.0,2.0,1.0,1.0
183,CHP04839,雪莲花,1.0,4.0,4.0,3.0,3.0
184,CHP04851,血竭,1.0,4.0,4.0,1.0,1.0
185,CHP04816,徐长卿,1.0,15.0,15.0,5.0,5.0
186,CHP04821,萱草,1.0,9.0,9.0,4.0,4.0
187,CHP00571,大叶桉叶,1.0,7.0,7.0,2.0,2.0
188,CHP00500,大果大戟,1.0,16.0,16.0,10.0,10.0
189,CHP00508,大花糙苏,1.0,2.0,2.0,1.0,1.0
190,CHP00514,大黄花,1.0,9.0,9.0,6.0,6.0
191,CHP00541,大青,1.0,2.0,2.0,1.0,1.0
192,CHP04866,鸦胆子,1.0,12.0,12.0,9.0,9.0
193,CHP04867,鸦片,1.0,9.0,9.0,2.0,2.0
194,CHP04869,鸭儿芹,1.0,1.0,1.0,1.0,1.0
195,CHP00628,胆木,1.0,13.0,13.0,5.0,5.0
196,CHP00635,淡竹叶,1.0,1.0,1.0,1.0,1.0
197,CHP00560,大头橐吾,1.0,6.0,6.0,3.0,3.0
198,CHP04602,向日葵,1.0,6.0,6.0,1.0,1.0
199,CHP04574,香排草,1.0,8.0,8.0,5.0,5.0
200,CHP04527,仙人掌,1.0,3.0,3.0,1.0,1.0
201,CHP04538,藓生马先蒿,1.0,4.0,4.0,2.0,2.0
202,CHP04616,橡实,1.0,6.0,6.0,2.0,2.0
203,CHP04622,小百部,1.0,1.0,1.0,1.0,1.0
204,CHP04647,小构树,1.0,21.0,21.0,8.0,8.0
205,CHP04666,小花盾叶薯蓣,1.0,1.0,1.0,1.0,1.0
206,CHP04667,小花鬼针草,1.0,6.0,6.0,5.0,5.0
207,CHP00724,灯笼泡,1.0,5.0,5.0,2.0,2.0
208,CHP00728,灯油藤子,1.0,7.0,7.0,4.0,4.0
209,CHP00649,倒吊笔,1.0,2.0,2.0,2.0,2.0
210,CHP00662,稻芽,1.0,2.0,2.0,2.0,2.0
211,CHP00667,地柏枝,1.0,1.0,1.0,1.0,1.0
212,CHP00742,滇黄芩,1.0,10.0,10.0,5.0,5.0
213,CHP00767,钓樟根皮,1.0,8.0,8.0,2.0,2.0
214,CHP00708,地刷子,1.0,15.0,15.0,9.0,9.0
215,CHP02951,南烛,1.0,4.0,4.0,2.0,2.0
216,CHP02938,南蛇藤,1.0,4.0,4.0,2.0,2.0
217,CHP02941,南蛇藤叶,1.0,1.0,1.0,1.0,1.0
218,CHP02942,南酸枣,1.0,4.0,4.0,2.0,2.0
219,CHP02947,南天竹叶,1.0,4.0,4.0,3.0,3.0
220,CHP02924,南方菟丝子,1.0,4.0,4.0,2.0,2.0
221,CHP02934,南山藤,1.0,5.0,5.0,3.0,3.0
222,CHP01889,接骨木,1.0,10.0,10.0,5.0,5.0
223,CHP01896,芥菜,1.0,7.0,7.0,3.0,3.0
224,CHP01897,芥蓝,1.0,6.0,6.0,2.0,2.0
225,CHP01903,金草,1.0,2.0,2.0,1.0,1.0
226,CHP01953,金腰,1.0,3.0,3.0,1.0,1.0
227,CHP01963,金樱叶,1.0,1.0,1.0,1.0,1.0
228,CHP01965,金鱼藤,1.0,11.0,11.0,7.0,7.0
229,CHP01935,金雀根,1.0,1.0,1.0,1.0,1.0
230,CHP03050,欧当归,1.0,3.0,3.0,1.0,1.0
231,CHP02987,牛扁,1.0,3.0,3.0,3.0,3.0
232,CHP02997,牛耳枫子,1.0,6.0,6.0,4.0,4.0
233,CHP02998,牛角瓜,1.0,2.0,2.0,2.0,2.0
234,CHP03002,牛筋果,1.0,7.0,7.0,1.0,1.0
235,CHP03013,牛舌草,1.0,14.0,14.0,8.0,8.0
236,CHP03018,牛尾菜,1.0,1.0,1.0,1.0,1.0
237,CHP01946,金挖耳,1.0,3.0,3.0,2.0,2.0
238,CHP04431,五爪龙,1.0,6.0,6.0,3.0,3.0
239,CHP04459,西洋接骨木,1.0,4.0,4.0,4.0,4.0
240,CHP04460,西洋梨,1.0,3.0,3.0,1.0,1.0
241,CHP04379,无漏子,1.0,1.0,1.0,1.0,1.0
242,CHP04358,乌苏里瓦韦,1.0,2.0,2.0,1.0,1.0
243,CHP04363,巫山淫羊藿,1.0,7.0,7.0,3.0,3.0
244,CHP04462,锡兰肉桂,1.0,3.0,3.0,1.0,1.0
245,CHP04465,溪黄草,1.0,7.0,7.0,7.0,7.0
246,CHP04467,喜旱莲子草,1.0,7.0,7.0,3.0,3.0
247,CHP04422,五桠果,1.0,4.0,4.0,2.0,2.0
248,CHP00801,东当归,1.0,2.0,2.0,1.0,1.0
249,CHP00802,东方狗脊,1.0,12.0,12.0,7.0,7.0
250,CHP00770,调经草,1.0,5.0,5.0,3.0,3.0
251,CHP00778,丁茄,1.0,9.0,9.0,1.0,1.0
252,CHP00791,定木香,1.0,22.0,22.0,16.0,16.0
253,CHP00793,东北刺人参,1.0,16.0,16.0,1.0,1.0
254,CHP00795,东北蛔蒿,1.0,3.0,3.0,3.0,3.0
255,CHP00854,毒蛆草,1.0,3.0,3.0,1.0,1.0
256,CHP00879,杜鹃花叶,1.0,2.0,2.0,1.0,1.0
257,CHP00824,冬凌草,1.0,50.0,50.0,45.0,45.0
258,CHP00799,东北延胡索,1.0,4.0,4.0,2.0,2.0
259,CHP03056,藕节,1.0,1.0,1.0,1.0,1.0
260,CHP03077,泡桐果,1.0,2.0,2.0,1.0,1.0
261,CHP03022,牛西西,1.0,9.0,9.0,5.0,5.0
262,CHP03027,牛心茄子,1.0,5.0,5.0,3.0,3.0
263,CHP03038,糯稻根,1.0,13.0,13.0,7.0,7.0
264,CHP01797,鸡嗉子,1.0,4.0,4.0,3.0,3.0
265,CHP03087,蓬子菜,1.0,4.0,4.0,2.0,2.0
266,CHP03088,蟛蜞菊,1.0,7.0,7.0,5.0,5.0
267,CHP03097,皮哨子,1.0,5.0,5.0,3.0,3.0
268,CHP03098,枇杷,1.0,6.0,6.0,3.0,3.0
269,CHP01847,假连翘,1.0,6.0,6.0,2.0,2.0
270,CHP01853,剪秋罗,1.0,3.0,3.0,1.0,1.0
271,CHP01856,见血飞,1.0,3.0,3.0,3.0,3.0
272,CHP01811,吉林乌头,1.0,1.0,1.0,1.0,1.0
273,CHP01815,棘豆,1.0,13.0,13.0,9.0,9.0
274,CHP01822,蕺叶秋海棠,1.0,3.0,3.0,2.0,2.0
275,CHP03113,苹果,1.0,1.0,1.0,1.0,1.0
276,CHP03114,瓶尔小草,1.0,2.0,2.0,1.0,1.0
277,CHP03116,萍蓬草,1.0,6.0,6.0,4.0,4.0
278,CHP01858,见血清,1.0,3.0,3.0,1.0,1.0
279,CHP01868,浆果苋,1.0,1.0,1.0,1.0,1.0
280,CHP01876,胶质鼠尾草,1.0,3.0,3.0,1.0,1.0
281,CHP01884,角蒿,1.0,10.0,10.0,6.0,6.0
282,CHP00928,多花蒿,1.0,10.0,10.0,10.0,10.0
283,CHP00936,多裂委陵菜,1.0,3.0,3.0,2.0,2.0
284,CHP00945,多穗石柯叶,1.0,8.0,8.0,5.0,5.0
285,CHP00883,杜松实,1.0,7.0,7.0,1.0,1.0
286,CHP00902,断节参,1.0,3.0,3.0,2.0,2.0
287,CHP00990,番石榴,1.0,12.0,12.0,2.0,2.0
288,CHP00963,鹅绒藤,1.0,6.0,6.0,2.0,2.0
289,CHP00969,鄂报春,1.0,3.0,3.0,1.0,1.0
290,CHP04316,卫矛,1.0,3.0,3.0,1.0,1.0
291,CHP04324,文冠果,1.0,4.0,4.0,4.0,4.0
292,CHP04280,晚香玉,1.0,19.0,19.0,10.0,10.0
293,CHP04285,万年青根,1.0,10.0,10.0,6.0,6.0
294,CHP04290,万寿菊,1.0,7.0,7.0,4.0,4.0
295,CHP04297,王孙,1.0,1.0,1.0,1.0,1.0
296,CHP00988,番木瓜叶,1.0,1.0,1.0,1.0,1.0
297,CHP04328,文竹,1.0,1.0,1.0,1.0,1.0
298,CHP04329,问荆,1.0,4.0,4.0,2.0,2.0
299,CHP04335,乌棒子,1.0,2.0,2.0,1.0,1.0
300,CHP04344,乌桕木根皮,1.0,2.0,2.0,1.0,1.0
301,CHP04313,尾叶香茶菜,1.0,35.0,35.0,21.0,21.0
302,CHP04163,铁树叶,1.0,1.0,1.0,1.0,1.0
303,CHP04169,铁线莲,1.0,2.0,2.0,1.0,1.0
304,CHP04253,兔儿伞,1.0,2.0,2.0,1.0,1.0
305,CHP04270,瓦松,1.0,2.0,2.0,1.0,1.0
306,CHP04208,透骨草,1.0,2.0,2.0,2.0,2.0
307,CHP01050,风箱树叶,1.0,1.0,1.0,1.0,1.0
308,CHP01019,飞燕草,1.0,17.0,17.0,10.0,10.0
309,CHP01029,肺形草,1.0,5.0,5.0,4.0,4.0
310,CHP00993,番石榴皮,1.0,2.0,2.0,2.0,2.0
311,CHP00994,番石榴叶,1.0,3.0,3.0,3.0,3.0
312,CHP01002,繁缕,1.0,9.0,9.0,4.0,4.0
313,CHP01008,防风草,1.0,4.0,4.0,3.0,3.0
314,CHP01076,凤眼草,1.0,8.0,8.0,8.0,8.0
315,CHP01083,扶桑花,1.0,3.0,3.0,1.0,1.0
316,CHP01040,粪箕笃,1.0,4.0,4.0,2.0,2.0
317,CHP01043,风毛菊,1.0,8.0,8.0,3.0,3.0
318,CHP03162,漆大姑,1.0,4.0,4.0,3.0,3.0
319,CHP03119,婆罗门参,1.0,8.0,8.0,4.0,4.0
320,CHP03127,破叶莲,1.0,11.0,11.0,5.0,5.0
321,CHP03110,飘拂草,1.0,1.0,1.0,1.0,1.0
322,CHP03111,平贝母,1.0,24.0,24.0,22.0,22.0
323,CHP01712,黄皮根,1.0,2.0,2.0,1.0,1.0
324,CHP01716,黄皮叶,1.0,4.0,4.0,2.0,2.0
325,CHP01724,黄秦艽,1.0,2.0,2.0,2.0,2.0
326,CHP01727,黄三七,1.0,7.0,7.0,5.0,5.0
327,CHP03180,千金子,1.0,10.0,10.0,7.0,7.0
328,CHP03187,千日红,1.0,12.0,12.0,6.0,6.0
329,CHP01763,火索麻,1.0,8.0,8.0,6.0,6.0
330,CHP01764,火炭母草,1.0,1.0,1.0,1.0,1.0
331,CHP01728,黄山药,1.0,5.0,5.0,4.0,4.0
332,CHP01733,黄蜀葵花,1.0,1.0,1.0,1.0,1.0
333,CHP01739,黄菀,1.0,7.0,7.0,3.0,3.0
334,CHP03201,茜草藤,1.0,1.0,1.0,1.0,1.0
335,CHP03212,乔木紫珠,1.0,1.0,1.0,1.0,1.0
336,CHP01767,火焰花,1.0,6.0,6.0,3.0,3.0
337,CHP01773,鸡肠狼毒,1.0,18.0,18.0,9.0,9.0
338,CHP01756,茴芹,1.0,25.0,25.0,16.0,16.0
339,CHP01759,茴香茎叶,1.0,4.0,4.0,2.0,2.0
340,CHP04092,天罗水,1.0,12.0,12.0,6.0,6.0
341,CHP04002,酸石榴,1.0,8.0,8.0,5.0,5.0
342,CHP04008,算盘子,1.0,20.0,20.0,14.0,14.0
343,CHP04018,娑罗子,1.0,11.0,11.0,7.0,7.0
344,CHP01104,福寿草,1.0,20.0,20.0,1.0,1.0
345,CHP04108,田葱,1.0,4.0,4.0,3.0,3.0
346,CHP04114,甜茶,1.0,2.0,2.0,1.0,1.0
347,CHP04115,甜茶藤,1.0,4.0,4.0,2.0,2.0
348,CHP04119,甜瓜蒂,1.0,4.0,4.0,4.0,4.0
349,CHP04070,桃子,1.0,2.0,2.0,1.0,1.0
350,CHP04084,天胡荽,1.0,12.0,12.0,7.0,7.0
351,CHP01144,干冬菜,1.0,2.0,2.0,1.0,1.0
352,CHP01159,杠香藤,1.0,3.0,3.0,2.0,2.0
353,CHP01122,甘葛藤根,1.0,3.0,3.0,1.0,1.0
354,CHP01123,甘菊,1.0,2.0,2.0,2.0,2.0
355,CHP01125,甘青铁线莲,1.0,6.0,6.0,3.0,3.0
356,CHP01170,高山辣根菜,1.0,1.0,1.0,1.0,1.0
357,CHP01176,高乌头,1.0,5.0,5.0,2.0,2.0
358,CHP03853,水黄连,1.0,6.0,6.0,1.0,1.0
359,CHP03863,水苦荬,1.0,6.0,6.0,4.0,4.0
360,CHP03867,水蓼,1.0,12.0,12.0,6.0,6.0
361,CHP03881,水木草,1.0,1.0,1.0,1.0,1.0
362,CHP03780,匙羹藤,1.0,4.0,4.0,1.0,1.0
363,CHP03784,手参,1.0,12.0,12.0,3.0,3.0
364,CHP03803,鼠李,1.0,6.0,6.0,2.0,2.0
365,CHP03969,松香,1.0,6.0,6.0,4.0,4.0
366,CHP03889,水芹,1.0,2.0,2.0,1.0,1.0
367,CHP03905,水团花,1.0,6.0,6.0,3.0,3.0
368,CHP03907,水蜈蚣,1.0,3.0,3.0,2.0,2.0
369,CHP03910,水仙,1.0,7.0,7.0,4.0,4.0
370,CHP03918,水杨梅,1.0,2.0,2.0,1.0,1.0
371,CHP03933,睡菜根,1.0,1.0,1.0,1.0,1.0
372,CHP03934,睡莲,1.0,5.0,5.0,2.0,2.0
373,CHP03962,松节,1.0,7.0,7.0,3.0,3.0
374,CHP04021,锁阳,1.0,2.0,2.0,2.0,2.0
375,CHP01269,管花肉苁蓉,1.0,10.0,10.0,5.0,5.0
376,CHP01226,枸骨根,1.0,1.0,1.0,1.0,1.0
377,CHP01183,茖葱,1.0,6.0,6.0,2.0,2.0
378,CHP03256,青葙子,1.0,18.0,18.0,13.0,13.0
379,CHP03257,青羊参,1.0,2.0,2.0,2.0,2.0
380,CHP03214,茄子,1.0,8.0,8.0,6.0,6.0
381,CHP03216,窃衣,1.0,1.0,1.0,1.0,1.0
382,CHP03223,青黛,1.0,2.0,2.0,1.0,1.0
383,CHP03194,芡实,1.0,3.0,3.0,2.0,2.0
384,CHP01603,华泽兰,1.0,34.0,34.0,21.0,21.0
385,CHP01604,华中瘤足蕨,1.0,1.0,1.0,1.0,1.0
386,CHP03266,清明花,1.0,5.0,5.0,5.0,5.0
387,CHP03270,苘麻子,1.0,3.0,3.0,2.0,2.0
388,CHP03273,秋枫木,1.0,3.0,3.0,2.0,2.0
389,CHP03245,青钱柳,1.0,4.0,4.0,2.0,2.0
390,CHP01665,黄花铁线莲,1.0,3.0,3.0,1.0,1.0
391,CHP01675,黄堇,1.0,3.0,3.0,1.0,1.0
392,CHP01677,黄荆根,1.0,2.0,2.0,1.0,1.0
393,CHP01641,黄甘草,1.0,4.0,4.0,2.0,2.0
394,CHP01594,华南皂荚,1.0,1.0,1.0,1.0,1.0
395,CHP03360,蕤仁,1.0,3.0,3.0,2.0,2.0
396,CHP03317,荛花,1.0,5.0,5.0,3.0,3.0
397,CHP03328,忍冬藤,1.0,16.0,16.0,14.0,14.0
398,CHP01702,黄麻叶,1.0,7.0,7.0,3.0,3.0
399,CHP03653,蛇莓,1.0,3.0,3.0,1.0,1.0
400,CHP03659,蛇藤,1.0,3.0,3.0,1.0,1.0
401,CHP03596,山樱桃,1.0,4.0,4.0,2.0,2.0
402,CHP03606,山芝麻,1.0,2.0,2.0,1.0,1.0
403,CHP01309,鬼箭锦鸡儿,1.0,11.0,11.0,7.0,7.0
404,CHP03672,神香草,1.0,4.0,4.0,2.0,2.0
405,CHP03673,肾茶,1.0,27.0,27.0,25.0,25.0
406,CHP03679,肾子草,1.0,7.0,7.0,5.0,5.0
407,CHP03647,蛇根草,1.0,10.0,10.0,6.0,6.0
408,CHP01345,海州骨碎补,1.0,10.0,10.0,6.0,6.0
409,CHP01348,蔊菜,1.0,2.0,2.0,1.0,1.0
410,CHP01327,桂竹香,1.0,3.0,3.0,2.0,2.0
411,CHP01339,海韭菜,1.0,4.0,4.0,2.0,2.0
412,CHP03754,石韦,1.0,4.0,4.0,3.0,3.0
413,CHP03719,石见穿,1.0,4.0,4.0,2.0,2.0
414,CHP03687,省沽油,1.0,13.0,13.0,9.0,9.0
415,CHP03695,蓍实,1.0,19.0,19.0,12.0,12.0
416,CHP01359,河套大黄,1.0,2.0,2.0,2.0,2.0
417,CHP03375,三叉凤尾蕨,1.0,1.0,1.0,1.0,1.0
418,CHP01525,胡桃叶,1.0,2.0,2.0,1.0,1.0
419,CHP01537,湖北贝母,1.0,9.0,9.0,5.0,5.0
420,CHP01540,湖北黄精,1.0,13.0,13.0,7.0,7.0
421,CHP01506,厚皮香,1.0,7.0,7.0,4.0,4.0
422,CHP01573,花叶假杜鹃,1.0,7.0,7.0,4.0,4.0
423,CHP01580,华东膜蕨,1.0,25.0,25.0,25.0,25.0
424,CHP01546,槲叶,1.0,1.0,1.0,1.0,1.0
425,CHP01558,虎掌草,1.0,5.0,5.0,3.0,3.0
426,CHP03456,沙枣树皮,1.0,2.0,2.0,1.0,1.0
427,CHP03498,山地香茶菜,1.0,18.0,18.0,13.0,13.0
428,CHP03440,沙冬青,1.0,2.0,2.0,1.0,1.0
429,CHP01566,花锚,1.0,4.0,4.0,2.0,2.0
430,CHP01568,花楸,1.0,5.0,5.0,3.0,3.0
431,CHP01570,花生油,1.0,3.0,3.0,2.0,2.0
432,CHP03547,山里红,1.0,6.0,6.0,5.0,5.0
433,CHP03550,山柳,1.0,2.0,2.0,1.0,1.0
434,CHP03552,山萝卜,1.0,1.0,1.0,1.0,1.0
435,CHP03503,山矾,1.0,5.0,5.0,3.0,3.0
436,CHP03504,山矾根,1.0,4.0,4.0,2.0,2.0
437,CHP01398,黑种草,1.0,7.0,7.0,3.0,3.0
438,CHP01375,黑豆衣,1.0,2.0,2.0,1.0,1.0
439,CHP01376,黑杠柳,1.0,7.0,7.0,5.0,5.0
440,CHP01463,红毛野海棠,1.0,2.0,2.0,1.0,1.0
441,CHP01480,红雀珊瑚,1.0,2.0,2.0,2.0,2.0
442,CHP01430,红花龙胆,1.0,3.0,3.0,1.0,1.0
443,CHP03568,山稔叶,1.0,1.0,1.0,1.0,1.0
444,CHP03569,山珊瑚,1.0,1.0,1.0,1.0,1.0
445,CHP03576,山莴苣,1.0,6.0,6.0,4.0,4.0
446,CHP03587,山香圆,1.0,6.0,6.0,5.0,5.0
447,CHP01460,红毛七,1.0,9.0,9.0,4.0,4.0
448,CHP00049,霸王鞭,1.0,20.0,20.0,10.0,10.0
449,CHP00050,白八角莲,1.0,1.0,1.0,1.0,1.0
450,CHP00057,白草莓,1.0,2.0,2.0,2.0,2.0
451,CHP06047,熊胆,1.0,6.0,6.0,5.0,5.0
452,CHP06060,原蚕沙,1.0,6.0,6.0,5.0,5.0
453,CHP00061,白刺,1.0,4.0,4.0,1.0,1.0
454,CHP00040,巴拿马山石榴,1.0,10.0,10.0,7.0,7.0
455,CHP06067,雉,1.0,2.0,2.0,1.0,1.0
456,CHP06073,紫河车,1.0,2.0,2.0,1.0,1.0
457,CHP06089,冬虫夏草,1.0,17.0,17.0,6.0,6.0
458,CHP06092,茯神,1.0,3.0,3.0,1.0,1.0
459,CHP06037,五灵脂,1.0,6.0,6.0,2.0,2.0
460,CHP06039,象胆,1.0,1.0,1.0,1.0,1.0
461,CHP06125,石花,1.0,7.0,7.0,2.0,2.0
462,CHP06127,树舌,1.0,46.0,46.0,24.0,24.0
463,CHP06129,松蕈,1.0,8.0,8.0,5.0,5.0
464,CHP06099,红曲,1.0,2.0,2.0,2.0,2.0
465,CHP06116,蜜环菌,1.0,6.0,6.0,1.0,1.0
466,CHP05729,总状绿绒蒿,1.0,1.0,1.0,1.0,1.0
467,CHP05730,总状升麻,1.0,11.0,11.0,8.0,8.0
468,CHP05779,蟾蜍,1.0,11.0,11.0,6.0,6.0
469,CHP05689,紫葳茎叶,1.0,6.0,6.0,4.0,4.0
470,CHP05670,紫萁,1.0,2.0,2.0,2.0,2.0
471,CHP05675,紫杉,1.0,102.0,102.0,48.0,48.0
472,CHP00078,白果根,1.0,16.0,16.0,12.0,12.0
473,CHP00081,白蒿,1.0,9.0,9.0,4.0,4.0
474,CHP05780,蟾皮,1.0,4.0,4.0,2.0,2.0
475,CHP05800,鹅臎,1.0,1.0,1.0,1.0,1.0
476,CHP00141,白薯莨,1.0,2.0,2.0,1.0,1.0
477,CHP00119,白马骨,1.0,11.0,11.0,7.0,7.0
