rank,CHP_ID,Chinese_herbal_pieces,comprehensive_score,avg_score,adj_avg_score,total_score,effective_avg,high_quality_avg,ultra_high_count,high_quality_ratio
59,CHP03184,千年艾,0.6822216670415618,0.9732086,0.4740910885587606,0.9732086,0.9732086,0.9732086,1.0,1.0
60,CHP01941,金丝梅,0.6796102188597437,0.9670967,0.47353546128603324,0.9670967,0.9670967,0.9670967,1.0,1.0
61,CHP05887,鸡子白,0.679554716132471,0.9669668,0.47352365219512416,0.9669668,0.9669668,0.9669668,1.0,1.0
62,CHP01028,榧子,0.6793614478597436,0.96651447,0.47348253128603324,0.96651447,0.96651447,0.96651447,1.0,1.0
63,CHP02149,块茎糙苏,0.6786109988597436,0.9647581,0.47332286128603324,0.9647581,0.9647581,0.9647581,1.0,1.0
64,CHP01555,虎尾兰,0.6785800535775929,0.937387375,0.5097140103455305,1.87477475,0.937387375,0.937387375,1.0,1.0
65,CHP04595,香樟,0.6783559382145533,0.8471634373333334,0.6779697973658547,12.70745156,0.8471634373333334,0.9456710363636365,9.0,0.7333333333333333
66,CHP06118,木耳,0.6770456681324709,0.96109456,0.4729898121951242,0.96109456,0.96109456,0.96109456,1.0,1.0
67,CHP01610,化香树果,0.6768070961324709,0.9605362,0.47293905219512417,0.9605362,0.9605362,0.9605362,1.0,1.0
68,CHP00897,短小蛇根草,0.6762616824961073,0.9592597,0.4728230067405787,0.9592597,0.9592597,0.9592597,1.0,1.0
69,CHP04848,血风藤,0.6743828674380644,0.8252949605000002,0.6247371489573184,8.252949605000001,0.8252949605000002,0.9096321366666668,7.0,0.9
70,CHP00648,倒地铃,0.6740134887688346,0.95399797,0.4723446676496696,0.95399797,0.95399797,0.95399797,1.0,1.0
71,CHP05647,紫金牛根,0.6726822218568609,0.8501249928571427,0.5995687249497861,5.950874949999999,0.8501249928571427,0.9568578766666667,4.0,0.8571428571428571
72,CHP00289,补血草,0.6710432981324709,0.94704646,0.4717127121951242,0.94704646,0.94704646,0.94704646,1.0,1.0
73,CHP02034,橘叶巴戟,0.6700325060775928,0.918392825,0.5065482520121972,1.83678565,0.918392825,0.918392825,1.0,1.0
74,CHP04880,鸭跖草,0.6700059288677944,0.929249255,0.5684850281533118,3.71699702,0.929249255,0.99488934,3.0,0.75
75,CHP00990,番石榴,0.6695992761257883,0.8210937340000001,0.6406780991884712,9.853124808,0.8210937340000001,0.9749494788888889,8.0,0.75
76,CHP05766,鳖甲,0.6694738535775928,0.917151375,0.5063413436788639,1.83430275,0.917151375,0.917151375,1.0,1.0
77,CHP03105,辟汗草,0.6691547697688346,0.9426265,0.47131089764966966,0.9426265,0.9426265,0.9426265,1.0,1.0
78,CHP05070,野木瓜,0.6688192705265793,0.8368040473333335,0.5789136036341479,5.020824284000001,0.8368040473333335,0.9961493879999999,5.0,0.8333333333333334
79,CHP04233,土连翘,0.6673572334051981,0.9384195,0.4709284431042151,0.9384195,0.9384195,0.9384195,1.0,1.0
80,CHP00778,丁茄,0.6661017004782427,0.8166619,0.6100921302182298,7.3499571,0.8166619,0.9904935571428571,7.0,0.7777777777777778
81,CHP01211,狗脊,0.6657632893409757,0.7829962404827586,0.6909919063627273,22.706890974,0.7829962404827586,0.9129113628571427,15.0,0.7241379310344828
82,CHP02515,骆驼蓬子,0.6635687488275929,0.90402892,0.5041542678455305,1.80805784,0.90402892,0.90402892,1.0,1.0
83,CHP05297,郁金香根,0.6604451570415618,0.9222423,0.4694577885587605,0.9222423,0.9222423,0.9222423,1.0,1.0
84,CHP03665,伸筋草,0.6588205007150277,0.7336042748095349,0.6752222111501203,31.544983816810003,0.7336042748095349,0.9529883993103448,25.0,0.6744186046511628
85,CHP05379,泽藓,0.658562623314289,0.91783637,0.46905724946785143,0.91783637,0.91783637,0.91783637,1.0,1.0
86,CHP00285,伯乐树,0.6578352470415618,0.916134,0.46890248855876054,0.916134,0.916134,0.916134,1.0,1.0
87,CHP04110,田旋花,0.6575925988597436,0.9155661,0.4688508612860333,0.9155661,0.9155661,0.9155661,1.0,1.0
88,CHP04602,向日葵,0.6552380903026457,0.8111084833333333,0.5692777671341478,4.8666509,0.8111084833333333,0.9719473080000001,4.0,0.8333333333333334
89,CHP05889,鸡子壳,0.6548482474961073,0.90914315,0.4682669567405787,0.90914315,0.90914315,0.90914315,1.0,1.0
90,CHP04798,杏子,0.6527701852233799,0.9042796,0.4678248158314878,0.9042796,0.9042796,0.9042796,1.0,1.0
91,CHP04824,玄参,0.6507846704962418,0.7363873657619048,0.6356750985531086,15.464134681,0.7363873657619048,0.9785460200000001,14.0,0.7142857142857143
92,CHP00809,东一号剑麻,0.6507491064529305,0.8199198033333333,0.6116353475866508,7.37927823,0.8199198033333333,0.9950456933333335,6.0,0.6666666666666666
93,CHP02982,牛蒡,0.648920680555895,0.79825598,0.6282211424611984,9.57907176,0.79825598,0.9791341925,7.0,0.6666666666666666
94,CHP00149,白土茯苓,0.6478958538403554,0.8945354,0.4669389794678514,0.8945354,0.8945354,0.8945354,0.0,1.0
95,CHP04535,咸酸蔃,0.6465544952039919,0.89139605,0.466653584013306,0.89139605,0.89139605,0.89139605,0.0,1.0
96,CHP04272,歪脖子果,0.6450063784578787,0.8262363816666666,0.5749507290091478,4.95741829,0.8262363816666666,0.9007059099999999,3.0,0.8333333333333334
97,CHP06156,红粉,0.6446589766585372,0.88695973,0.46625028219512415,0.88695973,0.88695973,0.88695973,0.0,1.0
98,CHP00605,大叶醉鱼草,0.6443112285367181,0.8719342775000001,0.552109320296169,3.4877371100000003,0.8719342775000001,0.95184888,2.0,0.75
99,CHP02397,龙船花,0.6438195734159151,0.8187646390909091,0.6308668763879223,9.00641103,0.8187646390909091,0.9589876742857143,5.0,0.6363636363636364
100,CHP00408,楮树根,0.6409636281457415,0.7425232787608698,0.6856761463776139,34.15607082300001,0.7425232787608698,0.9224732037037037,20.0,0.5869565217391305
101,CHP05712,紫珠,0.6409166529312645,0.8782011,0.46545404310421506,0.8782011,0.8782011,0.8782011,0.0,1.0
102,CHP00330,茶花,0.6390391872230398,0.8959228566666666,0.5330432264727973,2.68776857,0.8959228566666666,0.9925992349999999,2.0,0.6666666666666666
103,CHP05482,蜘蛛抱蛋,0.6380770021461167,0.8884287166666667,0.5313138095497204,2.66528615,0.8884287166666667,0.997876575,2.0,0.6666666666666666
104,CHP01416,红豆杉,0.638014713092289,0.463811581305657,0.4631013260387927,254.1687465555,0.463811581305657,0.9791464914479638,211.0,0.4032846715328467
105,CHP06080,豹皮菇,0.6375104495820142,0.8922839499999999,0.5322034787804897,2.67685185,0.8922839499999999,0.989854075,2.0,0.6666666666666666
106,CHP02527,吕宋楸毛,0.6369284161193124,0.8219407566666668,0.5733398696341478,4.931644540000001,0.8219407566666668,0.98847351,4.0,0.6666666666666666
107,CHP02026,橘白,0.6367836011130827,0.868528,0.4645746703769424,0.868528,0.868528,0.868528,0.0,1.0
108,CHP05680,紫苏子,0.6365807389835673,0.7563134936363638,0.652521569817074,16.638896860000003,0.7563134936363638,0.9655265023076923,11.0,0.5909090909090909
109,CHP05541,珠子参,0.6361981732047283,0.7869239259999999,0.5450942002764243,3.93461963,0.7869239259999999,0.9657621325,3.0,0.8
110,CHP00414,川鄂淫羊藿,0.6355604589643393,0.7408389173636365,0.590048641197446,8.149228091000001,0.7408389173636365,0.97799985125,8.0,0.7272727272727273
111,CHP05499,枳椇子,0.6339362112047283,0.7878067059999999,0.5453884602764243,3.9390335299999997,0.7878067059999999,0.9531281524999999,3.0,0.8
112,CHP01020,飞扬草,0.6336818745676283,0.86126864,0.4639147285587605,0.86126864,0.86126864,0.86126864,0.0,1.0
113,CHP02749,玫瑰,0.6312711175307321,0.8633889166666666,0.5255353941651051,2.59016675,0.8633889166666666,0.997554575,2.0,0.6666666666666666
114,CHP06096,鬼盖,0.6304902423953787,0.8333634566666667,0.5776233821341479,5.00018074,0.8333634566666667,0.9419891749999999,3.0,0.6666666666666666
115,CHP05252,柚子,0.6301810838403554,0.8530753,0.4631698794678514,0.8530753,0.8530753,0.8530753,0.0,1.0
116,CHP01909,金冠鳞毛蕨,0.6300516629312645,0.8527724,0.4631423431042151,0.8527724,0.8527724,0.8527724,0.0,1.0
117,CHP05175,银粉背蕨,0.6295092829312646,0.851503,0.4630269431042151,0.851503,0.851503,0.851503,0.0,1.0
118,CHP02909,木竹子,0.628310038371603,0.71820830878125,0.678474664001978,45.965331762,0.71820830878125,0.9137200825714286,23.0,0.546875
119,CHP01470,红木香,0.627589690084126,0.7886533891666668,0.6229833656430167,9.463840670000002,0.7886533891666668,0.9559929985714286,6.0,0.5833333333333334
120,CHP02972,柠檬皮,0.626481772035979,0.78467187,0.559364037134148,4.7080312200000005,0.78467187,0.994472925,4.0,0.6666666666666666
121,CHP03780,匙羹藤,0.6240922066773185,0.769401585,0.522814265296169,3.07760634,0.769401585,0.9936745433333334,3.0,0.75
122,CHP03921,水杨枝叶,0.6231067720221736,0.8365184,0.46166470674057875,0.8365184,0.8365184,0.8365184,0.0,1.0
123,CHP01449,红景天,0.6229640607238978,0.6738418389363635,0.6276080423582661,29.649040913199997,0.6738418389363635,0.9746310284615384,23.0,0.5909090909090909
124,CHP03401,三色堇,0.6208827021130827,0.83131313,0.46119150037694234,0.83131313,0.83131313,0.83131313,0.0,1.0
125,CHP00276,柄果槲寄生,0.6195307385676282,0.82814896,0.46090384855876054,0.82814896,0.82814896,0.82814896,0.0,1.0
126,CHP02683,毛贯众,0.6174068887317079,0.8379332374999999,0.5423947374390261,3.3517329499999997,0.8379332374999999,0.8730091,0.0,0.75
127,CHP01814,极美云实,0.6154871972246109,0.7470086866666666,0.5770985028498088,6.72307818,0.7470086866666666,0.9470070333333332,5.0,0.6666666666666666
128,CHP03215,茄子根,0.6154416642249374,0.7495271717499999,0.5171358615104547,2.9981086869999998,0.7495271717499999,0.97881385,3.0,0.75
129,CHP01888,接骨丹,0.6150129191130828,0.81757534,0.4599426103769424,0.81757534,0.81757534,0.81757534,0.0,1.0
130,CHP06089,冬虫夏草,0.6144777933876832,0.6875337311764707,0.5899950668202358,11.688073430000001,0.6875337311764707,0.9754689918181818,11.0,0.6470588235294118
131,CHP04834,雪胆,0.6140984888717596,0.6761965585333332,0.5753896700858546,10.142948377999998,0.6761965585333332,0.995666357,10.0,0.6666666666666666
132,CHP00883,杜松实,0.6094627948580131,0.74173504,0.5549375678909627,5.19214528,0.74173504,0.930349292,2.0,0.7142857142857143
133,CHP03130,葡萄,0.6090079194411766,0.7145386216666668,0.5825571288248349,8.574463460000002,0.7145386216666668,0.9942837657142858,7.0,0.5833333333333334
134,CHP04552,香茶菜,0.6079430993774798,0.46227288430988983,0.461467523910413,214.032345435479,0.46227288430988983,0.9835953541242938,173.0,0.38228941684665224
135,CHP05073,野漆树,0.6071532783641279,0.8007411820000001,0.5496999522764244,4.003705910000001,0.8007411820000001,0.9533662766666667,2.0,0.6
136,CHP00924,盾叶唐松草,0.6069644705412633,0.7646903619999998,0.5944348497073182,7.646903619999999,0.7646903619999998,0.9142617066666666,4.0,0.6
137,CHP00203,半边旗,0.606925043371395,0.786505946,0.5449548736097577,3.93252973,0.786505946,0.9700234533333333,3.0,0.6
138,CHP06116,蜜环菌,0.604711101421445,0.7567782566666668,0.5489039321341479,4.540669540000001,0.7567782566666668,0.9363123475,2.0,0.6666666666666666
139,CHP04838,雪莲,0.6034364289187734,0.6422250888846153,0.581656824587399,16.697852311,0.6422250888846153,0.984061319375,16.0,0.6153846153846154
140,CHP03595,山银柴胡,0.6013911623275928,0.88087515,0.5002953061788639,1.7617503,0.88087515,0.9970832,1.0,0.5
141,CHP06100,猴头菇,0.6011956996712864,0.7091423772226315,0.6108792600474608,13.47370516723,0.7091423772226315,0.9573443700000001,8.0,0.5263157894736842
142,CHP04378,无距耧斗菜,0.6009223712486808,0.8184248833333333,0.5151590787804896,2.45527465,0.8184248833333333,0.90633935,2.0,0.6666666666666666
143,CHP05682,紫檀,0.600480896576413,0.669794167638889,0.6163996393292689,24.112590035000004,0.669794167638889,0.9517509826315791,17.0,0.5277777777777778
144,CHP05465,珍珠梅,0.6003585103275927,0.88129587,0.5003654261788638,1.76259174,0.88129587,0.99139404,1.0,0.5
145,CHP01450,红筷子,0.5993762495820143,0.77158909,0.5043508187804897,2.31476727,0.77158909,0.961656925,2.0,0.6666666666666666
146,CHP03659,蛇藤,0.5990945651204758,0.7441398,0.4980163672420282,2.2324194,0.7441398,0.99719947,2.0,0.6666666666666666
147,CHP05470,枕材,0.5980875768275927,0.86732908,0.49803762784553046,1.73465816,0.86732908,0.99749786,1.0,0.5
148,CHP02970,柠檬桉叶,0.5974338884380617,0.738231694,0.5288634562764244,3.69115847,0.738231694,0.9949790566666668,3.0,0.6
149,CHP05675,紫杉,0.5971657929057623,0.569870084127451,0.5568619817423783,58.126748581,0.569870084127451,0.9916639562962962,54.0,0.5294117647058824
150,CHP01593,华南吴茱萸,0.5969164626081466,0.71101376275,0.5061320303675976,2.844055051,0.71101376275,0.9447614999999999,2.0,0.75
151,CHP02033,橘叶,0.5963977515471076,0.695051188025,0.544566826574798,5.5604095042,0.695051188025,0.983564818,5.0,0.625
152,CHP00068,白杜鹃花,0.5958608069487171,0.6920717877777778,0.5963959126480844,12.45729218,0.6920717877777778,0.9439811899999999,9.0,0.5555555555555556
153,CHP01296,广金钱草,0.595654466107845,0.6681081643809526,0.5894214460047216,14.030271452000003,0.6681081643809526,0.9297557615384615,9.0,0.6190476190476191
154,CHP05248,柚花,0.5954705688002946,0.6587760328095238,0.5830996794563345,13.834296689,0.6587760328095238,0.9727018350000001,12.0,0.5714285714285714
155,CHP02061,君迁子,0.592806890519326,0.7323059128571429,0.5510549861262568,5.12614139,0.7323059128571429,0.9623566225,4.0,0.5714285714285714
156,CHP02356,凌霄,0.5913578577338957,0.6729733058333335,0.5174770755716479,4.037839835000001,0.6729733058333335,0.99338236,4.0,0.6666666666666666
157,CHP00187,败酱草,0.589776086147229,0.601577582657143,0.5794028020018297,42.11043078600001,0.601577582657143,0.9608662144736845,31.0,0.5428571428571428
158,CHP01083,扶桑花,0.5893855539409887,0.7142666833333333,0.49112257108818197,2.14280005,0.7142666833333333,0.988868225,2.0,0.6666666666666666
159,CHP05964,牛肾,0.5889876595568122,0.6777414316666666,0.5192651227591478,4.066448589999999,0.6777414316666666,0.9740811724999999,4.0,0.6666666666666666
160,CHP03803,鼠李,0.5889857308797289,0.6752514294999999,0.5183313719466478,4.051508577,0.6752514294999999,0.9779621575,4.0,0.6666666666666666
161,CHP00876,杜鹃花,0.5887572336755629,0.657453348090909,0.5463704858641126,7.231986828999999,0.657453348090909,0.9681773499999998,6.0,0.6363636363636364
162,CHP00368,橙子,0.5887261501003067,0.78337387625,0.5838213546747981,6.26699101,0.78337387625,0.9024158375,2.0,0.5
163,CHP05402,獐牙菜,0.58683775079164,0.6349627903783783,0.5901152471946035,23.493623244,0.6349627903783783,0.968491417368421,17.0,0.5135135135135135
164,CHP00095,白花藤,0.5863801139666296,0.7080111800000001,0.4896789933958743,2.12403354,0.7080111800000001,0.9822618949999999,2.0,0.6666666666666666
165,CHP00312,草本威灵仙,0.5855539885998976,0.6857293544545455,0.561181727292684,7.543022899,0.6857293544545455,0.9734045766666665,5.0,0.5454545454545454
166,CHP02816,棉花根,0.5852383845468332,0.6986668494444443,0.5541997378498088,6.288001645,0.6986668494444443,0.9617862880000001,5.0,0.5555555555555556
167,CHP00014,艾叶,0.5848915869171406,0.490091745763325,0.48847227627072826,194.56642306804002,0.490091745763325,0.9517473084810125,127.0,0.3979848866498741
168,CHP04316,卫矛,0.5841441294409886,0.6935582683333332,0.486343706088182,2.0806748049999997,0.6935582683333332,0.9905378149999999,2.0,0.6666666666666666
169,CHP01853,剪秋罗,0.5832967427871425,0.6896032833333333,0.48543101724202814,2.06880985,0.6896032833333333,0.9916249,2.0,0.6666666666666666
170,CHP00101,白芥,0.5826421876332963,0.6847609313333334,0.4843135513958743,2.054282794,0.6847609313333334,0.994870675,2.0,0.6666666666666666
171,CHP00433,莼菜,0.5817092147871424,0.6829624933333333,0.48389852724202814,2.04888748,0.6829624933333333,0.9926267849999999,2.0,0.6666666666666666
172,CHP00333,茶叶,0.5810369702470591,0.5708745741776,0.5600082603433064,71.3593217722,0.5708745741776,0.9650182656896552,51.0,0.464
173,CHP00080,白果紫草,0.58044231968855,0.662253683909091,0.5488849474831603,7.284790523000001,0.662253683909091,0.9862125700000001,6.0,0.5454545454545454
174,CHP03992,粟米草,0.5795092942148407,0.69691216375,0.5453939268970203,5.57529731,0.69691216375,0.9933254075,4.0,0.5
175,CHP01774,鸡蛋参,0.5794080398275927,0.8353505,0.49270786451219717,1.670701,0.8353505,0.9440734,1.0,0.5
176,CHP03199,茜草根,0.5787453078378083,0.6325144448181819,0.5333072508164937,6.9576588930000005,0.6325144448181819,0.9590969742857143,7.0,0.6363636363636364
177,CHP05261,鱼藤,0.5783262467759493,0.6406906009,0.5973883482029273,25.627624036,0.6406906009,0.9300950775000001,14.0,0.5
178,CHP01775,鸡蛋果,0.5779109523275927,0.83876447,0.4932768595121972,1.67752894,0.83876447,0.9323205,1.0,0.5
179,CHP01824,荠菜,0.577807012175999,0.6002343739470588,0.5713728925483011,30.6119530713,0.6002343739470588,0.9605258476923078,25.0,0.5098039215686274
180,CHP01578,华北白前,0.5776672869492583,0.649973192153846,0.5518019509628853,8.449651497999998,0.649973192153846,0.9819326457142857,7.0,0.5384615384615384
181,CHP02863,木瓜,0.5774214119359617,0.6413843579658537,0.5987951382499288,26.296758676600003,0.6413843579658537,0.964944166111111,15.0,0.43902439024390244
182,CHP02037,蒟蒻薯,0.5767993515587055,0.5588675858732394,0.5422394070511897,39.679598596999995,0.5588675858732394,0.9894084032432433,37.0,0.5211267605633803
183,CHP04000,酸模,0.5764305518275927,0.7827861,0.48394713117886384,1.5655722,0.7827861,0.99489146,1.0,0.5
184,CHP03309,雀梅藤,0.5763052168275927,0.79266188,0.4855930945121972,1.58532376,0.79266188,0.98192006,1.0,0.5
185,CHP05880,鸡脑,0.576069910274322,0.667134282,0.480245863088182,2.001402846,0.667134282,0.98573747,2.0,0.6666666666666666
186,CHP04951,燕麦,0.576065400667464,0.6263935186999999,0.5252864280573183,6.2639351869999995,0.6263935186999999,0.9946768283333333,6.0,0.6
187,CHP05983,全蝎,0.5757546007709117,0.6613326809873333,0.4789070320852589,1.9839980429619999,0.6613326809873333,0.99197077,2.0,0.6666666666666666
188,CHP01043,风毛菊,0.5745301267471077,0.639656251625,0.5199468548414647,5.117250013,0.639656251625,0.9665515880000001,5.0,0.625
189,CHP05780,蟾皮,0.5742208539652894,0.7296449500000001,0.5114552267247404,2.9185798000000003,0.7296449500000001,0.992167475,2.0,0.5
190,CHP05337,云南榧树,0.5731654948640655,0.7075063933333333,0.4895625041651051,2.12251918,0.7075063933333333,0.9168683200000001,2.0,0.6666666666666666
191,CHP05967,牛靥,0.5728803267703786,0.70461282,0.5293418933841478,4.22767692,0.70461282,0.9801124666666666,3.0,0.5
192,CHP00726,灯心草,0.5727688909960845,0.631803350108108,0.5876280282584332,23.376723953999996,0.631803350108108,0.9359711644444444,14.0,0.4864864864864865
193,CHP01302,广西九里香,0.5724610996506116,0.7532994483333334,0.5475993790091479,4.519796690000001,0.7532994483333334,0.9054979766666668,2.0,0.5
194,CHP00403,除虫菊,0.572301615649971,0.610519028064375,0.5388499162760141,9.76830444903,0.610519028064375,0.9888486544444444,9.0,0.5625
195,CHP01176,高乌头,0.5714930737047282,0.6558445959999999,0.5014010902764243,3.2792229799999997,0.6558445959999999,0.9888556300000001,3.0,0.6
196,CHP00011,艾纳香,0.5710641686372091,0.6353761776111111,0.5599487346837987,11.436771196999999,0.6353761776111111,0.9730310422222223,9.0,0.5
197,CHP05841,海螵蛸,0.5702592660775928,0.7550577249999999,0.47932573534553047,1.5101154499999998,0.7550577249999999,0.9986955,1.0,0.5
