rank,CHP_ID,Chinese_herbal_pieces,max_score,total_compounds,effective_count,high_quality_count,ultra_high_count
397,CHP02588,马桑,0.99891007,15.0,15.0,7.0,7.0
398,CHP04893,烟草,0.9989092,13.0,13.0,5.0,5.0
399,CHP00638,当归,0.99890816,171.0,171.0,57.0,45.0
400,CHP04975,羊踯躅,0.9989033,15.0,15.0,1.0,1.0
401,CHP01260,关黄柏,0.9989003,70.0,70.0,15.0,13.0
402,CHP00597,大叶仙茅,0.9988899,24.0,24.0,11.0,11.0
403,CHP00444,刺果苏木,0.9988861,36.0,36.0,12.0,12.0
404,CHP03372,赛莨菪,0.99887973,44.0,44.0,13.0,13.0
405,CHP01310,鬼箭羽,0.9988755,42.0,42.0,14.0,11.0
406,CHP00455,刺桐,0.9988724,104.0,104.0,42.0,22.0
407,CHP00331,茶树根,0.9988715,5.0,5.0,2.0,2.0
408,CHP04764,缬草,0.9988642,31.0,31.0,15.0,13.0
409,CHP02914,苜蓿根,0.9988521,2.0,2.0,1.0,1.0
410,CHP02796,米仔兰,0.9988489,12.0,12.0,2.0,2.0
411,CHP00293,菜豆树,0.9988383,11.0,11.0,6.0,4.0
412,CHP03532,山姜,0.998833,18.0,18.0,6.0,5.0
413,CHP00876,杜鹃花,0.9988211,11.0,11.0,7.0,6.0
414,CHP05766,鳖甲,0.9987984,2.0,2.0,2.0,1.0
415,CHP02356,凌霄,0.99879754,6.0,6.0,4.0,4.0
416,CHP03274,秋海棠,0.99879646,5.0,5.0,1.0,1.0
417,CHP00875,杜茎山,0.998792,25.0,25.0,9.0,8.0
418,CHP04042,太子参,0.9987849,19.0,19.0,8.0,7.0
419,CHP03010,牛奶树,0.9987683,4.0,4.0,1.0,1.0
420,CHP04834,雪胆,0.998738,15.0,15.0,10.0,10.0
421,CHP03175,千层塔,0.99872243,65.0,65.0,20.0,20.0
422,CHP03323,人参叶,0.9987195,75.0,75.0,18.0,15.0
423,CHP02612,麦芽,0.99870837,26.0,26.0,10.0,5.0
424,CHP03647,蛇根草,0.9987017,10.0,10.0,4.0,4.0
425,CHP03389,三棱,0.9987017,16.0,16.0,5.0,5.0
426,CHP02060,爵床,0.99869984,29.0,29.0,9.0,8.0
427,CHP00090,白花丹,0.9986987,45.0,45.0,21.0,16.0
428,CHP05841,海螵蛸,0.9986955,2.0,2.0,1.0,1.0
429,CHP02604,买麻藤,0.9986925,39.0,39.0,14.0,13.0
430,CHP02510,萝藦,0.99869,14.0,14.0,6.0,6.0
431,CHP05683,紫藤,0.99868315,1.0,1.0,1.0,1.0
432,CHP01801,鸡血藤,0.9986803,96.0,96.0,27.0,19.0
433,CHP05501,枳实,0.99867666,6.0,6.0,3.0,3.0
434,CHP00630,淡豆豉,0.9986641,23.0,23.0,3.0,3.0
435,CHP05553,猪屎豆,0.9986547,3.0,3.0,2.0,2.0
436,CHP02500,罗汉松实,0.9986496,17.0,17.0,8.0,8.0
437,CHP02098,苦丁茶,0.99864787,127.0,127.0,36.0,35.0
438,CHP05541,珠子参,0.9986452,5.0,5.0,4.0,3.0
439,CHP01516,胡芦巴,0.998644,144.0,144.0,47.0,45.0
440,CHP01002,繁缕,0.9986374,9.0,9.0,4.0,4.0
441,CHP03097,皮哨子,0.9986371,5.0,5.0,2.0,2.0
442,CHP03328,忍冬藤,0.99863565,16.0,16.0,2.0,2.0
443,CHP01681,黄荆子,0.9986334,103.0,103.0,42.0,41.0
444,CHP01408,红参,0.99862516,53.0,53.0,13.0,12.0
445,CHP01269,管花肉苁蓉,0.9986221,10.0,10.0,5.0,5.0
446,CHP04477,细茎石斛,0.99861926,4.0,4.0,2.0,2.0
447,CHP02837,墨旱莲,0.9986116,53.0,53.0,8.0,7.0
448,CHP02033,橘叶,0.99860466,8.0,8.0,5.0,5.0
449,CHP00206,半边苏,0.9986043,35.0,35.0,14.0,12.0
450,CHP01132,肝风草,0.99859303,18.0,18.0,6.0,5.0
451,CHP00431,椿皮,0.9985901,95.0,95.0,24.0,23.0
452,CHP00281,菠菜,0.9985771,21.0,21.0,3.0,3.0
453,CHP05157,益母草,0.9985734,69.0,69.0,26.0,24.0
454,CHP01242,谷精草,0.99856615,20.0,20.0,5.0,5.0
455,CHP02282,荔枝叶,0.9985609,6.0,6.0,1.0,1.0
456,CHP02310,莲叶橐吾,0.9985522,12.0,12.0,5.0,5.0
457,CHP02606,麦冬,0.9985386,70.0,70.0,12.0,12.0
458,CHP00059,白菖,0.99853814,61.0,61.0,27.0,23.0
459,CHP03803,鼠李,0.998528,6.0,6.0,4.0,4.0
460,CHP00220,宝盖草,0.998514,12.0,12.0,7.0,6.0
461,CHP00424,垂盆草,0.9985051,67.0,67.0,25.0,19.0
462,CHP01019,飞燕草,0.9984929,17.0,17.0,7.0,7.0
463,CHP01985,荆芥穗,0.9984646,6.0,6.0,2.0,2.0
464,CHP00470,翠雀花,0.99844474,52.0,52.0,21.0,19.0
465,CHP01593,华南吴茱萸,0.9984371,4.0,4.0,3.0,2.0
466,CHP01886,绞股蓝,0.99841917,247.0,247.0,15.0,14.0
467,CHP00364,澄茄子,0.9984189,4.0,4.0,1.0,1.0
468,CHP03491,山慈菇,0.9984123,50.0,50.0,19.0,16.0
469,CHP01814,极美云实,0.9984113,9.0,9.0,6.0,5.0
470,CHP01813,吉祥草,0.99840415,20.0,20.0,8.0,8.0
471,CHP00049,霸王鞭,0.9983824,20.0,20.0,9.0,8.0
472,CHP00906,堆心菊,0.99838054,25.0,25.0,11.0,10.0
473,CHP01130,甘遂,0.99837047,63.0,63.0,12.0,10.0
474,CHP02748,没药,0.9983493,291.0,291.0,34.0,33.0
475,CHP02119,苦楝皮,0.9983381,87.0,87.0,29.0,28.0
476,CHP01750,灰叶,0.99832,8.0,8.0,1.0,1.0
477,CHP06038,犀角,0.9983055,2.0,2.0,1.0,1.0
478,CHP04075,藤黄,0.998305,96.0,96.0,43.0,24.0
479,CHP02892,木麻黄,0.9982961,11.0,11.0,4.0,4.0
480,CHP01783,鸡骨常山,0.99829453,10.0,10.0,3.0,2.0
481,CHP02947,南天竹叶,0.9982796,4.0,4.0,1.0,1.0
482,CHP02030,橘红,0.99826086,52.0,52.0,19.0,15.0
483,CHP01945,金铁锁,0.9982314,12.0,12.0,3.0,3.0
484,CHP03665,伸筋草,0.9982313,43.0,43.0,29.0,25.0
485,CHP02400,龙胆草,0.9982281,65.0,65.0,24.0,23.0
486,CHP02239,老鼠瓜,0.99821997,5.0,5.0,3.0,3.0
487,CHP05319,远志,0.9982069,120.0,120.0,36.0,33.0
488,CHP00312,草本威灵仙,0.99819946,11.0,11.0,6.0,5.0
489,CHP05482,蜘蛛抱蛋,0.9981917,3.0,3.0,2.0,2.0
490,CHP01131,甘西鼠尾草,0.99819076,20.0,20.0,9.0,7.0
491,CHP06035,蜈蚣,0.99818593,2.0,2.0,1.0,1.0
492,CHP01337,海红豆,0.9981842,6.0,6.0,3.0,3.0
493,CHP00151,白鲜皮,0.9981807,117.0,117.0,30.0,29.0
494,CHP02527,吕宋楸毛,0.99817944,6.0,6.0,4.0,4.0
495,CHP04525,仙茅,0.9981678,60.0,60.0,16.0,14.0
496,CHP01234,枸杞,0.9981674,15.0,15.0,8.0,6.0
497,CHP05662,紫茉莉,0.99816513,8.0,8.0,3.0,3.0
498,CHP04092,天罗水,0.9981515,12.0,12.0,6.0,6.0
499,CHP01669,黄花远志,0.99814475,21.0,21.0,11.0,8.0
500,CHP00099,白及,0.9981437,78.0,78.0,24.0,10.0
501,CHP06129,松蕈,0.9981388,8.0,8.0,3.0,3.0
502,CHP04244,土三七,0.9981388,15.0,15.0,8.0,6.0
503,CHP04904,岩败酱,0.99812853,3.0,3.0,1.0,1.0
504,CHP02909,木竹子,0.9981228,64.0,64.0,35.0,23.0
505,CHP00146,白头翁,0.9981228,93.0,93.0,29.0,22.0
506,CHP06040,象骨,0.9980998,1.0,1.0,1.0,1.0
507,CHP03353,入地蜈蚣,0.9980872,13.0,13.0,3.0,2.0
508,CHP01896,芥菜,0.9980801,7.0,7.0,2.0,2.0
509,CHP00016,安徽贝母,0.9980753,11.0,11.0,5.0,5.0
510,CHP01849,假细锥香茶菜,0.9980713,4.0,4.0,4.0,4.0
511,CHP04866,鸦胆子,0.998059,12.0,12.0,2.0,2.0
512,CHP02219,莨菪叶,0.9980478,38.0,38.0,14.0,13.0
513,CHP02517,落花生,0.99804324,24.0,24.0,6.0,6.0
514,CHP00605,大叶醉鱼草,0.99801654,4.0,4.0,3.0,2.0
515,CHP05296,郁金香,0.9980136,9.0,9.0,5.0,5.0
516,CHP04616,橡实,0.99801177,6.0,6.0,2.0,2.0
517,CHP04413,五色梅,0.9980113,23.0,23.0,10.0,9.0
518,CHP00060,白车轴草,0.9980012,26.0,26.0,12.0,8.0
519,CHP04462,锡兰肉桂,0.9980005,3.0,3.0,2.0,2.0
520,CHP00456,刺五加,0.99798936,53.0,53.0,12.0,12.0
521,CHP00227,北豆,0.9979893,16.0,16.0,2.0,1.0
522,CHP03869,水流豆,0.9979889,32.0,32.0,6.0,6.0
523,CHP05565,竹节参,0.9979804,12.0,12.0,3.0,3.0
524,CHP03398,三七花,0.99797934,24.0,24.0,2.0,2.0
525,CHP00094,白花射干,0.99797755,9.0,9.0,4.0,2.0
526,CHP01786,鸡冠花,0.997976,6.0,6.0,3.0,2.0
527,CHP03431,桑叶,0.99796325,42.0,42.0,7.0,5.0
528,CHP00135,白前,0.99795467,78.0,78.0,21.0,16.0
529,CHP02528,绿豆,0.9979435,38.0,38.0,18.0,15.0
530,CHP00763,吊兰,0.99793494,1.0,1.0,1.0,1.0
531,CHP04084,天胡荽,0.9979323,12.0,12.0,5.0,5.0
532,CHP00486,大豆,0.9979321,12.0,12.0,5.0,5.0
533,CHP04896,烟窝草,0.99790686,9.0,9.0,3.0,3.0
534,CHP04914,岩黄连,0.99789965,4.0,4.0,1.0,1.0
535,CHP06037,五灵脂,0.9978863,6.0,6.0,3.0,3.0
536,CHP04698,小米草,0.997882,2.0,2.0,1.0,1.0
537,CHP04473,细葛缕子,0.99787205,30.0,30.0,10.0,10.0
538,CHP02355,铃兰,0.99786377,20.0,20.0,10.0,10.0
539,CHP01578,华北白前,0.9978584,13.0,13.0,7.0,7.0
540,CHP02125,苦木,0.99785626,62.0,62.0,22.0,22.0
541,CHP03884,水茄,0.99784786,17.0,17.0,3.0,3.0
542,CHP02418,龙血树,0.9978423,22.0,22.0,9.0,8.0
543,CHP03342,肉豆蔻,0.99784154,57.0,57.0,9.0,7.0
544,CHP00670,地胆草,0.9978384,10.0,10.0,4.0,4.0
545,CHP01246,瓜蒌,0.9978278,90.0,90.0,18.0,14.0
546,CHP06113,马勃,0.997808,20.0,20.0,7.0,5.0
547,CHP02104,苦瓜,0.99779844,4.0,4.0,2.0,2.0
548,CHP05140,一枝黄花,0.997793,19.0,19.0,6.0,6.0
549,CHP01256,关白附,0.9977867,16.0,16.0,6.0,5.0
550,CHP02789,米皮糠,0.9977845,10.0,10.0,5.0,4.0
551,CHP04458,西洋参,0.9977788,49.0,49.0,5.0,4.0
552,CHP01968,金盏菊,0.9977783,44.0,44.0,16.0,16.0
553,CHP04574,香排草,0.99777365,8.0,8.0,3.0,3.0
554,CHP02009,韭菜子,0.9977705,19.0,19.0,10.0,9.0
555,CHP04598,香樟叶,0.9977684,1.0,1.0,1.0,1.0
556,CHP02501,罗汉松叶,0.9977633,9.0,9.0,3.0,2.0
557,CHP02023,菊苣,0.99775684,70.0,70.0,21.0,20.0
558,CHP02934,南山藤,0.9977549,5.0,5.0,2.0,2.0
559,CHP02463,鹿角菜,0.99773246,7.0,7.0,3.0,3.0
560,CHP03853,水黄连,0.99772596,6.0,6.0,2.0,2.0
561,CHP05682,紫檀,0.9977242,36.0,36.0,19.0,17.0
562,CHP01176,高乌头,0.99771243,5.0,5.0,3.0,3.0
563,CHP05495,枳椇根,0.997711,1.0,1.0,1.0,1.0
564,CHP00244,蓖麻叶,0.9977096,4.0,4.0,1.0,1.0
565,CHP02750,玫瑰花,0.9976886,49.0,49.0,17.0,13.0
566,CHP00998,翻白草,0.99766,15.0,15.0,5.0,5.0
567,CHP04419,五味子,0.9976431,239.0,239.0,26.0,23.0
568,CHP02057,蕨菜,0.99761474,47.0,47.0,19.0,18.0
569,CHP05515,重楼,0.9976093,31.0,31.0,14.0,14.0
570,CHP01973,筋骨草,0.99760693,39.0,39.0,9.0,9.0
571,CHP04608,向日葵叶,0.99759895,11.0,11.0,5.0,5.0
572,CHP00011,艾纳香,0.99758947,18.0,18.0,9.0,9.0
573,CHP02597,马先蒿,0.99758494,2.0,2.0,1.0,1.0
574,CHP00384,赤小豆,0.99758446,52.0,52.0,15.0,15.0
575,CHP03630,商陆,0.9975804,93.0,93.0,27.0,26.0
576,CHP04880,鸭跖草,0.99757594,4.0,4.0,3.0,3.0
577,CHP05463,珍珠菜,0.9975656,2.0,2.0,2.0,2.0
578,CHP04463,锡生藤,0.99756527,9.0,9.0,4.0,1.0
579,CHP03317,荛花,0.997565,5.0,5.0,1.0,1.0
580,CHP00251,边缘鳞盖蕨,0.9975643,14.0,14.0,7.0,7.0
581,CHP05132,一年蓬,0.997564,22.0,22.0,8.0,7.0
582,CHP00229,北沙参,0.99756163,105.0,105.0,10.0,7.0
583,CHP04604,向日葵花,0.99755955,1.0,1.0,1.0,1.0
584,CHP02644,芒萁骨,0.9975314,2.0,2.0,1.0,1.0
585,CHP00418,川西獐牙菜,0.99751604,2.0,2.0,1.0,1.0
586,CHP00314,草地黄芩,0.9975109,7.0,7.0,2.0,2.0
587,CHP05470,枕材,0.99749786,2.0,2.0,1.0,1.0
588,CHP02037,蒟蒻薯,0.9974812,71.0,71.0,37.0,37.0
589,CHP05922,鹿茸,0.9974682,7.0,7.0,2.0,2.0
590,CHP00401,樗叶花椒,0.9974591,7.0,7.0,4.0,4.0
591,CHP00720,地榆,0.9974553,95.0,95.0,6.0,6.0
592,CHP02342,裂果薯,0.9974536,17.0,17.0,8.0,8.0
593,CHP00990,番石榴,0.9974519,12.0,12.0,9.0,8.0
594,CHP00326,侧柏叶,0.9974508,90.0,90.0,29.0,21.0
595,CHP03659,蛇藤,0.99744624,3.0,3.0,2.0,2.0
596,CHP05221,油茶根皮,0.99744594,7.0,7.0,3.0,3.0
597,CHP01126,甘薯,0.9974378,8.0,8.0,1.0,1.0
598,CHP06090,茯苓,0.9974375,30.0,30.0,1.0,1.0
599,CHP00386,赤杨,0.9974327,31.0,31.0,11.0,9.0
600,CHP03245,青钱柳,0.9974295,4.0,4.0,2.0,2.0
601,CHP00071,白饭豆,0.99742925,51.0,51.0,22.0,22.0
602,CHP02405,龙葵,0.997427,55.0,55.0,16.0,16.0
603,CHP00173,百里香,0.99741876,23.0,23.0,12.0,9.0
604,CHP03038,糯稻根,0.99740964,13.0,13.0,6.0,6.0
605,CHP05061,野马追,0.9974071,17.0,17.0,6.0,6.0
606,CHP01344,海藻,0.99740267,38.0,38.0,11.0,9.0
607,CHP04316,卫矛,0.99739933,3.0,3.0,2.0,2.0
608,CHP01931,金钱草,0.99739313,27.0,27.0,9.0,7.0
609,CHP05687,紫菀,0.99739265,28.0,28.0,10.0,9.0
610,CHP00472,打碗花,0.99738866,3.0,3.0,1.0,1.0
611,CHP04736,小叶贯众,0.99738866,6.0,6.0,2.0,2.0
612,CHP04643,小飞蓬,0.9973875,8.0,8.0,3.0,3.0
613,CHP05370,皂荚,0.9973866,22.0,22.0,12.0,12.0
614,CHP01506,厚皮香,0.9973766,7.0,7.0,3.0,3.0
615,CHP02122,苦楝子,0.9973749,31.0,31.0,3.0,2.0
616,CHP03808,鼠尾草,0.9973728,59.0,59.0,15.0,12.0
617,CHP02412,龙舌兰,0.9973606,28.0,28.0,6.0,5.0
618,CHP04902,芫荽子,0.9973408,17.0,17.0,7.0,7.0
619,CHP05338,云南甘草,0.9973296,14.0,14.0,5.0,5.0
620,CHP03395,三面刀,0.99731797,14.0,14.0,7.0,7.0
621,CHP04054,唐松草,0.9973179,68.0,68.0,2.0,2.0
622,CHP02025,菊芋,0.9973119,6.0,6.0,2.0,2.0
623,CHP01809,积雪草,0.99731076,41.0,41.0,14.0,14.0
624,CHP04358,乌苏里瓦韦,0.99729717,2.0,2.0,1.0,1.0
625,CHP06089,冬虫夏草,0.99728143,17.0,17.0,11.0,11.0
626,CHP01540,湖北黄精,0.9972785,13.0,13.0,6.0,6.0
627,CHP01739,黄菀,0.99727154,7.0,7.0,3.0,3.0
628,CHP01172,高山唐松草,0.99727046,3.0,3.0,1.0,1.0
629,CHP03981,苏铁,0.9972596,7.0,7.0,3.0,2.0
630,CHP02056,决明子,0.99723494,56.0,56.0,14.0,10.0
631,CHP02918,南板蓝根,0.9972326,4.0,4.0,4.0,2.0
632,CHP01912,金合欢,0.99721116,11.0,11.0,5.0,5.0
633,CHP01818,蒺藜,0.997173,75.0,75.0,20.0,17.0
634,CHP00040,巴拿马山石榴,0.99715644,10.0,10.0,3.0,3.0
635,CHP01603,华泽兰,0.99715424,34.0,34.0,11.0,11.0
636,CHP03182,千里光,0.99715394,35.0,35.0,11.0,9.0
637,CHP02279,荔枝核,0.9971466,19.0,19.0,5.0,5.0
638,CHP00828,冬珊瑚,0.9971463,5.0,5.0,3.0,3.0
639,CHP00791,定木香,0.9971355,22.0,22.0,6.0,6.0
640,CHP00178,百眼藤,0.997135,5.0,5.0,3.0,1.0
641,CHP00454,刺楸树皮,0.9971256,11.0,11.0,4.0,4.0
642,CHP04006,酸枣仁,0.99712265,27.0,27.0,5.0,3.0
643,CHP01089,佛甲草,0.99712247,8.0,8.0,4.0,3.0
644,CHP04565,香加皮,0.9971212,106.0,106.0,32.0,32.0
645,CHP01644,黄瓜,0.9971186,22.0,22.0,5.0,5.0
646,CHP00013,艾实,0.99711525,12.0,12.0,4.0,3.0
647,CHP04280,晚香玉,0.99710834,19.0,19.0,9.0,9.0
648,CHP01815,棘豆,0.99710244,13.0,13.0,4.0,4.0
649,CHP04285,万年青根,0.99710053,10.0,10.0,4.0,4.0
650,CHP01350,旱芹,0.99710006,27.0,27.0,9.0,7.0
651,CHP02631,蔓荆子,0.9970964,38.0,38.0,8.0,5.0
652,CHP00778,丁茄,0.9970935,9.0,9.0,7.0,7.0
653,CHP00406,楮实子,0.99708396,45.0,45.0,8.0,5.0
654,CHP03595,山银柴胡,0.9970832,2.0,2.0,1.0,1.0
655,CHP04898,延龄草,0.99707955,12.0,12.0,3.0,3.0
656,CHP05650,紫堇,0.9970732,8.0,8.0,1.0,1.0
657,CHP02077,刻裂紫堇,0.99706733,13.0,13.0,1.0,1.0
658,CHP00809,东一号剑麻,0.99706525,9.0,9.0,6.0,6.0
659,CHP00347,常春藤,0.9970647,11.0,11.0,4.0,4.0
660,CHP03596,山樱桃,0.99705964,4.0,4.0,2.0,2.0
661,CHP01695,黄栌,0.997048,5.0,5.0,3.0,2.0
662,CHP02525,驴蹄草,0.99704444,1.0,1.0,1.0,1.0
663,CHP01751,灰叶根,0.9970433,22.0,22.0,5.0,5.0
664,CHP05730,总状升麻,0.99704134,11.0,11.0,3.0,3.0
665,CHP04098,天茄子,0.9970395,4.0,4.0,1.0,1.0
666,CHP04571,香茅,0.997036,3.0,3.0,1.0,1.0
667,CHP00533,大麻叶泽兰,0.99703455,8.0,8.0,4.0,4.0
668,CHP01773,鸡肠狼毒,0.9970331,18.0,18.0,9.0,8.0
669,CHP05070,野木瓜,0.9970258,6.0,6.0,5.0,5.0
670,CHP01163,高粱,0.997021,6.0,6.0,1.0,1.0
671,CHP04821,萱草,0.9970209,9.0,9.0,4.0,4.0
672,CHP02621,曼陀罗,0.99701995,44.0,44.0,10.0,10.0
673,CHP04164,铁丝灵仙,0.99701387,14.0,14.0,3.0,3.0
674,CHP01244,骨节草,0.9970091,6.0,6.0,3.0,3.0
675,CHP02337,辽东楤木,0.9970085,19.0,19.0,10.0,10.0
676,CHP02663,毛草龙,0.9970075,6.0,6.0,3.0,2.0
677,CHP05555,猪殃殃,0.9970061,2.0,2.0,2.0,2.0
678,CHP01351,诃子,0.99700356,34.0,34.0,8.0,7.0
679,CHP05919,鹿角,0.9969988,2.0,2.0,1.0,1.0
680,CHP00923,盾叶薯蓣,0.9969965,11.0,11.0,3.0,3.0
681,CHP02313,莲子草,0.99698,8.0,8.0,4.0,4.0
682,CHP03486,山沉香,0.9969759,16.0,16.0,5.0,4.0
683,CHP01558,虎掌草,0.9969754,5.0,5.0,2.0,2.0
684,CHP03643,蛇床子,0.9969734,55.0,55.0,8.0,3.0
685,CHP03898,水苏,0.9969597,4.0,4.0,2.0,2.0
686,CHP01898,芥子,0.9969565,136.0,136.0,59.0,55.0
687,CHP02972,柠檬皮,0.9969565,6.0,6.0,4.0,4.0
688,CHP04169,铁线莲,0.9969562,2.0,2.0,1.0,1.0
689,CHP05162,薏苡仁,0.996953,6.0,6.0,3.0,2.0
690,CHP01600,华山矾,0.99694836,10.0,10.0,3.0,3.0
691,CHP03500,山豆根,0.9969349,52.0,52.0,12.0,12.0
692,CHP01312,鬼针草,0.9969284,15.0,15.0,4.0,3.0
693,CHP02061,君迁子,0.9969252,7.0,7.0,4.0,4.0
694,CHP05224,油茶子,0.9969152,6.0,6.0,3.0,3.0
695,CHP03198,茜草,0.99690324,74.0,74.0,14.0,12.0
696,CHP02131,苦树皮,0.9968971,58.0,58.0,20.0,19.0
697,CHP03997,酸浆,0.9968856,35.0,35.0,12.0,11.0
698,CHP03587,山香圆,0.99688005,6.0,6.0,1.0,1.0
699,CHP06100,猴头菇,0.9968747,19.0,19.0,10.0,8.0
700,CHP03732,石榴皮,0.9968686,18.0,18.0,3.0,3.0
701,CHP04325,文冠木,0.99686414,5.0,5.0,5.0,5.0
702,CHP01776,鸡蛋花,0.99686384,15.0,15.0,5.0,5.0
703,CHP02439,耧斗菜,0.99684495,16.0,16.0,6.0,6.0
704,CHP01065,凤尾草,0.99684113,56.0,56.0,17.0,16.0
705,CHP00802,东方狗脊,0.996822,12.0,12.0,4.0,4.0
706,CHP04313,尾叶香茶菜,0.9968128,35.0,35.0,14.0,14.0
707,CHP06001,麝香,0.9967922,33.0,33.0,6.0,6.0
708,CHP02371,柳穿鱼,0.99678993,9.0,9.0,3.0,2.0
709,CHP03087,蓬子菜,0.9967845,4.0,4.0,2.0,2.0
710,CHP04215,土百部,0.9967785,1.0,1.0,1.0,1.0
711,CHP01086,芙蓉花,0.9967729,1.0,1.0,1.0,1.0
712,CHP05581,竹叶柴胡,0.99676305,2.0,2.0,1.0,1.0
713,CHP03344,肉桂,0.9967426,21.0,21.0,6.0,5.0
714,CHP03199,茜草根,0.99673766,11.0,11.0,7.0,7.0
715,CHP03204,枪刀药,0.9967376,28.0,28.0,5.0,2.0
716,CHP01470,红木香,0.99673176,12.0,12.0,7.0,6.0
717,CHP00797,东北雷公藤,0.99672765,38.0,38.0,13.0,10.0
718,CHP02696,毛连菜,0.9967245,4.0,4.0,2.0,2.0
719,CHP01327,桂竹香,0.9967159,3.0,3.0,1.0,1.0
720,CHP02583,马铃薯,0.9967027,5.0,5.0,3.0,3.0
721,CHP03767,莳萝子,0.9967023,8.0,8.0,8.0,8.0
722,CHP06127,树舌,0.9966898,46.0,46.0,22.0,21.0
723,CHP01853,剪秋罗,0.9966707,3.0,3.0,2.0,2.0
724,CHP04368,无花果,0.996669,25.0,25.0,7.0,6.0
725,CHP01728,黄山药,0.9966574,5.0,5.0,1.0,1.0
726,CHP02367,琉璃草,0.9966566,27.0,27.0,12.0,11.0
727,CHP01228,枸骨叶,0.99664193,44.0,44.0,5.0,4.0
728,CHP00376,赤瓟,0.99664134,8.0,8.0,2.0,2.0
729,CHP04524,仙鹤草,0.9966297,11.0,11.0,2.0,2.0
730,CHP04995,洋蓍草,0.99662703,7.0,7.0,3.0,3.0
731,CHP04994,洋蒲桃叶,0.9965976,10.0,10.0,2.0,2.0
732,CHP00469,催吐萝芙木,0.9965912,19.0,19.0,5.0,5.0
733,CHP02676,毛萼香茶菜,0.9965881,39.0,39.0,15.0,12.0
734,CHP02137,苦玄参,0.99657476,20.0,20.0,8.0,8.0
735,CHP04018,娑罗子,0.99657077,11.0,11.0,3.0,3.0
736,CHP05154,异叶梁王茶,0.996569,8.0,8.0,4.0,4.0
737,CHP04167,铁苋,0.99653804,17.0,17.0,5.0,5.0
738,CHP02554,麻牛膝,0.9965099,15.0,15.0,8.0,8.0
739,CHP00351,朝鲜白头翁,0.99648076,3.0,3.0,2.0,1.0
740,CHP01460,红毛七,0.99647015,9.0,9.0,3.0,3.0
741,CHP00963,鹅绒藤,0.9964555,6.0,6.0,3.0,2.0
742,CHP01573,花叶假杜鹃,0.9964482,7.0,7.0,3.0,3.0
743,CHP05754,斑蝥,0.9964427,18.0,18.0,5.0,4.0
744,CHP02441,芦根,0.99640906,24.0,24.0,12.0,10.0
745,CHP03283,秋水仙,0.9964016,5.0,5.0,1.0,1.0
746,CHP04466,豨莶草,0.9963999,56.0,56.0,15.0,11.0
747,CHP00068,白杜鹃花,0.9963849,18.0,18.0,10.0,9.0
748,CHP03256,青葙子,0.9963719,18.0,18.0,4.0,4.0
749,CHP01656,黄花夹竹桃,0.9963587,37.0,37.0,14.0,13.0
750,CHP01486,红藤,0.99634105,29.0,29.0,7.0,7.0
751,CHP02478,露水草,0.9963344,10.0,10.0,5.0,5.0
752,CHP02327,两头尖,0.99632347,26.0,26.0,4.0,4.0
753,CHP02814,绵枣儿,0.99632263,10.0,10.0,4.0,4.0
754,CHP02062,咖啡,0.9963113,2.0,2.0,1.0,1.0
755,CHP05572,竹沥,0.9962994,15.0,15.0,6.0,5.0
756,CHP06015,水蛭,0.9962963,9.0,9.0,2.0,2.0
757,CHP02477,露蕊乌头,0.99628925,5.0,5.0,3.0,1.0
758,CHP02842,牡丹皮,0.9962872,67.0,67.0,12.0,11.0
759,CHP02314,莲子心,0.99625146,11.0,11.0,1.0,1.0
760,CHP01965,金鱼藤,0.99625045,11.0,11.0,4.0,4.0
761,CHP01663,黄花稔,0.99622506,11.0,11.0,1.0,1.0
762,CHP03768,使君子,0.9962059,25.0,25.0,14.0,9.0
763,CHP03226,青果,0.99619997,14.0,14.0,3.0,3.0
764,CHP05205,迎春花,0.9961853,13.0,13.0,4.0,4.0
765,CHP05780,蟾皮,0.9961797,4.0,4.0,2.0,2.0
766,CHP04992,洋葱,0.9961541,1.0,1.0,1.0,1.0
767,CHP00080,白果紫草,0.9961473,11.0,11.0,6.0,6.0
768,CHP03360,蕤仁,0.9961448,3.0,3.0,1.0,1.0
769,CHP02967,柠檬,0.996137,8.0,8.0,4.0,2.0
770,CHP03591,山药,0.9961362,25.0,25.0,2.0,2.0
771,CHP04392,梧桐子,0.99612904,2.0,2.0,1.0,1.0
772,CHP02913,苜蓿,0.99612075,6.0,6.0,2.0,2.0
773,CHP03503,山矾,0.9961074,5.0,5.0,2.0,2.0
774,CHP04061,桃金娘,0.99610376,18.0,18.0,2.0,2.0
775,CHP01008,防风草,0.9961025,4.0,4.0,1.0,1.0
776,CHP03741,石楠,0.9960944,1.0,1.0,1.0,1.0
777,CHP00371,秤钩风,0.99607694,10.0,10.0,5.0,4.0
778,CHP04467,喜旱莲子草,0.99607545,7.0,7.0,4.0,4.0
779,CHP05294,玉竹,0.9960753,12.0,12.0,3.0,2.0
780,CHP05117,叶下珠,0.9960724,15.0,15.0,3.0,3.0
781,CHP02109,苦蒿,0.9960488,12.0,12.0,6.0,6.0
782,CHP05417,长春花,0.9960393,95.0,95.0,12.0,7.0
783,CHP01207,钩吻,0.99602383,77.0,77.0,28.0,18.0
784,CHP01930,金牛草,0.9960078,19.0,19.0,4.0,4.0
785,CHP01679,黄荆叶,0.99600106,31.0,31.0,4.0,4.0
