rank,CHP_ID,Chinese_herbal_pieces,max_score,total_compounds,effective_count,high_quality_count,ultra_high_count
106,CHP02443,芦荟,0.9999935,65.0,65.0,18.0,17.0
107,CHP01011,防己,0.99999315,41.0,41.0,8.0,7.0
108,CHP02017,桔梗,0.99999297,99.0,99.0,17.0,15.0
109,CHP00039,巴戟天,0.99999225,153.0,153.0,62.0,38.0
110,CHP00997,番泻叶,0.9999917,22.0,22.0,9.0,6.0
111,CHP05646,紫金牛,0.9999916,122.0,122.0,26.0,24.0
112,CHP01514,胡黄连,0.99999076,74.0,74.0,24.0,24.0
113,CHP00162,白芷,0.99999046,307.0,307.0,96.0,67.0
114,CHP00678,地骨皮,0.9999903,34.0,34.0,12.0,10.0
115,CHP02656,猫须草,0.99999,49.0,49.0,22.0,22.0
116,CHP01185,葛根,0.9999898,43.0,43.0,16.0,16.0
117,CHP01958,金银花,0.9999897,146.0,146.0,36.0,31.0
118,CHP04818,续断,0.9999894,97.0,97.0,22.0,20.0
119,CHP01326,桂枝,0.9999889,57.0,57.0,21.0,16.0
120,CHP00019,安息香,0.9999884,171.0,171.0,62.0,48.0
121,CHP02357,凌霄花,0.99998796,33.0,33.0,10.0,7.0
122,CHP04948,眼子菜,0.9999876,9.0,9.0,2.0,1.0
123,CHP01551,虎耳草,0.9999876,7.0,7.0,2.0,2.0
124,CHP00883,杜松实,0.99998677,7.0,7.0,5.0,2.0
125,CHP00362,柽柳,0.99998677,53.0,53.0,12.0,9.0
126,CHP03429,桑椹,0.999986,33.0,33.0,9.0,6.0
127,CHP04828,旋覆花,0.9999857,28.0,28.0,5.0,5.0
128,CHP00884,杜仲,0.9999856,85.0,85.0,16.0,12.0
129,CHP00689,地黄,0.99998486,285.0,285.0,91.0,81.0
130,CHP03434,桑枝,0.9999839,35.0,35.0,15.0,13.0
131,CHP02863,木瓜,0.99998283,41.0,41.0,18.0,15.0
132,CHP01356,合欢皮,0.999982,35.0,35.0,13.0,10.0
133,CHP01469,红母鸡草,0.9999817,11.0,11.0,5.0,4.0
134,CHP06033,乌梢蛇,0.9999815,3.0,3.0,1.0,1.0
135,CHP01045,风藤,0.9999814,89.0,89.0,19.0,14.0
136,CHP03202,羌活,0.9999811,102.0,102.0,34.0,31.0
137,CHP01508,厚朴,0.99998045,121.0,121.0,46.0,30.0
138,CHP00315,草豆蔻,0.99998033,37.0,37.0,16.0,14.0
139,CHP00303,苍术,0.9999803,111.0,111.0,40.0,35.0
140,CHP00350,常山,0.9999797,67.0,67.0,19.0,15.0
141,CHP01143,干地黄,0.9999796,21.0,21.0,17.0,17.0
142,CHP05676,紫苏,0.999979,38.0,38.0,13.0,11.0
143,CHP03705,石莼,0.9999784,8.0,8.0,3.0,3.0
144,CHP00238,荜茇,0.9999779,75.0,75.0,19.0,15.0
145,CHP02898,木天蓼,0.9999735,25.0,25.0,10.0,10.0
146,CHP00336,茶子,0.999972,13.0,13.0,7.0,7.0
147,CHP04306,威灵仙,0.999972,40.0,40.0,11.0,9.0
148,CHP05675,紫杉,0.9999717,102.0,102.0,54.0,54.0
149,CHP00844,豆蔻,0.9999706,66.0,66.0,16.0,13.0
150,CHP05805,蜂胶,0.99997014,83.0,83.0,30.0,22.0
151,CHP02019,菊花,0.9999693,81.0,81.0,20.0,18.0
152,CHP05185,银杏,0.99996793,42.0,42.0,6.0,5.0
153,CHP00292,布渣叶,0.9999669,20.0,20.0,4.0,3.0
154,CHP03341,肉苁蓉,0.9999644,64.0,64.0,9.0,9.0
155,CHP03024,牛膝,0.99996364,162.0,162.0,17.0,16.0
156,CHP00093,白花蛇舌草,0.99996346,46.0,46.0,9.0,9.0
157,CHP02904,木香,0.999963,42.0,42.0,11.0,8.0
158,CHP05896,僵蚕,0.99996215,26.0,26.0,12.0,11.0
159,CHP03049,女贞子,0.99996185,107.0,107.0,27.0,19.0
160,CHP01871,降香,0.99996185,94.0,94.0,26.0,15.0
161,CHP02803,密蒙花,0.9999609,35.0,35.0,6.0,6.0
162,CHP05360,芸香,0.9999601,42.0,42.0,12.0,6.0
163,CHP00874,杜衡,0.9999592,9.0,9.0,2.0,2.0
164,CHP04173,葶苈子,0.9999582,39.0,39.0,10.0,10.0
165,CHP00403,除虫菊,0.99995804,16.0,16.0,9.0,9.0
166,CHP01339,海韭菜,0.9999563,4.0,4.0,2.0,2.0
167,CHP03139,蒲桃,0.99995595,33.0,33.0,6.0,6.0
168,CHP01630,黄柏,0.99995327,54.0,54.0,18.0,17.0
169,CHP01323,桂皮,0.9999504,11.0,11.0,5.0,5.0
170,CHP01795,鸡屎藤,0.99995005,35.0,35.0,8.0,6.0
171,CHP00322,草乌,0.99994767,79.0,79.0,22.0,21.0
172,CHP01524,胡桃树皮,0.99994737,8.0,8.0,4.0,4.0
173,CHP04326,文殊兰,0.9999466,60.0,60.0,20.0,10.0
174,CHP00284,播娘蒿,0.999945,14.0,14.0,7.0,6.0
175,CHP03682,升麻,0.9999422,134.0,134.0,17.0,17.0
176,CHP04951,燕麦,0.9999401,10.0,10.0,6.0,6.0
177,CHP00316,草果,0.99993944,29.0,29.0,10.0,9.0
178,CHP03704,石菖蒲,0.99993944,45.0,45.0,13.0,9.0
179,CHP00212,半枝莲,0.99993354,113.0,113.0,37.0,31.0
180,CHP01187,葛花,0.99993217,63.0,63.0,11.0,6.0
181,CHP01682,黄精,0.99993,33.0,33.0,8.0,7.0
182,CHP05376,泽兰,0.9999297,45.0,45.0,20.0,19.0
183,CHP00641,党参,0.9999283,65.0,65.0,9.0,9.0
184,CHP00209,半夏,0.999928,155.0,155.0,57.0,51.0
185,CHP04822,萱草根,0.9999237,5.0,5.0,2.0,2.0
186,CHP00201,半边莲,0.99992263,96.0,96.0,27.0,23.0
187,CHP00108,白兰花,0.99991643,63.0,63.0,32.0,14.0
188,CHP03663,射干,0.9999081,63.0,63.0,14.0,10.0
189,CHP04556,香附,0.9999054,52.0,52.0,9.0,7.0
190,CHP03314,蘘荷,0.99990463,11.0,11.0,6.0,6.0
191,CHP03609,山茱萸,0.9999008,71.0,71.0,23.0,15.0
192,CHP00296,蚕豆,0.99990016,19.0,19.0,9.0,8.0
193,CHP03178,千斤拔,0.9998991,37.0,37.0,13.0,9.0
194,CHP00246,蓖麻子,0.999899,37.0,37.0,12.0,10.0
195,CHP00003,阿魏,0.9998938,133.0,133.0,44.0,38.0
196,CHP02638,芒果,0.9998897,36.0,36.0,14.0,13.0
197,CHP05680,紫苏子,0.9998894,22.0,22.0,13.0,11.0
198,CHP03186,千屈菜,0.9998891,28.0,28.0,10.0,7.0
199,CHP01374,黑豆,0.99988806,120.0,120.0,35.0,27.0
200,CHP05283,玉兰,0.9998851,44.0,44.0,4.0,4.0
201,CHP01771,藿香,0.9998847,72.0,72.0,28.0,19.0
202,CHP05169,茵陈,0.99988174,16.0,16.0,4.0,4.0
203,CHP01193,葛蕈,0.9998787,16.0,16.0,15.0,15.0
204,CHP03383,三尖杉,0.9998779,37.0,37.0,9.0,8.0
205,CHP05073,野漆树,0.9998779,5.0,5.0,3.0,2.0
206,CHP03716,石斛,0.9998773,74.0,74.0,24.0,21.0
207,CHP01345,海州骨碎补,0.9998638,10.0,10.0,4.0,4.0
208,CHP03134,蒲公英,0.9998604,34.0,34.0,18.0,14.0
209,CHP00608,大枣,0.99985933,164.0,164.0,56.0,49.0
210,CHP00240,荜澄茄,0.9998568,62.0,62.0,8.0,5.0
211,CHP00168,百部,0.9998538,181.0,181.0,32.0,27.0
212,CHP02756,梅花,0.99985,64.0,64.0,27.0,20.0
213,CHP03461,砂仁,0.999822,64.0,64.0,22.0,20.0
214,CHP00483,大车前,0.99982035,21.0,21.0,6.0,6.0
215,CHP01409,红车轴草,0.99981326,21.0,21.0,11.0,6.0
216,CHP00298,苍耳,0.9998123,17.0,17.0,10.0,8.0
217,CHP03605,山楂叶,0.9998115,29.0,29.0,10.0,9.0
218,CHP05992,人中白,0.99980927,83.0,83.0,25.0,18.0
219,CHP02746,茅香,0.9998091,2.0,2.0,1.0,1.0
220,CHP02566,马齿苋,0.9998043,64.0,64.0,24.0,24.0
221,CHP04765,薤白,0.9998015,40.0,40.0,8.0,8.0
222,CHP02568,马兜铃,0.99979943,85.0,85.0,26.0,25.0
223,CHP03992,粟米草,0.99979913,8.0,8.0,4.0,4.0
224,CHP01288,光叶巴豆,0.999798,24.0,24.0,9.0,8.0
225,CHP01338,海金砂,0.9997945,28.0,28.0,12.0,9.0
226,CHP04901,芫荽,0.99978685,8.0,8.0,1.0,1.0
227,CHP03601,山楂,0.9997821,25.0,25.0,7.0,6.0
228,CHP00984,番荔枝,0.9997799,285.0,285.0,91.0,80.0
229,CHP05635,紫花地丁,0.9997721,4.0,4.0,2.0,2.0
230,CHP02847,木半夏根,0.9997715,3.0,3.0,1.0,1.0
231,CHP05647,紫金牛根,0.99976903,7.0,7.0,6.0,4.0
232,CHP05174,银柴胡,0.99976075,6.0,6.0,2.0,2.0
233,CHP00672,地耳草,0.9997505,98.0,98.0,42.0,29.0
234,CHP00140,白首乌,0.99975014,40.0,40.0,17.0,17.0
235,CHP01745,黄药子,0.9997498,64.0,64.0,18.0,13.0
236,CHP03218,秦艽,0.99974906,26.0,26.0,3.0,3.0
237,CHP01549,蝴蝶花,0.9997407,7.0,7.0,2.0,2.0
238,CHP02808,绵萆薢,0.99973357,53.0,53.0,17.0,17.0
239,CHP04807,绣线菊,0.9997312,33.0,33.0,14.0,13.0
240,CHP00048,菝葜,0.99973106,90.0,90.0,33.0,26.0
241,CHP04225,土茯苓,0.9997255,27.0,27.0,11.0,11.0
242,CHP02353,灵香草,0.9997218,26.0,26.0,8.0,7.0
243,CHP03910,水仙,0.99972135,7.0,7.0,3.0,1.0
244,CHP04824,玄参,0.99971855,21.0,21.0,15.0,14.0
245,CHP02540,绿玉树,0.99971646,2.0,2.0,1.0,1.0
246,CHP03130,葡萄,0.99971616,12.0,12.0,7.0,7.0
247,CHP04683,小接筋草,0.9997155,7.0,7.0,4.0,3.0
248,CHP01296,广金钱草,0.999715,21.0,21.0,13.0,9.0
249,CHP04523,夏至草,0.9997112,13.0,13.0,5.0,5.0
250,CHP01367,核桃仁,0.99970895,58.0,58.0,21.0,17.0
251,CHP00187,败酱草,0.9997053,70.0,70.0,38.0,31.0
252,CHP01272,贯叶连翘,0.9997045,32.0,32.0,12.0,8.0
253,CHP01273,贯众,0.999689,37.0,37.0,16.0,15.0
254,CHP04577,香青兰,0.9996883,3.0,3.0,3.0,3.0
255,CHP04519,夏枯草,0.99968356,23.0,23.0,2.0,2.0
256,CHP03709,石刁柏,0.99968326,12.0,12.0,6.0,6.0
257,CHP00812,冬瓜皮,0.99968064,174.0,174.0,70.0,54.0
258,CHP02391,六棱菊,0.9996753,28.0,28.0,13.0,13.0
259,CHP05190,淫羊藿,0.9996621,165.0,165.0,46.0,36.0
260,CHP02207,狼把草,0.9996568,13.0,13.0,6.0,5.0
261,CHP01824,荠菜,0.9996567,51.0,51.0,26.0,25.0
262,CHP02839,母菊,0.9996489,10.0,10.0,5.0,5.0
263,CHP02562,马鞭草,0.99964523,42.0,42.0,14.0,12.0
264,CHP01424,红厚壳,0.9996451,40.0,40.0,15.0,6.0
265,CHP06091,茯苓皮,0.9996416,39.0,39.0,16.0,16.0
266,CHP03635,芍药,0.9996408,107.0,107.0,26.0,22.0
267,CHP01723,黄芩,0.99963856,46.0,46.0,8.0,8.0
268,CHP02406,龙葵根,0.9996317,48.0,48.0,11.0,9.0
269,CHP01477,红芪,0.99962664,47.0,47.0,19.0,16.0
270,CHP02340,列当,0.9996265,5.0,5.0,2.0,2.0
271,CHP02940,南蛇藤果,0.99962604,24.0,24.0,7.0,7.0
272,CHP05051,野菊花,0.999623,54.0,54.0,25.0,25.0
273,CHP00408,楮树根,0.9996154,46.0,46.0,27.0,20.0
274,CHP04178,通关藤,0.9996104,21.0,21.0,11.0,11.0
275,CHP01983,荆芥,0.9996065,81.0,81.0,20.0,15.0
276,CHP03687,省沽油,0.99960536,13.0,13.0,4.0,4.0
277,CHP01836,荚蒾,0.99960434,25.0,25.0,6.0,5.0
278,CHP03977,苏合香,0.99960315,21.0,21.0,6.0,6.0
279,CHP04867,鸦片,0.99960077,9.0,9.0,4.0,3.0
280,CHP01840,假百合,0.9996001,5.0,5.0,2.0,2.0
281,CHP02901,木通,0.99959993,62.0,62.0,23.0,22.0
282,CHP06111,灵芝,0.9995972,283.0,283.0,74.0,68.0
283,CHP00793,东北刺人参,0.9995905,16.0,16.0,14.0,14.0
284,CHP00557,大蒜,0.9995896,80.0,80.0,24.0,18.0
285,CHP00673,地枫皮,0.9995867,56.0,56.0,13.0,12.0
286,CHP01988,粳米,0.9995805,9.0,9.0,2.0,2.0
287,CHP05477,知母,0.9995799,91.0,91.0,12.0,10.0
288,CHP00044,芭蕉花,0.99957484,9.0,9.0,4.0,4.0
289,CHP00520,大蓟,0.99957055,69.0,69.0,20.0,17.0
290,CHP00482,大巢菜,0.9995697,5.0,5.0,2.0,2.0
291,CHP04886,亚罗椿,0.99956524,7.0,7.0,3.0,3.0
292,CHP02180,莱菔子,0.9995599,34.0,34.0,15.0,13.0
293,CHP01864,姜黄,0.99955285,48.0,48.0,16.0,13.0
294,CHP00458,葱白,0.9995403,70.0,70.0,27.0,21.0
295,CHP01110,附子,0.99953747,81.0,81.0,9.0,7.0
296,CHP02175,辣蓼草,0.999534,17.0,17.0,5.0,5.0
297,CHP00313,草苁蓉,0.99951696,36.0,36.0,15.0,15.0
298,CHP00102,白芥子,0.99951684,18.0,18.0,8.0,4.0
299,CHP00419,川芎,0.9995147,127.0,127.0,30.0,21.0
300,CHP00175,百脉根,0.99951375,15.0,15.0,8.0,6.0
301,CHP00137,白屈菜,0.9995033,58.0,58.0,4.0,1.0
302,CHP01933,金荞麦,0.9995022,23.0,23.0,8.0,5.0
303,CHP03707,石胆草,0.9995019,6.0,6.0,3.0,3.0
304,CHP00445,刺槐花,0.999498,14.0,14.0,5.0,5.0
305,CHP02298,连翘,0.9994942,116.0,116.0,28.0,24.0
306,CHP03020,牛尾蒿,0.9994914,14.0,14.0,6.0,5.0
307,CHP01161,高良姜,0.99948865,51.0,51.0,10.0,8.0
308,CHP02930,南瓜子,0.99948394,13.0,13.0,6.0,5.0
309,CHP00936,多裂委陵菜,0.9994566,3.0,3.0,1.0,1.0
310,CHP00441,刺柏,0.9994556,37.0,37.0,16.0,13.0
311,CHP00088,白花菜子,0.9994434,94.0,94.0,35.0,31.0
312,CHP05010,椰子瓤,0.99943954,2.0,2.0,1.0,1.0
313,CHP03334,榕树,0.99943745,16.0,16.0,6.0,6.0
314,CHP04065,桃仁,0.9994313,72.0,72.0,22.0,21.0
315,CHP04602,向日葵,0.99942684,6.0,6.0,5.0,4.0
316,CHP05962,牛黄,0.99942225,19.0,19.0,6.0,6.0
317,CHP03213,荞麦,0.99942195,14.0,14.0,6.0,6.0
318,CHP05615,梓叶,0.9994146,21.0,21.0,8.0,8.0
319,CHP06117,蘑菇,0.99940455,11.0,11.0,4.0,4.0
320,CHP01416,红豆杉,0.9994019,548.0,548.0,221.0,211.0
321,CHP00857,独活,0.9994012,108.0,108.0,31.0,18.0
322,CHP03107,偏翅唐松草,0.999401,3.0,3.0,1.0,1.0
323,CHP02440,漏芦,0.99940044,26.0,26.0,10.0,10.0
324,CHP03664,麝香草,0.99939746,21.0,21.0,10.0,10.0
325,CHP03321,人参芦,0.999396,2.0,2.0,1.0,1.0
326,CHP00519,大戟,0.9993906,107.0,107.0,39.0,32.0
327,CHP01608,化橘红,0.999382,33.0,33.0,14.0,10.0
328,CHP05582,竹叶椒,0.999368,10.0,10.0,4.0,3.0
329,CHP01091,佛手,0.9993604,51.0,51.0,12.0,9.0
330,CHP03565,山萩,0.9993597,5.0,5.0,2.0,2.0
331,CHP02063,开口箭,0.9993513,50.0,50.0,19.0,18.0
332,CHP00693,地锦,0.99935037,6.0,6.0,3.0,3.0
333,CHP02821,缅枣,0.99933755,4.0,4.0,2.0,2.0
334,CHP05186,银杏叶,0.9993316,44.0,44.0,14.0,13.0
335,CHP02557,麻叶,0.9993084,13.0,13.0,2.0,1.0
336,CHP01780,鸡骨草,0.9993056,47.0,47.0,16.0,16.0
337,CHP04095,天南星,0.9993044,42.0,42.0,13.0,11.0
338,CHP00859,独角莲,0.99930096,8.0,8.0,3.0,3.0
339,CHP02661,毛白杨,0.9992986,13.0,13.0,7.0,6.0
340,CHP02716,毛桐,0.99929845,11.0,11.0,2.0,2.0
341,CHP00231,北玄参,0.99928635,15.0,15.0,6.0,5.0
342,CHP00816,冬瓜子,0.99928445,39.0,39.0,16.0,14.0
343,CHP01676,黄荆,0.99926174,15.0,15.0,8.0,6.0
344,CHP01756,茴芹,0.9992548,25.0,25.0,9.0,9.0
345,CHP03187,千日红,0.99925154,12.0,12.0,4.0,4.0
346,CHP05512,肿柄菊,0.9992491,13.0,13.0,4.0,4.0
347,CHP01846,假蒟子,0.999246,8.0,8.0,3.0,3.0
348,CHP01222,狗牙花,0.999246,45.0,45.0,3.0,3.0
349,CHP01181,戈壁天门冬,0.999238,10.0,10.0,4.0,4.0
350,CHP05309,圆滑番荔枝,0.99922943,5.0,5.0,2.0,2.0
351,CHP02272,藜芦,0.9992231,38.0,38.0,13.0,13.0
352,CHP01180,藁本,0.9992226,37.0,37.0,9.0,6.0
353,CHP03719,石见穿,0.99921906,4.0,4.0,2.0,2.0
354,CHP05007,椰子,0.99921113,4.0,4.0,4.0,4.0
355,CHP00228,北豆根,0.99920714,72.0,72.0,15.0,12.0
356,CHP04986,杨梅核仁,0.99919623,2.0,2.0,1.0,1.0
357,CHP02869,木蝴蝶,0.99919254,22.0,22.0,3.0,3.0
358,CHP02323,两面针,0.9991884,43.0,43.0,10.0,6.0
359,CHP04647,小构树,0.99917984,21.0,21.0,12.0,10.0
360,CHP00101,白芥,0.99917185,3.0,3.0,2.0,2.0
361,CHP03778,柿叶,0.999164,14.0,14.0,8.0,5.0
362,CHP02769,美人蕉,0.9991625,4.0,4.0,2.0,2.0
363,CHP01241,古柯,0.9991595,12.0,12.0,3.0,3.0
364,CHP02484,轮环藤,0.99915856,15.0,15.0,1.0,1.0
365,CHP00150,白薇,0.9991557,85.0,85.0,22.0,18.0
366,CHP00726,灯心草,0.9991511,37.0,37.0,18.0,14.0
367,CHP03098,枇杷,0.9991419,6.0,6.0,3.0,3.0
368,CHP05248,柚花,0.9991392,21.0,21.0,12.0,12.0
369,CHP02090,苦参,0.9991337,94.0,94.0,17.0,10.0
370,CHP02713,毛蕊花,0.9991309,5.0,5.0,2.0,2.0
371,CHP00694,地锦草,0.9991129,38.0,38.0,8.0,8.0
372,CHP04083,天冬,0.99910814,54.0,54.0,23.0,22.0
373,CHP04008,算盘子,0.99910516,20.0,20.0,6.0,6.0
374,CHP00356,车前子,0.9990999,42.0,42.0,8.0,8.0
375,CHP04216,土贝母,0.9990984,24.0,24.0,3.0,2.0
376,CHP03132,葡萄柚,0.9990815,7.0,7.0,3.0,2.0
377,CHP00617,丹参,0.9990765,235.0,235.0,28.0,21.0
378,CHP04259,菟丝子,0.99907494,11.0,11.0,2.0,2.0
379,CHP02240,老鼠簕,0.99907243,20.0,20.0,5.0,5.0
380,CHP00433,莼菜,0.99906504,3.0,3.0,2.0,2.0
381,CHP01936,金雀花,0.9990591,19.0,19.0,7.0,6.0
382,CHP05837,海参,0.9990581,1.0,1.0,1.0,1.0
383,CHP04842,雪山林,0.99905187,39.0,39.0,19.0,19.0
384,CHP00106,白蜡树皮,0.999046,82.0,82.0,30.0,25.0
385,CHP03771,柿蒂,0.9990252,39.0,39.0,10.0,8.0
386,CHP05289,玉叶金花,0.9990198,11.0,11.0,5.0,5.0
387,CHP00972,儿茶,0.99901545,41.0,41.0,10.0,7.0
388,CHP02951,南烛,0.99901307,4.0,4.0,2.0,2.0
389,CHP04888,亚麻子,0.99900454,4.0,4.0,2.0,2.0
390,CHP00124,白茅根,0.9990039,59.0,59.0,5.0,4.0
391,CHP01999,九里香,0.9989993,104.0,104.0,24.0,17.0
392,CHP01357,何首乌,0.9989916,34.0,34.0,13.0,11.0
393,CHP00775,丁公藤,0.9989761,60.0,60.0,19.0,15.0
394,CHP02749,玫瑰,0.99897355,3.0,3.0,2.0,2.0
395,CHP01096,浮萍,0.99895304,38.0,38.0,6.0,6.0
396,CHP05689,紫葳茎叶,0.99894,6.0,6.0,2.0,2.0
