rank,CHP_ID,Chinese_herbal_pieces,adj_avg_score,total_compounds,effective_count,high_quality_count,ultra_high_count
104,CHP02033,橘叶,0.544566826574798,8.0,8.0,5.0,5.0
105,CHP01550,虎刺,0.544443342931347,17.0,17.0,10.0,4.0
106,CHP02182,兰花,0.5441641480112589,3.0,3.0,3.0,3.0
107,CHP02604,买麻藤,0.5440933871254361,39.0,39.0,14.0,13.0
108,CHP00640,当药,0.5438154072420281,3.0,3.0,3.0,2.0
109,CHP02683,毛贯众,0.5423947374390261,4.0,4.0,3.0,0.0
110,CHP02037,蒟蒻薯,0.5422394070511897,71.0,71.0,37.0,37.0
111,CHP03104,啤酒花,0.5422001946225995,54.0,54.0,22.0,17.0
112,CHP05478,栀子,0.5420818580594201,48.0,48.0,23.0,23.0
113,CHP00071,白饭豆,0.5414750942155141,51.0,51.0,22.0,22.0
114,CHP00496,大风子,0.5414526901354307,28.0,28.0,12.0,6.0
115,CHP03439,沙参,0.5411868759508586,44.0,44.0,22.0,19.0
116,CHP03685,生漆,0.5406806133958744,3.0,3.0,3.0,2.0
117,CHP04862,寻骨风,0.5391162653313469,17.0,17.0,10.0,7.0
118,CHP06128,松萝,0.5389053797877397,27.0,27.0,7.0,2.0
119,CHP00403,除虫菊,0.5388499162760141,16.0,16.0,9.0,9.0
120,CHP01409,红车轴草,0.538268438811173,21.0,21.0,11.0,6.0
121,CHP02523,落新妇,0.5356239830766558,18.0,18.0,8.0,2.0
122,CHP00298,苍耳,0.5355570609313468,17.0,17.0,10.0,8.0
123,CHP04647,小构树,0.5354509267014957,21.0,21.0,12.0,10.0
124,CHP01273,贯众,0.5349824514073694,37.0,37.0,16.0,15.0
125,CHP01942,金丝桃,0.5348862857073182,10.0,10.0,5.0,4.0
126,CHP02355,铃兰,0.5346608472715455,20.0,20.0,10.0,10.0
127,CHP02222,老鹳草,0.5339468145045739,22.0,22.0,10.0,9.0
128,CHP03199,茜草根,0.5333072508164937,11.0,11.0,7.0,7.0
129,CHP00330,茶花,0.5330432264727973,3.0,3.0,2.0,2.0
130,CHP02789,米皮糠,0.5328454991073184,10.0,10.0,5.0,4.0
131,CHP00421,穿龙薯蓣,0.5327218615775822,37.0,37.0,17.0,13.0
132,CHP06122,桑黄,0.5326750461594756,16.0,16.0,7.0,6.0
133,CHP06080,豹皮菇,0.5322034787804897,3.0,3.0,2.0,2.0
134,CHP01326,桂枝,0.532068011375319,57.0,57.0,21.0,16.0
135,CHP00305,藏边大黄,0.5319324398459571,28.0,28.0,11.0,9.0
136,CHP03395,三面刀,0.5319202351727652,14.0,14.0,7.0,7.0
137,CHP00274,槟榔,0.5313317258177384,172.0,172.0,66.0,54.0
138,CHP05482,蜘蛛抱蛋,0.5313138095497204,3.0,3.0,2.0,2.0
139,CHP05169,茵陈,0.5312817640056295,16.0,16.0,4.0,4.0
140,CHP04463,锡生藤,0.5309823112708614,9.0,9.0,4.0,1.0
141,CHP01230,枸橘,0.5308443106430166,12.0,12.0,4.0,3.0
142,CHP04482,细辛,0.5305026890477686,23.0,23.0,12.0,8.0
143,CHP00235,贝母兰,0.5304048546341479,6.0,6.0,3.0,1.0
144,CHP01598,华桑,0.5303195010060985,14.0,14.0,6.0,3.0
145,CHP01719,黄杞,0.5301206252303536,8.0,8.0,4.0,1.0
146,CHP00415,川木通,0.5298576459832677,96.0,96.0,32.0,20.0
147,CHP02057,蕨菜,0.5296827257394099,47.0,47.0,19.0,18.0
148,CHP04987,杨梅树皮,0.5295887215531085,21.0,21.0,10.0,10.0
149,CHP05967,牛靥,0.5293418933841478,6.0,6.0,3.0,3.0
150,CHP02970,柠檬桉叶,0.5288634562764244,5.0,5.0,3.0,3.0
151,CHP02216,榔榆皮,0.5285836116097576,5.0,5.0,2.0,1.0
152,CHP05634,紫红獐牙菜,0.5272654318970204,8.0,8.0,3.0,2.0
153,CHP05805,蜂胶,0.526976919422004,83.0,83.0,30.0,22.0
154,CHP01367,核桃仁,0.5260866362036231,58.0,58.0,21.0,17.0
155,CHP01469,红母鸡草,0.525765699097446,11.0,11.0,5.0,4.0
156,CHP02749,玫瑰,0.5255353941651051,3.0,3.0,2.0,2.0
157,CHP04951,燕麦,0.5252864280573183,10.0,10.0,6.0,6.0
158,CHP00099,白及,0.5252069259221179,78.0,78.0,24.0,10.0
159,CHP01114,覆盆子,0.5250804709378447,52.0,52.0,23.0,17.0
160,CHP03353,入地蜈蚣,0.5246461375715812,13.0,13.0,3.0,2.0
161,CHP05051,野菊花,0.5240001310560369,54.0,54.0,25.0,25.0
162,CHP02630,蔓荆,0.5231827218048789,20.0,20.0,7.0,6.0
163,CHP03780,匙羹藤,0.522814265296169,4.0,4.0,3.0,3.0
164,CHP01131,甘西鼠尾草,0.5224980410048788,20.0,20.0,9.0,7.0
165,CHP02528,绿豆,0.5215923312238827,38.0,38.0,18.0,15.0
166,CHP00100,白胶香,0.5215649425915456,20.0,20.0,10.0,10.0
167,CHP00220,宝盖草,0.5213296866430167,12.0,12.0,7.0,6.0
168,CHP00062,白刺花,0.5210282271885924,21.0,21.0,10.0,9.0
169,CHP01912,金合欢,0.5207562941498269,11.0,11.0,5.0,5.0
170,CHP05360,芸香,0.5207146510797378,42.0,42.0,12.0,6.0
171,CHP03450,沙糖根,0.5205627407859093,8.0,8.0,5.0,4.0
172,CHP02716,毛桐,0.5202929063355413,11.0,11.0,2.0,2.0
173,CHP02588,马桑,0.5202030357658546,15.0,15.0,7.0,7.0
174,CHP00331,茶树根,0.5201010742764244,5.0,5.0,2.0,2.0
175,CHP01043,风毛菊,0.5199468548414647,8.0,8.0,5.0,5.0
176,CHP01338,海金砂,0.5195114928801675,28.0,28.0,12.0,9.0
177,CHP05463,珍珠菜,0.5193593728455305,2.0,2.0,2.0,2.0
178,CHP05964,牛肾,0.5192651227591478,6.0,6.0,4.0,4.0
179,CHP04842,雪山林,0.5190524466764563,39.0,39.0,19.0,19.0
180,CHP04543,线叶金鸡菊,0.5190005678455305,2.0,2.0,2.0,2.0
181,CHP00251,边缘鳞盖蕨,0.5189216319227653,14.0,14.0,7.0,7.0
182,CHP00039,巴戟天,0.5188926908597937,153.0,153.0,62.0,38.0
183,CHP01058,蜂斗菜,0.5186653469340997,94.0,94.0,41.0,34.0
184,CHP05370,皂荚,0.5184057065045738,22.0,22.0,12.0,12.0
185,CHP03803,鼠李,0.5183313719466478,6.0,6.0,4.0,4.0
186,CHP05345,云南菟丝子,0.5182821770121971,2.0,2.0,2.0,2.0
187,CHP01334,海带,0.5174889440245783,65.0,65.0,28.0,26.0
188,CHP02356,凌霄,0.5174770755716479,6.0,6.0,4.0,4.0
189,CHP02539,绿笋片,0.5171422511788638,2.0,2.0,2.0,2.0
190,CHP03215,茄子根,0.5171358615104547,4.0,4.0,3.0,3.0
191,CHP05555,猪殃殃,0.5169716345121972,2.0,2.0,2.0,2.0
192,CHP00023,暗紫贝母,0.5166572602926841,11.0,11.0,6.0,5.0
193,CHP00762,吊干麻,0.5163398177608239,22.0,22.0,12.0,10.0
194,CHP04449,西瓜,0.5162483167258547,15.0,15.0,5.0,3.0
195,CHP02172,辣椒,0.5158749702005625,108.0,108.0,46.0,37.0
196,CHP04244,土三七,0.5153984272058547,15.0,15.0,8.0,6.0
197,CHP01681,黄荆子,0.5152893325614722,103.0,103.0,42.0,41.0
198,CHP04378,无距耧斗菜,0.5151590787804896,3.0,3.0,2.0,2.0
199,CHP03772,柿根,0.5146697778455305,2.0,2.0,2.0,2.0
200,CHP05489,止泻木皮,0.514237537908422,43.0,43.0,22.0,19.0
201,CHP04178,通关藤,0.5142229088756891,21.0,21.0,11.0,11.0
202,CHP00710,地梭罗,0.5142034804479192,35.0,35.0,9.0,4.0
203,CHP02293,栗树皮,0.5140519028455305,2.0,2.0,2.0,2.0
204,CHP00091,白花灯笼,0.5137744908498088,9.0,9.0,5.0,5.0
205,CHP00467,粗叶悬钩子,0.5137407630047216,21.0,21.0,10.0,8.0
206,CHP02554,麻牛膝,0.5134417178458547,15.0,15.0,8.0,8.0
207,CHP00094,白花射干,0.513091144060335,9.0,9.0,4.0,2.0
208,CHP03589,山小橘,0.5130406609430911,5.0,5.0,2.0,2.0
209,CHP03177,千解草,0.5128533431533119,4.0,4.0,2.0,0.0
210,CHP01834,夹竹桃,0.5126916682095054,58.0,58.0,23.0,22.0
211,CHP04777,新疆藁本,0.5122432595121972,2.0,2.0,2.0,2.0
212,CHP01740,黄心果,0.5116930833658546,15.0,15.0,6.0,5.0
213,CHP05572,竹沥,0.5116453431658546,15.0,15.0,6.0,5.0
214,CHP05780,蟾皮,0.5114552267247404,4.0,4.0,2.0,2.0
215,CHP04807,绣线菊,0.5111342050731712,33.0,33.0,14.0,13.0
216,CHP02137,苦玄参,0.5107489347382121,20.0,20.0,8.0,8.0
217,CHP02337,辽东楤木,0.5106165540050471,19.0,19.0,10.0,10.0
218,CHP03127,破叶莲,0.5105929673403031,11.0,11.0,6.0,6.0
219,CHP00812,冬瓜皮,0.5099854835890563,174.0,174.0,70.0,54.0
220,CHP05582,竹叶椒,0.5099448202473182,10.0,10.0,4.0,3.0
221,CHP00963,鹅绒藤,0.5099203615091479,6.0,6.0,3.0,2.0
222,CHP01555,虎尾兰,0.5097140103455305,2.0,2.0,2.0,1.0
223,CHP01936,金雀花,0.5093359317636678,19.0,19.0,7.0,6.0
224,CHP06127,树舌,0.509277272913328,46.0,46.0,22.0,21.0
225,CHP03664,麝香草,0.5090639767143988,21.0,21.0,10.0,10.0
226,CHP01066,凤尾茶,0.5087119767247403,4.0,4.0,2.0,1.0
227,CHP01310,鬼箭羽,0.5085270145797378,42.0,42.0,14.0,11.0
228,CHP03778,柿叶,0.5083889898181818,14.0,14.0,8.0,5.0
229,CHP02756,梅花,0.5083884030320049,64.0,64.0,27.0,20.0
230,CHP02623,曼陀罗叶,0.5083431946310987,14.0,14.0,7.0,7.0
231,CHP04764,缬草,0.5078341474669844,31.0,31.0,15.0,13.0
232,CHP04643,小飞蓬,0.5076005404525759,8.0,8.0,3.0,3.0
233,CHP05112,叶底珠,0.5072215317552274,18.0,18.0,8.0,8.0
234,CHP02034,橘叶巴戟,0.5065482520121972,2.0,2.0,2.0,1.0
235,CHP03434,桑枝,0.5063891929810304,35.0,35.0,15.0,13.0
236,CHP05766,鳖甲,0.5063413436788639,2.0,2.0,2.0,1.0
237,CHP01593,华南吴茱萸,0.5061320303675976,4.0,4.0,3.0,2.0
238,CHP00106,白蜡树皮,0.5057802636472432,82.0,82.0,30.0,25.0
239,CHP01534,葫芦茶,0.5054060287793802,12.0,12.0,6.0,4.0
240,CHP00206,半边苏,0.5048463718639191,35.0,35.0,14.0,12.0
241,CHP01786,鸡冠花,0.5046818411966478,6.0,6.0,3.0,2.0
242,CHP00998,翻白草,0.5045389242418546,15.0,15.0,5.0,5.0
243,CHP01450,红筷子,0.5043508187804897,3.0,3.0,2.0,2.0
244,CHP03083,蓬莪术,0.5042178019591479,6.0,6.0,3.0,3.0
245,CHP02515,骆驼蓬子,0.5041542678455305,2.0,2.0,2.0,1.0
246,CHP02583,马铃薯,0.503720347343091,5.0,5.0,3.0,3.0
247,CHP03010,牛奶树,0.5034118981533119,4.0,4.0,1.0,1.0
248,CHP00293,菜豆树,0.503107006197446,11.0,11.0,6.0,4.0
249,CHP02207,狼把草,0.5027355364846247,13.0,13.0,6.0,5.0
250,CHP00258,扁豆,0.502224441710159,93.0,93.0,38.0,31.0
251,CHP01693,黄龙胆,0.5021517285056294,16.0,16.0,6.0,6.0
252,CHP00336,茶子,0.5021458611367985,13.0,13.0,7.0,7.0
253,CHP00597,大叶仙茅,0.5020900399454814,24.0,24.0,11.0,11.0
254,CHP05515,重楼,0.5019610866377162,31.0,31.0,14.0,14.0
255,CHP02418,龙血树,0.5019605980670739,22.0,22.0,9.0,8.0
256,CHP05160,益智仁,0.5017361540097577,5.0,5.0,3.0,3.0
257,CHP01002,繁缕,0.5015109312708613,9.0,9.0,4.0,4.0
258,CHP01176,高乌头,0.5014010902764243,5.0,5.0,3.0,3.0
259,CHP01366,核桃楸果仁,0.5010820133841478,6.0,6.0,2.0,1.0
260,CHP02441,芦根,0.5009031187101872,24.0,24.0,12.0,10.0
261,CHP05790,虫白蜡,0.5007294695818832,4.0,4.0,0.0,0.0
262,CHP00441,刺柏,0.50072316927971,37.0,37.0,16.0,13.0
263,CHP01183,茖葱,0.5003746285091478,6.0,6.0,3.0,3.0
264,CHP05465,珍珠梅,0.5003654261788638,2.0,2.0,1.0,1.0
265,CHP01118,甘草,0.500351741914662,341.0,341.0,120.0,82.0
266,CHP00186,柏子仁,0.5003306397803923,47.0,47.0,20.0,13.0
267,CHP03595,山银柴胡,0.5002953061788639,2.0,2.0,1.0,1.0
268,CHP02109,苦蒿,0.4998083887793802,12.0,12.0,6.0,6.0
269,CHP01608,化橘红,0.49974270677084576,33.0,33.0,14.0,10.0
270,CHP01676,黄荆,0.4997180506298545,15.0,15.0,8.0,6.0
271,CHP00048,菝葜,0.4996174456564637,90.0,90.0,33.0,26.0
272,CHP00401,樗叶花椒,0.4995787708321392,7.0,7.0,4.0,4.0
273,CHP04995,洋蓍草,0.49955652100860976,7.0,7.0,3.0,3.0
274,CHP02896,木棉花,0.49903375749905904,47.0,47.0,13.0,9.0
275,CHP04083,天冬,0.4989606812882244,54.0,54.0,23.0,22.0
276,CHP04467,喜旱莲子草,0.4988290731850803,7.0,7.0,4.0,4.0
277,CHP01235,枸杞叶,0.4988069678810985,14.0,14.0,6.0,6.0
278,CHP00221,保山乌头,0.4983308128641126,11.0,11.0,5.0,5.0
279,CHP05470,枕材,0.49803762784553046,2.0,2.0,1.0,1.0
280,CHP03659,蛇藤,0.4980163672420282,3.0,3.0,2.0,2.0
281,CHP00853,毒芹根,0.49795889085731826,10.0,10.0,4.0,4.0
282,CHP02930,南瓜子,0.4972774047889725,13.0,13.0,6.0,5.0
283,CHP05635,紫花地丁,0.49695649993902613,4.0,4.0,2.0,2.0
284,CHP05296,郁金香,0.49670565869191396,9.0,9.0,5.0,5.0
285,CHP03020,牛尾蒿,0.49665804592276525,14.0,14.0,6.0,5.0
286,CHP02498,罗汉松,0.4957612703623702,18.0,18.0,9.0,8.0
287,CHP01477,红芪,0.4955178411446731,47.0,47.0,19.0,16.0
288,CHP00997,番泻叶,0.49513992467644896,22.0,22.0,9.0,6.0
289,CHP02131,苦树皮,0.49510140431097593,58.0,58.0,20.0,19.0
290,CHP01524,胡桃树皮,0.49498940803035374,8.0,8.0,4.0,4.0
291,CHP02391,六棱菊,0.49481978742490434,28.0,28.0,13.0,13.0
292,CHP03784,手参,0.4946942035521076,12.0,12.0,4.0,3.0
293,CHP00102,白芥子,0.49467211133379874,18.0,18.0,8.0,4.0
294,CHP05975,青蛙,0.49466536815331186,4.0,4.0,2.0,2.0
295,CHP00683,地瓜子,0.4944129666613247,25.0,25.0,6.0,4.0
296,CHP00059,白菖,0.494293495959808,61.0,61.0,27.0,23.0
297,CHP00742,滇黄芩,0.4941900807073183,10.0,10.0,4.0,2.0
298,CHP02514,骆驼蓬,0.49409915894309103,5.0,5.0,2.0,2.0
299,CHP01775,鸡蛋果,0.4932768595121972,2.0,2.0,1.0,1.0
300,CHP01669,黄花远志,0.4932185107143988,21.0,21.0,11.0,8.0
301,CHP02035,橘子,0.49290051713414784,6.0,6.0,3.0,1.0
302,CHP02839,母菊,0.4928381660073183,10.0,10.0,5.0,5.0
303,CHP01774,鸡蛋参,0.49270786451219717,2.0,2.0,1.0,1.0
304,CHP01244,骨节草,0.49260036275914787,6.0,6.0,3.0,3.0
305,CHP00828,冬珊瑚,0.49235110180975766,5.0,5.0,3.0,3.0
306,CHP00724,灯笼泡,0.4922582040097577,5.0,5.0,3.0,3.0
307,CHP00019,安息香,0.4920190741364441,171.0,171.0,62.0,48.0
308,CHP03853,水黄连,0.49197138875914787,6.0,6.0,2.0,2.0
309,CHP00767,钓樟根皮,0.49181165534146476,8.0,8.0,4.0,3.0
310,CHP00314,草地黄芩,0.4915333139497862,7.0,7.0,2.0,2.0
311,CHP06037,五灵脂,0.4914930961966479,6.0,6.0,3.0,3.0
312,CHP01695,黄栌,0.49142760694309107,5.0,5.0,3.0,2.0
313,CHP00269,遍地金,0.49131574601045475,4.0,4.0,1.0,1.0
314,CHP03709,石刁柏,0.49116892523392575,12.0,12.0,6.0,6.0
315,CHP01083,扶桑花,0.49112257108818197,3.0,3.0,2.0,2.0
316,CHP01702,黄麻叶,0.4909333214203744,7.0,7.0,3.0,3.0
317,CHP00445,刺槐花,0.4907892714644319,14.0,14.0,5.0,5.0
318,CHP04918,岩椒草,0.49072277278897247,13.0,13.0,4.0,2.0
319,CHP02082,孔雀草,0.49053222364731824,10.0,10.0,5.0,5.0
320,CHP02342,裂果薯,0.4901975981535691,17.0,17.0,8.0,8.0
321,CHP00296,蚕豆,0.4898539512909092,19.0,19.0,9.0,8.0
322,CHP00095,白花藤,0.4896789933958743,3.0,3.0,2.0,2.0
323,CHP05337,云南榧树,0.4895625041651051,3.0,3.0,2.0,2.0
324,CHP02656,猫须草,0.48951583842620955,49.0,49.0,22.0,22.0
325,CHP03178,千斤拔,0.48942941253502903,37.0,37.0,13.0,9.0
326,CHP05612,梓木,0.4891814541262568,7.0,7.0,2.0,0.0
327,CHP01346,含羞草,0.4889330894525759,8.0,8.0,3.0,3.0
328,CHP05174,银柴胡,0.48889223150914785,6.0,6.0,2.0,2.0
329,CHP03981,苏铁,0.48884248318508033,7.0,7.0,3.0,2.0
330,CHP02306,莲蓬草,0.48878889031895123,3.0,3.0,2.0,1.0
331,CHP00014,艾叶,0.48847227627072826,397.0,397.0,158.0,127.0
332,CHP05302,元宝草,0.48833136373035363,8.0,8.0,4.0,1.0
333,CHP03038,糯稻根,0.4883177251802767,13.0,13.0,6.0,6.0
334,CHP02661,毛白杨,0.4883071880498421,13.0,13.0,7.0,6.0
335,CHP01871,降香,0.48829911905909973,94.0,94.0,26.0,15.0
336,CHP00315,草豆蔻,0.4881906066818375,37.0,37.0,16.0,14.0
337,CHP06033,乌梢蛇,0.48749530339587427,3.0,3.0,1.0,1.0
338,CHP00053,白背叶,0.48741098570272734,7.0,7.0,4.0,0.0
339,CHP02055,决明,0.4872287911313468,17.0,17.0,6.0,5.0
340,CHP04888,亚麻子,0.48707343712974044,4.0,4.0,2.0,2.0
341,CHP01323,桂皮,0.48691110693268413,11.0,11.0,5.0,5.0
342,CHP03213,荞麦,0.4863958307019319,14.0,14.0,6.0,6.0
343,CHP04316,卫矛,0.486343706088182,3.0,3.0,2.0,2.0
344,CHP00140,白首乌,0.48629902880292725,40.0,40.0,17.0,17.0
345,CHP00286,博落回,0.48629078339587434,3.0,3.0,0.0,0.0
346,CHP02685,毛诃子,0.4859951636097577,5.0,5.0,3.0,3.0
347,CHP01896,芥菜,0.48599427036743326,7.0,7.0,2.0,2.0
348,CHP02478,露水草,0.4859160877073183,10.0,10.0,5.0,5.0
349,CHP04092,天罗水,0.48573667623392575,12.0,12.0,6.0,6.0
350,CHP01773,鸡肠狼毒,0.48566288189808454,18.0,18.0,9.0,8.0
351,CHP02063,开口箭,0.485626659669106,50.0,50.0,19.0,18.0
352,CHP03309,雀梅藤,0.4855930945121972,2.0,2.0,1.0,1.0
353,CHP03314,蘘荷,0.4854487668164937,11.0,11.0,6.0,6.0
354,CHP01853,剪秋罗,0.48543101724202814,3.0,3.0,2.0,2.0
355,CHP05224,油茶子,0.4853460046341479,6.0,6.0,3.0,3.0
356,CHP01990,景天,0.48532805502309107,5.0,5.0,3.0,2.0
357,CHP00284,播娘蒿,0.48483542192276524,14.0,14.0,7.0,6.0
358,CHP00049,霸王鞭,0.48481513797154546,20.0,20.0,9.0,8.0
