rank,CHP_ID,Chinese_herbal_pieces,adj_avg_score,total_compounds,effective_count,high_quality_count,ultra_high_count
359,CHP00101,白芥,0.4843135513958743,3.0,3.0,2.0,2.0
360,CHP00660,稻草,0.48404801280341536,27.0,27.0,11.0,11.0
361,CHP04821,萱草,0.48404599300770346,9.0,9.0,4.0,4.0
362,CHP04000,酸模,0.48394713117886384,2.0,2.0,1.0,1.0
363,CHP01185,葛根,0.48392459845559177,43.0,43.0,16.0,16.0
364,CHP00433,莼菜,0.48389852724202814,3.0,3.0,2.0,2.0
365,CHP01089,佛甲草,0.48379340550813144,8.0,8.0,4.0,3.0
366,CHP02239,老鼠瓜,0.4836863062764244,5.0,5.0,3.0,3.0
367,CHP04809,绣线菊叶,0.48356361811296666,9.0,9.0,4.0,4.0
368,CHP00288,补骨脂,0.4834638624358449,181.0,181.0,49.0,34.0
369,CHP02824,明党参,0.4833692115818833,4.0,4.0,2.0,1.0
370,CHP03518,山胡椒,0.48286408960975774,5.0,5.0,2.0,2.0
371,CHP00178,百眼藤,0.4828385096097577,5.0,5.0,3.0,1.0
372,CHP01016,飞龙掌血,0.4828007087688746,11.0,11.0,2.0,2.0
373,CHP00060,白车轴草,0.48266086505962125,26.0,26.0,12.0,8.0
374,CHP04326,文殊兰,0.4825972143306624,60.0,60.0,20.0,10.0
375,CHP05287,玉蜀黍,0.48251042243902614,4.0,4.0,2.0,2.0
376,CHP01261,关木通,0.48250002877028936,12.0,12.0,4.0,4.0
377,CHP00533,大麻叶泽兰,0.48221375346368706,8.0,8.0,4.0,4.0
378,CHP00239,荜茇根,0.481776844165105,3.0,3.0,0.0,0.0
379,CHP03653,蛇莓,0.4812097957035666,3.0,3.0,2.0,2.0
380,CHP04042,太子参,0.4811200792119437,19.0,19.0,8.0,7.0
381,CHP01122,甘葛藤根,0.4810355203189512,3.0,3.0,2.0,1.0
382,CHP02500,罗汉松实,0.480703436042458,17.0,17.0,8.0,8.0
383,CHP03506,山矾叶,0.4806402024390261,4.0,4.0,2.0,2.0
384,CHP00974,耳草,0.4804188734355413,11.0,11.0,4.0,4.0
385,CHP04225,土茯苓,0.4803501254309829,27.0,27.0,11.0,11.0
386,CHP05880,鸡脑,0.480245863088182,3.0,3.0,2.0,2.0
387,CHP04816,徐长卿,0.48022852596585464,15.0,15.0,6.0,4.0
388,CHP05186,银杏叶,0.4801351369490067,44.0,44.0,14.0,13.0
389,CHP00906,堆心菊,0.4801164824327533,25.0,25.0,11.0,10.0
390,CHP02541,葎草,0.4798889755889358,31.0,31.0,10.0,6.0
391,CHP02244,老鸦柿,0.47987909213414787,6.0,6.0,3.0,3.0
392,CHP03084,蓬莱草,0.4797878288764244,5.0,5.0,3.0,2.0
393,CHP01620,槐,0.4796971249194072,13.0,13.0,6.0,5.0
394,CHP05841,海螵蛸,0.47932573534553047,2.0,2.0,1.0,1.0
395,CHP01780,鸡骨草,0.4792022117569538,47.0,47.0,16.0,16.0
396,CHP04962,羊角藤,0.47909053494309106,5.0,5.0,2.0,2.0
397,CHP01543,槲寄生,0.47892917131051227,61.0,61.0,25.0,24.0
398,CHP01015,飞廉,0.47891869600696985,11.0,11.0,4.0,4.0
399,CHP05983,全蝎,0.4789070320852589,3.0,3.0,2.0,2.0
400,CHP04608,向日葵叶,0.4787318086260174,11.0,11.0,5.0,5.0
401,CHP00373,齿叶草,0.47859291493433587,3.0,3.0,2.0,1.0
402,CHP05142,伊贝母,0.47826155617886384,2.0,2.0,1.0,1.0
403,CHP04313,尾叶香茶菜,0.4781734931588081,35.0,35.0,14.0,14.0
404,CHP00313,草苁蓉,0.47816793478579045,36.0,36.0,15.0,15.0
405,CHP02305,莲花,0.47816028956097656,17.0,17.0,6.0,5.0
406,CHP00162,白芷,0.47802428943983083,307.0,307.0,96.0,67.0
407,CHP04683,小接筋草,0.4779149160968451,7.0,7.0,4.0,3.0
408,CHP01813,吉祥草,0.4775948811715455,20.0,20.0,8.0,8.0
409,CHP04523,夏至草,0.4775820635715811,13.0,13.0,5.0,5.0
410,CHP00859,独角莲,0.47745621700813146,8.0,8.0,3.0,3.0
411,CHP02638,芒果,0.4774538116553558,36.0,36.0,14.0,13.0
412,CHP02054,绢毛蔷薇,0.4773715418574127,3.0,3.0,2.0,1.0
413,CHP00016,安徽贝母,0.47735088605458886,11.0,11.0,5.0,5.0
414,CHP06092,茯神,0.4771273387804897,3.0,3.0,2.0,2.0
415,CHP05553,猪屎豆,0.4770534012420281,3.0,3.0,2.0,2.0
416,CHP02429,龙眼叶,0.47695303138414785,6.0,6.0,3.0,3.0
417,CHP05501,枳实,0.47688301150914786,6.0,6.0,3.0,3.0
418,CHP03605,山楂叶,0.4768820104909325,29.0,29.0,10.0,9.0
419,CHP04485,细叶桉叶,0.47677703259684506,7.0,7.0,3.0,3.0
420,CHP04280,晚香玉,0.4767066570740126,19.0,19.0,9.0,9.0
421,CHP05255,余甘子,0.4766130926232132,48.0,48.0,19.0,19.0
422,CHP05837,海参,0.4764410431042151,1.0,1.0,1.0,1.0
423,CHP05683,紫藤,0.4764069567405787,1.0,1.0,1.0,1.0
424,CHP06040,象骨,0.4763539249223969,1.0,1.0,1.0,1.0
425,CHP00763,吊兰,0.47633893764966967,1.0,1.0,1.0,1.0
426,CHP04598,香樟叶,0.47632379764966964,1.0,1.0,1.0,1.0
427,CHP05495,枳椇根,0.47631857946785144,1.0,1.0,1.0,1.0
428,CHP04604,向日葵花,0.47630481128603325,1.0,1.0,1.0,1.0
429,CHP02525,驴蹄草,0.4762579831042151,1.0,1.0,1.0,1.0
430,CHP04215,土百部,0.47623380674057875,1.0,1.0,1.0,1.0
431,CHP01086,芙蓉花,0.4762332976496696,1.0,1.0,1.0,1.0
432,CHP05162,薏苡仁,0.47619653338414786,6.0,6.0,3.0,2.0
433,CHP04992,洋葱,0.4761770431042151,1.0,1.0,1.0,1.0
434,CHP03741,石楠,0.47617161583148776,1.0,1.0,1.0,1.0
435,CHP06157,琥珀,0.47611349764966965,1.0,1.0,1.0,1.0
436,CHP01063,凤凰木,0.47600194310421506,1.0,1.0,1.0,1.0
437,CHP04059,桃根,0.47598981128603324,1.0,1.0,1.0,1.0
438,CHP05004,药西瓜,0.47595423855876057,1.0,1.0,1.0,1.0
439,CHP05796,灯心柳珊瑚,0.47592972492239694,1.0,1.0,1.0,1.0
440,CHP05198,鹰不泊,0.47592223037694237,1.0,1.0,1.0,1.0
441,CHP04385,芜菁甘蓝,0.475882734013306,1.0,1.0,1.0,1.0
442,CHP05638,紫花景天,0.4758480352420281,3.0,3.0,2.0,1.0
443,CHP00351,朝鲜白头翁,0.47578125878048966,3.0,3.0,2.0,1.0
444,CHP03299,驱虫斑鸠菊,0.475717834013306,1.0,1.0,1.0,1.0
445,CHP05694,紫薇叶,0.47563798855876055,1.0,1.0,1.0,1.0
446,CHP03567,山棯叶,0.47563241128603323,1.0,1.0,1.0,1.0
447,CHP05610,姊妹树,0.47552550219512413,1.0,1.0,1.0,1.0
448,CHP02815,棉花,0.4754933749223969,1.0,1.0,1.0,1.0
449,CHP02296,痢止蒿,0.4754637095818833,4.0,4.0,1.0,0.0
450,CHP01072,凤仙花,0.4754415067405787,1.0,1.0,1.0,1.0
451,CHP03423,桑白皮,0.4754397505805501,147.0,147.0,41.0,21.0
452,CHP00130,白牛胆,0.475434134013306,1.0,1.0,1.0,1.0
453,CHP00366,橙皮,0.4753535736266435,3.0,3.0,2.0,2.0
454,CHP01403,衡州乌药,0.4752782551262568,7.0,7.0,2.0,2.0
455,CHP04481,细香葱,0.47525714037694233,1.0,1.0,1.0,1.0
456,CHP05408,樟脑,0.475080104013306,1.0,1.0,1.0,1.0
457,CHP05848,黑蚂蚁,0.4749940558314878,1.0,1.0,1.0,1.0
458,CHP01641,黄甘草,0.4749560067247404,4.0,4.0,2.0,1.0
459,CHP03015,牛舌头,0.4748279758314878,1.0,1.0,1.0,1.0
460,CHP04772,心叶荆芥,0.47469065985741277,3.0,3.0,2.0,2.0
461,CHP00969,鄂报春,0.4745845957035666,3.0,3.0,1.0,1.0
462,CHP05992,人中白,0.4744336390765201,83.0,83.0,25.0,18.0
463,CHP01460,红毛七,0.474394366691914,9.0,9.0,3.0,3.0
464,CHP05154,异叶梁王茶,0.4743326268970203,8.0,8.0,4.0,4.0
465,CHP01858,见血清,0.47423975585741274,3.0,3.0,2.0,2.0
466,CHP03810,薯莨,0.4742129249223969,1.0,1.0,1.0,1.0
467,CHP03184,千年艾,0.4740910885587606,1.0,1.0,1.0,1.0
468,CHP01414,红豆蔻,0.47407323511050703,42.0,42.0,14.0,11.0
469,CHP03491,山慈菇,0.4739901860024395,50.0,50.0,19.0,16.0
470,CHP01125,甘青铁线莲,0.47394035207164786,6.0,6.0,3.0,3.0
471,CHP02781,迷迭香,0.4739325730073182,10.0,10.0,5.0,5.0
472,CHP02526,吕宋果,0.4737595858073183,10.0,10.0,5.0,5.0
473,CHP01771,藿香,0.4737443260261752,72.0,72.0,28.0,19.0
474,CHP02639,芒果核,0.47368230454309107,5.0,5.0,2.0,2.0
475,CHP02180,莱菔子,0.47355505088969013,34.0,34.0,15.0,13.0
476,CHP01941,金丝梅,0.47353546128603324,1.0,1.0,1.0,1.0
477,CHP05887,鸡子白,0.47352365219512416,1.0,1.0,1.0,1.0
478,CHP00371,秤钩风,0.4735128945573182,10.0,10.0,5.0,4.0
479,CHP01028,榧子,0.47348253128603324,1.0,1.0,1.0,1.0
480,CHP04958,羊角拗,0.4734029933073183,10.0,10.0,4.0,4.0
481,CHP04363,巫山淫羊藿,0.4733299308321392,7.0,7.0,3.0,3.0
482,CHP02149,块茎糙苏,0.47332286128603324,1.0,1.0,1.0,1.0
483,CHP00098,白花油麻藤,0.4732478922764244,5.0,5.0,2.0,2.0
484,CHP01030,分心木,0.47324290386759754,4.0,4.0,0.0,0.0
485,CHP04462,锡兰肉桂,0.473119025965105,3.0,3.0,2.0,2.0
486,CHP00470,翠雀花,0.47303982909913483,52.0,52.0,21.0,19.0
487,CHP06118,木耳,0.4729898121951242,1.0,1.0,1.0,1.0
488,CHP01610,化香树果,0.47293905219512417,1.0,1.0,1.0,1.0
489,CHP04190,桐油,0.47286174009731835,10.0,10.0,5.0,5.0
490,CHP00897,短小蛇根草,0.4728230067405787,1.0,1.0,1.0,1.0
491,CHP00418,川西獐牙菜,0.4727651761788638,2.0,2.0,1.0,1.0
492,CHP02313,莲子草,0.47275011167479813,8.0,8.0,4.0,4.0
493,CHP02951,南烛,0.47266100243902615,4.0,4.0,2.0,2.0
494,CHP01430,红花龙胆,0.47255267185741273,3.0,3.0,1.0,1.0
495,CHP00396,臭山羊,0.4724872675980136,17.0,17.0,5.0,3.0
496,CHP01269,管花肉苁蓉,0.4724706165573183,10.0,10.0,5.0,5.0
497,CHP03670,神黄豆,0.47246568201045464,4.0,4.0,2.0,2.0
498,CHP04115,甜茶藤,0.47241177286759756,4.0,4.0,2.0,2.0
499,CHP00648,倒地铃,0.4723446676496696,1.0,1.0,1.0,1.0
500,CHP04616,橡实,0.47228997613414786,6.0,6.0,2.0,2.0
501,CHP00604,大叶紫珠,0.47215349495507186,9.0,9.0,4.0,3.0
502,CHP00361,陈皮,0.47200703236855196,103.0,103.0,36.0,24.0
503,CHP00030,八角茴香,0.4719200252675593,266.0,266.0,85.0,75.0
504,CHP03098,枇杷,0.4717927190091479,6.0,6.0,3.0,3.0
505,CHP00289,补血草,0.4717127121951242,1.0,1.0,1.0,1.0
506,CHP03105,辟汗草,0.47131089764966966,1.0,1.0,1.0,1.0
507,CHP04069,桃枝,0.47127147954549425,13.0,13.0,6.0,4.0
508,CHP00292,布渣叶,0.47122139553807885,20.0,20.0,4.0,3.0
509,CHP02477,露蕊乌头,0.47110107807642443,5.0,5.0,3.0,1.0
510,CHP04233,土连翘,0.4709284431042151,1.0,1.0,1.0,1.0
511,CHP05782,蟾酥,0.47052089313267115,71.0,71.0,26.0,26.0
512,CHP01751,灰叶根,0.47044306872332387,22.0,22.0,5.0,5.0
513,CHP00209,半夏,0.4700884291831902,155.0,155.0,57.0,51.0
514,CHP01753,回回豆,0.4700694184019319,14.0,14.0,3.0,3.0
515,CHP03254,青葙,0.4698637267574127,3.0,3.0,2.0,2.0
516,CHP05779,蟾蜍,0.4695509875307793,11.0,11.0,5.0,5.0
517,CHP05297,郁金香根,0.4694577885587605,1.0,1.0,1.0,1.0
518,CHP05211,瘿花香茶菜,0.46942638988414787,6.0,6.0,3.0,3.0
519,CHP00486,大豆,0.46941328632483476,12.0,12.0,5.0,5.0
520,CHP02456,陆地棉,0.4692714326266435,3.0,3.0,1.0,0.0
521,CHP00044,芭蕉花,0.46911935821822975,9.0,9.0,4.0,4.0
522,CHP05379,泽藓,0.46905724946785143,1.0,1.0,1.0,1.0
523,CHP00816,冬瓜子,0.46901598703155845,39.0,39.0,16.0,14.0
524,CHP05040,野花椒根,0.46898760294309105,5.0,5.0,1.0,1.0
525,CHP00285,伯乐树,0.46890248855876054,1.0,1.0,1.0,1.0
526,CHP04110,田旋花,0.4688508612860333,1.0,1.0,1.0,1.0
527,CHP00243,蓖麻根,0.46884327411924254,8.0,8.0,2.0,1.0
528,CHP04413,五色梅,0.46872341254988986,23.0,23.0,10.0,9.0
529,CHP01907,金粉蕨,0.468320583479198,7.0,7.0,3.0,2.0
530,CHP05889,鸡子壳,0.4682669567405787,1.0,1.0,1.0,1.0
531,CHP03245,青钱柳,0.4681600467247404,4.0,4.0,2.0,2.0
532,CHP01623,槐花,0.46815370423562597,112.0,112.0,37.0,30.0
533,CHP03132,葡萄柚,0.4680481271850803,7.0,7.0,3.0,2.0
534,CHP04798,杏子,0.4678248158314878,1.0,1.0,1.0,1.0
535,CHP00612,代代花,0.46779279183987144,96.0,96.0,36.0,34.0
536,CHP03707,石胆草,0.46779147632164786,6.0,6.0,3.0,3.0
537,CHP02582,马蔺子,0.4674634057035666,3.0,3.0,1.0,1.0
538,CHP03119,婆罗门参,0.4673279353414648,8.0,8.0,4.0,3.0
539,CHP00872,独一味,0.46719060553184355,26.0,26.0,10.0,10.0
540,CHP00149,白土茯苓,0.4669389794678514,1.0,1.0,1.0,0.0
541,CHP00457,葱,0.46687108581846765,25.0,25.0,8.0,3.0
542,CHP01309,鬼箭锦鸡儿,0.46685588924506505,11.0,11.0,4.0,4.0
543,CHP04477,细茎石斛,0.46677075886759756,4.0,4.0,2.0,2.0
544,CHP03243,青皮,0.46667312617886375,2.0,2.0,1.0,0.0
545,CHP04535,咸酸蔃,0.466653584013306,1.0,1.0,1.0,0.0
546,CHP00571,大叶桉叶,0.46656845612625686,7.0,7.0,2.0,0.0
547,CHP05955,蜜蜡,0.4662780287804897,3.0,3.0,1.0,0.0
548,CHP06156,红粉,0.46625028219512415,1.0,1.0,1.0,0.0
549,CHP01347,韩信草,0.46614842315331184,4.0,4.0,2.0,2.0
550,CHP00208,半枫荷,0.4660819672420281,3.0,3.0,1.0,1.0
551,CHP01898,芥子,0.4659595100215505,136.0,136.0,59.0,55.0
552,CHP00731,棣棠花,0.4659489997248347,12.0,12.0,6.0,5.0
553,CHP01035,粉葛,0.4659073596097577,5.0,5.0,2.0,2.0
554,CHP03871,水龙骨,0.4657647623184676,25.0,25.0,10.0,10.0
555,CHP00321,草问荆,0.4657310910104547,4.0,4.0,2.0,2.0
556,CHP03596,山樱桃,0.4656833498675975,4.0,4.0,2.0,2.0
557,CHP05712,紫珠,0.46545404310421506,1.0,1.0,1.0,0.0
558,CHP05042,野花椒叶,0.46527948029616895,4.0,4.0,1.0,0.0
559,CHP02920,南川升麻,0.46525274784553045,2.0,2.0,1.0,0.0
560,CHP00223,抱茎獐牙菜,0.4649656787303537,8.0,8.0,4.0,4.0
561,CHP01809,积雪草,0.46478580328522284,41.0,41.0,14.0,14.0
562,CHP02026,橘白,0.4645746703769424,1.0,1.0,1.0,0.0
563,CHP03002,牛筋果,0.46446299165566857,7.0,7.0,0.0,0.0
564,CHP00088,白花菜子,0.46445416987544585,94.0,94.0,35.0,31.0
565,CHP00355,车前草,0.4642913136164076,197.0,197.0,74.0,63.0
566,CHP05301,鸢尾,0.4642478337158801,37.0,37.0,5.0,2.0
567,CHP03753,石蒜,0.46407064973639867,16.0,16.0,6.0,6.0
568,CHP04971,羊蹄,0.4639720310104547,4.0,4.0,2.0,2.0
569,CHP01739,黄菀,0.46395716876743326,7.0,7.0,3.0,3.0
570,CHP06038,犀角,0.46394883451219715,2.0,2.0,1.0,1.0
571,CHP01020,飞扬草,0.4639147285587605,1.0,1.0,1.0,0.0
572,CHP03716,石斛,0.46373494413269484,74.0,74.0,24.0,21.0
573,CHP04167,铁苋,0.4637205425609765,17.0,17.0,5.0,5.0
574,CHP03087,蓬子菜,0.4636280131533118,4.0,4.0,2.0,2.0
575,CHP00678,地骨皮,0.46321855361900827,34.0,34.0,12.0,10.0
576,CHP03898,水苏,0.46319902886759756,4.0,4.0,2.0,2.0
577,CHP05252,柚子,0.4631698794678514,1.0,1.0,1.0,0.0
578,CHP01909,金冠鳞毛蕨,0.4631423431042151,1.0,1.0,1.0,0.0
579,CHP04179,通花根,0.46313128201219717,2.0,2.0,1.0,1.0
580,CHP01416,红豆杉,0.4631013260387927,548.0,548.0,221.0,211.0
581,CHP05175,银粉背蕨,0.4630269431042151,1.0,1.0,1.0,0.0
582,CHP01357,何首乌,0.4629326585033265,34.0,34.0,13.0,11.0
583,CHP00519,大戟,0.4627144753662083,107.0,107.0,39.0,32.0
584,CHP04170,铁仔,0.46244957878048965,3.0,3.0,1.0,1.0
585,CHP01425,红花,0.46189113323343844,114.0,114.0,34.0,31.0
586,CHP01171,高山龙胆,0.4618418234355412,11.0,11.0,3.0,3.0
587,CHP00693,地锦,0.46183013542164786,6.0,6.0,3.0,3.0
588,CHP01337,海红豆,0.46180950488414785,6.0,6.0,3.0,3.0
589,CHP03921,水杨枝叶,0.46166470674057875,1.0,1.0,1.0,0.0
590,CHP00389,臭柏,0.461659600296169,4.0,4.0,2.0,2.0
591,CHP05563,竹柏根,0.4615373738675976,4.0,4.0,2.0,2.0
592,CHP01345,海州骨碎补,0.4615045210073182,10.0,10.0,4.0,4.0
593,CHP04552,香茶菜,0.461467523910413,463.0,463.0,177.0,173.0
594,CHP01432,红花绿绒蒿,0.46134649495507185,9.0,9.0,2.0,0.0
595,CHP03401,三色堇,0.46119150037694234,1.0,1.0,1.0,0.0
596,CHP02159,昆明鸡血藤,0.46117116262664354,3.0,3.0,1.0,1.0
597,CHP02633,蔓性千斤拔,0.4611042801651051,3.0,3.0,2.0,1.0
598,CHP02898,木天蓼,0.4609254302927533,25.0,25.0,10.0,10.0
599,CHP00276,柄果槲寄生,0.46090384855876054,1.0,1.0,1.0,0.0
600,CHP00513,大黄,0.46087148705602965,205.0,205.0,65.0,47.0
601,CHP01349,旱莲花,0.46081653117886384,2.0,2.0,1.0,0.0
602,CHP00103,白金果榄,0.46078588155731826,10.0,10.0,4.0,3.0
603,CHP04422,五桠果,0.46072848172474046,4.0,4.0,2.0,2.0
604,CHP01876,胶质鼠尾草,0.4605796641651051,3.0,3.0,1.0,1.0
605,CHP02060,爵床,0.46048047508067597,29.0,29.0,9.0,8.0
606,CHP01515,胡椒,0.46032222042928034,134.0,134.0,51.0,47.0
607,CHP03425,桑根,0.46031948117886384,2.0,2.0,0.0,0.0
608,CHP01540,湖北黄精,0.46030050009332024,13.0,13.0,6.0,6.0
609,CHP05170,茵芋,0.4600206728455305,2.0,2.0,0.0,0.0
610,CHP01288,光叶巴豆,0.45999969359254017,24.0,24.0,9.0,8.0
611,CHP03120,婆罗门皂荚,0.459990564691914,9.0,9.0,3.0,2.0
612,CHP03444,沙棘,0.45997142470086366,90.0,90.0,33.0,24.0
613,CHP04851,血竭,0.4599526681533118,4.0,4.0,1.0,1.0
614,CHP01888,接骨丹,0.4599426103769424,1.0,1.0,1.0,0.0
615,CHP02489,罗布麻叶,0.4597643023413247,25.0,25.0,11.0,9.0
616,CHP01741,黄杨,0.45971054376132475,25.0,25.0,9.0,9.0
617,CHP01370,鹤虱,0.45958381514477853,29.0,29.0,13.0,10.0
618,CHP06167,硫磺,0.4592794961788638,2.0,2.0,1.0,1.0
619,CHP00300,苍耳子,0.4587579999232884,71.0,71.0,30.0,24.0
620,CHP03601,山楂,0.45874997871846757,25.0,25.0,7.0,6.0
621,CHP01999,九里香,0.45863996467347695,104.0,104.0,24.0,17.0
622,CHP04902,芫荽子,0.4583044179313469,17.0,17.0,7.0,7.0
623,CHP02670,毛大丁草,0.45826098811296656,9.0,9.0,3.0,1.0
624,CHP02967,柠檬,0.45820422300813146,8.0,8.0,4.0,2.0
625,CHP03751,石刷把,0.45811741315331184,4.0,4.0,2.0,2.0
626,CHP02510,萝藦,0.45805665867276524,14.0,14.0,6.0,6.0
627,CHP03022,牛西西,0.4579571131129666,9.0,9.0,4.0,4.0
628,CHP02663,毛草龙,0.4579529408841479,6.0,6.0,3.0,2.0
629,CHP03486,山沉香,0.45788042342870633,16.0,16.0,5.0,4.0
630,CHP05289,玉叶金花,0.4576872859593508,11.0,11.0,5.0,5.0
631,CHP05171,银背藤,0.4576001312860333,1.0,1.0,0.0,0.0
632,CHP06117,蘑菇,0.45743844919744603,11.0,11.0,4.0,4.0
633,CHP00940,多穗蓼,0.45741962463414787,6.0,6.0,2.0,2.0
634,CHP05376,泽兰,0.45711769250447937,45.0,45.0,20.0,19.0
635,CHP02100,苦豆子,0.45710561701219715,2.0,2.0,1.0,1.0
636,CHP04538,藓生马先蒿,0.45704288243902613,4.0,4.0,2.0,2.0
637,CHP02938,南蛇藤,0.4569500635104547,4.0,4.0,2.0,2.0
638,CHP01767,火焰花,0.45668384919664784,6.0,6.0,3.0,3.0
639,CHP01463,红毛野海棠,0.4565844020121972,2.0,2.0,1.0,1.0
640,CHP01663,黄花稔,0.45658185224506503,11.0,11.0,1.0,1.0
641,CHP02971,柠檬根,0.4565270228455305,2.0,2.0,0.0,0.0
642,CHP04867,鸦片,0.45650608895507194,9.0,9.0,4.0,3.0
643,CHP02104,苦瓜,0.4565050369390261,4.0,4.0,2.0,2.0
644,CHP01918,金锦香,0.45630264674057874,1.0,1.0,0.0,0.0
645,CHP01042,风轮菜,0.45626008568492726,40.0,40.0,16.0,16.0
646,CHP03905,水团花,0.4562555427591478,6.0,6.0,2.0,2.0
647,CHP05188,银叶树,0.45619060674057876,1.0,1.0,0.0,0.0
648,CHP03770,柿,0.45614758855876053,1.0,1.0,0.0,0.0
649,CHP02371,柳穿鱼,0.4558040382182298,9.0,9.0,3.0,2.0
650,CHP00114,白蔹,0.45579381379148537,102.0,102.0,25.0,20.0
651,CHP03107,偏翅唐松草,0.4555923895497204,3.0,3.0,1.0,1.0
652,CHP01272,贯叶连翘,0.455501953598723,32.0,32.0,12.0,8.0
653,CHP00448,刺梨,0.4554388656097577,5.0,5.0,2.0,1.0
654,CHP03561,山柰,0.45536962963154554,20.0,20.0,8.0,7.0
655,CHP03689,胜红蓟,0.45531093855876054,1.0,1.0,0.0,0.0
656,CHP03176,千打锤,0.4552738194207324,26.0,26.0,8.0,6.0
657,CHP05221,油茶根皮,0.4552615255380215,7.0,7.0,3.0,3.0
658,CHP02463,鹿角菜,0.45515179553802154,7.0,7.0,3.0,3.0
659,CHP03113,苹果,0.45508296764966966,1.0,1.0,0.0,0.0
660,CHP00081,白蒿,0.45505523632349293,9.0,9.0,4.0,4.0
661,CHP00557,大蒜,0.4550266387987375,80.0,80.0,24.0,18.0
662,CHP04224,土丁桂,0.4550223003769423,1.0,1.0,0.0,0.0
663,CHP03843,水红花子,0.454920868079495,17.0,17.0,6.0,5.0
664,CHP04303,望江南,0.45478309127086136,9.0,9.0,2.0,1.0
665,CHP02914,苜蓿根,0.45472837284553047,2.0,2.0,1.0,1.0
666,CHP04232,土荆芥,0.45468472434146473,8.0,8.0,4.0,4.0
667,CHP01864,姜黄,0.4545791198513166,48.0,48.0,16.0,13.0
668,CHP01933,金荞麦,0.4544224300044353,23.0,23.0,8.0,5.0
669,CHP00386,赤杨,0.4541912462962528,31.0,31.0,11.0,9.0
670,CHP02942,南酸枣,0.4541254685818833,4.0,4.0,2.0,2.0
671,CHP02065,看麦娘状莎草,0.45391343392585454,15.0,15.0,6.0,5.0
672,CHP01499,红直獐牙菜,0.45386904310421505,1.0,1.0,0.0,0.0
673,CHP05392,粘毛鼠尾草,0.4538297174390261,4.0,4.0,2.0,2.0
674,CHP02600,马银花,0.4536776461788638,2.0,2.0,1.0,1.0
675,CHP00875,杜茎山,0.4536011271184677,25.0,25.0,9.0,8.0
676,CHP03762,石竹,0.45356549745257585,8.0,8.0,2.0,2.0
677,CHP03365,瑞香花,0.4533763536788638,2.0,2.0,1.0,0.0
678,CHP00121,白毛藤,0.4531256060759799,121.0,121.0,41.0,37.0
679,CHP01256,关白附,0.45294642673639873,16.0,16.0,6.0,5.0
680,CHP01525,胡桃叶,0.4527237345121972,2.0,2.0,1.0,1.0
681,CHP00416,川木香,0.4525445173063171,29.0,29.0,11.0,11.0
682,CHP05662,紫茉莉,0.45228932107479813,8.0,8.0,3.0,3.0
683,CHP01257,关苍术,0.452266572296169,4.0,4.0,2.0,2.0
684,CHP03426,桑寄生,0.45214678094664784,6.0,6.0,3.0,2.0
685,CHP01431,红花鹿蹄草,0.45195091595257586,8.0,8.0,2.0,2.0
686,CHP00004,阿育魏实,0.4519105912860333,1.0,1.0,0.0,0.0
687,CHP00779,丁香,0.45189910361215213,137.0,137.0,40.0,36.0
688,CHP00015,安哥拉八角枫,0.4518516595340193,9.0,9.0,3.0,1.0
689,CHP02924,南方菟丝子,0.45182337601045475,4.0,4.0,2.0,2.0
690,CHP04093,天麻,0.45141388886411266,11.0,11.0,3.0,3.0
691,CHP02750,玫瑰花,0.4511702138211249,49.0,49.0,17.0,13.0
692,CHP06091,茯苓皮,0.4509355567376808,39.0,39.0,16.0,16.0
693,CHP02696,毛连菜,0.4506225768675976,4.0,4.0,2.0,2.0
694,CHP01656,黄花夹竹桃,0.4501207303009865,37.0,37.0,14.0,13.0
695,CHP02644,芒萁骨,0.4500252278455305,2.0,2.0,1.0,1.0
696,CHP02450,芦竹根,0.45001155446411256,11.0,11.0,3.0,2.0
697,CHP04899,芫花,0.4499361794678514,1.0,1.0,0.0,0.0
698,CHP03321,人参芦,0.44992465367886386,2.0,2.0,1.0,1.0
699,CHP02219,莨菪叶,0.4498914984613826,38.0,38.0,14.0,13.0
700,CHP03719,石见穿,0.44985240058188325,4.0,4.0,2.0,2.0
701,CHP01923,金莲花,0.449850069933466,38.0,38.0,11.0,11.0
702,CHP05313,圆叶茅膏菜,0.4496360253455305,2.0,2.0,1.0,1.0
703,CHP02517,落花生,0.4495731040748931,24.0,24.0,6.0,6.0
704,CHP04368,无花果,0.4495729807327533,25.0,25.0,7.0,6.0
705,CHP02769,美人蕉,0.4494388389390261,4.0,4.0,2.0,2.0
706,CHP00854,毒蛆草,0.4493112341651051,3.0,3.0,1.0,1.0
707,CHP01339,海韭菜,0.4492762591318833,4.0,4.0,2.0,2.0
708,CHP02096,苦碟子,0.4492581420121972,2.0,2.0,1.0,1.0
709,CHP00212,半枝莲,0.44924334979875097,113.0,113.0,37.0,31.0
710,CHP00156,白叶藤,0.44921455117886383,2.0,2.0,1.0,1.0
711,CHP04290,万寿菊,0.4491716420674332,7.0,7.0,3.0,3.0
712,CHP02901,木通,0.4491452979685606,62.0,62.0,23.0,22.0
713,CHP04886,亚罗椿,0.4491227979497862,7.0,7.0,3.0,3.0
714,CHP03672,神香草,0.44906841722474045,4.0,4.0,2.0,2.0
715,CHP01801,鸡血藤,0.4490640759825129,96.0,96.0,27.0,19.0
