rank,CHP_ID,Chinese_herbal_pieces,ultra_high_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
49,CHP02947,南天竹叶,0.9982796,4.0,4.0,1.0,1.0
50,CHP00853,毒芹根,0.9982710125,10.0,10.0,4.0,4.0
51,CHP06035,蜈蚣,0.99818593,2.0,2.0,1.0,1.0
52,CHP05073,野漆树,0.998164965,5.0,5.0,3.0,2.0
53,CHP04904,岩败酱,0.99812853,3.0,3.0,1.0,1.0
54,CHP04216,土贝母,0.99812225,24.0,24.0,3.0,2.0
55,CHP03132,葡萄柚,0.99811015,7.0,7.0,3.0,2.0
56,CHP05689,紫葳茎叶,0.99810515,6.0,6.0,2.0,2.0
57,CHP06040,象骨,0.9980998,1.0,1.0,1.0,1.0
58,CHP02796,米仔兰,0.99808898,12.0,12.0,2.0,2.0
59,CHP02175,辣蓼草,0.9980840780000001,17.0,17.0,5.0,5.0
60,CHP01896,芥菜,0.99807835,7.0,7.0,2.0,2.0
61,CHP01181,戈壁天门冬,0.9980299400000001,10.0,10.0,4.0,4.0
62,CHP05174,银柴胡,0.998012755,6.0,6.0,2.0,2.0
63,CHP00227,北豆,0.9979893,16.0,16.0,2.0,1.0
64,CHP00763,吊兰,0.99793494,1.0,1.0,1.0,1.0
65,CHP04914,岩黄连,0.99789965,4.0,4.0,1.0,1.0
66,CHP04698,小米草,0.997882,2.0,2.0,1.0,1.0
67,CHP05482,蜘蛛抱蛋,0.997876575,3.0,3.0,2.0,2.0
68,CHP05662,紫茉莉,0.99785111,8.0,8.0,3.0,3.0
69,CHP04523,夏至草,0.9978478660000001,13.0,13.0,5.0,5.0
70,CHP04598,香樟叶,0.9977684,1.0,1.0,1.0,1.0
71,CHP05289,玉叶金花,0.997747092,11.0,11.0,5.0,5.0
72,CHP05495,枳椇根,0.997711,1.0,1.0,1.0,1.0
73,CHP03709,石刁柏,0.9977109666666667,12.0,12.0,6.0,6.0
74,CHP00244,蓖麻叶,0.9977096,4.0,4.0,1.0,1.0
75,CHP02104,苦瓜,0.99770512,4.0,4.0,2.0,2.0
76,CHP01222,狗牙花,0.9976436333333334,45.0,45.0,3.0,3.0
77,CHP05565,竹节参,0.997594,12.0,12.0,3.0,3.0
78,CHP02597,马先蒿,0.99758494,2.0,2.0,1.0,1.0
79,CHP04463,锡生藤,0.99756527,9.0,9.0,4.0,1.0
80,CHP03317,荛花,0.997565,5.0,5.0,1.0,1.0
81,CHP04604,向日葵花,0.99755955,1.0,1.0,1.0,1.0
82,CHP02749,玫瑰,0.997554575,3.0,3.0,2.0,2.0
83,CHP02644,芒萁骨,0.9975314,2.0,2.0,1.0,1.0
84,CHP02934,南山藤,0.997521475,5.0,5.0,2.0,2.0
85,CHP00418,川西獐牙菜,0.99751604,2.0,2.0,1.0,1.0
86,CHP05470,枕材,0.99749786,2.0,2.0,1.0,1.0
87,CHP03334,榕树,0.9974724583333332,16.0,16.0,6.0,6.0
88,CHP04084,天胡荽,0.997457708,12.0,12.0,5.0,5.0
89,CHP01126,甘薯,0.9974378,8.0,8.0,1.0,1.0
90,CHP06090,茯苓,0.9974375,30.0,30.0,1.0,1.0
91,CHP00472,打碗花,0.99738866,3.0,3.0,1.0,1.0
92,CHP01551,虎耳草,0.997300625,7.0,7.0,2.0,2.0
93,CHP04358,乌苏里瓦韦,0.99729717,2.0,2.0,1.0,1.0
94,CHP01506,厚皮香,0.9972927666666666,7.0,7.0,3.0,3.0
95,CHP03328,忍冬藤,0.997280225,16.0,16.0,2.0,2.0
96,CHP01172,高山唐松草,0.99727046,3.0,3.0,1.0,1.0
97,CHP06129,松蕈,0.9972057966666666,8.0,8.0,3.0,3.0
98,CHP03659,蛇藤,0.99719947,3.0,3.0,2.0,2.0
99,CHP02918,南板蓝根,0.99718573,4.0,4.0,4.0,2.0
100,CHP02789,米皮糠,0.9971839,10.0,10.0,5.0,4.0
101,CHP04765,薤白,0.9971352075,40.0,40.0,8.0,8.0
102,CHP00178,百眼藤,0.997135,5.0,5.0,3.0,1.0
103,CHP05635,紫花地丁,0.9971066500000001,4.0,4.0,2.0,2.0
104,CHP03595,山银柴胡,0.9970832,2.0,2.0,1.0,1.0
105,CHP05650,紫堇,0.9970732,8.0,8.0,1.0,1.0
106,CHP02077,刻裂紫堇,0.99706733,13.0,13.0,1.0,1.0
107,CHP02525,驴蹄草,0.99704444,1.0,1.0,1.0,1.0
108,CHP04098,天茄子,0.9970395,4.0,4.0,1.0,1.0
109,CHP04571,香茅,0.997036,3.0,3.0,1.0,1.0
110,CHP01163,高粱,0.997021,6.0,6.0,1.0,1.0
111,CHP01988,粳米,0.9970117199999999,9.0,9.0,2.0,2.0
112,CHP05919,鹿角,0.9969988,2.0,2.0,1.0,1.0
113,CHP04169,铁线莲,0.9969562,2.0,2.0,1.0,1.0
114,CHP03587,山香圆,0.99688005,6.0,6.0,1.0,1.0
115,CHP04280,晚香玉,0.9968703666666667,19.0,19.0,9.0,9.0
116,CHP00336,茶子,0.9968302785714285,13.0,13.0,7.0,7.0
117,CHP04215,土百部,0.9967785,1.0,1.0,1.0,1.0
118,CHP05922,鹿茸,0.9967747,7.0,7.0,2.0,2.0
119,CHP01086,芙蓉花,0.9967729,1.0,1.0,1.0,1.0
120,CHP05581,竹叶柴胡,0.99676305,2.0,2.0,1.0,1.0
121,CHP03038,糯稻根,0.9967180816666668,13.0,13.0,6.0,6.0
122,CHP01327,桂竹香,0.9967159,3.0,3.0,1.0,1.0
123,CHP02663,毛草龙,0.99671125,6.0,6.0,3.0,2.0
124,CHP01728,黄山药,0.9966574,5.0,5.0,1.0,1.0
125,CHP01815,棘豆,0.9966491199999999,13.0,13.0,4.0,4.0
126,CHP02342,裂果薯,0.9966371837500001,17.0,17.0,8.0,8.0
127,CHP00040,巴拿马山石榴,0.99662053,10.0,10.0,3.0,3.0
128,CHP04285,万年青根,0.99655722,10.0,10.0,4.0,4.0
129,CHP01558,虎掌草,0.9965444,5.0,5.0,2.0,2.0
130,CHP02313,莲子草,0.99654226,8.0,8.0,4.0,4.0
131,CHP05730,总状升麻,0.9965119133333333,11.0,11.0,3.0,3.0
132,CHP00351,朝鲜白头翁,0.99648076,3.0,3.0,2.0,1.0
133,CHP01469,红母鸡草,0.996463315,11.0,11.0,5.0,4.0
134,CHP03283,秋水仙,0.9964016,5.0,5.0,1.0,1.0
135,CHP04866,鸦胆子,0.9963594,12.0,12.0,2.0,2.0
136,CHP05221,油茶根皮,0.99635498,7.0,7.0,3.0,3.0
137,CHP01644,黄瓜,0.9963368540000002,22.0,22.0,5.0,5.0
138,CHP04898,延龄草,0.9963288933333333,12.0,12.0,3.0,3.0
139,CHP02062,咖啡,0.9963113,2.0,2.0,1.0,1.0
140,CHP01540,湖北黄精,0.9963044666666666,13.0,13.0,6.0,6.0
141,CHP02477,露蕊乌头,0.99628925,5.0,5.0,3.0,1.0
142,CHP02314,莲子心,0.99625146,11.0,11.0,1.0,1.0
143,CHP01663,黄花稔,0.99622506,11.0,11.0,1.0,1.0
144,CHP02323,两面针,0.9962022916666667,43.0,43.0,10.0,6.0
145,CHP02337,辽东楤木,0.9961988979999999,19.0,19.0,10.0,10.0
146,CHP05647,紫金牛根,0.996187555,7.0,7.0,6.0,4.0
147,CHP02439,耧斗菜,0.99617011,16.0,16.0,6.0,6.0
148,CHP01886,绞股蓝,0.9961657792857144,247.0,247.0,15.0,14.0
149,CHP04018,娑罗子,0.9961652233333332,11.0,11.0,3.0,3.0
150,CHP04992,洋葱,0.9961541,1.0,1.0,1.0,1.0
151,CHP05070,野木瓜,0.9961493879999999,6.0,6.0,5.0,5.0
152,CHP04458,西洋参,0.9961473,49.0,49.0,5.0,4.0
153,CHP03360,蕤仁,0.9961448,3.0,3.0,1.0,1.0
154,CHP04392,梧桐子,0.99612904,2.0,2.0,1.0,1.0
155,CHP01008,防风草,0.9961025,4.0,4.0,1.0,1.0
156,CHP03741,石楠,0.9960944,1.0,1.0,1.0,1.0
157,CHP06015,水蛭,0.99608407,9.0,9.0,2.0,2.0
158,CHP00791,定木香,0.9960820266666666,22.0,22.0,6.0,6.0
159,CHP04574,香排草,0.9960585166666668,8.0,8.0,3.0,3.0
160,CHP05515,重楼,0.9959949178571428,31.0,31.0,14.0,14.0
161,CHP03596,山樱桃,0.99599327,4.0,4.0,2.0,2.0
162,CHP04643,小飞蓬,0.9959817466666667,8.0,8.0,3.0,3.0
163,CHP04888,亚麻子,0.99596437,4.0,4.0,2.0,2.0
164,CHP02310,莲叶橐吾,0.995929568,12.0,12.0,5.0,5.0
165,CHP05224,油茶子,0.9959259666666668,6.0,6.0,3.0,3.0
166,CHP06136,猪苓,0.9959259,9.0,9.0,1.0,1.0
167,CHP03991,粟米,0.99591494,5.0,5.0,1.0,1.0
168,CHP04477,细茎石斛,0.9958861299999999,4.0,4.0,2.0,2.0
169,CHP01167,高山黄华,0.9958571,6.0,6.0,1.0,1.0
170,CHP04083,天冬,0.9958234440909092,54.0,54.0,23.0,22.0
171,CHP04521,夏天无,0.9957304,5.0,5.0,1.0,1.0
172,CHP05357,芸薹,0.9957121,2.0,2.0,1.0,1.0
173,CHP03664,麝香草,0.995677325,21.0,21.0,10.0,10.0
174,CHP05154,异叶梁王茶,0.995669075,8.0,8.0,4.0,4.0
175,CHP04834,雪胆,0.995666357,15.0,15.0,10.0,10.0
176,CHP03934,睡莲,0.9956247,5.0,5.0,1.0,1.0
177,CHP03503,山矾,0.99560505,5.0,5.0,2.0,2.0
178,CHP01809,积雪草,0.9955943064285713,41.0,41.0,14.0,14.0
179,CHP02515,骆驼蓬子,0.99558514,2.0,2.0,2.0,1.0
180,CHP04127,甜叶菊,0.9955208,3.0,3.0,1.0,1.0
181,CHP02463,鹿角菜,0.9955114433333333,7.0,7.0,3.0,3.0
182,CHP00660,稻草,0.9954978945454545,27.0,27.0,11.0,11.0
183,CHP06157,琥珀,0.9954551,1.0,1.0,1.0,1.0
184,CHP01727,黄三七,0.995449925,7.0,7.0,2.0,2.0
185,CHP04092,天罗水,0.995446415,12.0,12.0,6.0,6.0
186,CHP05124,夜来香,0.9954321,17.0,17.0,1.0,1.0
187,CHP02109,苦蒿,0.9954152766666667,12.0,12.0,6.0,6.0
188,CHP02696,毛连菜,0.99539995,4.0,4.0,2.0,2.0
189,CHP03682,升麻,0.9953872617647059,134.0,134.0,17.0,17.0
190,CHP01460,红毛七,0.9953776166666667,9.0,9.0,3.0,3.0
191,CHP01759,茴香茎叶,0.995376,4.0,4.0,1.0,1.0
192,CHP04070,桃子,0.9953677,2.0,2.0,1.0,1.0
193,CHP00454,刺楸树皮,0.9952833725,11.0,11.0,4.0,4.0
194,CHP01822,蕺叶秋海棠,0.99528074,3.0,3.0,1.0,1.0
195,CHP05463,珍珠菜,0.9952595500000001,2.0,2.0,2.0,2.0
196,CHP05117,叶下珠,0.9952134899999999,15.0,15.0,3.0,3.0
197,CHP05061,野马追,0.9952065833333333,17.0,17.0,6.0,6.0
198,CHP00883,杜松实,0.995141185,7.0,7.0,5.0,2.0
199,CHP01269,管花肉苁蓉,0.9951401059999998,10.0,10.0,5.0,5.0
200,CHP02096,苦碟子,0.9950898,2.0,2.0,1.0,1.0
201,CHP00371,秤钩风,0.9950704600000001,10.0,10.0,5.0,4.0
202,CHP05687,紫菀,0.9950461822222222,28.0,28.0,10.0,9.0
203,CHP00809,东一号剑麻,0.9950456933333335,9.0,9.0,6.0,6.0
204,CHP02063,开口箭,0.9950052488888887,50.0,50.0,19.0,18.0
205,CHP04055,糖荠,0.9950052,8.0,8.0,2.0,2.0
206,CHP00319,草莓,0.9949964,2.0,2.0,1.0,1.0
207,CHP02970,柠檬桉叶,0.9949790566666668,5.0,5.0,3.0,3.0
208,CHP01836,荚蒾,0.9949424920000001,25.0,25.0,6.0,5.0
209,CHP05541,珠子参,0.9949340433333332,5.0,5.0,4.0,3.0
210,CHP04000,酸模,0.99489146,2.0,2.0,1.0,1.0
211,CHP04880,鸭跖草,0.99488934,4.0,4.0,3.0,3.0
212,CHP00101,白芥,0.994870675,3.0,3.0,2.0,2.0
213,CHP04114,甜茶,0.99484265,2.0,2.0,1.0,1.0
214,CHP01144,干冬菜,0.9948395,2.0,2.0,1.0,1.0
215,CHP04893,烟草,0.9948362559999999,13.0,13.0,5.0,5.0
216,CHP01695,黄栌,0.994832325,5.0,5.0,3.0,2.0
217,CHP05501,枳实,0.9948287733333334,6.0,6.0,3.0,3.0
218,CHP03098,枇杷,0.9947833700000001,6.0,6.0,3.0,3.0
219,CHP01256,关白附,0.9947291920000001,16.0,16.0,6.0,5.0
220,CHP00482,大巢菜,0.99472545,5.0,5.0,2.0,2.0
221,CHP04951,燕麦,0.9946768283333333,10.0,10.0,6.0,6.0
222,CHP01682,黄精,0.9946629414285714,33.0,33.0,8.0,7.0
223,CHP04422,五桠果,0.994540005,4.0,4.0,2.0,2.0
224,CHP04178,通关藤,0.9945328818181818,21.0,21.0,11.0,11.0
225,CHP04290,万寿菊,0.9944755900000001,7.0,7.0,3.0,3.0
226,CHP02972,柠檬皮,0.994472925,6.0,6.0,4.0,4.0
227,CHP02405,龙葵,0.994444329375,55.0,55.0,16.0,16.0
228,CHP02216,榔榆皮,0.9944111,5.0,5.0,2.0,1.0
229,CHP05370,皂荚,0.9944038591666667,22.0,22.0,12.0,12.0
230,CHP02015,救必应,0.99438588,9.0,9.0,2.0,2.0
231,CHP03130,葡萄,0.9942837657142858,12.0,12.0,7.0,7.0
232,CHP02892,木麻黄,0.9942435125000001,11.0,11.0,4.0,4.0
233,CHP01063,凤凰木,0.994228,1.0,1.0,1.0,1.0
234,CHP03162,漆大姑,0.99421155,4.0,4.0,1.0,1.0
235,CHP02612,麦芽,0.9941837760000001,26.0,26.0,10.0,5.0
236,CHP03707,石胆草,0.9941593433333334,6.0,6.0,3.0,3.0
237,CHP03214,茄子,0.9941082,8.0,8.0,1.0,1.0
238,CHP01337,海红豆,0.9941078999999999,6.0,6.0,3.0,3.0
239,CHP04059,桃根,0.99409455,1.0,1.0,1.0,1.0
240,CHP01244,骨节草,0.9940716233333333,6.0,6.0,3.0,3.0
241,CHP00376,赤瓟,0.99406457,8.0,8.0,2.0,2.0
242,CHP02478,露水草,0.99403826,10.0,10.0,5.0,5.0
243,CHP00296,蚕豆,0.99403238375,19.0,19.0,9.0,8.0
244,CHP01002,繁缕,0.994030325,9.0,9.0,4.0,4.0
245,CHP03853,水黄连,0.99401823,6.0,6.0,2.0,2.0
246,CHP01339,海韭菜,0.99401703,4.0,4.0,2.0,2.0
247,CHP00576,大叶骨碎补,0.994013,4.0,4.0,1.0,1.0
248,CHP03256,青葙子,0.99396916,18.0,18.0,4.0,4.0
249,CHP03907,水蜈蚣,0.99396574,3.0,3.0,1.0,1.0
250,CHP04809,绣线菊叶,0.9938910599999999,9.0,9.0,4.0,4.0
251,CHP02166,腊梅花,0.99387705,5.0,5.0,1.0,1.0
252,CHP04971,羊蹄,0.9938206,4.0,4.0,2.0,2.0
253,CHP03372,赛莨菪,0.993789786923077,44.0,44.0,13.0,13.0
254,CHP03027,牛心茄子,0.993787475,5.0,5.0,2.0,2.0
255,CHP04190,桐油,0.993779432,10.0,10.0,5.0,5.0
256,CHP03180,千金子,0.9937336,10.0,10.0,1.0,1.0
257,CHP05004,药西瓜,0.99370325,1.0,1.0,1.0,1.0
258,CHP05286,玉米须,0.993701044,13.0,13.0,5.0,5.0
259,CHP03780,匙羹藤,0.9936745433333334,4.0,4.0,3.0,3.0
260,CHP04959,羊角拗子,0.99367106,4.0,4.0,1.0,1.0
261,CHP02121,苦楝叶,0.9936651,3.0,3.0,1.0,1.0
262,CHP00026,八角枫,0.9936266,4.0,4.0,1.0,1.0
263,CHP00722,灯笼草,0.9936121075,10.0,10.0,4.0,4.0
264,CHP02839,母菊,0.9936094859999999,10.0,10.0,5.0,5.0
265,CHP04325,文冠木,0.9935469860000001,5.0,5.0,5.0,5.0
266,CHP04306,威灵仙,0.9935278311111111,40.0,40.0,11.0,9.0
267,CHP00401,樗叶花椒,0.99346101,7.0,7.0,4.0,4.0
268,CHP05796,灯心柳珊瑚,0.9934336,1.0,1.0,1.0,1.0
269,CHP04682,小蓟,0.993393125,5.0,5.0,2.0,2.0
270,CHP02356,凌霄,0.99338236,6.0,6.0,4.0,4.0
271,CHP00668,地不容,0.99336565,25.0,25.0,3.0,1.0
272,CHP05198,鹰不泊,0.99335116,1.0,1.0,1.0,1.0
273,CHP00049,霸王鞭,0.99332582625,20.0,20.0,9.0,8.0
274,CHP03992,粟米草,0.9933254075,8.0,8.0,4.0,4.0
275,CHP03344,肉桂,0.9932128920000001,21.0,21.0,6.0,5.0
276,CHP04546,相思藤,0.993166456,16.0,16.0,5.0,5.0
277,CHP03416,三钻风,0.9931345,4.0,4.0,1.0,1.0
278,CHP04543,线叶金鸡菊,0.99310672,2.0,2.0,2.0,2.0
279,CHP03698,十大功劳叶,0.9930927142857146,67.0,67.0,21.0,21.0
280,CHP03389,三棱,0.993076934,16.0,16.0,5.0,5.0
281,CHP00102,白芥子,0.99305031,18.0,18.0,8.0,4.0
282,CHP02219,莨菪叶,0.9930466307692307,38.0,38.0,14.0,13.0
283,CHP02025,菊芋,0.99294958,6.0,6.0,2.0,2.0
284,CHP02137,苦玄参,0.99293756375,20.0,20.0,8.0,8.0
285,CHP04385,芜菁甘蓝,0.9929167,1.0,1.0,1.0,1.0
286,CHP03204,枪刀药,0.99290082,28.0,28.0,5.0,2.0
287,CHP00693,地锦,0.9928965733333334,6.0,6.0,3.0,3.0
288,CHP03251,青天葵,0.9928816,5.0,5.0,1.0,1.0
289,CHP00220,宝盖草,0.9928290433333333,12.0,12.0,7.0,6.0
290,CHP01818,蒺藜,0.9928166005882353,75.0,75.0,20.0,17.0
291,CHP00641,党参,0.9926520422222223,65.0,65.0,9.0,9.0
292,CHP00433,莼菜,0.9926267849999999,3.0,3.0,2.0,2.0
293,CHP01656,黄花夹竹桃,0.9926204146153845,37.0,37.0,14.0,13.0
294,CHP04519,夏枯草,0.99261803,23.0,23.0,2.0,2.0
295,CHP02029,橘核,0.9926032,2.0,2.0,1.0,1.0
296,CHP00330,茶花,0.9925992349999999,3.0,3.0,2.0,2.0
297,CHP01599,华山参,0.9925915,12.0,12.0,2.0,1.0
298,CHP02985,牛蒡子,0.99251336,21.0,21.0,1.0,1.0
299,CHP00963,鹅绒藤,0.9924677500000001,6.0,6.0,3.0,2.0
300,CHP01573,花叶假杜鹃,0.9923536466666666,7.0,7.0,3.0,3.0
301,CHP00309,糙苏,0.9923359733333333,11.0,11.0,3.0,3.0
302,CHP01876,胶质鼠尾草,0.9923105,3.0,3.0,1.0,1.0
303,CHP05185,银杏,0.992290534,42.0,42.0,6.0,5.0
304,CHP03754,石韦,0.9922451,4.0,4.0,1.0,1.0
305,CHP02122,苦楝子,0.992211465,31.0,31.0,3.0,2.0
306,CHP04165,铁丝七,0.9921937000000001,6.0,6.0,2.0,2.0
307,CHP05780,蟾皮,0.992167475,4.0,4.0,2.0,2.0
308,CHP00819,冬葵果,0.9921662560869566,80.0,80.0,24.0,23.0
309,CHP01931,金钱草,0.9920956657142858,27.0,27.0,9.0,7.0
310,CHP03273,秋枫木,0.9920947,3.0,3.0,1.0,1.0
311,CHP00767,钓樟根皮,0.9920398166666665,8.0,8.0,4.0,3.0
312,CHP00678,地骨皮,0.992034547,34.0,34.0,12.0,10.0
313,CHP05542,珠子草,0.9920007,13.0,13.0,2.0,2.0
314,CHP05983,全蝎,0.99197077,3.0,3.0,2.0,2.0
315,CHP02418,龙血树,0.9919173674999999,22.0,22.0,9.0,8.0
316,CHP03751,石刷把,0.99189018,4.0,4.0,2.0,2.0
317,CHP00969,鄂报春,0.99185306,3.0,3.0,1.0,1.0
318,CHP03532,山姜,0.9916896420000001,18.0,18.0,6.0,5.0
319,CHP05675,紫杉,0.9916639562962962,102.0,102.0,54.0,54.0
320,CHP00091,白花灯笼,0.991651946,9.0,9.0,5.0,5.0
321,CHP03884,水茄,0.9916262266666666,17.0,17.0,3.0,3.0
322,CHP01853,剪秋罗,0.9916249,3.0,3.0,2.0,2.0
323,CHP05007,椰子,0.9916122325,4.0,4.0,4.0,4.0
324,CHP04061,桃金娘,0.991607605,18.0,18.0,2.0,2.0
325,CHP03630,商陆,0.9915646619230771,93.0,93.0,27.0,26.0
326,CHP03342,肉豆蔻,0.9915035057142857,57.0,57.0,9.0,7.0
327,CHP01968,金盏菊,0.9914284849999999,44.0,44.0,16.0,16.0
328,CHP02713,毛蕊花,0.99141035,5.0,5.0,2.0,2.0
329,CHP00483,大车前,0.9914033083333332,21.0,21.0,6.0,6.0
330,CHP04259,菟丝子,0.99140137,11.0,11.0,2.0,2.0
331,CHP05465,珍珠梅,0.99139404,2.0,2.0,1.0,1.0
332,CHP01246,瓜蒌,0.9913936842857142,90.0,90.0,18.0,14.0
333,CHP01741,黄杨,0.9913760522222224,25.0,25.0,9.0,9.0
334,CHP00241,萆薢,0.9913623695652174,74.0,74.0,25.0,23.0
335,CHP02824,明党参,0.99133605,4.0,4.0,2.0,1.0
336,CHP00312,草本威灵仙,0.991331712,11.0,11.0,6.0,5.0
337,CHP03185,千年健,0.991285515,25.0,25.0,2.0,2.0
338,CHP01180,藁本,0.9912682116666667,37.0,37.0,9.0,6.0
339,CHP04006,酸枣仁,0.9912158,27.0,27.0,5.0,3.0
340,CHP01846,假蒟子,0.9911835566666666,8.0,8.0,3.0,3.0
341,CHP00221,保山乌头,0.99116298,11.0,11.0,5.0,5.0
342,CHP03975,松子仁,0.9911478,15.0,15.0,1.0,1.0
343,CHP04303,望江南,0.99114496,9.0,9.0,2.0,1.0
344,CHP01257,关苍术,0.991134325,4.0,4.0,2.0,2.0
345,CHP02355,铃兰,0.9911278669999998,20.0,20.0,10.0,10.0
346,CHP03299,驱虫斑鸠菊,0.9911028,1.0,1.0,1.0,1.0
347,CHP01122,甘葛藤根,0.99109495,3.0,3.0,2.0,1.0
348,CHP06117,蘑菇,0.9910948624999999,11.0,11.0,4.0,4.0
349,CHP01555,虎尾兰,0.9910919,2.0,2.0,2.0,1.0
350,CHP01783,鸡骨常山,0.99102679,10.0,10.0,3.0,2.0
351,CHP01104,福寿草,0.9908739088888888,20.0,20.0,18.0,18.0
352,CHP00156,白叶藤,0.99087286,2.0,2.0,1.0,1.0
353,CHP02420,龙牙楤木,0.9908591,5.0,5.0,2.0,2.0
354,CHP02982,牛蒡,0.990769677142857,12.0,12.0,8.0,7.0
355,CHP02834,茉莉花,0.990757,2.0,2.0,1.0,1.0
356,CHP04054,唐松草,0.99075465,68.0,68.0,2.0,2.0
357,CHP01849,假细锥香茶菜,0.9907426,4.0,4.0,4.0,4.0
358,CHP00251,边缘鳞盖蕨,0.9907415871428571,14.0,14.0,7.0,7.0
359,CHP00676,地肤子,0.9907343200000001,10.0,10.0,2.0,2.0
360,CHP04822,萱草根,0.9907061500000001,5.0,5.0,2.0,2.0
361,CHP04173,葶苈子,0.990702911,39.0,39.0,10.0,10.0
362,CHP02017,桔梗,0.9906379726666665,99.0,99.0,17.0,15.0
363,CHP05296,郁金香,0.9906157600000001,9.0,9.0,5.0,5.0
364,CHP00256,鞭叶铁线蕨,0.9905631575,12.0,12.0,4.0,4.0
365,CHP00875,杜茎山,0.99055904375,25.0,25.0,9.0,8.0
366,CHP04316,卫矛,0.9905378149999999,3.0,3.0,2.0,2.0
367,CHP01356,合欢皮,0.990499172,35.0,35.0,13.0,10.0
368,CHP00778,丁茄,0.9904935571428571,9.0,9.0,7.0,7.0
369,CHP04602,向日葵,0.99047091,6.0,6.0,5.0,4.0
370,CHP01344,海藻,0.9904595077777777,38.0,38.0,11.0,9.0
371,CHP02606,麦冬,0.9904014191666667,70.0,70.0,12.0,12.0
372,CHP00541,大青,0.99038255,2.0,2.0,1.0,1.0
373,CHP01537,湖北贝母,0.9903686233333334,9.0,9.0,4.0,3.0
374,CHP05287,玉蜀黍,0.990352785,4.0,4.0,2.0,2.0
375,CHP02240,老鼠簕,0.9903510759999999,20.0,20.0,5.0,5.0
376,CHP01676,黄荆,0.9903391666666668,15.0,15.0,8.0,6.0
