rank,CHP_ID,Chinese_herbal_pieces,ultra_high_count,total_compounds,effective_count,high_quality_count,ultra_high_count
416,CHP03352,乳香,7.0,77.0,77.0,9.0,7.0
417,CHP02889,木榄,7.0,19.0,19.0,7.0,7.0
418,CHP03342,肉豆蔻,7.0,57.0,57.0,9.0,7.0
419,CHP02209,狼毒,7.0,36.0,36.0,9.0,7.0
420,CHP02982,牛蒡,7.0,12.0,12.0,8.0,7.0
421,CHP02837,墨旱莲,7.0,53.0,53.0,8.0,7.0
422,CHP03395,三面刀,7.0,14.0,14.0,7.0,7.0
423,CHP00336,茶子,7.0,13.0,13.0,7.0,7.0
424,CHP02940,南蛇藤果,7.0,24.0,24.0,7.0,7.0
425,CHP05132,一年蓬,7.0,22.0,22.0,8.0,7.0
426,CHP01131,甘西鼠尾草,7.0,20.0,20.0,9.0,7.0
427,CHP01682,黄精,7.0,33.0,33.0,8.0,7.0
428,CHP04862,寻骨风,7.0,17.0,17.0,10.0,7.0
429,CHP01578,华北白前,7.0,13.0,13.0,7.0,7.0
430,CHP01486,红藤,7.0,29.0,29.0,7.0,7.0
431,CHP01351,诃子,7.0,34.0,34.0,8.0,7.0
432,CHP04556,香附,7.0,52.0,52.0,9.0,7.0
433,CHP01350,旱芹,7.0,27.0,27.0,9.0,7.0
434,CHP00778,丁茄,7.0,9.0,9.0,7.0,7.0
435,CHP03695,蓍实,7.0,19.0,19.0,7.0,7.0
436,CHP06001,麝香,6.0,33.0,33.0,6.0,6.0
437,CHP05962,牛黄,6.0,19.0,19.0,6.0,6.0
438,CHP00957,鹅不食草,6.0,49.0,49.0,7.0,6.0
439,CHP02630,蔓荆,6.0,20.0,20.0,7.0,6.0
440,CHP01235,枸杞叶,6.0,14.0,14.0,6.0,6.0
441,CHP05030,野甘草,6.0,18.0,18.0,8.0,6.0
442,CHP05427,长管香茶菜,6.0,22.0,22.0,7.0,6.0
443,CHP02657,猫眼草,6.0,30.0,30.0,7.0,6.0
444,CHP00413,川滇淫羊藿,6.0,8.0,8.0,6.0,6.0
445,CHP02661,毛白杨,6.0,13.0,13.0,7.0,6.0
446,CHP02109,苦蒿,6.0,12.0,12.0,6.0,6.0
447,CHP00080,白果紫草,6.0,11.0,11.0,6.0,6.0
448,CHP00220,宝盖草,6.0,12.0,12.0,7.0,6.0
449,CHP02510,萝藦,6.0,14.0,14.0,6.0,6.0
450,CHP04368,无花果,6.0,25.0,25.0,7.0,6.0
451,CHP00997,番泻叶,6.0,22.0,22.0,9.0,6.0
452,CHP00720,地榆,6.0,95.0,95.0,6.0,6.0
453,CHP01676,黄荆,6.0,15.0,15.0,8.0,6.0
454,CHP06122,桑黄,6.0,16.0,16.0,7.0,6.0
455,CHP01424,红厚壳,6.0,40.0,40.0,15.0,6.0
456,CHP04092,天罗水,6.0,12.0,12.0,6.0,6.0
457,CHP04951,燕麦,6.0,10.0,10.0,6.0,6.0
458,CHP00809,东一号剑麻,6.0,9.0,9.0,6.0,6.0
459,CHP01180,藁本,6.0,37.0,37.0,9.0,6.0
460,CHP01187,葛花,6.0,63.0,63.0,11.0,6.0
461,CHP00791,定木香,6.0,22.0,22.0,6.0,6.0
462,CHP05360,芸香,6.0,42.0,42.0,12.0,6.0
463,CHP00397,臭梧桐,6.0,18.0,18.0,6.0,6.0
464,CHP03314,蘘荷,6.0,11.0,11.0,6.0,6.0
465,CHP03429,桑椹,6.0,33.0,33.0,9.0,6.0
466,CHP05061,野马追,6.0,17.0,17.0,6.0,6.0
467,CHP01693,黄龙胆,6.0,16.0,16.0,6.0,6.0
468,CHP01540,湖北黄精,6.0,13.0,13.0,6.0,6.0
469,CHP03601,山楂,6.0,25.0,25.0,7.0,6.0
470,CHP01409,红车轴草,6.0,21.0,21.0,11.0,6.0
471,CHP03753,石蒜,6.0,16.0,16.0,6.0,6.0
472,CHP03869,水流豆,6.0,32.0,32.0,6.0,6.0
473,CHP00876,杜鹃花,6.0,11.0,11.0,7.0,6.0
474,CHP03709,石刁柏,6.0,12.0,12.0,6.0,6.0
475,CHP03038,糯稻根,6.0,13.0,13.0,6.0,6.0
476,CHP03977,苏合香,6.0,21.0,21.0,6.0,6.0
477,CHP01470,红木香,6.0,12.0,12.0,7.0,6.0
478,CHP05140,一枝黄花,6.0,19.0,19.0,6.0,6.0
479,CHP02803,密蒙花,6.0,35.0,35.0,6.0,6.0
480,CHP02541,葎草,6.0,31.0,31.0,10.0,6.0
481,CHP05557,猪鬃草,6.0,17.0,17.0,6.0,6.0
482,CHP00496,大风子,6.0,28.0,28.0,12.0,6.0
483,CHP00483,大车前,6.0,21.0,21.0,6.0,6.0
484,CHP00175,百脉根,6.0,15.0,15.0,8.0,6.0
485,CHP03334,榕树,6.0,16.0,16.0,6.0,6.0
486,CHP02323,两面针,6.0,43.0,43.0,10.0,6.0
487,CHP02375,柳杉,6.0,21.0,21.0,7.0,6.0
488,CHP04244,土三七,6.0,15.0,15.0,8.0,6.0
489,CHP01234,枸杞,6.0,15.0,15.0,8.0,6.0
490,CHP02439,耧斗菜,6.0,16.0,16.0,6.0,6.0
491,CHP02517,落花生,6.0,24.0,24.0,6.0,6.0
492,CHP00284,播娘蒿,6.0,14.0,14.0,7.0,6.0
493,CHP01096,浮萍,6.0,38.0,38.0,6.0,6.0
494,CHP03127,破叶莲,6.0,11.0,11.0,6.0,6.0
495,CHP04008,算盘子,6.0,20.0,20.0,6.0,6.0
496,CHP01936,金雀花,6.0,19.0,19.0,7.0,6.0
497,CHP03139,蒲桃,6.0,33.0,33.0,6.0,6.0
498,CHP03176,千打锤,6.0,26.0,26.0,8.0,6.0
499,CHP01795,鸡屎藤,6.0,35.0,35.0,8.0,6.0
500,CHP03213,荞麦,6.0,14.0,14.0,6.0,6.0
501,CHP03217,芹花,6.0,17.0,17.0,8.0,6.0
502,CHP02470,路边姜,5.0,5.0,5.0,5.0,5.0
503,CHP02526,吕宋果,5.0,10.0,10.0,5.0,5.0
504,CHP01933,金荞麦,5.0,23.0,23.0,8.0,5.0
505,CHP01912,金合欢,5.0,11.0,11.0,5.0,5.0
506,CHP01256,关白附,5.0,16.0,16.0,6.0,5.0
507,CHP01269,管花肉苁蓉,5.0,10.0,10.0,5.0,5.0
508,CHP04190,桐油,5.0,10.0,10.0,5.0,5.0
509,CHP02397,龙船花,5.0,11.0,11.0,7.0,5.0
510,CHP02412,龙舌兰,5.0,28.0,28.0,6.0,5.0
511,CHP05572,竹沥,5.0,15.0,15.0,6.0,5.0
512,CHP02612,麦芽,5.0,26.0,26.0,10.0,5.0
513,CHP00323,草乌叶,5.0,13.0,13.0,5.0,5.0
514,CHP02310,莲叶橐吾,5.0,12.0,12.0,5.0,5.0
515,CHP02279,荔枝核,5.0,19.0,19.0,5.0,5.0
516,CHP02240,老鼠簕,5.0,20.0,20.0,5.0,5.0
517,CHP04523,夏至草,5.0,13.0,13.0,5.0,5.0
518,CHP02175,辣蓼草,5.0,17.0,17.0,5.0,5.0
519,CHP02207,狼把草,5.0,13.0,13.0,6.0,5.0
520,CHP02602,马醉木,5.0,14.0,14.0,5.0,5.0
521,CHP02478,露水草,5.0,10.0,10.0,5.0,5.0
522,CHP00486,大豆,5.0,12.0,12.0,5.0,5.0
523,CHP05185,银杏,5.0,42.0,42.0,6.0,5.0
524,CHP00469,催吐萝芙木,5.0,19.0,19.0,5.0,5.0
525,CHP03389,三棱,5.0,16.0,16.0,5.0,5.0
526,CHP03344,肉桂,5.0,21.0,21.0,6.0,5.0
527,CHP02839,母菊,5.0,10.0,10.0,5.0,5.0
528,CHP02939,南蛇藤根,5.0,23.0,23.0,7.0,5.0
529,CHP02816,棉花根,5.0,9.0,9.0,5.0,5.0
530,CHP00312,草本威灵仙,5.0,11.0,11.0,6.0,5.0
531,CHP05338,云南甘草,5.0,14.0,14.0,5.0,5.0
532,CHP05286,玉米须,5.0,13.0,13.0,5.0,5.0
533,CHP05289,玉叶金花,5.0,11.0,11.0,5.0,5.0
534,CHP05296,郁金香,5.0,9.0,9.0,5.0,5.0
535,CHP03778,柿叶,5.0,14.0,14.0,8.0,5.0
536,CHP01323,桂皮,5.0,11.0,11.0,5.0,5.0
537,CHP03843,水红花子,5.0,17.0,17.0,6.0,5.0
538,CHP03867,水蓼,5.0,12.0,12.0,5.0,5.0
539,CHP03020,牛尾蒿,5.0,14.0,14.0,6.0,5.0
540,CHP03013,牛舌草,5.0,14.0,14.0,5.0,5.0
541,CHP02055,决明,5.0,17.0,17.0,6.0,5.0
542,CHP02033,橘叶,5.0,8.0,8.0,5.0,5.0
543,CHP01740,黄心果,5.0,15.0,15.0,6.0,5.0
544,CHP03431,桑叶,5.0,42.0,42.0,7.0,5.0
545,CHP04893,烟草,5.0,13.0,13.0,5.0,5.0
546,CHP01690,黄连,5.0,24.0,24.0,5.0,5.0
547,CHP01644,黄瓜,5.0,22.0,22.0,5.0,5.0
548,CHP02930,南瓜子,5.0,13.0,13.0,6.0,5.0
549,CHP00731,棣棠花,5.0,12.0,12.0,6.0,5.0
550,CHP00500,大果大戟,5.0,16.0,16.0,5.0,5.0
551,CHP01836,荚蒾,5.0,25.0,25.0,6.0,5.0
552,CHP01814,极美云实,5.0,9.0,9.0,6.0,5.0
553,CHP04084,天胡荽,5.0,12.0,12.0,5.0,5.0
554,CHP01132,肝风草,5.0,18.0,18.0,6.0,5.0
555,CHP01138,橄榄,5.0,25.0,25.0,7.0,5.0
556,CHP04828,旋覆花,5.0,28.0,28.0,5.0,5.0
557,CHP01342,海南买麻藤,5.0,13.0,13.0,6.0,5.0
558,CHP04546,相思藤,5.0,16.0,16.0,5.0,5.0
559,CHP00806,东风橘根,5.0,27.0,27.0,11.0,5.0
560,CHP00772,跌打老,5.0,16.0,16.0,5.0,5.0
561,CHP02781,迷迭香,5.0,10.0,10.0,5.0,5.0
562,CHP04608,向日葵叶,5.0,11.0,11.0,5.0,5.0
563,CHP01242,谷精草,5.0,20.0,20.0,5.0,5.0
564,CHP04167,铁苋,5.0,17.0,17.0,5.0,5.0
565,CHP01043,风毛菊,5.0,8.0,8.0,5.0,5.0
566,CHP02065,看麦娘状莎草,5.0,15.0,15.0,6.0,5.0
567,CHP02082,孔雀草,5.0,10.0,10.0,5.0,5.0
568,CHP00406,楮实子,5.0,45.0,45.0,8.0,5.0
569,CHP02631,蔓荆子,5.0,38.0,38.0,8.0,5.0
570,CHP02305,莲花,5.0,17.0,17.0,6.0,5.0
571,CHP00231,北玄参,5.0,15.0,15.0,6.0,5.0
572,CHP00240,荜澄茄,5.0,62.0,62.0,8.0,5.0
573,CHP00445,刺槐花,5.0,14.0,14.0,5.0,5.0
574,CHP03498,山地香茶菜,5.0,18.0,18.0,5.0,5.0
575,CHP00708,地刷子,5.0,15.0,15.0,5.0,5.0
576,CHP05070,野木瓜,5.0,6.0,6.0,5.0,5.0
577,CHP01776,鸡蛋花,5.0,15.0,15.0,5.0,5.0
578,CHP01751,灰叶根,5.0,22.0,22.0,5.0,5.0
579,CHP01620,槐,5.0,13.0,13.0,6.0,5.0
580,CHP03527,山黄皮,5.0,26.0,26.0,8.0,5.0
581,CHP03532,山姜,5.0,18.0,18.0,6.0,5.0
582,CHP00998,翻白草,5.0,15.0,15.0,5.0,5.0
583,CHP05690,紫薇,5.0,12.0,12.0,6.0,5.0
584,CHP04325,文冠木,5.0,5.0,5.0,5.0,5.0
585,CHP00023,暗紫贝母,5.0,11.0,11.0,6.0,5.0
586,CHP02507,萝芙木,5.0,28.0,28.0,6.0,5.0
587,CHP05779,蟾蜍,5.0,11.0,11.0,5.0,5.0
588,CHP00221,保山乌头,5.0,11.0,11.0,5.0,5.0
589,CHP00091,白花灯笼,5.0,9.0,9.0,5.0,5.0
590,CHP00016,安徽贝母,5.0,11.0,11.0,5.0,5.0
591,CHP06113,马勃,5.0,20.0,20.0,7.0,5.0
592,CHP00223,抱茎獐牙菜,4.0,8.0,8.0,4.0,4.0
593,CHP00124,白茅根,4.0,59.0,59.0,5.0,4.0
594,CHP00189,斑草,4.0,15.0,15.0,5.0,4.0
595,CHP05647,紫金牛根,4.0,7.0,7.0,6.0,4.0
596,CHP02543,麻风树,4.0,25.0,25.0,6.0,4.0
597,CHP00347,常春藤,4.0,11.0,11.0,4.0,4.0
598,CHP02356,凌霄,4.0,6.0,6.0,4.0,4.0
599,CHP02313,莲子草,4.0,8.0,8.0,4.0,4.0
600,CHP02327,两头尖,4.0,26.0,26.0,4.0,4.0
601,CHP05512,肿柄菊,4.0,13.0,13.0,4.0,4.0
602,CHP04285,万年青根,4.0,10.0,10.0,4.0,4.0
603,CHP00102,白芥子,4.0,18.0,18.0,8.0,4.0
604,CHP01015,飞廉,4.0,11.0,11.0,4.0,4.0
605,CHP01002,繁缕,4.0,9.0,9.0,4.0,4.0
606,CHP03486,山沉香,4.0,16.0,16.0,5.0,4.0
607,CHP00710,地梭罗,4.0,35.0,35.0,9.0,4.0
608,CHP00722,灯笼草,4.0,10.0,10.0,4.0,4.0
609,CHP05007,椰子,4.0,4.0,4.0,4.0,4.0
610,CHP00454,刺楸树皮,4.0,11.0,11.0,4.0,4.0
611,CHP01849,假细锥香茶菜,4.0,4.0,4.0,4.0,4.0
612,CHP01815,棘豆,4.0,13.0,13.0,4.0,4.0
613,CHP04863,荨麻,4.0,13.0,13.0,4.0,4.0
614,CHP00533,大麻叶泽兰,4.0,8.0,8.0,4.0,4.0
615,CHP04958,羊角拗,4.0,10.0,10.0,4.0,4.0
616,CHP01679,黄荆叶,4.0,31.0,31.0,4.0,4.0
617,CHP03683,生姜,4.0,75.0,75.0,6.0,4.0
618,CHP03647,蛇根草,4.0,10.0,10.0,4.0,4.0
619,CHP03373,三白草,4.0,34.0,34.0,5.0,4.0
620,CHP03450,沙糖根,4.0,8.0,8.0,5.0,4.0
621,CHP04809,绣线菊叶,4.0,9.0,9.0,4.0,4.0
622,CHP04816,徐长卿,4.0,15.0,15.0,6.0,4.0
623,CHP04821,萱草,4.0,9.0,9.0,4.0,4.0
624,CHP05283,玉兰,4.0,44.0,44.0,4.0,4.0
625,CHP02789,米皮糠,4.0,10.0,10.0,5.0,4.0
626,CHP02814,绵枣儿,4.0,10.0,10.0,4.0,4.0
627,CHP00293,菜豆树,4.0,11.0,11.0,6.0,4.0
628,CHP02892,木麻黄,4.0,11.0,11.0,4.0,4.0
629,CHP02855,木鳖子,4.0,14.0,14.0,5.0,4.0
630,CHP02972,柠檬皮,4.0,6.0,6.0,4.0,4.0
631,CHP05154,异叶梁王茶,4.0,8.0,8.0,4.0,4.0
632,CHP05169,茵陈,4.0,16.0,16.0,4.0,4.0
633,CHP00401,樗叶花椒,4.0,7.0,7.0,4.0,4.0
634,CHP00371,秤钩风,4.0,10.0,10.0,5.0,4.0
635,CHP05205,迎春花,4.0,13.0,13.0,4.0,4.0
636,CHP03022,牛西西,4.0,9.0,9.0,4.0,4.0
637,CHP01469,红母鸡草,4.0,11.0,11.0,5.0,4.0
638,CHP01309,鬼箭锦鸡儿,4.0,11.0,11.0,4.0,4.0
639,CHP03992,粟米草,4.0,8.0,8.0,4.0,4.0
640,CHP03946,四季青,4.0,17.0,17.0,4.0,4.0
641,CHP03970,松叶,4.0,4.0,4.0,4.0,4.0
642,CHP00974,耳草,4.0,11.0,11.0,4.0,4.0
643,CHP01345,海州骨碎补,4.0,10.0,10.0,4.0,4.0
644,CHP01550,虎刺,4.0,17.0,17.0,10.0,4.0
645,CHP01524,胡桃树皮,4.0,8.0,8.0,4.0,4.0
646,CHP01534,葫芦茶,4.0,12.0,12.0,6.0,4.0
647,CHP03687,省沽油,4.0,13.0,13.0,4.0,4.0
648,CHP03803,鼠李,4.0,6.0,6.0,4.0,4.0
649,CHP04602,向日葵,4.0,6.0,6.0,5.0,4.0
650,CHP04629,小檗,4.0,11.0,11.0,4.0,4.0
651,CHP04591,香橼,4.0,10.0,10.0,4.0,4.0
652,CHP01364,荷叶,4.0,31.0,31.0,5.0,4.0
653,CHP00849,豆油,4.0,10.0,10.0,4.0,4.0
654,CHP00853,毒芹根,4.0,10.0,10.0,4.0,4.0
655,CHP00802,东方狗脊,4.0,12.0,12.0,4.0,4.0
656,CHP01181,戈壁天门冬,4.0,10.0,10.0,4.0,4.0
657,CHP00683,地瓜子,4.0,25.0,25.0,6.0,4.0
658,CHP00670,地胆草,4.0,10.0,10.0,4.0,4.0
659,CHP04069,桃枝,4.0,13.0,13.0,6.0,4.0
660,CHP02308,莲生桂子花,4.0,11.0,11.0,4.0,4.0
661,CHP00256,鞭叶铁线蕨,4.0,12.0,12.0,4.0,4.0
662,CHP02061,君迁子,4.0,7.0,7.0,4.0,4.0
663,CHP04467,喜旱莲子草,4.0,7.0,7.0,4.0,4.0
664,CHP04469,喜树,4.0,23.0,23.0,8.0,4.0
665,CHP04458,西洋参,4.0,49.0,49.0,5.0,4.0
666,CHP00924,盾叶唐松草,4.0,10.0,10.0,6.0,4.0
667,CHP04293,王不留行,4.0,19.0,19.0,4.0,4.0
668,CHP04232,土荆芥,4.0,8.0,8.0,4.0,4.0
669,CHP01228,枸骨叶,4.0,44.0,44.0,5.0,4.0
670,CHP01261,关木通,4.0,12.0,12.0,4.0,4.0
671,CHP01942,金丝桃,4.0,10.0,10.0,5.0,4.0
672,CHP01965,金鱼藤,4.0,11.0,11.0,4.0,4.0
673,CHP01930,金牛草,4.0,19.0,19.0,4.0,4.0
674,CHP03187,千日红,4.0,12.0,12.0,4.0,4.0
675,CHP03263,清风藤,4.0,11.0,11.0,4.0,4.0
676,CHP03256,青葙子,4.0,18.0,18.0,4.0,4.0
677,CHP02527,吕宋楸毛,4.0,6.0,6.0,4.0,4.0
678,CHP00044,芭蕉花,4.0,9.0,9.0,4.0,4.0
679,CHP05754,斑蝥,4.0,18.0,18.0,5.0,4.0
680,CHP05964,牛肾,4.0,6.0,6.0,4.0,4.0
681,CHP00081,白蒿,4.0,9.0,9.0,4.0,4.0
682,CHP00078,白果根,4.0,16.0,16.0,4.0,4.0
683,CHP06117,蘑菇,4.0,11.0,11.0,4.0,4.0
684,CHP06129,松蕈,3.0,8.0,8.0,3.0,3.0
685,CHP06133,蛹虫草,3.0,11.0,11.0,3.0,3.0
686,CHP06120,绒白乳菇,3.0,15.0,15.0,3.0,3.0
687,CHP06096,鬼盖,3.0,6.0,6.0,4.0,3.0
688,CHP06037,五灵脂,3.0,6.0,6.0,3.0,3.0
689,CHP00040,巴拿马山石榴,3.0,10.0,10.0,3.0,3.0
690,CHP00020,桉叶,3.0,28.0,28.0,7.0,3.0
691,CHP04363,巫山淫羊藿,3.0,7.0,7.0,3.0,3.0
692,CHP04372,无患子,3.0,16.0,16.0,3.0,3.0
693,CHP04276,豌豆,3.0,10.0,10.0,4.0,3.0
694,CHP05565,竹节参,3.0,12.0,12.0,3.0,3.0
695,CHP05499,枳椇子,3.0,5.0,5.0,4.0,3.0
696,CHP05501,枳实,3.0,6.0,6.0,3.0,3.0
697,CHP05541,珠子参,3.0,5.0,5.0,4.0,3.0
698,CHP00281,菠菜,3.0,21.0,21.0,3.0,3.0
699,CHP02429,龙眼叶,3.0,6.0,6.0,3.0,3.0
700,CHP02410,龙脑膏香,3.0,15.0,15.0,3.0,3.0
701,CHP00604,大叶紫珠,3.0,9.0,9.0,4.0,3.0
702,CHP03215,茄子根,3.0,4.0,4.0,3.0,3.0
703,CHP03218,秦艽,3.0,26.0,26.0,3.0,3.0
704,CHP03226,青果,3.0,14.0,14.0,3.0,3.0
705,CHP03119,婆罗门参,3.0,8.0,8.0,4.0,3.0
706,CHP01945,金铁锁,3.0,12.0,12.0,3.0,3.0
707,CHP01905,金钗凤尾蕨,3.0,11.0,11.0,3.0,3.0
708,CHP03098,枇杷,3.0,6.0,6.0,3.0,3.0
709,CHP03070,胖大海,3.0,19.0,19.0,5.0,3.0
710,CHP03083,蓬莪术,3.0,6.0,6.0,3.0,3.0
711,CHP02048,卷柏,3.0,25.0,25.0,4.0,3.0
712,CHP05211,瘿花香茶菜,3.0,6.0,6.0,3.0,3.0
713,CHP05221,油茶根皮,3.0,7.0,7.0,3.0,3.0
714,CHP05224,油茶子,3.0,6.0,6.0,3.0,3.0
715,CHP05183,银线草,3.0,7.0,7.0,3.0,3.0
716,CHP05160,益智仁,3.0,5.0,5.0,3.0,3.0
717,CHP00457,葱,3.0,25.0,25.0,8.0,3.0
718,CHP00466,粗榧子,3.0,8.0,8.0,3.0,3.0
719,CHP01846,假蒟子,3.0,8.0,8.0,3.0,3.0
720,CHP05117,叶下珠,3.0,15.0,15.0,3.0,3.0
721,CHP04984,杨梅,3.0,9.0,9.0,3.0,3.0
722,CHP04995,洋蓍草,3.0,7.0,7.0,3.0,3.0
723,CHP00630,淡豆豉,3.0,23.0,23.0,3.0,3.0
724,CHP00595,大叶糖胶树,3.0,45.0,45.0,5.0,3.0
725,CHP00767,钓樟根皮,3.0,8.0,8.0,4.0,3.0
726,CHP00724,灯笼泡,3.0,5.0,5.0,3.0,3.0
727,CHP01598,华桑,3.0,14.0,14.0,6.0,3.0
728,CHP01600,华山矾,3.0,10.0,10.0,3.0,3.0
729,CHP01767,火焰花,3.0,6.0,6.0,3.0,3.0
730,CHP01753,回回豆,3.0,14.0,14.0,3.0,3.0
731,CHP01757,茴香,3.0,14.0,14.0,3.0,3.0
732,CHP01739,黄菀,3.0,7.0,7.0,3.0,3.0
733,CHP01506,厚皮香,3.0,7.0,7.0,3.0,3.0
734,CHP03643,蛇床子,3.0,55.0,55.0,8.0,3.0
735,CHP01702,黄麻叶,3.0,7.0,7.0,3.0,3.0
736,CHP00573,大叶柴胡,3.0,9.0,9.0,3.0,3.0
737,CHP00514,大黄花,3.0,9.0,9.0,3.0,3.0
738,CHP04896,烟窝草,3.0,9.0,9.0,3.0,3.0
739,CHP04898,延龄草,3.0,12.0,12.0,3.0,3.0
740,CHP04858,血桐,3.0,21.0,21.0,3.0,3.0
741,CHP04867,鸦片,3.0,9.0,9.0,4.0,3.0
742,CHP04880,鸭跖草,3.0,4.0,4.0,3.0,3.0
743,CHP04886,亚罗椿,3.0,7.0,7.0,3.0,3.0
744,CHP02970,柠檬桉叶,3.0,5.0,5.0,3.0,3.0
745,CHP02935,南蛇竻,3.0,12.0,12.0,4.0,3.0
746,CHP02869,木蝴蝶,3.0,22.0,22.0,3.0,3.0
747,CHP00292,布渣叶,3.0,20.0,20.0,4.0,3.0
748,CHP04795,杏仁,3.0,11.0,11.0,3.0,3.0
749,CHP04683,小接筋草,3.0,7.0,7.0,4.0,3.0
750,CHP00859,独角莲,3.0,8.0,8.0,3.0,3.0
751,CHP03780,匙羹藤,3.0,4.0,4.0,3.0,3.0
752,CHP03784,手参,3.0,12.0,12.0,4.0,3.0
753,CHP03707,石胆草,3.0,6.0,6.0,3.0,3.0
754,CHP03732,石榴皮,3.0,18.0,18.0,3.0,3.0
755,CHP03705,石莼,3.0,8.0,8.0,3.0,3.0
756,CHP01573,花叶假杜鹃,3.0,7.0,7.0,3.0,3.0
757,CHP01560,虎杖,3.0,14.0,14.0,3.0,3.0
758,CHP01537,湖北贝母,3.0,9.0,9.0,4.0,3.0
759,CHP04547,相思子,3.0,11.0,11.0,3.0,3.0
760,CHP01346,含羞草,3.0,8.0,8.0,3.0,3.0
761,CHP01316,桂花,3.0,8.0,8.0,3.0,3.0
762,CHP01337,海红豆,3.0,6.0,6.0,3.0,3.0
763,CHP01312,鬼针草,3.0,15.0,15.0,4.0,3.0
764,CHP03884,水茄,3.0,17.0,17.0,3.0,3.0
765,CHP03838,水飞蓟,3.0,38.0,38.0,11.0,3.0
766,CHP01460,红毛七,3.0,9.0,9.0,3.0,3.0
767,CHP00728,灯油藤子,3.0,7.0,7.0,3.0,3.0
768,CHP00693,地锦,3.0,6.0,6.0,3.0,3.0
769,CHP01230,枸橘,3.0,12.0,12.0,4.0,3.0
770,CHP01183,茖葱,3.0,6.0,6.0,3.0,3.0
771,CHP01363,荷花玉兰,3.0,11.0,11.0,5.0,3.0
772,CHP01340,海南粗榧,3.0,36.0,36.0,5.0,3.0
773,CHP00828,冬珊瑚,3.0,5.0,5.0,3.0,3.0
774,CHP04643,小飞蓬,3.0,8.0,8.0,3.0,3.0
775,CHP04599,响铃草,3.0,11.0,11.0,4.0,3.0
776,CHP04574,香排草,3.0,8.0,8.0,3.0,3.0
777,CHP04577,香青兰,3.0,3.0,3.0,3.0,3.0
778,CHP00396,臭山羊,3.0,17.0,17.0,5.0,3.0
779,CHP02120,苦楝实,3.0,3.0,3.0,3.0,3.0
780,CHP02685,毛诃子,3.0,5.0,5.0,3.0,3.0
781,CHP02658,猫爪草,3.0,22.0,22.0,4.0,3.0
782,CHP01176,高乌头,3.0,5.0,5.0,3.0,3.0
783,CHP01125,甘青铁线莲,3.0,6.0,6.0,3.0,3.0
784,CHP01089,佛甲草,3.0,8.0,8.0,4.0,3.0
785,CHP04093,天麻,3.0,11.0,11.0,3.0,3.0
786,CHP04057,桃儿七,3.0,10.0,10.0,3.0,3.0
787,CHP04002,酸石榴,3.0,8.0,8.0,3.0,3.0
788,CHP04006,酸枣仁,3.0,27.0,27.0,5.0,3.0
789,CHP04018,娑罗子,3.0,11.0,11.0,3.0,3.0
790,CHP04047,檀香,3.0,27.0,27.0,4.0,3.0
791,CHP01241,古柯,3.0,12.0,12.0,3.0,3.0
792,CHP01244,骨节草,3.0,6.0,6.0,3.0,3.0
793,CHP01222,狗牙花,3.0,45.0,45.0,3.0,3.0
794,CHP04290,万寿菊,3.0,7.0,7.0,3.0,3.0
795,CHP04272,歪脖子果,3.0,6.0,6.0,5.0,3.0
796,CHP04223,土当归,3.0,12.0,12.0,3.0,3.0
797,CHP04164,铁丝灵仙,3.0,14.0,14.0,3.0,3.0
798,CHP01168,高山火绒草,3.0,17.0,17.0,3.0,3.0
799,CHP01171,高山龙胆,3.0,11.0,11.0,3.0,3.0
800,CHP00949,峨参,3.0,16.0,16.0,3.0,3.0
801,CHP00923,盾叶薯蓣,3.0,11.0,11.0,3.0,3.0
802,CHP00945,多穗石柯叶,3.0,8.0,8.0,3.0,3.0
803,CHP04485,细叶桉叶,3.0,7.0,7.0,3.0,3.0
804,CHP04449,西瓜,3.0,15.0,15.0,5.0,3.0
805,CHP00309,糙苏,3.0,11.0,11.0,3.0,3.0
806,CHP02239,老鼠瓜,3.0,5.0,5.0,3.0,3.0
807,CHP02244,老鸦柿,3.0,6.0,6.0,3.0,3.0
808,CHP02182,兰花,3.0,3.0,3.0,3.0,3.0
809,CHP02583,马铃薯,3.0,5.0,5.0,3.0,3.0
810,CHP02585,马钱子,3.0,39.0,39.0,4.0,3.0
811,CHP02537,绿绒蒿,3.0,30.0,30.0,5.0,3.0
812,CHP00203,半边旗,3.0,5.0,5.0,3.0,3.0
813,CHP05662,紫茉莉,3.0,8.0,8.0,3.0,3.0
814,CHP05582,竹叶椒,3.0,10.0,10.0,4.0,3.0
815,CHP02463,鹿角菜,3.0,7.0,7.0,3.0,3.0
816,CHP05967,牛靥,3.0,6.0,6.0,3.0,3.0
817,CHP02494,罗锅底,3.0,9.0,9.0,3.0,3.0
818,CHP00013,艾实,3.0,12.0,12.0,4.0,3.0
819,CHP05679,紫苏叶,3.0,12.0,12.0,3.0,3.0
820,CHP05730,总状升麻,3.0,11.0,11.0,3.0,3.0
821,CHP00103,白金果榄,3.0,10.0,10.0,4.0,3.0
822,CHP00119,白马骨,2.0,11.0,11.0,2.0,2.0
823,CHP06116,蜜环菌,2.0,6.0,6.0,4.0,2.0
824,CHP01035,粉葛,2.0,5.0,5.0,2.0,2.0
825,CHP01007,防风,2.0,38.0,38.0,4.0,2.0
826,CHP00887,短瓣花,2.0,14.0,14.0,2.0,2.0
827,CHP04378,无距耧斗菜,2.0,3.0,3.0,2.0,2.0
