rank,CHP_ID,Chinese_herbal_pieces,ultra_high_count,total_compounds,effective_count,high_quality_count,ultra_high_count
118,CHP02546,麻黄,21.0,88.0,88.0,28.0,21.0
119,CHP03423,桑白皮,21.0,147.0,147.0,41.0,21.0
120,CHP00419,川芎,21.0,127.0,127.0,30.0,21.0
121,CHP04065,桃仁,21.0,72.0,72.0,22.0,21.0
122,CHP00326,侧柏叶,21.0,90.0,90.0,29.0,21.0
123,CHP00322,草乌,21.0,79.0,79.0,22.0,21.0
124,CHP00415,川木通,20.0,96.0,96.0,32.0,20.0
125,CHP02023,菊苣,20.0,70.0,70.0,21.0,20.0
126,CHP00114,白蔹,20.0,102.0,102.0,25.0,20.0
127,CHP01236,枸杞子,20.0,137.0,137.0,31.0,20.0
128,CHP03461,砂仁,20.0,64.0,64.0,22.0,20.0
129,CHP00408,楮树根,20.0,46.0,46.0,27.0,20.0
130,CHP04818,续断,20.0,97.0,97.0,22.0,20.0
131,CHP02756,梅花,20.0,64.0,64.0,27.0,20.0
132,CHP03175,千层塔,20.0,65.0,65.0,20.0,20.0
133,CHP02495,罗汉果,19.0,102.0,102.0,26.0,19.0
134,CHP05489,止泻木皮,19.0,43.0,43.0,22.0,19.0
135,CHP04842,雪山林,19.0,39.0,39.0,19.0,19.0
136,CHP05255,余甘子,19.0,48.0,48.0,19.0,19.0
137,CHP05376,泽兰,19.0,45.0,45.0,20.0,19.0
138,CHP03439,沙参,19.0,44.0,44.0,22.0,19.0
139,CHP00076,白附子,19.0,58.0,58.0,23.0,19.0
140,CHP03049,女贞子,19.0,107.0,107.0,27.0,19.0
141,CHP00470,翠雀花,19.0,52.0,52.0,21.0,19.0
142,CHP00424,垂盆草,19.0,67.0,67.0,25.0,19.0
143,CHP02131,苦树皮,19.0,58.0,58.0,20.0,19.0
144,CHP01771,藿香,19.0,72.0,72.0,28.0,19.0
145,CHP01801,鸡血藤,19.0,96.0,96.0,27.0,19.0
146,CHP00557,大蒜,18.0,80.0,80.0,24.0,18.0
147,CHP02063,开口箭,18.0,50.0,50.0,19.0,18.0
148,CHP02057,蕨菜,18.0,47.0,47.0,19.0,18.0
149,CHP05992,人中白,18.0,83.0,83.0,25.0,18.0
150,CHP01207,钩吻,18.0,77.0,77.0,28.0,18.0
151,CHP01104,福寿草,18.0,20.0,20.0,18.0,18.0
152,CHP00857,独活,18.0,108.0,108.0,31.0,18.0
153,CHP02019,菊花,18.0,81.0,81.0,20.0,18.0
154,CHP00150,白薇,18.0,85.0,85.0,22.0,18.0
155,CHP03193,前胡,18.0,85.0,85.0,25.0,18.0
156,CHP02808,绵萆薢,17.0,53.0,53.0,17.0,17.0
157,CHP03104,啤酒花,17.0,54.0,54.0,22.0,17.0
158,CHP01999,九里香,17.0,104.0,104.0,24.0,17.0
159,CHP00140,白首乌,17.0,40.0,40.0,17.0,17.0
160,CHP01143,干地黄,17.0,21.0,21.0,17.0,17.0
161,CHP05402,獐牙菜,17.0,37.0,37.0,19.0,17.0
162,CHP00520,大蓟,17.0,69.0,69.0,20.0,17.0
163,CHP03682,升麻,17.0,134.0,134.0,17.0,17.0
164,CHP01630,黄柏,17.0,54.0,54.0,18.0,17.0
165,CHP01367,核桃仁,17.0,58.0,58.0,21.0,17.0
166,CHP01114,覆盆子,17.0,52.0,52.0,23.0,17.0
167,CHP01818,蒺藜,17.0,75.0,75.0,20.0,17.0
168,CHP02443,芦荟,17.0,65.0,65.0,18.0,17.0
169,CHP05682,紫檀,17.0,36.0,36.0,19.0,17.0
170,CHP00090,白花丹,16.0,45.0,45.0,21.0,16.0
171,CHP01185,葛根,16.0,43.0,43.0,16.0,16.0
172,CHP01780,鸡骨草,16.0,47.0,47.0,16.0,16.0
173,CHP01968,金盏菊,16.0,44.0,44.0,16.0,16.0
174,CHP03491,山慈菇,16.0,50.0,50.0,19.0,16.0
175,CHP03024,牛膝,16.0,162.0,162.0,17.0,16.0
176,CHP01042,风轮菜,16.0,40.0,40.0,16.0,16.0
177,CHP01065,凤尾草,16.0,56.0,56.0,17.0,16.0
178,CHP02405,龙葵,16.0,55.0,55.0,16.0,16.0
179,CHP00422,穿心莲,16.0,100.0,100.0,22.0,16.0
180,CHP06091,茯苓皮,16.0,39.0,39.0,16.0,16.0
181,CHP01477,红芪,16.0,47.0,47.0,19.0,16.0
182,CHP04838,雪莲,16.0,26.0,26.0,16.0,16.0
183,CHP00135,白前,16.0,78.0,78.0,21.0,16.0
184,CHP01326,桂枝,16.0,57.0,57.0,21.0,16.0
185,CHP02030,橘红,15.0,52.0,52.0,19.0,15.0
186,CHP02017,桔梗,15.0,99.0,99.0,17.0,15.0
187,CHP03323,人参叶,15.0,75.0,75.0,18.0,15.0
188,CHP02528,绿豆,15.0,38.0,38.0,18.0,15.0
189,CHP01871,降香,15.0,94.0,94.0,26.0,15.0
190,CHP03979,苏木,15.0,50.0,50.0,22.0,15.0
191,CHP01273,贯众,15.0,37.0,37.0,16.0,15.0
192,CHP00238,荜茇,15.0,75.0,75.0,19.0,15.0
193,CHP00775,丁公藤,15.0,60.0,60.0,19.0,15.0
194,CHP00350,常山,15.0,67.0,67.0,19.0,15.0
195,CHP01983,荆芥,15.0,81.0,81.0,20.0,15.0
196,CHP00313,草苁蓉,15.0,36.0,36.0,15.0,15.0
197,CHP00384,赤小豆,15.0,52.0,52.0,15.0,15.0
198,CHP03609,山茱萸,15.0,71.0,71.0,23.0,15.0
199,CHP02863,木瓜,15.0,41.0,41.0,18.0,15.0
200,CHP01193,葛蕈,15.0,16.0,16.0,15.0,15.0
201,CHP00989,番茄,15.0,53.0,53.0,15.0,15.0
202,CHP01211,狗脊,15.0,29.0,29.0,21.0,15.0
203,CHP00726,灯心草,14.0,37.0,37.0,18.0,14.0
204,CHP00108,白兰花,14.0,63.0,63.0,32.0,14.0
205,CHP00315,草豆蔻,14.0,37.0,37.0,16.0,14.0
206,CHP01246,瓜蒌,14.0,90.0,90.0,18.0,14.0
207,CHP04525,仙茅,14.0,60.0,60.0,16.0,14.0
208,CHP05377,泽漆,14.0,39.0,39.0,15.0,14.0
209,CHP00793,东北刺人参,14.0,16.0,16.0,14.0,14.0
210,CHP04824,玄参,14.0,21.0,21.0,15.0,14.0
211,CHP05261,鱼藤,14.0,40.0,40.0,20.0,14.0
212,CHP01886,绞股蓝,14.0,247.0,247.0,15.0,14.0
213,CHP03134,蒲公英,14.0,34.0,34.0,18.0,14.0
214,CHP05515,重楼,14.0,31.0,31.0,14.0,14.0
215,CHP01045,风藤,14.0,89.0,89.0,19.0,14.0
216,CHP01809,积雪草,14.0,41.0,41.0,14.0,14.0
217,CHP00816,冬瓜子,14.0,39.0,39.0,16.0,14.0
218,CHP04313,尾叶香茶菜,14.0,35.0,35.0,14.0,14.0
219,CHP02604,买麻藤,13.0,39.0,39.0,14.0,13.0
220,CHP00421,穿龙薯蓣,13.0,37.0,37.0,17.0,13.0
221,CHP02161,昆明山海棠,13.0,44.0,44.0,14.0,13.0
222,CHP03372,赛莨菪,13.0,44.0,44.0,13.0,13.0
223,CHP01864,姜黄,13.0,48.0,48.0,16.0,13.0
224,CHP05186,银杏叶,13.0,44.0,44.0,14.0,13.0
225,CHP02391,六棱菊,13.0,28.0,28.0,13.0,13.0
226,CHP00186,柏子仁,13.0,47.0,47.0,20.0,13.0
227,CHP00441,刺柏,13.0,37.0,37.0,16.0,13.0
228,CHP02638,芒果,13.0,36.0,36.0,14.0,13.0
229,CHP02180,莱菔子,13.0,34.0,34.0,15.0,13.0
230,CHP00844,豆蔻,13.0,66.0,66.0,16.0,13.0
231,CHP02219,莨菪叶,13.0,38.0,38.0,14.0,13.0
232,CHP02272,藜芦,13.0,38.0,38.0,13.0,13.0
233,CHP01260,关黄柏,13.0,70.0,70.0,15.0,13.0
234,CHP02750,玫瑰花,13.0,49.0,49.0,17.0,13.0
235,CHP04807,绣线菊,13.0,33.0,33.0,14.0,13.0
236,CHP01656,黄花夹竹桃,13.0,37.0,37.0,14.0,13.0
237,CHP04764,缬草,13.0,31.0,31.0,15.0,13.0
238,CHP01745,黄药子,13.0,64.0,64.0,18.0,13.0
239,CHP03434,桑枝,13.0,35.0,35.0,15.0,13.0
240,CHP03808,鼠尾草,12.0,59.0,59.0,15.0,12.0
241,CHP01408,红参,12.0,53.0,53.0,13.0,12.0
242,CHP00456,刺五加,12.0,53.0,53.0,12.0,12.0
243,CHP00884,杜仲,12.0,85.0,85.0,16.0,12.0
244,CHP00206,半边苏,12.0,35.0,35.0,14.0,12.0
245,CHP02606,麦冬,12.0,70.0,70.0,12.0,12.0
246,CHP03198,茜草,12.0,74.0,74.0,14.0,12.0
247,CHP00444,刺果苏木,12.0,36.0,36.0,12.0,12.0
248,CHP00673,地枫皮,12.0,56.0,56.0,13.0,12.0
249,CHP02562,马鞭草,12.0,42.0,42.0,14.0,12.0
250,CHP03500,山豆根,12.0,52.0,52.0,12.0,12.0
251,CHP02676,毛萼香茶菜,12.0,39.0,39.0,15.0,12.0
252,CHP05370,皂荚,12.0,22.0,22.0,12.0,12.0
253,CHP00228,北豆根,12.0,72.0,72.0,15.0,12.0
254,CHP05248,柚花,12.0,21.0,21.0,12.0,12.0
255,CHP01310,鬼箭羽,11.0,42.0,42.0,14.0,11.0
256,CHP01414,红豆蔻,11.0,42.0,42.0,14.0,11.0
257,CHP01382,黑老虎,11.0,48.0,48.0,12.0,11.0
258,CHP05896,僵蚕,11.0,26.0,26.0,12.0,11.0
259,CHP05676,紫苏,11.0,38.0,38.0,13.0,11.0
260,CHP04095,天南星,11.0,42.0,42.0,13.0,11.0
261,CHP01357,何首乌,11.0,34.0,34.0,13.0,11.0
262,CHP00660,稻草,11.0,27.0,27.0,11.0,11.0
263,CHP01603,华泽兰,11.0,34.0,34.0,11.0,11.0
264,CHP00597,大叶仙茅,11.0,24.0,24.0,11.0,11.0
265,CHP03102,枇杷叶,11.0,89.0,89.0,16.0,11.0
266,CHP01923,金莲花,11.0,38.0,38.0,11.0,11.0
267,CHP05680,紫苏子,11.0,22.0,22.0,13.0,11.0
268,CHP06089,冬虫夏草,11.0,17.0,17.0,11.0,11.0
269,CHP04225,土茯苓,11.0,27.0,27.0,11.0,11.0
270,CHP04178,通关藤,11.0,21.0,21.0,11.0,11.0
271,CHP02367,琉璃草,11.0,27.0,27.0,12.0,11.0
272,CHP04466,豨莶草,11.0,56.0,56.0,15.0,11.0
273,CHP01519,胡萝卜子,11.0,43.0,43.0,14.0,11.0
274,CHP03997,酸浆,11.0,35.0,35.0,12.0,11.0
275,CHP02842,牡丹皮,11.0,67.0,67.0,12.0,11.0
276,CHP00416,川木香,11.0,29.0,29.0,11.0,11.0
277,CHP02355,铃兰,10.0,20.0,20.0,10.0,10.0
278,CHP04389,吴茱萸,10.0,56.0,56.0,11.0,10.0
279,CHP04473,细葛缕子,10.0,30.0,30.0,10.0,10.0
280,CHP02440,漏芦,10.0,26.0,26.0,10.0,10.0
281,CHP02441,芦根,10.0,24.0,24.0,12.0,10.0
282,CHP02155,款冬花,10.0,79.0,79.0,15.0,10.0
283,CHP02090,苦参,10.0,94.0,94.0,17.0,10.0
284,CHP04987,杨梅树皮,10.0,21.0,21.0,10.0,10.0
285,CHP03319,人参,10.0,128.0,128.0,16.0,10.0
286,CHP04326,文殊兰,10.0,60.0,60.0,20.0,10.0
287,CHP02056,决明子,10.0,56.0,56.0,14.0,10.0
288,CHP00906,堆心菊,10.0,25.0,25.0,11.0,10.0
289,CHP04173,葶苈子,10.0,39.0,39.0,10.0,10.0
290,CHP02337,辽东楤木,10.0,19.0,19.0,10.0,10.0
291,CHP02898,木天蓼,10.0,25.0,25.0,10.0,10.0
292,CHP00762,吊干麻,10.0,22.0,22.0,12.0,10.0
293,CHP01608,化橘红,10.0,33.0,33.0,14.0,10.0
294,CHP05322,月季花,10.0,11.0,11.0,10.0,10.0
295,CHP03664,麝香草,10.0,21.0,21.0,10.0,10.0
296,CHP03663,射干,10.0,63.0,63.0,14.0,10.0
297,CHP01370,鹤虱,10.0,29.0,29.0,13.0,10.0
298,CHP00678,地骨皮,10.0,34.0,34.0,12.0,10.0
299,CHP03871,水龙骨,10.0,25.0,25.0,10.0,10.0
300,CHP00872,独一味,10.0,26.0,26.0,10.0,10.0
301,CHP04834,雪胆,10.0,15.0,15.0,10.0,10.0
302,CHP01561,花椒,10.0,83.0,83.0,16.0,10.0
303,CHP05477,知母,10.0,91.0,91.0,12.0,10.0
304,CHP00327,侧柏枝节,10.0,42.0,42.0,12.0,10.0
305,CHP00252,萹蓄,10.0,73.0,73.0,12.0,10.0
306,CHP04647,小构树,10.0,21.0,21.0,12.0,10.0
307,CHP02621,曼陀罗,10.0,44.0,44.0,10.0,10.0
308,CHP00246,蓖麻子,10.0,37.0,37.0,12.0,10.0
309,CHP01356,合欢皮,10.0,35.0,35.0,13.0,10.0
310,CHP00797,东北雷公藤,10.0,38.0,38.0,13.0,10.0
311,CHP01130,甘遂,10.0,63.0,63.0,12.0,10.0
312,CHP00100,白胶香,10.0,20.0,20.0,10.0,10.0
313,CHP00099,白及,10.0,78.0,78.0,24.0,10.0
314,CHP00191,斑鸠菊,9.0,22.0,22.0,9.0,9.0
315,CHP00068,白杜鹃花,9.0,18.0,18.0,10.0,9.0
316,CHP00011,艾纳香,9.0,18.0,18.0,9.0,9.0
317,CHP00093,白花蛇舌草,9.0,46.0,46.0,9.0,9.0
318,CHP04280,晚香玉,9.0,19.0,19.0,9.0,9.0
319,CHP04306,威灵仙,9.0,40.0,40.0,11.0,9.0
320,CHP00062,白刺花,9.0,21.0,21.0,10.0,9.0
321,CHP05687,紫菀,9.0,28.0,28.0,10.0,9.0
322,CHP01073,凤仙透骨草,9.0,46.0,46.0,11.0,9.0
323,CHP04413,五色梅,9.0,23.0,23.0,10.0,9.0
324,CHP00403,除虫菊,9.0,16.0,16.0,9.0,9.0
325,CHP00641,党参,9.0,65.0,65.0,9.0,9.0
326,CHP00386,赤杨,9.0,31.0,31.0,11.0,9.0
327,CHP00305,藏边大黄,9.0,28.0,28.0,11.0,9.0
328,CHP00316,草果,9.0,29.0,29.0,10.0,9.0
329,CHP01973,筋骨草,9.0,39.0,39.0,9.0,9.0
330,CHP03341,肉苁蓉,9.0,64.0,64.0,9.0,9.0
331,CHP03704,石菖蒲,9.0,45.0,45.0,13.0,9.0
332,CHP00362,柽柳,9.0,53.0,53.0,12.0,9.0
333,CHP01338,海金砂,9.0,28.0,28.0,12.0,9.0
334,CHP01756,茴芹,9.0,25.0,25.0,9.0,9.0
335,CHP01741,黄杨,9.0,25.0,25.0,9.0,9.0
336,CHP02009,韭菜子,9.0,19.0,19.0,10.0,9.0
337,CHP01296,广金钱草,9.0,21.0,21.0,13.0,9.0
338,CHP03605,山楂叶,9.0,29.0,29.0,10.0,9.0
339,CHP01091,佛手,9.0,51.0,51.0,12.0,9.0
340,CHP01344,海藻,9.0,38.0,38.0,11.0,9.0
341,CHP04595,香樟,9.0,15.0,15.0,11.0,9.0
342,CHP03768,使君子,9.0,25.0,25.0,14.0,9.0
343,CHP02489,罗布麻叶,9.0,25.0,25.0,11.0,9.0
344,CHP03178,千斤拔,9.0,37.0,37.0,13.0,9.0
345,CHP02406,龙葵根,9.0,48.0,48.0,11.0,9.0
346,CHP03182,千里光,9.0,35.0,35.0,11.0,9.0
347,CHP02896,木棉花,9.0,47.0,47.0,13.0,9.0
348,CHP02222,老鹳草,9.0,22.0,22.0,10.0,9.0
349,CHP00173,百里香,9.0,23.0,23.0,12.0,9.0
350,CHP00356,车前子,8.0,42.0,42.0,8.0,8.0
351,CHP01127,甘松,8.0,50.0,50.0,8.0,8.0
352,CHP01813,吉祥草,8.0,20.0,20.0,8.0,8.0
353,CHP05112,叶底珠,8.0,18.0,18.0,8.0,8.0
354,CHP03657,蛇葡萄,8.0,21.0,21.0,8.0,8.0
355,CHP00298,苍耳,8.0,17.0,17.0,10.0,8.0
356,CHP00875,杜茎山,8.0,25.0,25.0,9.0,8.0
357,CHP00296,蚕豆,8.0,19.0,19.0,9.0,8.0
358,CHP00694,地锦草,8.0,38.0,38.0,8.0,8.0
359,CHP01669,黄花远志,8.0,21.0,21.0,11.0,8.0
360,CHP02137,苦玄参,8.0,20.0,20.0,8.0,8.0
361,CHP02500,罗汉松实,8.0,17.0,17.0,8.0,8.0
362,CHP01161,高良姜,8.0,51.0,51.0,10.0,8.0
363,CHP00987,番木瓜,8.0,24.0,24.0,8.0,8.0
364,CHP04482,细辛,8.0,23.0,23.0,12.0,8.0
365,CHP00414,川鄂淫羊藿,8.0,11.0,11.0,8.0,8.0
366,CHP01773,鸡肠狼毒,8.0,18.0,18.0,9.0,8.0
367,CHP00467,粗叶悬钩子,8.0,21.0,21.0,10.0,8.0
368,CHP02060,爵床,8.0,29.0,29.0,9.0,8.0
369,CHP00990,番石榴,8.0,12.0,12.0,9.0,8.0
370,CHP00049,霸王鞭,8.0,20.0,20.0,9.0,8.0
371,CHP06100,猴头菇,8.0,19.0,19.0,10.0,8.0
372,CHP02498,罗汉松,8.0,18.0,18.0,9.0,8.0
373,CHP00060,白车轴草,8.0,26.0,26.0,12.0,8.0
374,CHP05623,紫草,8.0,20.0,20.0,9.0,8.0
375,CHP02554,麻牛膝,8.0,15.0,15.0,8.0,8.0
376,CHP05615,梓叶,8.0,21.0,21.0,8.0,8.0
377,CHP02904,木香,8.0,42.0,42.0,11.0,8.0
378,CHP03771,柿蒂,8.0,39.0,39.0,10.0,8.0
379,CHP03082,佩兰,8.0,59.0,59.0,15.0,8.0
380,CHP01288,光叶巴豆,8.0,24.0,24.0,9.0,8.0
381,CHP03767,莳萝子,8.0,8.0,8.0,8.0,8.0
382,CHP01964,金樱子,8.0,45.0,45.0,10.0,8.0
383,CHP04765,薤白,8.0,40.0,40.0,8.0,8.0
384,CHP00485,大丁草,8.0,28.0,28.0,12.0,8.0
385,CHP03383,三尖杉,8.0,37.0,37.0,9.0,8.0
386,CHP01272,贯叶连翘,8.0,32.0,32.0,12.0,8.0
387,CHP04231,土槿皮,8.0,71.0,71.0,12.0,8.0
388,CHP02342,裂果薯,8.0,17.0,17.0,8.0,8.0
389,CHP02418,龙血树,8.0,22.0,22.0,9.0,8.0
390,CHP01723,黄芩,8.0,46.0,46.0,8.0,8.0
391,CHP04848,血风藤,7.0,10.0,10.0,9.0,7.0
392,CHP04902,芫荽子,7.0,17.0,17.0,7.0,7.0
393,CHP05105,野芝麻根,7.0,8.0,8.0,8.0,7.0
394,CHP01019,飞燕草,7.0,17.0,17.0,7.0,7.0
395,CHP03561,山柰,7.0,20.0,20.0,8.0,7.0
396,CHP01011,防己,7.0,41.0,41.0,8.0,7.0
397,CHP05704,紫玉盘,7.0,21.0,21.0,8.0,7.0
398,CHP05104,野芝麻,7.0,43.0,43.0,15.0,7.0
399,CHP00229,北沙参,7.0,105.0,105.0,10.0,7.0
400,CHP05417,长春花,7.0,95.0,95.0,12.0,7.0
401,CHP00885,杜仲叶,7.0,73.0,73.0,9.0,7.0
402,CHP00972,儿茶,7.0,41.0,41.0,10.0,7.0
403,CHP02623,曼陀罗叶,7.0,14.0,14.0,7.0,7.0
404,CHP00251,边缘鳞盖蕨,7.0,14.0,14.0,7.0,7.0
405,CHP00443,刺果甘草,7.0,22.0,22.0,7.0,7.0
406,CHP02353,灵香草,7.0,26.0,26.0,8.0,7.0
407,CHP04042,太子参,7.0,19.0,19.0,8.0,7.0
408,CHP03199,茜草根,7.0,11.0,11.0,7.0,7.0
409,CHP03186,千屈菜,7.0,28.0,28.0,10.0,7.0
410,CHP01931,金钱草,7.0,27.0,27.0,9.0,7.0
411,CHP03192,牵牛子,7.0,39.0,39.0,7.0,7.0
412,CHP01110,附子,7.0,81.0,81.0,9.0,7.0
413,CHP02357,凌霄花,7.0,33.0,33.0,10.0,7.0
414,CHP03130,葡萄,7.0,12.0,12.0,7.0,7.0
415,CHP02588,马桑,7.0,15.0,15.0,7.0,7.0
