rank,CHP_ID,Chinese_herbal_pieces,comprehensive_score,total_score,effective_avg,high_quality_avg,ultra_high_count,high_quality_ratio
17,CHP00824,冬凌草,0.5446933828187756,43.41922549,0.8683845098,0.9141226970454547,37.0,0.88
18,CHP03682,升麻,0.5422452052402585,110.35698667,0.8235596020149254,0.8739792708602152,31.0,0.6940298507462687
19,CHP04818,续断,0.540663696303314,81.19806670999999,0.8370934712371133,0.8842485516000002,34.0,0.7731958762886598
20,CHP02017,桔梗,0.5403057471475741,82.79149075,0.8362776843434343,0.8859329973333333,35.0,0.7575757575757576
21,CHP01516,胡芦巴,0.5402580959729127,115.75128577000001,0.8038283734027778,0.8937280815294117,45.0,0.5902777777777778
22,CHP05477,知母,0.5393952692689833,75.49523128,0.8296179261538461,0.9133485534920635,49.0,0.6923076923076923
23,CHP00928,多花蒿,0.538090170731572,9.36388638,0.936388638,0.936388638,10.0,1.0
24,CHP02098,苦丁茶,0.5371464735021576,101.79256735000001,0.8015162783464568,0.8923768561250001,47.0,0.6299212598425197
25,CHP01811,吉林乌头,0.5355450300279245,0.960437,0.960437,0.960437,1.0,1.0
26,CHP01717,黄芪,0.5308650744308374,129.81635087,0.7591599466081872,0.8939412591463415,54.0,0.47953216374269003
