rank,CHP_ID,Chinese_herbal_pieces,high_quality_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
106,CHP03716,石斛,0.91815709625,74.0,74.0,24.0,19.0
107,CHP00428,春福寿草,0.9176343433333334,3.0,3.0,3.0,3.0
108,CHP02713,毛蕊花,0.91760809,5.0,5.0,3.0,3.0
109,CHP03213,荞麦,0.917588568,14.0,14.0,5.0,3.0
110,CHP01506,厚皮香,0.9174528049999999,7.0,7.0,4.0,4.0
111,CHP02131,苦树皮,0.9174426088235293,58.0,58.0,17.0,11.0
112,CHP04127,甜叶菊,0.9174039,3.0,3.0,1.0,1.0
113,CHP02323,两面针,0.9173900782352941,43.0,43.0,17.0,14.0
114,CHP00284,播娘蒿,0.9172678,14.0,14.0,5.0,5.0
115,CHP04546,相思藤,0.9170695214285713,16.0,16.0,7.0,6.0
116,CHP04297,王孙,0.9169321,1.0,1.0,1.0,1.0
117,CHP03997,酸浆,0.9168012629411766,35.0,35.0,17.0,13.0
118,CHP01813,吉祥草,0.9163087470000001,20.0,20.0,10.0,7.0
119,CHP02029,橘核,0.9161509,2.0,2.0,1.0,1.0
120,CHP04313,尾叶香茶菜,0.9160769023809524,35.0,35.0,21.0,16.0
121,CHP00466,粗榧子,0.9157086799999999,8.0,8.0,3.0,3.0
122,CHP04959,羊角拗子,0.9155968199999999,4.0,4.0,3.0,3.0
123,CHP04169,铁线莲,0.9150446,2.0,2.0,1.0,1.0
124,CHP04951,燕麦,0.9149580383333333,10.0,10.0,6.0,4.0
125,CHP06136,猪苓,0.9148464571428573,9.0,9.0,7.0,7.0
126,CHP00470,翠雀花,0.9148199732142855,52.0,52.0,28.0,22.0
127,CHP01847,假连翘,0.9146241749999999,6.0,6.0,2.0,1.0
128,CHP04552,香茶菜,0.9146119062406016,463.0,463.0,266.0,214.0
129,CHP02313,莲子草,0.9143987925,8.0,8.0,4.0,4.0
130,CHP00433,莼菜,0.9143628,3.0,3.0,1.0,1.0
131,CHP05294,玉竹,0.9143317616666665,12.0,12.0,6.0,4.0
132,CHP01757,茴香,0.9142769666666667,14.0,14.0,3.0,1.0
133,CHP02987,牛扁,0.914266195,3.0,3.0,2.0,2.0
134,CHP02272,藜芦,0.9141586504761905,38.0,38.0,21.0,16.0
135,CHP00824,冬凌草,0.9141226970454547,50.0,50.0,44.0,37.0
136,CHP03698,十大功劳叶,0.9140253279545455,67.0,67.0,44.0,36.0
137,CHP04975,羊踯躅,0.9137768771428572,15.0,15.0,14.0,11.0
138,CHP03110,飘拂草,0.9137721,1.0,1.0,1.0,1.0
139,CHP01682,黄精,0.91366181,33.0,33.0,20.0,15.0
140,CHP02405,龙葵,0.913592344736842,55.0,55.0,38.0,29.0
141,CHP05880,鸡脑,0.913579175,3.0,3.0,2.0,1.0
142,CHP01110,附子,0.913454105,81.0,81.0,64.0,42.0
143,CHP05427,长管香茶菜,0.913410454,22.0,22.0,15.0,12.0
144,CHP03911,水仙根,0.91335785,6.0,6.0,1.0,1.0
145,CHP05477,知母,0.9133485534920635,91.0,91.0,63.0,49.0
146,CHP00486,大豆,0.913123695,12.0,12.0,2.0,2.0
147,CHP00791,定木香,0.9130451587499999,22.0,22.0,16.0,14.0
148,CHP03283,秋水仙,0.91302073,5.0,5.0,1.0,1.0
149,CHP01573,花叶假杜鹃,0.9130185725000001,7.0,7.0,4.0,3.0
150,CHP01996,九节茶,0.91299909,12.0,12.0,6.0,5.0
151,CHP05515,重楼,0.9129704686666665,31.0,31.0,15.0,10.0
152,CHP02125,苦木,0.9127134072727273,62.0,62.0,33.0,23.0
153,CHP01856,见血飞,0.91248307,3.0,3.0,2.0,2.0
154,CHP05174,银柴胡,0.91243529,6.0,6.0,3.0,3.0
155,CHP05499,枳椇子,0.9121526,5.0,5.0,1.0,1.0
156,CHP04084,天胡荽,0.9117777514285714,12.0,12.0,7.0,6.0
157,CHP00875,杜茎山,0.9117293289999999,25.0,25.0,10.0,10.0
158,CHP01935,金雀根,0.9113747,1.0,1.0,1.0,1.0
159,CHP04285,万年青根,0.9113540583333334,10.0,10.0,6.0,4.0
160,CHP01235,枸杞叶,0.9112466477777779,14.0,14.0,9.0,5.0
161,CHP03214,茄子,0.9111546333333335,8.0,8.0,6.0,3.0
162,CHP03050,欧当归,0.9111412,3.0,3.0,1.0,1.0
163,CHP04896,烟窝草,0.9108111999999999,9.0,9.0,2.0,2.0
164,CHP01558,虎掌草,0.9107914699999999,5.0,5.0,3.0,3.0
165,CHP02583,马铃薯,0.9107817,5.0,5.0,1.0,1.0
166,CHP00421,穿龙薯蓣,0.9107761661538463,37.0,37.0,13.0,7.0
167,CHP05224,油茶子,0.910678,6.0,6.0,3.0,2.0
168,CHP02998,牛角瓜,0.91019702,2.0,2.0,2.0,2.0
169,CHP03176,千打锤,0.9101406177777778,26.0,26.0,9.0,7.0
170,CHP02114,苦苣,0.9097636433333335,7.0,7.0,6.0,5.0
171,CHP01728,黄山药,0.9095181175,5.0,5.0,4.0,2.0
172,CHP00469,催吐萝芙木,0.9094879879999999,19.0,19.0,5.0,3.0
173,CHP03372,赛莨菪,0.9094574973333334,44.0,44.0,30.0,24.0
174,CHP00336,茶子,0.9093054114285714,13.0,13.0,7.0,7.0
175,CHP03027,牛心茄子,0.9091827066666666,5.0,5.0,3.0,2.0
176,CHP02781,迷迭香,0.909171974,10.0,10.0,5.0,3.0
177,CHP04816,徐长卿,0.9088026680000001,15.0,15.0,5.0,5.0
178,CHP00168,百部,0.9087257312605042,181.0,181.0,119.0,85.0
179,CHP03576,山莴苣,0.9085259625,6.0,6.0,4.0,3.0
180,CHP02676,毛萼香茶菜,0.9085014499999999,39.0,39.0,23.0,19.0
181,CHP04114,甜茶,0.9084446,2.0,2.0,1.0,1.0
182,CHP00319,草莓,0.9081109,2.0,2.0,1.0,1.0
183,CHP00322,草乌,0.9080997529787234,79.0,79.0,47.0,34.0
184,CHP05565,竹节参,0.9079941714285714,12.0,12.0,7.0,6.0
185,CHP05096,野罂粟,0.9074415,6.0,6.0,1.0,1.0
186,CHP02178,莱菔,0.90704614,5.0,5.0,1.0,1.0
187,CHP04106,天竺黄,0.9067546844444444,26.0,26.0,9.0,6.0
188,CHP02450,芦竹根,0.90673304,11.0,11.0,1.0,1.0
189,CHP02808,绵萆薢,0.9064037778125,53.0,53.0,32.0,21.0
190,CHP01818,蒺藜,0.9063993044230769,75.0,75.0,52.0,35.0
191,CHP01876,胶质鼠尾草,0.9063053,3.0,3.0,1.0,1.0
192,CHP03360,蕤仁,0.9062689,3.0,3.0,1.0,1.0
193,CHP04055,糖荠,0.9062082459999999,8.0,8.0,5.0,3.0
194,CHP03334,榕树,0.9060122399999999,16.0,16.0,8.0,7.0
195,CHP02814,绵枣儿,0.9058814833333333,10.0,10.0,6.0,4.0
196,CHP02602,马醉木,0.90586829125,14.0,14.0,8.0,7.0
197,CHP04995,洋蓍草,0.90531688,7.0,7.0,2.0,1.0
198,CHP04422,五桠果,0.905218865,4.0,4.0,2.0,2.0
199,CHP00040,巴拿马山石榴,0.9051485142857142,10.0,10.0,7.0,6.0
200,CHP02420,龙牙楤木,0.90490264,5.0,5.0,1.0,1.0
201,CHP02337,辽东楤木,0.9048048744444446,19.0,19.0,9.0,8.0
202,CHP04054,唐松草,0.90468633,68.0,68.0,1.0,1.0
203,CHP00412,川贝母,0.9045880092241381,228.0,228.0,116.0,77.0
204,CHP01043,风毛菊,0.9045535,8.0,8.0,2.0,2.0
205,CHP06038,犀角,0.9043299,2.0,2.0,2.0,1.0
206,CHP05882,鸡肉,0.9037759,1.0,1.0,1.0,1.0
207,CHP00989,番茄,0.9036826342307691,53.0,53.0,26.0,20.0
208,CHP01853,剪秋罗,0.90357935,3.0,3.0,1.0,1.0
209,CHP00323,草乌叶,0.90352684875,13.0,13.0,8.0,6.0
210,CHP00103,白金果榄,0.9035138250000001,10.0,10.0,2.0,1.0
211,CHP02109,苦蒿,0.903471822,12.0,12.0,5.0,4.0
212,CHP05205,迎春花,0.90333093,13.0,13.0,9.0,8.0
213,CHP04065,桃仁,0.9032715976744186,72.0,72.0,43.0,25.0
214,CHP01363,荷花玉兰,0.903216375,11.0,11.0,4.0,2.0
215,CHP04761,斜基粗叶木,0.90313755,4.0,4.0,2.0,1.0
216,CHP02308,莲生桂子花,0.903064642,11.0,11.0,5.0,3.0
217,CHP04920,岩筋菜,0.902920075,4.0,4.0,4.0,3.0
218,CHP04085,天花粉,0.9026492574999999,5.0,5.0,4.0,3.0
219,CHP02327,两头尖,0.902581301111111,26.0,26.0,9.0,5.0
220,CHP00309,糙苏,0.9025538283333333,11.0,11.0,6.0,3.0
221,CHP03550,山柳,0.9024623,2.0,2.0,1.0,1.0
222,CHP00210,半夏曲,0.902281275,2.0,2.0,2.0,1.0
223,CHP04839,雪莲花,0.902231625,4.0,4.0,2.0,1.0
224,CHP02356,凌霄,0.9021867299999999,6.0,6.0,2.0,1.0
225,CHP05370,皂荚,0.9020907581818182,22.0,22.0,11.0,7.0
226,CHP05289,玉叶金花,0.9019460966666667,11.0,11.0,6.0,5.0
227,CHP01257,关苍术,0.90191776,4.0,4.0,1.0,1.0
228,CHP04821,萱草,0.90178154,9.0,9.0,5.0,3.0
229,CHP04717,小通草,0.9017194066666666,14.0,14.0,6.0,5.0
230,CHP04525,仙茅,0.901442110357143,60.0,60.0,28.0,17.0
231,CHP02997,牛耳枫子,0.9013352674999999,6.0,6.0,4.0,1.0
232,CHP00448,刺梨,0.9010370766666665,5.0,5.0,3.0,1.0
233,CHP01809,积雪草,0.9006887757142856,41.0,41.0,21.0,15.0
234,CHP04372,无患子,0.9005394872727273,16.0,16.0,11.0,8.0
235,CHP00016,安徽贝母,0.9005170388888888,11.0,11.0,9.0,4.0
236,CHP02621,曼陀罗,0.900456567,44.0,44.0,20.0,14.0
237,CHP06089,冬虫夏草,0.9004084166666667,17.0,17.0,6.0,5.0
238,CHP01359,河套大黄,0.9002974800000001,2.0,2.0,2.0,1.0
239,CHP04571,香茅,0.90027297,3.0,3.0,1.0,1.0
240,CHP03456,沙枣树皮,0.90024817,2.0,2.0,1.0,1.0
241,CHP01741,黄杨,0.9000352246153847,25.0,25.0,13.0,7.0
242,CHP02314,莲子心,0.9000235999999999,11.0,11.0,2.0,1.0
243,CHP02478,露水草,0.8999872575,10.0,10.0,4.0,1.0
244,CHP00417,川乌,0.899977667131783,268.0,268.0,129.0,70.0
245,CHP04683,小接筋草,0.8999484600000001,7.0,7.0,4.0,1.0
246,CHP04467,喜旱莲子草,0.8997668633333333,7.0,7.0,3.0,1.0
247,CHP00050,白八角莲,0.89976597,1.0,1.0,1.0,0.0
248,CHP00482,大巢菜,0.8995643533333334,5.0,5.0,3.0,1.0
249,CHP05211,瘿花香茶菜,0.8994984,6.0,6.0,3.0,2.0
250,CHP03194,芡实,0.89949327,3.0,3.0,2.0,1.0
251,CHP04018,娑罗子,0.8994660414285713,11.0,11.0,7.0,3.0
252,CHP00746,滇茜草,0.8994172577777777,31.0,31.0,27.0,20.0
253,CHP00135,白前,0.899365576818182,78.0,78.0,44.0,24.0
254,CHP03659,蛇藤,0.8993241,3.0,3.0,1.0,0.0
255,CHP02847,木半夏根,0.89920545,3.0,3.0,2.0,1.0
256,CHP02219,莨菪叶,0.8991648382608698,38.0,38.0,23.0,12.0
257,CHP04971,羊蹄,0.89882565,4.0,4.0,2.0,1.0
258,CHP05782,蟾酥,0.898683418292683,71.0,71.0,41.0,24.0
259,CHP00119,白马骨,0.8986169342857143,11.0,11.0,7.0,6.0
260,CHP04736,小叶贯众,0.8985263274999999,6.0,6.0,4.0,2.0
261,CHP05992,人中白,0.8984934424489797,83.0,83.0,49.0,25.0
262,CHP04565,香加皮,0.8980789598529411,106.0,106.0,68.0,40.0
263,CHP00683,地瓜子,0.898076775,25.0,25.0,4.0,2.0
264,CHP00241,萆薢,0.8980623251515151,74.0,74.0,33.0,19.0
265,CHP01896,芥菜,0.8979659333333333,7.0,7.0,3.0,1.0
266,CHP06047,熊胆,0.897881428,6.0,6.0,5.0,1.0
267,CHP02441,芦根,0.8977974777777776,24.0,24.0,9.0,6.0
268,CHP05403,樟梨,0.8977639166666668,5.0,5.0,3.0,2.0
269,CHP01125,甘青铁线莲,0.897756395,6.0,6.0,2.0,1.0
270,CHP00183,柏树叶,0.897645595,6.0,6.0,2.0,1.0
271,CHP00261,扁桃斑鸠菊,0.897470485,2.0,2.0,2.0,1.0
272,CHP05248,柚花,0.8974628,21.0,21.0,4.0,2.0
273,CHP01015,飞廉,0.89743483,11.0,11.0,2.0,1.0
274,CHP02355,铃兰,0.897322458,20.0,20.0,10.0,6.0
275,CHP00048,菝葜,0.89721726125,90.0,90.0,40.0,24.0
276,CHP03256,青葙子,0.8971634253846156,18.0,18.0,13.0,5.0
277,CHP03257,青羊参,0.89706811,2.0,2.0,2.0,1.0
278,CHP06073,紫河车,0.8968849,2.0,2.0,1.0,0.0
279,CHP01460,红毛七,0.896835625,9.0,9.0,4.0,1.0
280,CHP00689,地黄,0.8967907215730336,285.0,285.0,178.0,84.0
281,CHP04602,向日葵,0.896764765,6.0,6.0,2.0,0.0
282,CHP00772,跌打老,0.8967581533333332,16.0,16.0,6.0,2.0
283,CHP02161,昆明山海棠,0.8966862055555556,44.0,44.0,18.0,5.0
284,CHP04069,桃枝,0.8966265299999999,13.0,13.0,3.0,2.0
285,CHP02060,爵床,0.8966124300000001,29.0,29.0,7.0,4.0
286,CHP02511,萝藦子,0.8965332979999999,5.0,5.0,5.0,2.0
287,CHP03503,山矾,0.8965061899999999,5.0,5.0,3.0,0.0
288,CHP05461,鹧鸪菜,0.89648485,1.0,1.0,1.0,0.0
289,CHP02340,列当,0.8964393975,5.0,5.0,4.0,1.0
290,CHP06001,麝香,0.8963440882352942,33.0,33.0,17.0,10.0
291,CHP04985,杨梅根,0.89631045,7.0,7.0,1.0,0.0
292,CHP02901,木通,0.8961620018750001,62.0,62.0,32.0,16.0
293,CHP01600,华山矾,0.8959778633333334,10.0,10.0,6.0,1.0
294,CHP04173,葶苈子,0.8959472233333332,39.0,39.0,18.0,11.0
295,CHP02498,罗汉松,0.8958992388888889,18.0,18.0,9.0,5.0
296,CHP02935,南蛇竻,0.895899005,12.0,12.0,8.0,3.0
297,CHP03962,松节,0.89582972,7.0,7.0,3.0,2.0
298,CHP00444,刺果苏木,0.8957953387499998,36.0,36.0,24.0,12.0
299,CHP01370,鹤虱,0.895676330909091,29.0,29.0,11.0,8.0
300,CHP00191,斑鸠菊,0.8956670584615385,22.0,22.0,13.0,8.0
301,CHP03148,铺地蜈蚣,0.895617751,14.0,14.0,10.0,4.0
302,CHP00630,淡豆豉,0.8955456575,23.0,23.0,4.0,2.0
303,CHP01834,夹竹桃,0.89553583,58.0,58.0,23.0,11.0
304,CHP03398,三七花,0.8953532090000001,24.0,24.0,20.0,10.0
305,CHP03175,千层塔,0.8952739925714285,65.0,65.0,35.0,16.0
306,CHP01957,金叶子,0.8952652357142856,10.0,10.0,7.0,3.0
307,CHP00722,灯笼草,0.8951970900000001,10.0,10.0,5.0,2.0
308,CHP00228,北豆根,0.8950120713636364,72.0,72.0,22.0,14.0
309,CHP00454,刺楸树皮,0.8949750866666667,11.0,11.0,6.0,2.0
310,CHP01708,黄缅桂,0.8949226,2.0,2.0,1.0,0.0
311,CHP01797,鸡嗉子,0.89491792,4.0,4.0,3.0,2.0
312,CHP01656,黄花夹竹桃,0.89485282,37.0,37.0,18.0,13.0
313,CHP03363,瑞香,0.8948028055555556,19.0,19.0,9.0,4.0
314,CHP04842,雪山林,0.8947372099999998,39.0,39.0,17.0,6.0
315,CHP02030,橘红,0.8946755791999998,52.0,52.0,25.0,13.0
316,CHP02400,龙胆草,0.8946357272222222,65.0,65.0,36.0,18.0
317,CHP02837,墨旱莲,0.8946005797058825,53.0,53.0,34.0,16.0
318,CHP02429,龙眼叶,0.8945704866666667,6.0,6.0,3.0,1.0
319,CHP05329,越橘叶,0.894426135,3.0,3.0,2.0,1.0
320,CHP00859,独角莲,0.8943777374999999,8.0,8.0,4.0,1.0
321,CHP02119,苦楝皮,0.8942559191836735,87.0,87.0,49.0,23.0
322,CHP04958,羊角拗,0.89423206,10.0,10.0,5.0,3.0
323,CHP02418,龙血树,0.8941682185714287,22.0,22.0,7.0,4.0
324,CHP02839,母菊,0.8941309633333333,10.0,10.0,3.0,2.0
325,CHP00349,常春卫矛,0.8940549799999999,6.0,6.0,5.0,1.0
326,CHP03192,牵牛子,0.8940156951724137,39.0,39.0,29.0,20.0
327,CHP01712,黄皮根,0.8939668,2.0,2.0,1.0,0.0
328,CHP01717,黄芪,0.8939412591463415,171.0,171.0,82.0,54.0
329,CHP01985,荆芥穗,0.8939226966666668,6.0,6.0,3.0,2.0
330,CHP05512,肿柄菊,0.8938876625000001,13.0,13.0,8.0,3.0
331,CHP01568,花楸,0.8938027966666667,5.0,5.0,3.0,2.0
332,CHP03323,人参叶,0.8937843572340424,75.0,75.0,47.0,21.0
333,CHP01516,胡芦巴,0.8937280815294117,144.0,144.0,85.0,45.0
334,CHP01246,瓜蒌,0.893688650769231,90.0,90.0,39.0,20.0
335,CHP03863,水苦荬,0.8936422333333334,6.0,6.0,3.0,1.0
336,CHP00882,杜松,0.8936091333333334,17.0,17.0,3.0,1.0
337,CHP01344,海藻,0.8935868931818182,38.0,38.0,22.0,11.0
338,CHP01599,华山参,0.8932322875,12.0,12.0,4.0,2.0
339,CHP03647,蛇根草,0.8930907883333332,10.0,10.0,6.0,2.0
340,CHP02297,连钱草,0.8930717142307691,61.0,61.0,26.0,15.0
341,CHP05964,牛肾,0.89291557,6.0,6.0,2.0,1.0
342,CHP03229,青蒿,0.8928575958461538,120.0,120.0,65.0,32.0
343,CHP00731,棣棠花,0.8928431966666666,12.0,12.0,3.0,2.0
344,CHP00095,白花藤,0.89281255,3.0,3.0,1.0,0.0
345,CHP00854,毒蛆草,0.8927762,3.0,3.0,1.0,0.0
346,CHP01751,灰叶根,0.89266888,22.0,22.0,2.0,1.0
347,CHP05779,蟾蜍,0.892422714,11.0,11.0,5.0,2.0
348,CHP02098,苦丁茶,0.8923768561250001,127.0,127.0,80.0,47.0
349,CHP00947,多足蕨,0.8923178066666666,9.0,9.0,6.0,3.0
350,CHP01773,鸡肠狼毒,0.89226483,18.0,18.0,8.0,3.0
351,CHP01702,黄麻叶,0.8921850133333334,7.0,7.0,3.0,1.0
352,CHP00151,白鲜皮,0.8921715723076923,117.0,117.0,65.0,34.0
353,CHP06117,蘑菇,0.8921703275,11.0,11.0,8.0,4.0
354,CHP02520,落葵花,0.8920406457142857,9.0,9.0,7.0,1.0
355,CHP04324,文冠果,0.8920282275,4.0,4.0,4.0,2.0
356,CHP04519,夏枯草,0.8918890745454544,23.0,23.0,22.0,6.0
357,CHP04092,天罗水,0.8918652000000001,12.0,12.0,6.0,2.0
358,CHP00173,百里香,0.8918191433333335,23.0,23.0,3.0,1.0
359,CHP01408,红参,0.8915803896153845,53.0,53.0,26.0,13.0
360,CHP05680,紫苏子,0.891578535,22.0,22.0,6.0,2.0
361,CHP00170,百合,0.8915750850877193,137.0,137.0,57.0,27.0
362,CHP03434,桑枝,0.8914154963636363,35.0,35.0,11.0,6.0
363,CHP01171,高山龙胆,0.891392915,11.0,11.0,2.0,1.0
364,CHP03687,省沽油,0.8912844577777778,13.0,13.0,9.0,2.0
365,CHP04238,土木香,0.8912631,2.0,2.0,1.0,0.0
366,CHP05670,紫萁,0.8911858500000001,2.0,2.0,2.0,1.0
367,CHP03992,粟米草,0.8909282333333334,8.0,8.0,3.0,0.0
368,CHP00849,豆油,0.8908296925,10.0,10.0,4.0,0.0
369,CHP04893,烟草,0.890791898,13.0,13.0,5.0,2.0
370,CHP00039,巴戟天,0.89077186,153.0,153.0,57.0,29.0
371,CHP00371,秤钩风,0.890763905,10.0,10.0,6.0,4.0
