rank,CHP_ID,Chinese_herbal_pieces,high_quality_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
372,CHP00872,独一味,0.890644760625,26.0,26.0,16.0,9.0
373,CHP01002,繁缕,0.8903329825,9.0,9.0,4.0,1.0
374,CHP03328,忍冬藤,0.8903039135714286,16.0,16.0,14.0,6.0
375,CHP00673,地枫皮,0.8900815718518518,56.0,56.0,27.0,13.0
376,CHP05355,云实叶,0.8900751,1.0,1.0,1.0,0.0
377,CHP01868,浆果苋,0.8900447,1.0,1.0,1.0,0.0
378,CHP02049,卷丹,0.88998735,1.0,1.0,1.0,0.0
379,CHP02528,绿豆,0.8899829929411764,38.0,38.0,17.0,11.0
380,CHP01999,九里香,0.8899623122222222,104.0,104.0,9.0,4.0
381,CHP02562,马鞭草,0.8899619557142857,42.0,42.0,14.0,6.0
382,CHP00146,白头翁,0.8897755844680851,93.0,93.0,47.0,22.0
383,CHP05962,牛黄,0.8897634807692308,19.0,19.0,13.0,8.0
384,CHP03097,皮哨子,0.8895870866666667,5.0,5.0,3.0,1.0
385,CHP02082,孔雀草,0.8895133866666667,10.0,10.0,3.0,2.0
386,CHP03679,肾子草,0.8895103,7.0,7.0,4.0,1.0
387,CHP00256,鞭叶铁线蕨,0.8894896133333333,12.0,12.0,6.0,2.0
388,CHP02785,猕猴桃根,0.8894378,5.0,5.0,1.0,0.0
389,CHP03070,胖大海,0.889405745,19.0,19.0,6.0,3.0
390,CHP05646,紫金牛,0.8893512391071428,122.0,122.0,56.0,32.0
391,CHP01603,华泽兰,0.8893414785714286,34.0,34.0,21.0,7.0
392,CHP04574,香排草,0.8893009079999998,8.0,8.0,5.0,3.0
393,CHP04834,雪胆,0.88923124,15.0,15.0,5.0,2.0
394,CHP04098,天茄子,0.8892182,4.0,4.0,1.0,0.0
395,CHP00137,白屈菜,0.8891799083333333,58.0,58.0,18.0,8.0
396,CHP03020,牛尾蒿,0.8890311716666667,14.0,14.0,6.0,2.0
397,CHP03217,芹花,0.8889110666666666,17.0,17.0,3.0,2.0
398,CHP03591,山药,0.8887990072222223,25.0,25.0,18.0,11.0
399,CHP00011,艾纳香,0.88877345,18.0,18.0,2.0,1.0
400,CHP02279,荔枝核,0.888740136,19.0,19.0,10.0,4.0
401,CHP00150,白薇,0.8886398682000001,85.0,85.0,50.0,25.0
402,CHP01780,鸡骨草,0.8886225705263158,47.0,47.0,19.0,7.0
403,CHP02516,落地生根,0.88853851,5.0,5.0,4.0,2.0
404,CHP04190,桐油,0.8884939099999999,10.0,10.0,3.0,1.0
405,CHP02353,灵香草,0.8884387208333333,26.0,26.0,12.0,4.0
406,CHP04306,威灵仙,0.8883279840909093,40.0,40.0,22.0,12.0
407,CHP02554,麻牛膝,0.88822823,15.0,15.0,7.0,4.0
408,CHP03134,蒲公英,0.8880794844444444,34.0,34.0,9.0,4.0
409,CHP01345,海州骨碎补,0.8880134466666666,10.0,10.0,6.0,1.0
410,CHP04682,小蓟,0.8879107866666667,5.0,5.0,3.0,0.0
411,CHP00431,椿皮,0.8878928396296295,95.0,95.0,54.0,24.0
412,CHP04824,玄参,0.887857475,21.0,21.0,4.0,2.0
413,CHP01958,金银花,0.8878542640259741,146.0,146.0,77.0,39.0
414,CHP00384,赤小豆,0.8877877866666667,52.0,52.0,36.0,14.0
415,CHP00778,丁茄,0.8877808,9.0,9.0,1.0,0.0
416,CHP01076,凤眼草,0.8876804125000001,8.0,8.0,8.0,3.0
417,CHP02985,牛蒡子,0.8876724919999999,21.0,21.0,10.0,3.0
418,CHP00341,柴胡,0.8876648678846154,299.0,299.0,156.0,69.0
419,CHP02745,茅莓,0.88766444,2.0,2.0,1.0,0.0
420,CHP03273,秋枫木,0.8876065,3.0,3.0,1.0,0.0
421,CHP00887,短瓣花,0.8875108433333333,14.0,14.0,3.0,1.0
422,CHP02090,苦参,0.8874439003448276,94.0,94.0,29.0,15.0
423,CHP01931,金钱草,0.8874346866666665,27.0,27.0,12.0,6.0
424,CHP02942,南酸枣,0.8873804,4.0,4.0,1.0,0.0
425,CHP02137,苦玄参,0.887351535,20.0,20.0,10.0,5.0
426,CHP00949,峨参,0.8872941366666667,16.0,16.0,3.0,2.0
427,CHP03709,石刁柏,0.88729056,12.0,12.0,3.0,1.0
428,CHP04765,薤白,0.887268212173913,40.0,40.0,23.0,11.0
429,CHP02501,罗汉松叶,0.8872448000000001,9.0,9.0,3.0,1.0
430,CHP00093,白花蛇舌草,0.887208455483871,46.0,46.0,31.0,14.0
431,CHP05541,珠子参,0.8872057,5.0,5.0,1.0,0.0
432,CHP01269,管花肉苁蓉,0.887162232,10.0,10.0,5.0,1.0
433,CHP03266,清明花,0.88714694,5.0,5.0,5.0,3.0
434,CHP02591,马桑叶,0.8871265349999999,4.0,4.0,2.0,1.0
435,CHP01127,甘松,0.8871054508695654,50.0,50.0,23.0,10.0
436,CHP03759,石枣子,0.8870799,9.0,9.0,1.0,0.0
437,CHP00670,地胆草,0.887026906,10.0,10.0,5.0,2.0
438,CHP00121,白毛藤,0.8869725110256411,121.0,121.0,78.0,35.0
439,CHP02166,腊梅花,0.88691491,5.0,5.0,2.0,1.0
440,CHP00032,八角莲,0.8868833281249999,138.0,138.0,32.0,12.0
441,CHP01681,黄荆子,0.8867531208695655,103.0,103.0,46.0,26.0
442,CHP00294,菜蓟,0.8864933866666668,4.0,4.0,3.0,2.0
443,CHP01480,红雀珊瑚,0.8864109,2.0,2.0,1.0,0.0
444,CHP00356,车前子,0.8863777130000001,42.0,42.0,30.0,9.0
445,CHP04737,小叶黑柴胡,0.8863491,2.0,2.0,1.0,0.0
446,CHP02484,轮环藤,0.88630233,15.0,15.0,3.0,2.0
447,CHP03344,肉桂,0.8861524900000001,21.0,21.0,10.0,3.0
448,CHP00026,八角枫,0.8861006,4.0,4.0,1.0,0.0
449,CHP02017,桔梗,0.8859329973333333,99.0,99.0,75.0,35.0
450,CHP05675,紫杉,0.8859048993749999,102.0,102.0,48.0,14.0
451,CHP02510,萝藦,0.8858386716666667,14.0,14.0,6.0,3.0
452,CHP03098,枇杷,0.8858287133333334,6.0,6.0,3.0,0.0
453,CHP01337,海红豆,0.88581216,6.0,6.0,1.0,0.0
454,CHP03707,石胆草,0.8857659425,6.0,6.0,4.0,1.0
455,CHP02159,昆明鸡血藤,0.8851722,3.0,3.0,1.0,0.0
456,CHP00472,打碗花,0.885141375,3.0,3.0,2.0,1.0
457,CHP01973,筋骨草,0.8851326378571429,39.0,39.0,28.0,7.0
458,CHP02914,苜蓿根,0.88512445,2.0,2.0,2.0,1.0
459,CHP02855,木鳖子,0.8850927999999999,14.0,14.0,3.0,2.0
460,CHP01339,海韭菜,0.884987265,4.0,4.0,2.0,0.0
461,CHP01477,红芪,0.8848367781250001,47.0,47.0,16.0,8.0
462,CHP06090,茯苓,0.8848046744,30.0,30.0,25.0,9.0
463,CHP01824,荠菜,0.8847599838888889,51.0,51.0,18.0,8.0
464,CHP06129,松蕈,0.8846871499999999,8.0,8.0,5.0,2.0
465,CHP00576,大叶骨碎补,0.8846811800000001,4.0,4.0,2.0,0.0
466,CHP04807,绣线菊,0.8846568771428572,33.0,33.0,7.0,4.0
467,CHP00708,地刷子,0.8845988925,15.0,15.0,8.0,3.0
468,CHP03568,山稔叶,0.88443184,1.0,1.0,1.0,0.0
469,CHP01376,黑杠柳,0.88429399,7.0,7.0,5.0,2.0
470,CHP04818,续断,0.8842485516000002,97.0,97.0,75.0,34.0
471,CHP02240,老鼠簕,0.884072229,20.0,20.0,10.0,4.0
472,CHP01886,绞股蓝,0.8839450078733031,247.0,247.0,221.0,104.0
473,CHP04165,铁丝七,0.883935225,6.0,6.0,2.0,0.0
474,CHP03127,破叶莲,0.8838517379999999,11.0,11.0,5.0,1.0
475,CHP00795,东北蛔蒿,0.8837540333333332,3.0,3.0,3.0,1.0
476,CHP03397,三七,0.8837136745454544,117.0,117.0,44.0,23.0
477,CHP04897,延胡索,0.8834503,19.0,19.0,2.0,1.0
478,CHP02023,菊苣,0.8834039807317074,70.0,70.0,41.0,20.0
479,CHP00037,巴豆,0.8833123165217391,137.0,137.0,69.0,27.0
480,CHP03383,三尖杉,0.8832361622222222,37.0,37.0,9.0,2.0
481,CHP00936,多裂委陵菜,0.88321908,3.0,3.0,2.0,0.0
482,CHP04746,小叶石楠,0.8830245,2.0,2.0,1.0,0.0
483,CHP00879,杜鹃花叶,0.8829581,2.0,2.0,1.0,0.0
484,CHP02133,苦檀子,0.88294315,6.0,6.0,1.0,0.0
485,CHP01350,旱芹,0.8827933315384615,27.0,27.0,13.0,6.0
486,CHP04374,无患子皮,0.8827479,5.0,5.0,2.0,0.0
487,CHP00102,白芥子,0.8826902750000001,18.0,18.0,4.0,2.0
488,CHP01968,金盏菊,0.8826696916,44.0,44.0,25.0,10.0
489,CHP05478,栀子,0.8826344570588236,48.0,48.0,17.0,8.0
490,CHP03120,婆罗门皂荚,0.88249123,9.0,9.0,1.0,0.0
491,CHP01810,姬蕨,0.8824736,6.0,6.0,1.0,0.0
492,CHP00062,白刺花,0.8824211616666666,21.0,21.0,6.0,3.0
493,CHP02495,罗汉果,0.8823978078125001,102.0,102.0,64.0,27.0
494,CHP02585,马钱子,0.8823791729629629,39.0,39.0,27.0,9.0
495,CHP02130,苦绳,0.8823613766666667,3.0,3.0,3.0,1.0
496,CHP01795,鸡屎藤,0.8823608110526315,35.0,35.0,19.0,7.0
497,CHP01207,钩吻,0.8822695384375,77.0,77.0,32.0,11.0
498,CHP01620,槐,0.88219635125,13.0,13.0,8.0,4.0
499,CHP01514,胡黄连,0.8819732302857144,74.0,74.0,35.0,16.0
500,CHP01550,虎刺,0.8819568600000001,17.0,17.0,5.0,2.0
501,CHP02122,苦楝子,0.8819544833333334,31.0,31.0,15.0,3.0
502,CHP03587,山香圆,0.881783832,6.0,6.0,5.0,1.0
503,CHP02940,南蛇藤果,0.8817525270000001,24.0,24.0,10.0,3.0
504,CHP03319,人参,0.8817137289690724,128.0,128.0,97.0,38.0
505,CHP02784,猕猴桃,0.88168144,2.0,2.0,1.0,0.0
506,CHP00993,番石榴皮,0.88164815,2.0,2.0,2.0,0.0
507,CHP02898,木天蓼,0.8815348681818183,25.0,25.0,11.0,4.0
508,CHP00108,白兰花,0.8815305411111111,63.0,63.0,9.0,5.0
509,CHP00557,大蒜,0.8814683055813954,80.0,80.0,43.0,18.0
510,CHP01534,葫芦茶,0.8814638479999999,12.0,12.0,5.0,2.0
511,CHP02644,芒萁骨,0.88142765,2.0,2.0,1.0,0.0
512,CHP00533,大麻叶泽兰,0.88141705,8.0,8.0,3.0,1.0
513,CHP00456,刺五加,0.8813533117857143,53.0,53.0,28.0,11.0
514,CHP03663,射干,0.8813475257894736,63.0,63.0,19.0,9.0
515,CHP01945,金铁锁,0.8812697442857144,12.0,12.0,7.0,0.0
516,CHP00221,保山乌头,0.8812391999999999,11.0,11.0,5.0,2.0
517,CHP05186,银杏叶,0.8811957133333334,44.0,44.0,9.0,3.0
518,CHP05320,月桂叶,0.8811747233333334,6.0,6.0,3.0,1.0
519,CHP00251,边缘鳞盖蕨,0.8811499916666667,14.0,14.0,6.0,2.0
520,CHP01226,枸骨根,0.8810673,1.0,1.0,1.0,0.0
521,CHP02612,麦芽,0.880901083,26.0,26.0,10.0,5.0
522,CHP05112,叶底珠,0.8807961933333334,18.0,18.0,9.0,5.0
523,CHP03162,漆大姑,0.88078337,4.0,4.0,3.0,1.0
524,CHP04828,旋覆花,0.8807605336363639,28.0,28.0,22.0,5.0
525,CHP00209,半夏,0.8807499442105263,155.0,155.0,76.0,26.0
526,CHP00124,白茅根,0.8807198119999999,59.0,59.0,35.0,17.0
527,CHP01923,金莲花,0.8807105176923078,38.0,38.0,13.0,6.0
528,CHP03768,使君子,0.880643482,25.0,25.0,5.0,2.0
529,CHP01964,金樱子,0.8806267872727273,45.0,45.0,33.0,7.0
530,CHP05881,鸡内金,0.8806178,3.0,3.0,1.0,0.0
531,CHP01578,华北白前,0.8805453966666666,13.0,13.0,3.0,0.0
532,CHP01228,枸骨叶,0.8804910456249999,44.0,44.0,32.0,10.0
533,CHP00223,抱茎獐牙菜,0.88045765,8.0,8.0,4.0,2.0
534,CHP04413,五色梅,0.880433768,23.0,23.0,10.0,2.0
535,CHP03754,石韦,0.8804068666666667,4.0,4.0,3.0,1.0
536,CHP05185,银杏,0.8803946929999998,42.0,42.0,20.0,8.0
537,CHP03373,三白草,0.8803509,34.0,34.0,4.0,1.0
538,CHP00957,鹅不食草,0.8803369696875,49.0,49.0,32.0,9.0
539,CHP01946,金挖耳,0.88017067,3.0,3.0,2.0,0.0
540,CHP04167,铁苋,0.880169385,17.0,17.0,8.0,4.0
541,CHP00560,大头橐吾,0.8801543666666666,6.0,6.0,3.0,1.0
542,CHP02541,葎草,0.8801514975,31.0,31.0,4.0,3.0
543,CHP02463,鹿角菜,0.880102565,7.0,7.0,4.0,1.0
544,CHP01011,防己,0.8800667061111112,41.0,41.0,18.0,5.0
545,CHP00642,刀豆,0.8800226160000001,25.0,25.0,15.0,5.0
546,CHP02180,莱菔子,0.8799582333333333,34.0,34.0,6.0,2.0
547,CHP00019,安息香,0.8799435482258066,171.0,171.0,62.0,18.0
548,CHP06067,雉,0.87978745,2.0,2.0,1.0,0.0
549,CHP00079,白果槲寄生,0.8797551699999999,4.0,4.0,2.0,1.0
550,CHP04612,象皮木,0.87973428,10.0,10.0,2.0,0.0
551,CHP05807,蜂蜜,0.87969315,5.0,5.0,1.0,0.0
552,CHP03673,肾茶,0.8796312923999998,27.0,27.0,25.0,1.0
553,CHP03180,千金子,0.8795213557142858,10.0,10.0,7.0,2.0
554,CHP05012,野百合,0.879453925,3.0,3.0,2.0,0.0
555,CHP01340,海南粗榧,0.8794360599999999,36.0,36.0,12.0,3.0
556,CHP00274,槟榔,0.8793086203846154,172.0,172.0,52.0,11.0
557,CHP05338,云南甘草,0.8792778225,14.0,14.0,8.0,4.0
558,CHP03643,蛇床子,0.8792585488888889,55.0,55.0,9.0,4.0
559,CHP04962,羊角藤,0.87925605,5.0,5.0,2.0,1.0
560,CHP03088,蟛蜞菊,0.87923766,7.0,7.0,5.0,1.0
561,CHP03024,牛膝,0.8792303766666667,162.0,162.0,117.0,25.0
562,CHP00660,稻草,0.8791855207142859,27.0,27.0,14.0,6.0
563,CHP04458,西洋参,0.8791460477142858,49.0,49.0,35.0,13.0
564,CHP00213,榜嘎,0.8791372666666666,5.0,5.0,3.0,1.0
565,CHP01356,合欢皮,0.8790222410526315,35.0,35.0,19.0,7.0
566,CHP00467,粗叶悬钩子,0.8788077371428572,21.0,21.0,7.0,2.0
567,CHP04826,悬钩子,0.87870315,5.0,5.0,4.0,2.0
568,CHP03545,山莨菪,0.8786182300000001,5.0,5.0,2.0,0.0
569,CHP03808,鼠尾草,0.8785862070967743,59.0,59.0,31.0,11.0
570,CHP01409,红车轴草,0.8784119,21.0,21.0,4.0,2.0
571,CHP02938,南蛇藤,0.87831146,4.0,4.0,1.0,0.0
572,CHP01416,红豆杉,0.8782868633222591,548.0,548.0,301.0,82.0
573,CHP03977,苏合香,0.8782265318181818,21.0,21.0,11.0,2.0
574,CHP03431,桑叶,0.8782093049999999,42.0,42.0,22.0,8.0
575,CHP03342,肉豆蔻,0.8781875526666668,57.0,57.0,15.0,7.0
576,CHP02656,猫须草,0.8781168904545456,49.0,49.0,22.0,4.0
577,CHP03630,商陆,0.8780666246153846,93.0,93.0,52.0,16.0
578,CHP02440,漏芦,0.8780537215384615,26.0,26.0,13.0,4.0
579,CHP03185,千年健,0.8778264158823529,25.0,25.0,17.0,4.0
580,CHP04083,天冬,0.8777916088888889,54.0,54.0,27.0,7.0
581,CHP04244,土三七,0.8777786800000001,15.0,15.0,5.0,3.0
582,CHP02803,密蒙花,0.8777123204166667,35.0,35.0,24.0,8.0
583,CHP01130,甘遂,0.8776584199999997,63.0,63.0,45.0,14.0
584,CHP01903,金草,0.8775617,2.0,2.0,1.0,0.0
585,CHP00416,川木香,0.877550690909091,29.0,29.0,11.0,6.0
586,CHP04538,藓生马先蒿,0.877370515,4.0,4.0,2.0,0.0
587,CHP05687,紫菀,0.8772914446666668,28.0,28.0,15.0,3.0
588,CHP01963,金樱叶,0.8769841,1.0,1.0,1.0,0.0
589,CHP00362,柽柳,0.8769752192307692,53.0,53.0,13.0,1.0
590,CHP05286,玉米须,0.8769584942857144,13.0,13.0,7.0,1.0
591,CHP01187,葛花,0.8769058633333333,63.0,63.0,9.0,2.0
592,CHP00676,地肤子,0.8768787566666667,10.0,10.0,6.0,2.0
593,CHP01089,佛甲草,0.876822,8.0,8.0,2.0,1.0
594,CHP01236,枸杞子,0.8768073882716049,137.0,137.0,81.0,24.0
595,CHP02540,绿玉树,0.8767484,2.0,2.0,1.0,0.0
596,CHP05255,余甘子,0.8764813988,48.0,48.0,25.0,4.0
597,CHP00608,大枣,0.8761449912987015,164.0,164.0,77.0,28.0
598,CHP02488,罗布麻,0.8761355200000001,12.0,12.0,8.0,3.0
599,CHP00313,草苁蓉,0.8760259573684209,36.0,36.0,19.0,4.0
600,CHP05542,珠子草,0.8760007966666666,13.0,13.0,3.0,1.0
601,CHP01138,橄榄,0.8759921155555557,25.0,25.0,9.0,2.0
602,CHP05376,泽兰,0.8759558704545455,45.0,45.0,22.0,5.0
603,CHP04389,吴茱萸,0.8759554537500001,56.0,56.0,8.0,4.0
604,CHP05221,油茶根皮,0.8759255933333333,7.0,7.0,3.0,0.0
605,CHP02254,雷公藤,0.8759173557936507,257.0,257.0,126.0,24.0
606,CHP06134,云芝,0.8758628328571428,16.0,16.0,7.0,2.0
607,CHP01953,金腰,0.8758625,3.0,3.0,1.0,0.0
608,CHP02904,木香,0.87578308,42.0,42.0,24.0,8.0
609,CHP06127,树舌,0.8757755754166666,46.0,46.0,24.0,3.0
610,CHP00595,大叶糖胶树,0.8757563137499998,45.0,45.0,24.0,7.0
611,CHP02967,柠檬,0.87574035,8.0,8.0,1.0,0.0
612,CHP00327,侧柏枝节,0.8756890584615384,42.0,42.0,13.0,1.0
613,CHP01398,黑种草,0.8756751033333333,7.0,7.0,3.0,1.0
614,CHP05679,紫苏叶,0.8755926199999999,12.0,12.0,6.0,2.0
615,CHP03341,肉苁蓉,0.8755487597777777,64.0,64.0,45.0,9.0
616,CHP01206,钩藤,0.8755411697183099,174.0,174.0,71.0,22.0
617,CHP01897,芥蓝,0.8755351499999999,6.0,6.0,2.0,0.0
618,CHP03869,水流豆,0.87549135,32.0,32.0,2.0,1.0
619,CHP05194,罂粟,0.8754277540000001,7.0,7.0,5.0,2.0
620,CHP00543,板蓝根,0.8753797768539328,193.0,193.0,89.0,31.0
621,CHP02406,龙葵根,0.8753057895454546,48.0,48.0,22.0,9.0
622,CHP00480,大驳骨,0.8752263124999999,13.0,13.0,4.0,1.0
623,CHP01065,凤尾草,0.8752086685,56.0,56.0,20.0,5.0
624,CHP04419,五味子,0.875126709,239.0,239.0,60.0,17.0
625,CHP02638,芒果,0.8749893641666665,36.0,36.0,12.0,4.0
626,CHP00227,北豆,0.8749729225,16.0,16.0,8.0,3.0
627,CHP05132,一年蓬,0.87497224,22.0,22.0,13.0,4.0
628,CHP05975,青蛙,0.87495528,4.0,4.0,3.0,1.0
629,CHP03486,山沉香,0.8749150880000001,16.0,16.0,5.0,1.0
630,CHP01073,凤仙透骨草,0.8748777920833334,46.0,46.0,24.0,10.0
631,CHP00305,藏边大黄,0.8748143110000001,28.0,28.0,10.0,1.0
632,CHP03635,芍药,0.8748099331818182,107.0,107.0,66.0,16.0
633,CHP00802,东方狗脊,0.87476857,12.0,12.0,5.0,3.0
634,CHP00100,白胶香,0.87469513,20.0,20.0,6.0,2.0
635,CHP02597,马先蒿,0.87464464,2.0,2.0,1.0,0.0
636,CHP05296,郁金香,0.87451395,9.0,9.0,4.0,1.0
637,CHP02748,没药,0.8744857555214722,291.0,291.0,163.0,29.0
638,CHP00973,儿茶钩藤,0.8744143633333333,10.0,10.0,6.0,2.0
639,CHP06060,原蚕沙,0.87427718,6.0,6.0,5.0,0.0
640,CHP00258,扁豆,0.8742728339999998,93.0,93.0,35.0,9.0
641,CHP02250,了哥王根,0.8742402475,7.0,7.0,4.0,1.0
642,CHP03218,秦艽,0.8742259941666667,26.0,26.0,12.0,3.0
643,CHP03395,三面刀,0.8741836783333333,14.0,14.0,6.0,1.0
644,CHP02568,马兜铃,0.8740204427777777,85.0,85.0,36.0,13.0
645,CHP03682,升麻,0.8739792708602152,134.0,134.0,93.0,31.0
646,CHP01690,黄连,0.8739590416666666,24.0,24.0,6.0,2.0
647,CHP05124,夜来香,0.8739488683333335,17.0,17.0,12.0,6.0
648,CHP04647,小构树,0.8738327528571429,21.0,21.0,7.0,2.0
649,CHP04459,西洋接骨木,0.8738223333333334,4.0,4.0,3.0,0.0
650,CHP04667,小花鬼针草,0.8737302620000001,6.0,6.0,5.0,0.0
651,CHP00088,白花菜子,0.8736972194594596,94.0,94.0,37.0,8.0
652,CHP02675,毛冬青,0.8736934766666667,5.0,5.0,3.0,0.0
653,CHP00049,霸王鞭,0.8736852579999999,20.0,20.0,10.0,2.0
654,CHP01630,黄柏,0.8736776694117647,54.0,54.0,17.0,5.0
655,CHP01912,金合欢,0.87345813,11.0,11.0,5.0,2.0
656,CHP01759,茴香茎叶,0.873452625,4.0,4.0,2.0,0.0
657,CHP04616,橡实,0.8734496,6.0,6.0,2.0,0.0
658,CHP06131,香蕈,0.8733636357142858,9.0,9.0,7.0,2.0
659,CHP04795,杏仁,0.8733480666666665,11.0,11.0,3.0,0.0
660,CHP04902,芫荽子,0.87333215875,17.0,17.0,8.0,1.0
661,CHP00229,北沙参,0.8733218298275863,105.0,105.0,58.0,9.0
662,CHP01449,红景天,0.8732451539999999,44.0,44.0,5.0,0.0
663,CHP05877,鸡胆,0.8731825,2.0,2.0,2.0,1.0
664,CHP00254,鞭打绣球,0.87313163,1.0,1.0,1.0,0.0
665,CHP02566,马齿苋,0.8731274325,64.0,64.0,36.0,13.0
666,CHP06099,红曲,0.87303627,2.0,2.0,1.0,0.0
667,CHP00071,白饭豆,0.8730244891666666,51.0,51.0,24.0,6.0
668,CHP02062,咖啡,0.8730205,2.0,2.0,1.0,0.0
669,CHP05157,益母草,0.8730119547619049,69.0,69.0,42.0,12.0
670,CHP04006,酸枣仁,0.872980393,27.0,27.0,10.0,2.0
671,CHP00252,萹蓄,0.8729787591891893,73.0,73.0,37.0,12.0
672,CHP00141,白薯莨,0.87295353,2.0,2.0,1.0,0.0
673,CHP00314,草地黄芩,0.87291615,7.0,7.0,2.0,1.0
674,CHP03352,乳香,0.8728374855000001,77.0,77.0,40.0,6.0
675,CHP04061,桃金娘,0.8727386349999999,18.0,18.0,4.0,0.0
676,CHP06096,鬼盖,0.8725099199999999,6.0,6.0,2.0,0.0
677,CHP01822,蕺叶秋海棠,0.8724758,3.0,3.0,2.0,1.0
678,CHP00333,茶叶,0.8724672314285713,125.0,125.0,49.0,17.0
679,CHP01745,黄药子,0.8723859532258064,64.0,64.0,31.0,9.0
680,CHP00694,地锦草,0.8723439087499999,38.0,38.0,24.0,3.0
681,CHP02889,木榄,0.8723246958333332,19.0,19.0,12.0,2.0
682,CHP03013,牛舌草,0.8720055957142856,14.0,14.0,7.0,1.0
683,CHP00885,杜仲叶,0.8719996911764706,73.0,73.0,34.0,10.0
684,CHP03664,麝香草,0.8719866112500001,21.0,21.0,8.0,1.0
685,CHP00463,楤木,0.8719191566666665,4.0,4.0,3.0,0.0
686,CHP01040,粪箕笃,0.871715785,4.0,4.0,2.0,0.0
687,CHP01374,黑豆,0.8715917817241381,120.0,120.0,29.0,7.0
688,CHP04764,缬草,0.8715629766666667,31.0,31.0,9.0,2.0
689,CHP03732,石榴皮,0.8715115883333334,18.0,18.0,6.0,1.0
690,CHP01163,高粱,0.8714609333333333,6.0,6.0,3.0,0.0
691,CHP00091,白花灯笼,0.8714311133333333,9.0,9.0,3.0,1.0
692,CHP04466,豨莶草,0.8713451125714285,56.0,56.0,35.0,2.0
693,CHP02048,卷柏,0.8713390619999999,25.0,25.0,5.0,2.0
694,CHP00350,常山,0.8713364772222222,67.0,67.0,18.0,4.0
695,CHP03226,青果,0.87130147875,14.0,14.0,8.0,2.0
696,CHP03975,松子仁,0.8710950799999999,15.0,15.0,3.0,1.0
697,CHP01161,高良姜,0.8709531325,51.0,51.0,4.0,1.0
698,CHP04293,王不留行,0.8708579936363637,19.0,19.0,11.0,4.0
699,CHP04523,夏至草,0.8707594125,13.0,13.0,4.0,0.0
700,CHP00396,臭山羊,0.8706921,17.0,17.0,3.0,0.0
701,CHP03302,瞿麦,0.8705706400000001,10.0,10.0,5.0,1.0
702,CHP00142,白术,0.8705323881967212,118.0,118.0,61.0,17.0
703,CHP05154,异叶梁王茶,0.8704698900000001,8.0,8.0,4.0,2.0
704,CHP02025,菊芋,0.8703890724999999,6.0,6.0,4.0,1.0
705,CHP00445,刺槐花,0.8702652249999999,14.0,14.0,6.0,2.0
706,CHP03429,桑椹,0.8702215838461539,33.0,33.0,13.0,5.0
707,CHP03202,羌活,0.8702140503999999,102.0,102.0,25.0,6.0
708,CHP00963,鹅绒藤,0.8700261650000001,6.0,6.0,2.0,0.0
709,CHP00812,冬瓜皮,0.8699866093877552,174.0,174.0,49.0,13.0
710,CHP01185,葛根,0.8699206405882353,43.0,43.0,17.0,3.0
711,CHP03270,苘麻子,0.869872,3.0,3.0,1.0,0.0
712,CHP01815,棘豆,0.8698177066666667,13.0,13.0,9.0,2.0
713,CHP02685,毛诃子,0.869797325,5.0,5.0,2.0,0.0
714,CHP00970,鄂北贝母,0.869766315,8.0,8.0,4.0,0.0
715,CHP06111,灵芝,0.869762615737705,283.0,283.0,183.0,12.0
716,CHP00974,耳草,0.8696858075,11.0,11.0,4.0,0.0
717,CHP03806,鼠曲草,0.8695624479999999,10.0,10.0,5.0,0.0
718,CHP01382,黑老虎,0.8695320060000001,48.0,48.0,25.0,6.0
719,CHP02155,款冬花,0.8694889766666668,79.0,79.0,39.0,7.0
720,CHP03696,十大功劳,0.86944148,12.0,12.0,2.0,0.0
721,CHP05729,总状绿绒蒿,0.8694035,1.0,1.0,1.0,0.0
722,CHP05754,斑蝥,0.86931015,18.0,18.0,2.0,1.0
723,CHP05066,野茉莉,0.8692099725,12.0,12.0,4.0,1.0
724,CHP00641,党参,0.869207220625,65.0,65.0,32.0,7.0
725,CHP00857,独活,0.8691814091999999,108.0,108.0,25.0,3.0
726,CHP03771,柿蒂,0.8691654240909089,39.0,39.0,22.0,2.0
727,CHP02908,木贼,0.8690632928571428,16.0,16.0,7.0,0.0
728,CHP03102,枇杷叶,0.8689192278431374,89.0,89.0,51.0,3.0
729,CHP00816,冬瓜子,0.8688736553333333,39.0,39.0,15.0,5.0
730,CHP00793,东北刺人参,0.8687952,16.0,16.0,1.0,0.0
731,CHP04002,酸石榴,0.8686357,8.0,8.0,4.0,1.0
732,CHP02519,落葵,0.86861765,1.0,1.0,1.0,0.0
733,CHP00994,番石榴叶,0.8685228333333334,3.0,3.0,3.0,0.0
734,CHP02756,梅花,0.8683649005263158,64.0,64.0,19.0,4.0
735,CHP00361,陈皮,0.868362848,103.0,103.0,20.0,6.0
736,CHP05662,紫茉莉,0.86833715,8.0,8.0,1.0,0.0
737,CHP04404,五加皮,0.8683090250000001,3.0,3.0,2.0,0.0
738,CHP00806,东风橘根,0.8682937159999999,27.0,27.0,5.0,2.0
739,CHP01414,红豆蔻,0.8682826909090907,42.0,42.0,11.0,2.0
740,CHP00710,地梭罗,0.8681885966666667,35.0,35.0,6.0,1.0
741,CHP01898,芥子,0.8681182128767123,136.0,136.0,73.0,6.0
