rank,CHP_ID,Chinese_herbal_pieces,max_score,total_compounds,effective_count,high_quality_count,ultra_high_count
110,CHP00824,冬凌草,0.9522104,50.0,50.0,44.0,37.0
111,CHP04866,鸦胆子,0.9521351,12.0,12.0,9.0,9.0
112,CHP04809,绣线菊叶,0.952119,9.0,9.0,4.0,4.0
113,CHP02063,开口箭,0.95197344,50.0,50.0,23.0,18.0
114,CHP00541,大青,0.9514387,2.0,2.0,1.0,1.0
115,CHP05061,野马追,0.9514306,17.0,17.0,10.0,8.0
116,CHP01996,九节茶,0.95123595,12.0,12.0,6.0,5.0
117,CHP04065,桃仁,0.9509643,72.0,72.0,43.0,25.0
118,CHP03397,三七,0.95087945,117.0,117.0,44.0,23.0
119,CHP04326,文殊兰,0.95070535,60.0,60.0,23.0,4.0
120,CHP02901,木通,0.95063007,62.0,62.0,32.0,16.0
121,CHP05542,珠子草,0.95062685,13.0,13.0,3.0,1.0
122,CHP01515,胡椒,0.95049286,134.0,134.0,21.0,2.0
123,CHP03321,人参芦,0.950469,2.0,2.0,1.0,1.0
124,CHP02131,苦树皮,0.95041883,58.0,58.0,17.0,11.0
125,CHP01603,华泽兰,0.9502066,34.0,34.0,21.0,7.0
126,CHP00360,沉香,0.94990796,259.0,259.0,74.0,9.0
127,CHP01323,桂皮,0.94987106,11.0,11.0,3.0,3.0
128,CHP00274,槟榔,0.9497795,172.0,172.0,52.0,11.0
129,CHP02327,两头尖,0.949653,26.0,26.0,9.0,5.0
130,CHP00135,白前,0.949609,78.0,78.0,44.0,24.0
131,CHP04092,天罗水,0.949549,12.0,12.0,6.0,2.0
132,CHP01999,九里香,0.9494821,104.0,104.0,9.0,4.0
133,CHP05376,泽兰,0.9492885,45.0,45.0,22.0,5.0
134,CHP01246,瓜蒌,0.94920874,90.0,90.0,39.0,20.0
135,CHP03202,羌活,0.94900656,102.0,102.0,25.0,6.0
136,CHP05782,蟾酥,0.9489123,71.0,71.0,41.0,24.0
137,CHP00121,白毛藤,0.94873637,121.0,121.0,78.0,35.0
138,CHP05841,海螵蛸,0.9486926,2.0,2.0,1.0,1.0
139,CHP00617,丹参,0.9485914,235.0,235.0,90.0,9.0
140,CHP03201,茜草藤,0.9485606,1.0,1.0,1.0,1.0
141,CHP04975,羊踯躅,0.94840014,15.0,15.0,14.0,11.0
142,CHP01813,吉祥草,0.94835395,20.0,20.0,10.0,7.0
143,CHP04313,尾叶香茶菜,0.9482514,35.0,35.0,21.0,16.0
144,CHP03997,酸浆,0.9481894,35.0,35.0,17.0,13.0
145,CHP02756,梅花,0.94812995,64.0,64.0,19.0,4.0
146,CHP00533,大麻叶泽兰,0.948053,8.0,8.0,3.0,1.0
147,CHP03229,青蒿,0.9479438,120.0,120.0,65.0,32.0
148,CHP04178,通关藤,0.94790375,21.0,21.0,10.0,9.0
149,CHP00220,宝盖草,0.9476528,12.0,12.0,5.0,5.0
150,CHP01374,黑豆,0.947429,120.0,120.0,29.0,7.0
151,CHP00415,川木通,0.94740486,96.0,96.0,26.0,5.0
152,CHP03444,沙棘,0.9473306,90.0,90.0,39.0,7.0
153,CHP03808,鼠尾草,0.947276,59.0,59.0,31.0,11.0
154,CHP00323,草乌叶,0.94727004,13.0,13.0,8.0,6.0
155,CHP02612,麦芽,0.94722396,26.0,26.0,10.0,5.0
156,CHP00448,刺梨,0.9471879,5.0,5.0,3.0,1.0
157,CHP01608,化橘红,0.94711065,33.0,33.0,12.0,2.0
158,CHP04818,续断,0.9470414,97.0,97.0,75.0,34.0
159,CHP02180,莱菔子,0.946963,34.0,34.0,6.0,2.0
160,CHP02098,苦丁茶,0.9468335,127.0,127.0,80.0,47.0
161,CHP00062,白刺花,0.9468012,21.0,21.0,6.0,3.0
162,CHP05403,樟梨,0.94679415,5.0,5.0,3.0,2.0
163,CHP02125,苦木,0.94674873,62.0,62.0,33.0,23.0
164,CHP03176,千打锤,0.9467343,26.0,26.0,9.0,7.0
165,CHP00216,薄荷,0.94667244,252.0,252.0,101.0,14.0
166,CHP00828,冬珊瑚,0.94661397,5.0,5.0,1.0,1.0
167,CHP02412,龙舌兰,0.94655114,28.0,28.0,16.0,15.0
168,CHP00424,垂盆草,0.94652003,67.0,67.0,17.0,1.0
169,CHP03838,水飞蓟,0.9464423,38.0,38.0,9.0,2.0
170,CHP00333,茶叶,0.9464339,125.0,125.0,49.0,17.0
171,CHP00928,多花蒿,0.94642544,10.0,10.0,10.0,10.0
172,CHP01973,筋骨草,0.94638604,39.0,39.0,28.0,7.0
173,CHP03498,山地香茶菜,0.9463832,18.0,18.0,13.0,13.0
174,CHP01682,黄精,0.9463623,33.0,33.0,20.0,15.0
175,CHP00984,番荔枝,0.9463482,285.0,285.0,96.0,8.0
176,CHP02077,刻裂紫堇,0.9463234,13.0,13.0,1.0,1.0
177,CHP01537,湖北贝母,0.94627154,9.0,9.0,5.0,4.0
178,CHP02621,曼陀罗,0.94605035,44.0,44.0,20.0,14.0
179,CHP05427,长管香茶菜,0.945841,22.0,22.0,15.0,12.0
180,CHP03884,水茄,0.94568795,17.0,17.0,11.0,11.0
181,CHP01256,关白附,0.94564307,16.0,16.0,8.0,6.0
182,CHP00672,地耳草,0.94559467,98.0,98.0,27.0,4.0
183,CHP03704,石菖蒲,0.94558537,45.0,45.0,10.0,2.0
184,CHP00151,白鲜皮,0.94555837,117.0,117.0,65.0,34.0
185,CHP05157,益母草,0.9453327,69.0,69.0,42.0,12.0
186,CHP01757,茴香,0.9453322,14.0,14.0,3.0,1.0
187,CHP03111,平贝母,0.9452982,24.0,24.0,22.0,21.0
188,CHP04467,喜旱莲子草,0.94528615,7.0,7.0,3.0,1.0
189,CHP00309,糙苏,0.94528276,11.0,11.0,6.0,3.0
190,CHP03175,千层塔,0.9452287,65.0,65.0,35.0,16.0
191,CHP00989,番茄,0.944989,53.0,53.0,26.0,20.0
192,CHP01130,甘遂,0.9447538,63.0,63.0,45.0,14.0
193,CHP01630,黄柏,0.9447163,54.0,54.0,17.0,5.0
194,CHP04106,天竺黄,0.9446031,26.0,26.0,9.0,6.0
195,CHP00957,鹅不食草,0.944461,49.0,49.0,32.0,9.0
196,CHP01207,钩吻,0.9443514,77.0,77.0,32.0,11.0
197,CHP04150,铁力木,0.94430447,17.0,17.0,1.0,1.0
198,CHP02484,轮环藤,0.94419986,15.0,15.0,3.0,2.0
199,CHP00884,杜仲,0.94418496,85.0,85.0,43.0,10.0
200,CHP04047,檀香,0.94417876,27.0,27.0,16.0,1.0
201,CHP02405,龙葵,0.9440808,55.0,55.0,38.0,29.0
202,CHP04306,威灵仙,0.9439371,40.0,40.0,22.0,12.0
203,CHP04465,溪黄草,0.9438836,7.0,7.0,7.0,6.0
204,CHP05051,野菊花,0.9437893,54.0,54.0,23.0,6.0
205,CHP03682,升麻,0.94375515,134.0,134.0,93.0,31.0
206,CHP00294,菜蓟,0.943598,4.0,4.0,3.0,2.0
207,CHP02676,毛萼香茶菜,0.94359493,39.0,39.0,23.0,19.0
208,CHP02985,牛蒡子,0.9435879,21.0,21.0,10.0,3.0
209,CHP00467,粗叶悬钩子,0.9435438,21.0,21.0,7.0,2.0
210,CHP00649,倒吊笔,0.9434268,2.0,2.0,2.0,2.0
211,CHP05477,知母,0.94341695,91.0,91.0,63.0,49.0
212,CHP01561,花椒,0.9434058,83.0,83.0,17.0,2.0
213,CHP00014,艾叶,0.94337785,397.0,397.0,119.0,16.0
214,CHP00872,独一味,0.9433586,26.0,26.0,16.0,9.0
215,CHP00102,白芥子,0.9433454,18.0,18.0,4.0,2.0
216,CHP05370,皂荚,0.94328463,22.0,22.0,11.0,7.0
217,CHP00241,萆薢,0.9432217,74.0,74.0,33.0,19.0
218,CHP00071,白饭豆,0.94312733,51.0,51.0,24.0,6.0
219,CHP03192,牵牛子,0.9430749,39.0,39.0,29.0,20.0
220,CHP02119,苦楝皮,0.94302976,87.0,87.0,49.0,23.0
221,CHP02082,孔雀草,0.9429735,10.0,10.0,3.0,2.0
222,CHP01359,河套大黄,0.94296396,2.0,2.0,2.0,1.0
223,CHP02007,韭菜,0.94295883,4.0,4.0,3.0,3.0
224,CHP04419,五味子,0.94294244,239.0,239.0,60.0,17.0
225,CHP03962,松节,0.94283736,7.0,7.0,3.0,2.0
226,CHP00722,灯笼草,0.9428083,10.0,10.0,5.0,2.0
227,CHP02837,墨旱莲,0.9428031,53.0,53.0,34.0,16.0
228,CHP05456,浙贝母,0.9427743,3.0,3.0,1.0,1.0
229,CHP00256,鞭叶铁线蕨,0.9425887,12.0,12.0,6.0,2.0
230,CHP00246,蓖麻子,0.94253427,37.0,37.0,14.0,3.0
231,CHP04519,夏枯草,0.94240665,23.0,23.0,22.0,6.0
232,CHP02563,马槟榔,0.9423919,2.0,2.0,2.0,2.0
233,CHP00775,丁公藤,0.9421838,60.0,60.0,32.0,6.0
234,CHP02400,龙胆草,0.9419829,65.0,65.0,36.0,18.0
235,CHP05689,紫葳茎叶,0.94193906,6.0,6.0,4.0,3.0
236,CHP02528,绿豆,0.94192946,38.0,38.0,17.0,11.0
237,CHP02298,连翘,0.9419238,116.0,116.0,59.0,9.0
238,CHP01516,胡芦巴,0.9418684,144.0,144.0,85.0,45.0
239,CHP01723,黄芩,0.94178617,46.0,46.0,10.0,1.0
240,CHP04821,萱草,0.9417256,9.0,9.0,5.0,3.0
241,CHP03426,桑寄生,0.94165945,6.0,6.0,2.0,2.0
242,CHP03663,射干,0.94163543,63.0,63.0,19.0,9.0
243,CHP02498,罗汉松,0.9415714,18.0,18.0,9.0,5.0
244,CHP03038,糯稻根,0.9415575,13.0,13.0,7.0,6.0
245,CHP00228,北豆根,0.94144505,72.0,72.0,22.0,14.0
246,CHP04359,乌药,0.941367,19.0,19.0,11.0,3.0
247,CHP00472,打碗花,0.9412092,3.0,3.0,2.0,1.0
248,CHP03768,使君子,0.9412001,25.0,25.0,5.0,2.0
249,CHP02623,曼陀罗叶,0.9408345,14.0,14.0,5.0,1.0
250,CHP05730,总状升麻,0.94077396,11.0,11.0,8.0,8.0
251,CHP05489,止泻木皮,0.94068927,43.0,43.0,19.0,18.0
252,CHP02030,橘红,0.9405941,52.0,52.0,25.0,13.0
253,CHP01206,钩藤,0.9405711,174.0,174.0,71.0,22.0
254,CHP01414,红豆蔻,0.9405203,42.0,42.0,11.0,2.0
255,CHP02219,莨菪叶,0.940513,38.0,38.0,23.0,12.0
256,CHP00612,代代花,0.9404917,96.0,96.0,35.0,9.0
257,CHP01818,蒺藜,0.9403308,75.0,75.0,52.0,35.0
258,CHP00812,冬瓜皮,0.9402194,174.0,174.0,49.0,13.0
259,CHP00779,丁香,0.9402137,137.0,137.0,48.0,8.0
260,CHP00362,柽柳,0.940081,53.0,53.0,13.0,1.0
261,CHP02606,麦冬,0.9400236,70.0,70.0,21.0,16.0
262,CHP02418,龙血树,0.93998015,22.0,22.0,7.0,4.0
263,CHP00419,川芎,0.93983144,127.0,127.0,50.0,7.0
264,CHP01958,金银花,0.9398225,146.0,146.0,77.0,39.0
265,CHP02443,芦荟,0.93975097,65.0,65.0,27.0,6.0
266,CHP02568,马兜铃,0.9396712,85.0,85.0,36.0,13.0
267,CHP02808,绵萆薢,0.93965685,53.0,53.0,32.0,21.0
268,CHP00240,荜澄茄,0.9395809,62.0,62.0,8.0,3.0
269,CHP00284,播娘蒿,0.9395521,14.0,14.0,5.0,5.0
270,CHP01382,黑老虎,0.9395477,48.0,48.0,25.0,6.0
271,CHP04285,万年青根,0.9395326,10.0,10.0,6.0,4.0
272,CHP00673,地枫皮,0.9394765,56.0,56.0,27.0,13.0
273,CHP00137,白屈菜,0.93947256,58.0,58.0,18.0,8.0
274,CHP01931,金钱草,0.9394523,27.0,27.0,12.0,6.0
275,CHP01625,槐角,0.9392141,18.0,18.0,4.0,1.0
276,CHP01334,海带,0.93920213,65.0,65.0,22.0,4.0
277,CHP01797,鸡嗉子,0.9391974,4.0,4.0,3.0,2.0
278,CHP01728,黄山药,0.93904257,5.0,5.0,4.0,2.0
279,CHP01771,藿香,0.93897164,72.0,72.0,19.0,6.0
280,CHP03214,茄子,0.9388014,8.0,8.0,6.0,3.0
281,CHP04280,晚香玉,0.9387439,19.0,19.0,10.0,9.0
282,CHP05255,余甘子,0.9386754,48.0,48.0,25.0,4.0
283,CHP03977,苏合香,0.93862456,21.0,21.0,11.0,2.0
284,CHP01345,海州骨碎补,0.9386214,10.0,10.0,6.0,1.0
285,CHP01985,荆芥穗,0.9385449,6.0,6.0,3.0,2.0
286,CHP02100,苦豆子,0.9383774,2.0,2.0,1.0,1.0
287,CHP03134,蒲公英,0.9383752,34.0,34.0,9.0,4.0
288,CHP04565,香加皮,0.93810767,106.0,106.0,68.0,40.0
289,CHP01416,红豆杉,0.93804663,548.0,548.0,301.0,82.0
290,CHP01795,鸡屎藤,0.93800986,35.0,35.0,19.0,7.0
291,CHP04477,细茎石斛,0.9379338,4.0,4.0,1.0,1.0
292,CHP04069,桃枝,0.93779165,13.0,13.0,3.0,2.0
293,CHP00048,菝葜,0.93774956,90.0,90.0,40.0,24.0
294,CHP04083,天冬,0.93771994,54.0,54.0,27.0,7.0
295,CHP04608,向日葵叶,0.9376982,11.0,11.0,5.0,1.0
296,CHP00252,萹蓄,0.93764687,73.0,73.0,37.0,12.0
297,CHP05515,重楼,0.93763924,31.0,31.0,15.0,10.0
298,CHP02748,没药,0.9376174,291.0,291.0,163.0,29.0
299,CHP02172,辣椒,0.9376054,108.0,108.0,32.0,4.0
300,CHP01933,金荞麦,0.9376035,23.0,23.0,10.0,2.0
301,CHP02696,毛连菜,0.9375992,4.0,4.0,2.0,2.0
302,CHP02048,卷柏,0.9375917,25.0,25.0,5.0,2.0
303,CHP04765,薤白,0.93757755,40.0,40.0,23.0,11.0
304,CHP06091,茯苓皮,0.9375598,39.0,39.0,21.0,1.0
305,CHP06131,香蕈,0.9374307,9.0,9.0,7.0,2.0
306,CHP02951,南烛,0.93729514,4.0,4.0,2.0,2.0
307,CHP03754,石韦,0.9372861,4.0,4.0,3.0,1.0
308,CHP01540,湖北黄精,0.9372573,13.0,13.0,7.0,6.0
309,CHP05843,海燕,0.93721694,2.0,2.0,2.0,2.0
310,CHP03635,芍药,0.9371775,107.0,107.0,66.0,16.0
311,CHP01599,华山参,0.93706405,12.0,12.0,4.0,2.0
312,CHP00885,杜仲叶,0.9370394,73.0,73.0,34.0,10.0
313,CHP02441,芦根,0.9368428,24.0,24.0,9.0,6.0
314,CHP00676,地肤子,0.936835,10.0,10.0,6.0,2.0
315,CHP03576,山莴苣,0.9368332,6.0,6.0,4.0,3.0
316,CHP04225,土茯苓,0.93682367,27.0,27.0,12.0,2.0
317,CHP03431,桑叶,0.9367422,42.0,42.0,22.0,8.0
318,CHP05183,银线草,0.9367002,7.0,7.0,3.0,3.0
319,CHP01412,红椿,0.9366029,5.0,5.0,1.0,1.0
320,CHP02279,荔枝核,0.93651915,19.0,19.0,10.0,4.0
321,CHP05140,一枝黄花,0.9365016,19.0,19.0,9.0,2.0
322,CHP00170,百合,0.93648326,137.0,137.0,57.0,27.0
323,CHP01042,风轮菜,0.93648064,40.0,40.0,19.0,2.0
324,CHP04893,烟草,0.9364686,13.0,13.0,5.0,2.0
325,CHP05877,鸡胆,0.9364355,2.0,2.0,2.0,1.0
326,CHP02065,看麦娘状莎草,0.93635386,15.0,15.0,7.0,2.0
327,CHP01968,金盏菊,0.9361421,44.0,44.0,25.0,10.0
328,CHP01568,花楸,0.93614006,5.0,5.0,3.0,2.0
329,CHP03024,牛膝,0.9359399,162.0,162.0,117.0,25.0
330,CHP04898,延龄草,0.935936,12.0,12.0,8.0,7.0
331,CHP05478,栀子,0.93592083,48.0,48.0,17.0,8.0
332,CHP05779,蟾蜍,0.93585813,11.0,11.0,5.0,2.0
333,CHP00114,白蔹,0.9357923,102.0,102.0,43.0,7.0
334,CHP02781,迷迭香,0.9357578,10.0,10.0,5.0,3.0
335,CHP01181,戈壁天门冬,0.9357306,10.0,10.0,4.0,1.0
336,CHP02061,君迁子,0.93550646,7.0,7.0,4.0,1.0
337,CHP00080,白果紫草,0.93547744,11.0,11.0,4.0,1.0
338,CHP01623,槐花,0.9354123,112.0,112.0,34.0,9.0
339,CHP02114,苦苣,0.9353919,7.0,7.0,6.0,5.0
340,CHP00844,豆蔻,0.9353894,66.0,66.0,8.0,1.0
341,CHP02657,猫眼草,0.9353777,30.0,30.0,12.0,5.0
342,CHP02562,马鞭草,0.935363,42.0,42.0,14.0,6.0
343,CHP01745,黄药子,0.9353264,64.0,64.0,31.0,9.0
344,CHP01260,关黄柏,0.9352679,70.0,70.0,27.0,3.0
345,CHP00514,大黄花,0.9352647,9.0,9.0,6.0,6.0
346,CHP04622,小百部,0.93512756,1.0,1.0,1.0,1.0
347,CHP00947,多足蕨,0.9350947,9.0,9.0,6.0,3.0
348,CHP03434,桑枝,0.93495053,35.0,35.0,11.0,6.0
349,CHP02090,苦参,0.934923,94.0,94.0,29.0,15.0
350,CHP06090,茯苓,0.9348758,30.0,30.0,25.0,9.0
351,CHP05112,叶底珠,0.93487436,18.0,18.0,9.0,5.0
352,CHP04328,文竹,0.9348688,1.0,1.0,1.0,1.0
353,CHP01783,鸡骨常山,0.93482697,10.0,10.0,5.0,1.0
354,CHP00384,赤小豆,0.9347596,52.0,52.0,36.0,14.0
355,CHP00642,刀豆,0.93475056,25.0,25.0,15.0,5.0
356,CHP04525,仙茅,0.9346657,60.0,60.0,28.0,17.0
357,CHP00146,白头翁,0.9345628,93.0,93.0,47.0,22.0
358,CHP00728,灯油藤子,0.93448246,7.0,7.0,4.0,1.0
359,CHP03352,乳香,0.93446827,77.0,77.0,40.0,6.0
360,CHP03018,牛尾菜,0.9344546,1.0,1.0,1.0,1.0
361,CHP03258,青叶胆,0.93437874,19.0,19.0,9.0,1.0
362,CHP01847,假连翘,0.9342492,6.0,6.0,2.0,1.0
363,CHP04546,相思藤,0.934111,16.0,16.0,7.0,6.0
364,CHP00724,灯笼泡,0.93382215,5.0,5.0,2.0,2.0
365,CHP01886,绞股蓝,0.9337672,247.0,247.0,221.0,104.0
366,CHP00059,白菖,0.9335349,61.0,61.0,12.0,1.0
367,CHP00213,榜嘎,0.9335321,5.0,5.0,3.0,1.0
368,CHP01477,红芪,0.93352795,47.0,47.0,16.0,8.0
369,CHP03709,石刁柏,0.9335152,12.0,12.0,3.0,1.0
370,CHP00987,番木瓜,0.9334965,24.0,24.0,9.0,2.0
371,CHP00091,白花灯笼,0.9334251,9.0,9.0,3.0,1.0
372,CHP00708,地刷子,0.9332569,15.0,15.0,8.0,3.0
373,CHP05104,野芝麻,0.9331275,43.0,43.0,8.0,1.0
374,CHP02934,南山藤,0.93310213,5.0,5.0,3.0,3.0
375,CHP02023,菊苣,0.9330347,70.0,70.0,41.0,20.0
376,CHP05754,斑蝥,0.9330205,18.0,18.0,2.0,1.0
377,CHP03398,三七花,0.9329972,24.0,24.0,20.0,10.0
378,CHP00444,刺果苏木,0.9329876,36.0,36.0,24.0,12.0
379,CHP03364,瑞香根,0.9329759,4.0,4.0,2.0,2.0
380,CHP02591,马桑叶,0.93296653,4.0,4.0,2.0,1.0
381,CHP00178,百眼藤,0.93292505,5.0,5.0,1.0,1.0
382,CHP00519,大戟,0.9328535,107.0,107.0,40.0,6.0
383,CHP04666,小花盾叶薯蓣,0.93281573,1.0,1.0,1.0,1.0
384,CHP02504,罗勒子,0.9328101,1.0,1.0,1.0,1.0
385,CHP03180,千金子,0.93274796,10.0,10.0,7.0,2.0
386,CHP04458,西洋参,0.9327466,49.0,49.0,35.0,13.0
387,CHP04085,天花粉,0.9326986,5.0,5.0,4.0,3.0
388,CHP03002,牛筋果,0.93269587,7.0,7.0,1.0,1.0
389,CHP04173,葶苈子,0.9326736,39.0,39.0,18.0,11.0
390,CHP01357,何首乌,0.9326285,34.0,34.0,15.0,2.0
391,CHP04951,燕麦,0.9325571,10.0,10.0,6.0,4.0
392,CHP03027,牛心茄子,0.932549,5.0,5.0,3.0,2.0
