rank,CHP_ID,Chinese_herbal_pieces,effective_avg,total_compounds,effective_count,high_quality_count,ultra_high_count
49,CHP04519,夏枯草,0.8849276234782609,23.0,23.0,22.0,6.0
50,CHP02114,苦苣,0.8847911085714285,7.0,7.0,6.0,5.0
51,CHP03568,山稔叶,0.88443184,1.0,1.0,1.0,0.0
52,CHP00795,东北蛔蒿,0.8837540333333332,3.0,3.0,3.0,1.0
53,CHP02130,苦绳,0.8823613766666667,3.0,3.0,3.0,1.0
54,CHP04085,天花粉,0.8817235739999999,5.0,5.0,4.0,3.0
55,CHP00993,番石榴皮,0.88164815,2.0,2.0,2.0,0.0
56,CHP01226,枸骨根,0.8810673,1.0,1.0,1.0,0.0
57,CHP00746,滇茜草,0.8801370751612902,31.0,31.0,27.0,20.0
58,CHP01963,金樱叶,0.8769841,1.0,1.0,1.0,0.0
59,CHP05877,鸡胆,0.8731825,2.0,2.0,2.0,1.0
60,CHP00254,鞭打绣球,0.87313163,1.0,1.0,1.0,0.0
61,CHP01856,见血飞,0.8713945799999999,3.0,3.0,2.0,2.0
62,CHP05880,鸡脑,0.8708658266666668,3.0,3.0,2.0,1.0
63,CHP02987,牛扁,0.87036033,3.0,3.0,2.0,2.0
64,CHP05729,总状绿绒蒿,0.8694035,1.0,1.0,1.0,0.0
65,CHP03498,山地香茶菜,0.8690571288888889,18.0,18.0,13.0,13.0
66,CHP02519,落葵,0.86861765,1.0,1.0,1.0,0.0
67,CHP00994,番石榴叶,0.8685228333333334,3.0,3.0,3.0,0.0
68,CHP04959,羊角拗子,0.8684781025,4.0,4.0,3.0,3.0
69,CHP00824,冬凌草,0.8683845098,50.0,50.0,44.0,37.0
70,CHP00078,白果根,0.86825282875,16.0,16.0,12.0,10.0
71,CHP01728,黄山药,0.867755386,5.0,5.0,4.0,2.0
72,CHP01110,附子,0.8660325048148146,81.0,81.0,64.0,42.0
73,CHP00016,安徽贝母,0.8655595863636364,11.0,11.0,9.0,4.0
74,CHP00349,常春卫矛,0.8654719833333334,6.0,6.0,5.0,1.0
75,CHP05274,榆树,0.8640521,1.0,1.0,1.0,0.0
76,CHP03328,忍冬藤,0.863151505625,16.0,16.0,14.0,6.0
77,CHP02007,韭菜,0.8622347075,4.0,4.0,3.0,3.0
78,CHP03223,青黛,0.862102125,2.0,2.0,2.0,0.0
79,CHP01123,甘菊,0.8619834,2.0,2.0,2.0,0.0
80,CHP03148,铺地蜈蚣,0.8616589935714286,14.0,14.0,10.0,4.0
81,CHP00988,番木瓜叶,0.86153257,1.0,1.0,1.0,0.0
82,CHP00991,番石榴干,0.8611662,1.0,1.0,1.0,0.0
83,CHP01886,绞股蓝,0.8610718168825909,247.0,247.0,221.0,104.0
84,CHP02340,列当,0.8608436660000001,5.0,5.0,4.0,1.0
85,CHP05353,云实,0.8601524,1.0,1.0,1.0,0.0
86,CHP04826,悬钩子,0.8600476,5.0,5.0,4.0,2.0
87,CHP00514,大黄花,0.85989121,9.0,9.0,6.0,6.0
88,CHP01235,枸杞叶,0.859325965,14.0,14.0,9.0,5.0
89,CHP05304,圆柏,0.8593198360000001,5.0,5.0,5.0,0.0
90,CHP05689,紫葳茎叶,0.8589456249999999,6.0,6.0,4.0,3.0
91,CHP03375,三叉凤尾蕨,0.8586478,1.0,1.0,1.0,0.0
92,CHP03933,睡菜根,0.8573241,1.0,1.0,1.0,0.0
93,CHP03576,山莴苣,0.857303225,6.0,6.0,4.0,3.0
94,CHP05848,黑蚂蚁,0.8570461,1.0,1.0,1.0,0.0
95,CHP01733,黄蜀葵花,0.85642946,1.0,1.0,1.0,0.0
96,CHP06047,熊胆,0.8561417983333333,6.0,6.0,5.0,1.0
97,CHP02589,马桑根,0.85600936,1.0,1.0,1.0,0.0
98,CHP03056,藕节,0.85570955,1.0,1.0,1.0,0.0
99,CHP02847,木半夏根,0.8541279999999999,3.0,3.0,2.0,1.0
100,CHP03587,山香圆,0.85276131,6.0,6.0,5.0,1.0
101,CHP03306,拳参,0.8521423,3.0,3.0,3.0,0.0
102,CHP03398,三七花,0.8515198979166666,24.0,24.0,20.0,10.0
103,CHP05730,总状升麻,0.851288289090909,11.0,11.0,8.0,8.0
104,CHP02707,毛葡萄,0.8512451,1.0,1.0,1.0,0.0
105,CHP02405,龙葵,0.8492306723636363,55.0,55.0,38.0,29.0
106,CHP00294,菜蓟,0.84915549,4.0,4.0,3.0,2.0
107,CHP04459,西洋接骨木,0.8486459,4.0,4.0,3.0,0.0
108,CHP00635,淡竹叶,0.8478508,1.0,1.0,1.0,0.0
109,CHP04869,鸭儿芹,0.84766674,1.0,1.0,1.0,0.0
110,CHP01727,黄三七,0.8475566542857143,7.0,7.0,5.0,5.0
111,CHP02934,南山藤,0.8470950580000001,5.0,5.0,3.0,3.0
112,CHP02427,龙眼肉,0.8468687,1.0,1.0,1.0,0.0
113,CHP04119,甜瓜蒂,0.84684954,4.0,4.0,3.0,0.0
114,CHP00463,楤木,0.8468385174999999,4.0,4.0,3.0,0.0
115,CHP03673,肾茶,0.8467659344444444,27.0,27.0,25.0,1.0
116,CHP05061,野马追,0.8462166464705883,17.0,17.0,10.0,8.0
117,CHP06090,茯苓,0.8461938363333333,30.0,30.0,25.0,9.0
118,CHP05841,海螵蛸,0.84616693,2.0,2.0,1.0,1.0
119,CHP06136,猪苓,0.8448086622222223,9.0,9.0,7.0,7.0
120,CHP03884,水茄,0.8445417976470588,17.0,17.0,11.0,11.0
121,CHP01797,鸡嗉子,0.8443905899999999,4.0,4.0,3.0,2.0
122,CHP01376,黑杠柳,0.8442485542857142,7.0,7.0,5.0,2.0
123,CHP04992,洋葱,0.8441005,1.0,1.0,1.0,0.0
124,CHP03099,枇杷核,0.8439312016666666,6.0,6.0,5.0,0.0
125,CHP04898,延龄草,0.8436062400000001,12.0,12.0,8.0,7.0
126,CHP00356,车前子,0.8431738733333335,42.0,42.0,30.0,9.0
127,CHP05427,长管香茶菜,0.8431607922727273,22.0,22.0,15.0,12.0
128,CHP02813,绵藤,0.8427293,1.0,1.0,1.0,0.0
129,CHP04667,小花鬼针草,0.8427118350000001,6.0,6.0,5.0,0.0
130,CHP05205,迎春花,0.84261547,13.0,13.0,9.0,8.0
131,CHP03216,窃衣,0.8416282,1.0,1.0,1.0,0.0
132,CHP04055,糖荠,0.84157932625,8.0,8.0,5.0,3.0
133,CHP05435,长尾复叶耳蕨,0.8413636,1.0,1.0,1.0,0.0
134,CHP00791,定木香,0.8412869909090911,22.0,22.0,16.0,14.0
135,CHP01480,红雀珊瑚,0.84118315,2.0,2.0,1.0,0.0
136,CHP04059,桃根,0.8411724,1.0,1.0,1.0,0.0
137,CHP05592,苎麻根,0.84103996,1.0,1.0,1.0,0.0
138,CHP01957,金叶子,0.840175018,10.0,10.0,7.0,3.0
139,CHP03649,蛇菰,0.8397564373684211,19.0,19.0,18.0,0.0
140,CHP05380,泽泻,0.8385805525,24.0,24.0,20.0,2.0
141,CHP06117,蘑菇,0.8385173536363637,11.0,11.0,8.0,4.0
142,CHP05621,紫菜,0.83839733,2.0,2.0,2.0,0.0
143,CHP01063,凤凰木,0.83809316,1.0,1.0,1.0,0.0
144,CHP05124,夜来香,0.8379913829411766,17.0,17.0,12.0,6.0
145,CHP00541,大青,0.8378269,2.0,2.0,1.0,1.0
146,CHP00247,薜荔,0.83766395,2.0,2.0,2.0,0.0
147,CHP04818,续断,0.8370934712371133,97.0,97.0,75.0,34.0
148,CHP03372,赛莨菪,0.8367573006818181,44.0,44.0,30.0,24.0
149,CHP00225,暴马子皮,0.83669364,1.0,1.0,1.0,0.0
150,CHP02520,落葵花,0.8362892411111111,9.0,9.0,7.0,1.0
151,CHP02017,桔梗,0.8362776843434343,99.0,99.0,75.0,35.0
152,CHP02941,南蛇藤叶,0.8357083,1.0,1.0,1.0,0.0
153,CHP04379,无漏子,0.83549196,1.0,1.0,1.0,0.0
154,CHP05364,仔榄树,0.83472133,2.0,2.0,2.0,0.0
155,CHP04828,旋覆花,0.834310147857143,28.0,28.0,22.0,5.0
156,CHP03364,瑞香根,0.8342346625,4.0,4.0,2.0,2.0
157,CHP04736,小叶贯众,0.834221335,6.0,6.0,4.0,2.0
158,CHP06099,红曲,0.8338358349999999,2.0,2.0,1.0,0.0
159,CHP03192,牵牛子,0.8335617705128205,39.0,39.0,29.0,20.0
160,CHP04866,鸦胆子,0.8333823283333333,12.0,12.0,9.0,9.0
161,CHP02784,猕猴桃,0.8331544200000001,2.0,2.0,1.0,0.0
162,CHP03687,省沽油,0.8329901192307693,13.0,13.0,9.0,2.0
163,CHP05012,野百合,0.8329844066666666,3.0,3.0,2.0,0.0
164,CHP02342,裂果薯,0.8326330041176471,17.0,17.0,9.0,8.0
165,CHP02500,罗汉松实,0.8324778270588234,17.0,17.0,9.0,8.0
166,CHP01019,飞燕草,0.8320290064705883,17.0,17.0,10.0,8.0
167,CHP01573,花叶假杜鹃,0.8320168642857143,7.0,7.0,4.0,3.0
168,CHP00936,多裂委陵菜,0.83176792,3.0,3.0,2.0,0.0
169,CHP05962,牛黄,0.8303621573684211,19.0,19.0,13.0,8.0
170,CHP03027,牛心茄子,0.8303443140000001,5.0,5.0,3.0,2.0
171,CHP05840,海马,0.8300411266666666,3.0,3.0,3.0,0.0
172,CHP01050,风箱树叶,0.8297741,1.0,1.0,1.0,0.0
173,CHP05477,知母,0.8296179261538461,91.0,91.0,63.0,49.0
174,CHP00040,巴拿马山石榴,0.829553029,10.0,10.0,7.0,6.0
175,CHP05834,蛤蚧,0.8295106899999999,3.0,3.0,2.0,0.0
176,CHP02696,毛连菜,0.8292856425,4.0,4.0,2.0,2.0
177,CHP03754,石韦,0.8292413575,4.0,4.0,3.0,1.0
178,CHP02429,龙眼叶,0.8292324183333332,6.0,6.0,3.0,1.0
179,CHP04021,锁阳,0.8289635200000001,2.0,2.0,2.0,0.0
180,CHP03053,欧鼠李,0.8289077,2.0,2.0,2.0,0.0
181,CHP05267,鱼腥草,0.828825,1.0,1.0,1.0,0.0
182,CHP06156,红粉,0.82876813,1.0,1.0,1.0,0.0
183,CHP04550,香柏,0.8287406,3.0,3.0,2.0,0.0
184,CHP03707,石胆草,0.8287093883333333,6.0,6.0,4.0,1.0
185,CHP05565,竹节参,0.8280597500000001,12.0,12.0,7.0,6.0
186,CHP05800,鹅臎,0.82783955,1.0,1.0,1.0,0.0
187,CHP02439,耧斗菜,0.8277542112499999,16.0,16.0,10.0,10.0
188,CHP03585,山香,0.8273842833333335,12.0,12.0,10.0,1.0
189,CHP03591,山药,0.8270173943999999,25.0,25.0,18.0,11.0
190,CHP01764,火炭母草,0.82697123,1.0,1.0,1.0,0.0
191,CHP00482,大巢菜,0.8268632519999999,5.0,5.0,3.0,1.0
192,CHP04404,五加皮,0.8264929666666667,3.0,3.0,2.0,0.0
193,CHP03214,茄子,0.82644927875,8.0,8.0,6.0,3.0
194,CHP04285,万年青根,0.8263425919999999,10.0,10.0,6.0,4.0
195,CHP01580,华东膜蕨,0.8258374196000001,25.0,25.0,17.0,1.0
196,CHP02121,苦楝叶,0.8257102533333334,3.0,3.0,2.0,2.0
197,CHP04280,晚香玉,0.8256991973684211,19.0,19.0,10.0,9.0
198,CHP04372,无患子,0.8248302125,16.0,16.0,11.0,8.0
199,CHP01540,湖北黄精,0.8244536453846153,13.0,13.0,7.0,6.0
200,CHP00689,地黄,0.8244172252631579,285.0,285.0,178.0,84.0
201,CHP04900,芫花根,0.8240116566666665,3.0,3.0,2.0,0.0
202,CHP01603,华泽兰,0.8239007735294118,34.0,34.0,21.0,7.0
203,CHP01708,黄缅桂,0.8238401,2.0,2.0,1.0,0.0
204,CHP00472,打碗花,0.82376353,3.0,3.0,2.0,1.0
205,CHP00309,糙苏,0.8236701136363636,11.0,11.0,6.0,3.0
206,CHP00872,独一味,0.8235956869230769,26.0,26.0,16.0,9.0
207,CHP03682,升麻,0.8235596020149254,134.0,134.0,93.0,31.0
208,CHP01130,甘遂,0.8234918095238094,63.0,63.0,45.0,14.0
209,CHP02026,橘白,0.8233196,1.0,1.0,1.0,0.0
210,CHP02472,路路通,0.8231826550000001,10.0,10.0,7.0,1.0
211,CHP02339,蓼实,0.822891725,2.0,2.0,1.0,0.0
212,CHP03319,人参,0.822712944765625,128.0,128.0,97.0,38.0
213,CHP03647,蛇根草,0.822375619,10.0,10.0,6.0,2.0
214,CHP04565,香加皮,0.8219170016981133,106.0,106.0,68.0,40.0
215,CHP01020,飞扬草,0.8216136,1.0,1.0,1.0,0.0
216,CHP02544,麻根,0.8214777033333333,6.0,6.0,4.0,0.0
217,CHP03698,十大功劳叶,0.8212169256716417,67.0,67.0,44.0,36.0
218,CHP01551,虎耳草,0.8211767585714285,7.0,7.0,6.0,0.0
219,CHP04951,燕麦,0.82107399,10.0,10.0,6.0,4.0
220,CHP00191,斑鸠菊,0.8208786231818181,22.0,22.0,13.0,8.0
221,CHP01144,干冬菜,0.82080932,2.0,2.0,1.0,1.0
222,CHP05553,猪屎豆,0.8206987333333333,3.0,3.0,2.0,0.0
223,CHP04178,通关藤,0.8205412971428572,21.0,21.0,10.0,9.0
224,CHP01973,筋骨草,0.8202374241025642,39.0,39.0,28.0,7.0
225,CHP04313,尾叶香茶菜,0.820143676857143,35.0,35.0,21.0,16.0
226,CHP06118,木耳,0.8198059,1.0,1.0,1.0,0.0
227,CHP05329,越橘叶,0.8195207566666666,3.0,3.0,2.0,1.0
228,CHP00448,刺梨,0.819390594,5.0,5.0,3.0,1.0
229,CHP05456,浙贝母,0.8191304766666666,3.0,3.0,1.0,1.0
230,CHP06039,象胆,0.8190907,1.0,1.0,1.0,0.0
231,CHP00208,半枫荷,0.8190557666666667,3.0,3.0,2.0,0.0
232,CHP01946,金挖耳,0.8189439799999999,3.0,3.0,2.0,0.0
233,CHP01463,红毛野海棠,0.81859625,2.0,2.0,1.0,0.0
234,CHP00093,白花蛇舌草,0.8183289980434781,46.0,46.0,31.0,14.0
235,CHP00323,草乌叶,0.8178045784615384,13.0,13.0,8.0,6.0
236,CHP02219,莨菪叶,0.8177935857894737,38.0,38.0,23.0,12.0
237,CHP04552,香茶菜,0.8177787142116631,463.0,463.0,266.0,214.0
238,CHP03401,三色堇,0.81772834,1.0,1.0,1.0,0.0
239,CHP06129,松蕈,0.81746626125,8.0,8.0,5.0,2.0
240,CHP00724,灯笼泡,0.817370204,5.0,5.0,2.0,2.0
241,CHP00720,地榆,0.8173671368421053,95.0,95.0,76.0,9.0
242,CHP03360,蕤仁,0.8167513633333333,3.0,3.0,1.0,1.0
243,CHP05194,罂粟,0.8166451185714286,7.0,7.0,5.0,2.0
244,CHP01813,吉祥草,0.816507373,20.0,20.0,10.0,7.0
245,CHP02803,密蒙花,0.8161758385714286,35.0,35.0,24.0,8.0
246,CHP01594,华南皂荚,0.81575936,1.0,1.0,1.0,0.0
247,CHP01818,蒺藜,0.8156891164,75.0,75.0,52.0,35.0
248,CHP03116,萍蓬草,0.8154279066666668,6.0,6.0,4.0,0.0
249,CHP04233,土连翘,0.81508696,1.0,1.0,1.0,0.0
250,CHP00119,白马骨,0.8148084454545454,11.0,11.0,7.0,6.0
251,CHP04746,小叶石楠,0.8147974,2.0,2.0,1.0,0.0
252,CHP05159,益智,0.8147150641666666,12.0,12.0,11.0,0.0
253,CHP01245,骨碎补,0.8141252924324325,37.0,37.0,26.0,1.0
254,CHP02808,绵萆薢,0.8139629318867923,53.0,53.0,32.0,21.0
255,CHP04761,斜基粗叶木,0.8139386599999999,4.0,4.0,2.0,1.0
256,CHP03656,蛇婆子,0.8137583133333334,3.0,3.0,2.0,0.0
257,CHP00444,刺果苏木,0.8135415827777777,36.0,36.0,24.0,12.0
258,CHP04839,雪莲花,0.8134271525,4.0,4.0,2.0,1.0
259,CHP04065,桃仁,0.8134239972222221,72.0,72.0,43.0,25.0
260,CHP00121,白毛藤,0.8130146018181819,121.0,121.0,78.0,35.0
261,CHP02304,莲房,0.8129280399999999,5.0,5.0,5.0,0.0
262,CHP04238,土木香,0.81271182,2.0,2.0,1.0,0.0
263,CHP02463,鹿角菜,0.8124225228571428,7.0,7.0,4.0,1.0
264,CHP01525,胡桃叶,0.81204705,2.0,2.0,1.0,0.0
265,CHP04574,香排草,0.8119743162499999,8.0,8.0,5.0,3.0
266,CHP05032,野菰,0.8117322,1.0,1.0,1.0,0.0
267,CHP00560,大头橐吾,0.8112684866666667,6.0,6.0,3.0,1.0
268,CHP03097,皮哨子,0.811050912,5.0,5.0,3.0,1.0
269,CHP01244,骨节草,0.8109933216666668,6.0,6.0,5.0,0.0
270,CHP04717,小通草,0.8107746014285715,14.0,14.0,6.0,5.0
271,CHP05512,肿柄菊,0.810753976923077,13.0,13.0,8.0,3.0
272,CHP01506,厚皮香,0.8106862085714285,7.0,7.0,4.0,4.0
273,CHP02713,毛蕊花,0.8103223740000001,5.0,5.0,3.0,3.0
274,CHP02023,菊苣,0.8102211658571429,70.0,70.0,41.0,20.0
275,CHP04809,绣线菊叶,0.81014592,9.0,9.0,4.0,4.0
276,CHP04084,天胡荽,0.8098012958333335,12.0,12.0,7.0,6.0
277,CHP00057,白草莓,0.809768875,2.0,2.0,1.0,0.0
278,CHP00722,灯笼草,0.809688152,10.0,10.0,5.0,2.0
279,CHP02675,毛冬青,0.80966,5.0,5.0,3.0,0.0
280,CHP00384,赤小豆,0.8096570815384615,52.0,52.0,36.0,14.0
281,CHP01836,荚蒾,0.8095688364,25.0,25.0,19.0,0.0
282,CHP05383,泽珍珠菜,0.809414625,2.0,2.0,1.0,0.0
283,CHP06131,香蕈,0.8089756011111111,9.0,9.0,7.0,2.0
284,CHP06125,石花,0.8088503314285714,7.0,7.0,4.0,0.0
285,CHP02469,鹿衔草,0.8085893990909092,11.0,11.0,7.0,1.0
286,CHP05772,蚕蛾,0.8082094,1.0,1.0,1.0,0.0
287,CHP00670,地胆草,0.8081560480000001,10.0,10.0,5.0,2.0
288,CHP06133,蛹虫草,0.8080340709090909,11.0,11.0,7.0,0.0
289,CHP02355,铃兰,0.807722485,20.0,20.0,10.0,6.0
290,CHP05229,油柑叶,0.80765685,6.0,6.0,4.0,0.0
291,CHP05919,鹿角,0.8074982500000001,2.0,2.0,1.0,0.0
292,CHP01988,粳米,0.8074570044444445,9.0,9.0,7.0,1.0
293,CHP02997,牛耳枫子,0.8074141133333335,6.0,6.0,4.0,1.0
294,CHP01546,槲叶,0.80727684,1.0,1.0,1.0,0.0
295,CHP06167,硫磺,0.80709025,2.0,2.0,1.0,0.0
296,CHP04164,铁丝灵仙,0.8069558521428571,14.0,14.0,9.0,2.0
297,CHP05824,狗肉,0.8068353,1.0,1.0,1.0,0.0
298,CHP00371,秤钩风,0.806689457,10.0,10.0,6.0,4.0
299,CHP02951,南烛,0.8066416750000001,4.0,4.0,2.0,2.0
300,CHP04359,乌药,0.8064585510526315,19.0,19.0,11.0,3.0
301,CHP01269,管花肉苁蓉,0.80640501,10.0,10.0,5.0,1.0
302,CHP02781,迷迭香,0.8063029070000001,10.0,10.0,5.0,3.0
303,CHP06015,水蛭,0.8062414444444445,9.0,9.0,6.0,2.0
304,CHP01339,海韭菜,0.8061231074999999,4.0,4.0,2.0,0.0
305,CHP01558,虎掌草,0.8056577019999999,5.0,5.0,3.0,3.0
306,CHP02025,菊芋,0.8056040483333332,6.0,6.0,4.0,1.0
307,CHP02585,马钱子,0.8051482446153846,39.0,39.0,27.0,9.0
308,CHP00095,白花藤,0.8050181833333334,3.0,3.0,1.0,0.0
309,CHP00168,百部,0.8047966891160219,181.0,181.0,119.0,85.0
310,CHP04358,乌苏里瓦韦,0.804644575,2.0,2.0,1.0,1.0
311,CHP04170,铁仔,0.8044954166666667,3.0,3.0,1.0,1.0
312,CHP01600,华山矾,0.80442497,10.0,10.0,6.0,1.0
313,CHP03024,牛膝,0.8040535576543211,162.0,162.0,117.0,25.0
314,CHP01228,枸骨叶,0.8039768902272727,44.0,44.0,32.0,10.0
315,CHP01815,棘豆,0.8038609153846153,13.0,13.0,9.0,2.0
316,CHP01516,胡芦巴,0.8038283734027778,144.0,144.0,85.0,45.0
317,CHP02498,罗汉松,0.8033827394444446,18.0,18.0,9.0,5.0
318,CHP01327,桂竹香,0.8031235666666666,3.0,3.0,2.0,0.0
319,CHP02104,苦瓜,0.8028825924999999,4.0,4.0,3.0,0.0
320,CHP03751,石刷把,0.802724535,4.0,4.0,3.0,0.0
321,CHP00336,茶子,0.8026740676923076,13.0,13.0,7.0,7.0
322,CHP02540,绿玉树,0.8023983,2.0,2.0,1.0,0.0
323,CHP04052,唐古特青兰,0.80236035,2.0,2.0,1.0,0.0
324,CHP02272,藜芦,0.8021455813157895,38.0,38.0,21.0,16.0
325,CHP03162,漆大姑,0.8020937374999999,4.0,4.0,3.0,1.0
326,CHP01008,防风草,0.8020631899999999,4.0,4.0,3.0,0.0
327,CHP01620,槐,0.8018512615384616,13.0,13.0,8.0,4.0
328,CHP05320,月桂叶,0.8016124166666666,6.0,6.0,3.0,1.0
329,CHP02098,苦丁茶,0.8015162783464568,127.0,127.0,80.0,47.0
330,CHP01759,茴香茎叶,0.801500585,4.0,4.0,2.0,0.0
331,CHP03863,水苦荬,0.8012721833333333,6.0,6.0,3.0,1.0
332,CHP02240,老鼠簕,0.8010566825,20.0,20.0,10.0,4.0
333,CHP02284,栗柄金粉蕨,0.80104864,1.0,1.0,1.0,0.0
334,CHP01964,金樱子,0.8009928055555554,45.0,45.0,33.0,7.0
335,CHP02947,南天竹叶,0.8008958525000001,4.0,4.0,3.0,0.0
336,CHP02602,马醉木,0.8007870992857143,14.0,14.0,8.0,7.0
337,CHP03256,青葙子,0.8006729450000001,18.0,18.0,13.0,5.0
338,CHP00397,臭梧桐,0.8004452461111112,18.0,18.0,11.0,3.0
339,CHP04821,萱草,0.8003754133333334,9.0,9.0,5.0,3.0
340,CHP04033,台湾泽兰,0.8003157357142856,7.0,7.0,4.0,0.0
341,CHP04473,细葛缕子,0.8001529683333334,30.0,30.0,17.0,0.0
342,CHP00454,刺楸树皮,0.7999427590909091,11.0,11.0,6.0,2.0
343,CHP05289,玉叶金花,0.7991997827272727,11.0,11.0,6.0,5.0
344,CHP00470,翠雀花,0.7989405363461538,52.0,52.0,28.0,22.0
345,CHP00221,保山乌头,0.7988410754545453,11.0,11.0,5.0,2.0
346,CHP00693,地锦,0.7986947,6.0,6.0,5.0,2.0
347,CHP02488,罗布麻,0.7985844841666666,12.0,12.0,8.0,3.0
348,CHP05647,紫金牛根,0.7980333028571429,7.0,7.0,3.0,1.0
349,CHP05087,野鸦椿,0.797898,3.0,3.0,1.0,0.0
350,CHP05889,鸡子壳,0.797656,1.0,1.0,0.0,0.0
351,CHP04231,土槿皮,0.7975297176056338,71.0,71.0,49.0,5.0
352,CHP04002,酸石榴,0.79746597,8.0,8.0,4.0,1.0
353,CHP01822,蕺叶秋海棠,0.7973705,3.0,3.0,2.0,1.0
354,CHP01216,狗屎花,0.79733956,1.0,1.0,0.0,0.0
355,CHP05132,一年蓬,0.7972553795454546,22.0,22.0,13.0,4.0
356,CHP02821,缅枣,0.7972243625,4.0,4.0,2.0,0.0
357,CHP01555,虎尾兰,0.79704095,2.0,2.0,1.0,0.0
358,CHP06060,原蚕沙,0.7970105,6.0,6.0,5.0,0.0
359,CHP02889,木榄,0.7969913915789474,19.0,19.0,12.0,2.0
360,CHP03229,青蒿,0.7967421931666666,120.0,120.0,65.0,32.0
361,CHP03198,茜草,0.7959123874324323,74.0,74.0,40.0,5.0
362,CHP00987,番木瓜,0.7958061166666667,24.0,24.0,9.0,2.0
363,CHP03596,山樱桃,0.7957109374999999,4.0,4.0,2.0,2.0
364,CHP02125,苦木,0.7953936908064517,62.0,62.0,33.0,23.0
365,CHP05975,青蛙,0.795385245,4.0,4.0,3.0,1.0
366,CHP00220,宝盖草,0.7953520241666668,12.0,12.0,5.0,5.0
367,CHP00772,跌打老,0.79534304375,16.0,16.0,6.0,2.0
368,CHP05112,叶底珠,0.7953306644444444,18.0,18.0,9.0,5.0
369,CHP04276,豌豆,0.795309064,10.0,10.0,6.0,0.0
