CHP_ID,Chinese_herbal_pieces,total_score
CHP03806,鼠曲草,7.22381097
CHP04821,萱草,7.20337872
CHP00947,多足蕨,7.15587614
CHP04918,岩椒草,7.14833991
CHP01015,飞廉,7.14804067
CHP00103,白金果榄,7.14570759
CHP00923,盾叶薯蓣,7.14529818
CHP01469,红母鸡草,7.12919467
CHP01076,凤眼草,7.1014433
CHP01537,湖北贝母,7.08840783
CHP04984,杨梅,7.08688698
CHP05542,珠子草,7.08276029
CHP04994,洋蒲桃叶,7.007145700000001
CHP02982,牛蒡,6.9838069
CHP05296,郁金香,6.97136969
CHP02494,罗锅底,6.9684922700000005
CHP01889,接骨木,6.95223324
CHP00853,毒芹根,6.9242346
CHP03022,牛西西,6.8849725799999995
CHP03784,手参,6.81120226
CHP00081,白蒿,6.8037715
CHP02015,救必应,6.78471292
CHP00849,豆油,6.77969506
CHP02371,柳穿鱼,6.77011193
CHP01002,繁缕,6.75755813
CHP04795,杏仁,6.73679716
CHP04055,糖荠,6.73263461
CHP00573,大叶柴胡,6.7185516100000005
CHP05322,月季花,6.71278351
CHP00044,芭蕉花,6.68402716
CHP04303,望江南,6.67528919
CHP01171,高山龙胆,6.67142813
CHP02077,刻裂紫堇,6.625042
CHP04409,五气朝阳草,6.61521211
CHP03214,茄子,6.61159423
CHP01470,红木香,6.60288659
CHP02397,龙船花,6.60119095
CHP04612,象皮木,6.57910971
CHP02501,罗汉松叶,6.55831238
CHP01230,枸橘,6.5477464
CHP06129,松蕈,6.53973009
CHP01942,金丝桃,6.52764323
CHP04574,香排草,6.49579453
CHP00756,颠茄,6.48340581
CHP04465,溪黄草,6.46949855
CHP04093,天麻,6.38982481
CHP04002,酸石榴,6.37972776
CHP02313,莲子草,6.33729147
CHP00091,白花灯笼,6.30425284
CHP00223,抱茎獐牙菜,6.29389519
CHP00803,东方荚果蕨,6.27834472
CHP05778,蝉蜕,6.27186265
CHP01316,桂花,6.26603891
CHP02789,米皮糠,6.24347123
CHP00466,粗榧子,6.19986064
CHP01524,胡桃树皮,6.19689322
CHP02114,苦苣,6.19353776
CHP00533,大麻叶泽兰,6.19272572
CHP01460,红毛七,6.17621837
CHP00604,大叶紫珠,6.15245172
CHP05154,异叶梁王茶,6.13776249
CHP01596,华千金藤,6.08314567
CHP04948,眼子菜,6.08282709
CHP03449,沙塘木,6.03562608
CHP00778,丁茄,6.01294575
CHP01431,红花鹿蹄草,5.99479381
CHP00874,杜衡,5.9655081
CHP00376,赤瓟,5.95580981
CHP03992,粟米草,5.93862948
CHP01727,黄三七,5.93289658
CHP01750,灰叶,5.92259604
CHP01376,黑杠柳,5.90973988
CHP00809,东一号剑麻,5.8966211600000005
CHP01126,甘薯,5.89175402
CHP02450,芦竹根,5.87916614
CHP01043,风毛菊,5.8559356000000005
CHP05105,野芝麻根,5.84800592
CHP01573,花叶假杜鹃,5.82411805
CHP02314,莲子心,5.804606639999999
CHP05634,紫红獐牙菜,5.78472865
CHP03314,蘘荷,5.7818065700000005
CHP04232,土荆芥,5.78130487
CHP00945,多穗石柯叶,5.75802249
CHP01763,火索麻,5.74947387
CHP01551,虎耳草,5.74823731
CHP05194,罂粟,5.71651583
CHP01517,胡萝卜,5.71390901
CHP00859,独角莲,5.70036728
CHP02670,毛大丁草,5.69309846
CHP02463,鹿角菜,5.68695766
CHP03119,婆罗门参,5.68407571
CHP01506,厚皮香,5.67480346
CHP02861,木防己,5.66999076
CHP06125,石花,5.66195232
CHP05582,竹叶椒,5.6616187700000005
CHP02816,棉花根,5.64621428
CHP01719,黄杞,5.6373527800000005
CHP04033,台湾泽兰,5.60221015
CHP01089,佛甲草,5.60105233
CHP00970,鄂北贝母,5.59923106
CHP04463,锡生藤,5.58999546
CHP05647,紫金牛根,5.58623312
CHP03088,蟛蜞菊,5.55057853
CHP01346,含羞草,5.53674802
CHP04683,小接筋草,5.53612354
CHP03679,肾子草,5.5047571
CHP05183,银线草,5.49873516
CHP02250,了哥王根,5.4771718499999995
CHP02033,橘叶,5.47179976
CHP03767,莳萝子,5.4677182
CHP01907,金粉蕨,5.46770105
CHP00728,灯油藤子,5.46317427
CHP01702,黄麻叶,5.45769238
CHP02967,柠檬,5.43661149
CHP03450,沙糖根,5.40757826
CHP03120,婆罗门皂荚,5.39926794
CHP05662,紫茉莉,5.38105355
CHP03051,欧活血丹,5.35641134
CHP03910,水仙,5.35126395
CHP02310,莲叶橐吾,5.3506177600000004
CHP01549,蝴蝶花,5.33660055
CHP05922,鹿茸,5.32424302
CHP03762,石竹,5.32133817
CHP02061,君迁子,5.32102839
CHP04896,烟窝草,5.31272243
CHP04467,喜旱莲子草,5.28036982
CHP04290,万寿菊,5.24242366
CHP00015,安哥拉八角枫,5.1986585299999994
CHP00349,常春卫矛,5.1928319
CHP04901,芫荽,5.18712142
CHP01016,飞龙掌血,5.179040179999999
CHP01739,黄菀,5.15381757
CHP05689,紫葳茎叶,5.15367375
CHP03576,山莴苣,5.14381935
CHP02012,酒饼叶,5.14223347
CHP06047,熊胆,5.13685079
CHP03587,山香圆,5.11656786
CHP04643,小飞蓬,5.09794178
CHP00053,白背叶,5.09498021
CHP03099,枇杷核,5.06358721
CHP04667,小花鬼针草,5.05627101
CHP04995,洋蓍草,5.04321549
CHP03705,石莼,5.03699698
CHP04736,小叶贯众,5.0053280099999995
CHP01896,芥菜,4.9937912
CHP03132,葡萄柚,4.99337097
CHP04578,香薷,4.99192298
CHP02429,龙眼叶,4.97539451
CHP03707,石胆草,4.9722563300000004
CHP04867,鸦片,4.97078517
CHP00767,钓樟根皮,4.96509152
CHP00094,白花射干,4.95334402
CHP02544,麻根,4.92886622
CHP01432,红花绿绒蒿,4.90635883
CHP02872,木姜子,4.8989246
CHP03116,萍蓬草,4.89256744
CHP00560,大头橐吾,4.86761092
CHP01244,骨节草,4.86595993
CHP05221,油茶根皮,4.84882145
CHP05229,油柑叶,4.8459411
CHP02997,牛耳枫子,4.84448468
CHP02025,菊芋,4.83362429
CHP05320,月桂叶,4.8096745
CHP03863,水苦荬,4.8076331
CHP00693,地锦,4.7921682
CHP06060,原蚕沙,4.782063
CHP00314,草地黄芩,4.7591388299999995
CHP00368,橙子,4.74919497
CHP00571,大叶桉叶,4.74485143
CHP05612,梓木,4.74302264
CHP02356,凌霄,4.72142956
CHP01985,荆芥穗,4.68872749
CHP02913,苜蓿,4.68118247
CHP05211,瘿花香茶菜,4.64671582
CHP03759,石枣子,4.64537195
CHP01420,红根草,4.63394312
CHP02282,荔枝叶,4.63371803
CHP04602,向日葵,4.61777963
CHP03911,水仙根,4.604107
CHP02972,柠檬皮,4.58715103
CHP00413,川滇淫羊藿,4.58286571
CHP05224,油茶子,4.58229674
CHP01163,高粱,4.580697
CHP03098,枇杷,4.5794927
CHP02777,蒙自草胡椒,4.57628082
CHP04363,巫山淫羊藿,4.57323837
CHP03002,牛筋果,4.57137156
CHP00883,杜松实,4.5685807800000005
CHP03803,鼠李,4.56178782
CHP01767,火焰花,4.54930153
CHP03547,山里红,4.5475318
CHP04985,杨梅根,4.54429191
CHP05302,元宝草,4.53688159
CHP04886,亚罗椿,4.50408043
CHP03969,松香,4.4876844799999995
CHP02511,萝藦子,4.48266649
CHP05501,枳实,4.45911262
CHP03266,清明花,4.4357347
CHP01183,茖葱,4.43138723
CHP04485,细叶桉叶,4.42834576
CHP01125,甘青铁线莲,4.41770084
CHP04085,天花粉,4.40861787
CHP02663,毛草龙,4.3906243400000005
CHP05967,牛靥,4.3872800000000005
CHP01810,姬蕨,4.38655668
CHP02244,老鸦柿,4.37737585
CHP04431,五爪龙,4.36040707
CHP05174,银柴胡,4.35415234
CHP05964,牛肾,4.34637034
CHP03962,松节,4.34380195
CHP01728,黄山药,4.33877693
CHP06037,五灵脂,4.32854312
CHP02340,列当,4.30421833
CHP04826,悬钩子,4.300238
CHP05304,圆柏,4.29659918
CHP03426,桑寄生,4.28441274
CHP01398,黑种草,4.27873061
CHP00245,蓖麻油,4.26075177
CHP03981,苏铁,4.24812617
CHP01403,衡州乌药,4.24418269
CHP02032,橘皮,4.23952569
CHP04616,橡实,4.23890721
CHP02934,南山藤,4.23547529
CHP00243,蓖麻根,4.2352227
CHP00924,盾叶唐松草,4.22413496
CHP01472,红楠,4.22211552
CHP03905,水团花,4.20759683
CHP04165,铁丝七,4.20643413
CHP02035,橘子,4.20147053
CHP04693,小连翘,4.20041476
CHP00586,大叶马尾连,4.1992275900000005
CHP06096,鬼盖,4.18721125
CHP01786,鸡冠花,4.15763255
CHP03027,牛心茄子,4.151721569999999
CHP00482,大巢菜,4.13431626
CHP05070,野木瓜,4.11234627
CHP00448,刺梨,4.09695297
CHP00724,灯笼泡,4.08685102
CHP04268,娃儿藤,4.0862891999999995
CHP02304,莲房,4.0646402
CHP03097,皮哨子,4.05525456
CHP01337,海红豆,4.0526192199999995
CHP02713,毛蕊花,4.05161187
CHP01814,极美云实,4.05074415
CHP01302,广西九里香,4.0487942
CHP02675,毛冬青,4.0483
CHP01558,虎掌草,4.02828851
CHP06116,蜜环菌,4.0067430900000005
CHP04390,梧桐,3.96909872
CHP03503,山矾,3.96615667
CHP00401,樗叶花椒,3.94836161
CHP04521,夏天无,3.94046668
CHP02545,麻花,3.93623118
CHP00963,鹅绒藤,3.93488234
CHP05403,樟梨,3.9140269500000002
CHP02516,落地生根,3.91275698
CHP01176,高乌头,3.8971465100000002
CHP02031,橘络,3.89305617
CHP04272,歪脖子果,3.8899454
CHP00213,榜嘎,3.88193544
CHP02970,柠檬桉叶,3.87947488
CHP01568,花楸,3.86588792
CHP03317,荛花,3.8374144599999997
CHP05807,蜂蜜,3.82549905
CHP01897,芥蓝,3.8166126699999996
CHP00235,贝母兰,3.80132336
CHP00770,调经草,3.79963927
CHP01381,黑壳楠,3.78568244
CHP01366,核桃楸果仁,3.77892519
CHP03124,破布木,3.75917797
CHP01840,假百合,3.752591
CHP05162,薏苡仁,3.73573236
CHP02583,马铃薯,3.73474044
CHP04962,羊角藤,3.72071124
CHP02166,腊梅花,3.71070379
CHP00331,茶树根,3.70211836
CHP03565,山萩,3.6974646499999997
CHP00940,多穗蓼,3.69575683
CHP04682,小蓟,3.6919066
CHP00178,百眼藤,3.68717898
CHP01412,红椿,3.67804445
CHP04822,萱草根,3.67611459
CHP02527,吕宋楸毛,3.66516483
CHP02216,榔榆皮,3.65505691
CHP00203,半边旗,3.65269938
CHP05499,枳椇子,3.64013795
CHP03083,蓬莪术,3.62754656
CHP04920,岩筋菜,3.6116802999999997
CHP01614,桦树皮,3.61075882
CHP02239,老鼠瓜,3.6063766
CHP05096,野罂粟,3.60342697
CHP01029,肺形草,3.60171958
CHP03084,蓬莱草,3.57361506
CHP04324,文冠果,3.56811291
CHP03718,石荠苎,3.5655298
CHP05309,圆滑番荔枝,3.55080449
CHP05650,紫堇,3.54624208
CHP01111,阜康阿魏根,3.53547988
CHP01695,黄栌,3.52622446
CHP02514,骆驼蓬,3.51452232
CHP05541,珠子参,3.5007656000000003
CHP04139,铁海棠,3.48792669
CHP05218,永宁独活,3.4801305
CHP04959,羊角拗子,3.47391241
CHP00183,柏树叶,3.47177236
CHP02420,龙牙楤木,3.46734215
CHP01035,粉葛,3.44970792
CHP02007,韭菜,3.4489388300000003
CHP03589,山小橘,3.40189674
CHP00294,菜蓟,3.39662196
CHP04459,西洋接骨木,3.3945836
CHP04374,无患子皮,3.38859463
CHP04119,甜瓜蒂,3.38739816
CHP00463,楤木,3.3873540699999998
CHP03487,山橙,3.37841549
CHP01797,鸡嗉子,3.3775623599999998
CHP02477,露蕊乌头,3.37722986
CHP01990,景天,3.35833177
CHP03364,瑞香根,3.33693865
CHP03545,山莨菪,3.32754724
CHP00828,冬珊瑚,3.3265775900000003
CHP01847,假连翘,3.32528691
CHP02696,毛连菜,3.31714257
CHP03754,石韦,3.3169654299999998
CHP02685,毛诃子,3.30889225
CHP02470,路边姜,3.29471606
CHP01846,假蒟子,3.273226
CHP01167,高山黄华,3.26211199
CHP03991,粟米,3.26125088
CHP04761,斜基粗叶木,3.25575464
CHP04839,雪莲花,3.25370861
CHP02951,南烛,3.2265667000000002
CHP01339,海韭菜,3.2244924299999997
CHP02104,苦瓜,3.21153037
CHP03751,石刷把,3.21089814
CHP03853,水黄连,3.2083850800000002
CHP03162,漆大姑,3.20837495
CHP01008,防风草,3.20825276
CHP01759,茴香茎叶,3.20600234
CHP02947,南天竹叶,3.20358341
CHP02821,缅枣,3.18889745
CHP03596,山樱桃,3.18284375
CHP05975,青蛙,3.18154098
CHP05295,芋头,3.16619105
CHP01040,粪箕笃,3.16223335
CHP00079,白果槲寄生,3.15369174
CHP02296,痢止蒿,3.14429271
CHP05780,蟾皮,3.13508844
CHP03215,茄子根,3.12674522
CHP02785,猕猴桃根,3.12514241
CHP02942,南酸枣,3.12404613
CHP01716,黄皮叶,3.10810567
CHP04538,藓生马先蒿,3.10426404
CHP05139,一枝蒿,3.09564489
CHP03177,千解草,3.0944165
CHP02769,美人蕉,3.09287965
CHP03670,神黄豆,3.07814786
CHP04422,五桠果,3.06929583
CHP03893,水松,3.06786204
CHP02178,莱菔,3.06515832
CHP04971,羊蹄,3.06341119
CHP05392,粘毛鼠尾草,3.05926936
CHP02639,芒果核,3.05120702
CHP02074,榼藤子,3.02787952
CHP05563,竹柏根,3.02056681
CHP04477,细茎石斛,3.01521398
CHP00244,蓖麻叶,3.0136999099999997
CHP05073,野漆树,2.99321208
CHP02683,毛贯众,2.99158182
CHP04108,田葱,2.98365075
CHP00269,遍地金,2.9816114000000002
CHP05040,野花椒根,2.9801384
CHP05160,益智仁,2.9689235099999998
CHP03506,山矾叶,2.96481766
CHP00576,大叶骨碎补,2.95519362
CHP03672,神香草,2.95180025
CHP00098,白花油麻藤,2.94503397
CHP03283,秋水仙,2.94378299
CHP03251,青天葵,2.93893035
CHP01849,假细锥香茶菜,2.92960285
CHP03087,蓬子菜,2.91545828
CHP02938,南蛇藤,2.91020631
CHP00321,草问荆,2.904941
CHP05287,玉蜀黍,2.89987636
CHP01593,华南吴茱萸,2.88914039
CHP00359,车桑仔叶,2.88726193
CHP05831,龟甲,2.88711631
CHP01257,关苍术,2.88165183
CHP03245,青钱柳,2.88008247
CHP03719,石见穿,2.87905535
CHP04098,天茄子,2.87853608
CHP03416,三钻风,2.85570393
CHP01641,黄甘草,2.84415365
CHP03518,山胡椒,2.83971238
CHP05409,樟树皮,2.83930322
CHP02924,南方菟丝子,2.83870145
CHP02591,马桑叶,2.82804358
CHP03504,山矾根,2.8078251
CHP04888,亚麻子,2.78930846
CHP00428,春福寿草,2.75290303
CHP03780,匙羹藤,2.75072963
CHP02918,南板蓝根,2.7463060599999998
CHP02218,莨菪根,2.7455562000000002
CHP00389,臭柏,2.74322645
CHP04753,小芸木,2.7182127
CHP04115,甜茶藤,2.69213836
CHP05280,禹州漏芦,2.69104593
CHP03934,睡莲,2.6711718400000004
CHP03274,秋海棠,2.6547138500000003
CHP00795,东北蛔蒿,2.6512621
CHP02130,苦绳,2.64708413
CHP03898,水苏,2.64613085
CHP00026,八角枫,2.62096179
CHP02133,苦檀子,2.61924929
CHP04914,岩黄连,2.6189472
CHP00364,澄茄子,2.6183938700000002
CHP01856,见血飞,2.61418374
CHP05880,鸡脑,2.61259748
CHP02987,牛扁,2.61108099
CHP00994,番石榴叶,2.6055685
CHP02824,明党参,2.6014455
CHP05635,紫花地丁,2.59904037
CHP01829,蓟罂粟,2.56984481
CHP02847,木半夏根,2.5623839999999998
CHP04325,文冠木,2.5581308199999997
CHP03306,拳参,2.5564269
CHP05007,椰子,2.55016643
CHP00799,东北延胡索,2.54682061
CHP01505,厚皮树,2.5394898599999998
CHP00394,臭牡丹,2.50222456
CHP05012,野百合,2.4989532199999998
CHP00936,多裂委陵菜,2.49530376
CHP01347,韩信草,2.49455437
CHP03075,泡桐,2.49198731
CHP05840,海马,2.49012338
CHP05834,蛤蚧,2.4885320699999998
CHP04550,香柏,2.4862218
CHP00061,白刺,2.48601507
CHP04404,五加皮,2.4794789
CHP02121,苦楝叶,2.47713076
CHP04900,芫花根,2.47203497
CHP00472,打碗花,2.47129059
CHP02258,棱子芹,2.46485867
CHP05553,猪屎豆,2.4620962
CHP05329,越橘叶,2.45856227
CHP05456,浙贝母,2.45739143
CHP00208,半枫荷,2.4571673
CHP01946,金挖耳,2.45683194
CHP01566,花锚,2.4515342
CHP03360,蕤仁,2.45025409
CHP05547,猪毛菜,2.44437429
CHP03656,蛇婆子,2.44127494
CHP00095,白花藤,2.41505455
CHP04170,铁仔,2.41348625
CHP01327,桂竹香,2.4093707
CHP00605,大叶醉鱼草,2.39585576
CHP05087,野鸦椿,2.393694
CHP04329,问荆,2.3923251
CHP01822,蕺叶秋海棠,2.3921115
CHP04772,心叶荆芥,2.38563712
CHP01450,红筷子,2.38010258
CHP03970,松叶,2.37857724
CHP01030,分心木,2.37388039
CHP05042,野花椒叶,2.35944135
CHP04903,岩白菜,2.35637311
CHP04127,甜叶菊,2.3548006
CHP04316,卫矛,2.35221389
CHP01369,鹤草芽,2.3411986000000002
CHP01876,胶质鼠尾草,2.3402713
CHP03907,水蜈蚣,2.32561509
CHP03010,牛奶树,2.3245114
CHP03685,生漆,2.32076596
CHP04571,香茅,2.31125471
CHP03659,蛇藤,2.3098053
CHP00902,断节参,2.30334759
CHP03094,披针叶野决明,2.3000570500000004
CHP01159,杠香藤,2.2984535
CHP00433,莼菜,2.27980757
CHP02054,绢毛蔷薇,2.27892916
CHP02945,南天竹根,2.26862504
CHP04904,岩败酱,2.2680820400000004
CHP03194,芡实,2.26211329
CHP01853,剪秋罗,2.24624495
CHP05482,蜘蛛抱蛋,2.2357257
CHP05195,罂粟壳,2.23121817
CHP01570,花生油,2.23075624
CHP04880,鸭跖草,2.2243865
CHP01885,角茴香,2.2232329
CHP01066,凤尾茶,2.21576538
CHP05663,紫茉莉根,2.2107331
CHP05881,鸡内金,2.19649236
CHP04577,香青兰,2.1821588
CHP02983,牛蒡根,2.17921575
CHP02159,昆明鸡血藤,2.17152626
CHP00969,鄂报春,2.1656151599999998
CHP01122,甘葛藤根,2.15760331
CHP04462,锡兰肉桂,2.15542416
CHP03273,秋枫木,2.1494047
CHP03050,欧当归,2.14753474
CHP00640,当药,2.1470603
CHP01430,红花龙胆,2.13875729
CHP05638,紫花景天,2.13344904
CHP00308,藏青果,2.13232824
CHP05428,长果荜茇,2.12988859
CHP03270,苘麻子,2.1097212
CHP02749,玫瑰,2.1088172800000002
CHP01083,扶桑花,2.0972838400000002
CHP00101,白芥,2.0884804
CHP02739,茅膏菜,2.08048182
CHP01858,见血清,2.0625973
CHP03653,蛇莓,2.05380197
CHP04851,血竭,2.05330243
CHP01387,黑水翠雀,2.05258637
CHP01054,枫香寄生,2.03585737
CHP04378,无距耧斗菜,2.03137747
CHP05983,全蝎,2.02576114
CHP06092,茯神,2.01842743
CHP02878,木槿花,2.0091531099999997
CHP02633,蔓性千斤拔,2.00642624
CHP00330,茶花,2.00208931
CHP02333,亮叶桦皮,1.97380465
CHP00234,贝加尔唐松草,1.9626246200000002
CHP04460,西洋梨,1.9569570399999998
CHP05548,猪毛蒿,1.9495586299999998
CHP00381,赤麻,1.9452615999999998
CHP06033,乌梢蛇,1.933999
CHP02582,马蔺子,1.92636824
CHP02085,苦芺,1.92461166
CHP03159,桤木,1.88419924
CHP04527,仙人掌,1.88384366
CHP00373,齿叶草,1.8799013500000001
CHP01665,黄花铁线莲,1.87482032
CHP02456,陆地棉,1.8713449199999999
CHP05843,海燕,1.86938194
CHP00649,倒吊笔,1.86481245
CHP02563,马槟榔,1.8579044599999999
CHP00662,稻芽,1.8567390000000001
CHP00351,朝鲜白头翁,1.83520864
CHP02182,兰花,1.8317279
CHP00854,毒蛆草,1.83127334
CHP02998,牛角瓜,1.82039404
CHP05791,穿山甲,1.81671705
CHP06038,犀角,1.8086598
CHP00210,半夏曲,1.80456255
CHP01359,河套大黄,1.8005949600000002
CHP00261,扁桃斑鸠菊,1.79494097
CHP03257,青羊参,1.79413622
CHP05670,紫萁,1.7823717000000001
CHP02120,苦楝实,1.78147375
CHP02914,苜蓿根,1.7702489
CHP00993,番石榴皮,1.7632963
CHP02925,南瓜,1.75860663
CHP01953,金腰,1.74699284
CHP05877,鸡胆,1.746365
CHP01748,黄紫堇,1.74463867
CHP03223,青黛,1.72420425
CHP01123,甘菊,1.7239668
CHP02306,莲蓬草,1.70567491
CHP01172,高山唐松草,1.7011292
CHP00366,橙皮,1.69755043
CHP05841,海螵蛸,1.69233386
CHP05361,芸香草,1.6862271500000001
CHP01480,红雀珊瑚,1.6823663
CHP05621,紫菜,1.67679466
CHP00541,大青,1.6756538
CHP00247,薜荔,1.6753279
CHP05364,仔榄树,1.66944266
CHP06099,红曲,1.6676716699999998
CHP02784,猕猴桃,1.6663088400000001
CHP04021,锁阳,1.6579270400000001
CHP03053,欧鼠李,1.6578154
CHP06080,豹皮菇,1.6570132000000002
CHP01708,黄缅桂,1.6476802
CHP03254,青葙,1.64746179
CHP02339,蓼实,1.64578345
CHP01144,干冬菜,1.64161864
CHP01463,红毛野海棠,1.6371925
CHP05804,蜂房,1.6353318099999998
CHP04746,小叶石楠,1.6295948
CHP04238,土木香,1.62542364
CHP01525,胡桃叶,1.6240941
CHP04367,无根藤,1.6238504
CHP00057,白草莓,1.61953775
CHP05383,泽珍珠菜,1.61882925
CHP05919,鹿角,1.6149965000000002
CHP06167,硫磺,1.6141805
CHP04358,乌苏里瓦韦,1.60928915
CHP02540,绿玉树,1.6047966
CHP04052,唐古特青兰,1.6047207
CHP01555,虎尾兰,1.5940819
CHP05357,芸薹,1.5892139
CHP01675,黄堇,1.5883808099999999
CHP02597,马先蒿,1.58737464
CHP02567,马蛋果,1.58701294
CHP04344,乌桕木根皮,1.58046216
CHP02844,牡蒿,1.57702104
CHP01712,黄皮根,1.5743133999999999
CHP00319,草莓,1.5707016
CHP04169,铁线莲,1.5704284
CHP04114,甜茶,1.5671256
CHP02062,咖啡,1.5646139
CHP02746,茅香,1.56453356
CHP00272,滨海前胡,1.56314573
CHP03456,沙枣树皮,1.56281561
CHP04253,兔儿伞,1.5615229
CHP03772,柿根,1.5570575
CHP05581,竹叶柴胡,1.5547198999999998
CHP05313,圆叶茅膏菜,1.548546
CHP05010,椰子瓤,1.54833162
CHP00156,白叶藤,1.5477989399999998
CHP03550,山柳,1.5447395
CHP02644,芒萁骨,1.54446675
CHP06067,雉,1.5439151
CHP03107,偏翅唐松草,1.54096472
CHP01375,黑豆衣,1.5375152399999998
CHP04070,桃子,1.5374101
CHP06073,紫河车,1.53555654
CHP00141,白薯莨,1.53318743
CHP03918,水杨梅,1.53132275
CHP00332,茶条槭,1.5310485699999998
CHP02293,栗树皮,1.5305323
CHP02649,莽草根,1.5272812299999998
CHP04698,小米草,1.5249798700000001
CHP04335,乌棒子,1.52134374
CHP02029,橘核,1.5171785
CHP05325,月见草,1.51666957
CHP02834,茉莉花,1.5157357
CHP05337,云南榧树,1.51477591
CHP01724,黄秦艽,1.5132494
CHP01775,鸡蛋果,1.5005221
CHP04113,甜菜,1.4949080399999999
CHP02600,马银花,1.4913649
CHP00879,杜鹃花叶,1.4908307
CHP03309,雀梅藤,1.4869237000000002
CHP05912,灵猫香,1.48625036
CHP03329,日中花,1.4815098
CHP03114,瓶尔小草,1.4792037
CHP01802,鸡眼草,1.46898353
CHP02745,茅莓,1.4584707
CHP00239,荜茇根,1.45399401
CHP01697,黄栌枝叶,1.4533589
CHP00222,报春花,1.45016033
CHP04737,小叶黑柴胡,1.4489052500000001
CHP05041,野花椒皮,1.4484526400000002
CHP01903,金草,1.44015146
CHP00583,大叶蒟,1.43085335
CHP00508,大花糙苏,1.4300741700000001
CHP02640,芒果叶,1.41668256
CHP03077,泡桐果,1.41195043
CHP04543,线叶金鸡菊,1.41160863
CHP05005,药用倒提壶,1.40474751
CHP02531,绿豆皮,1.4003027499999998
CHP00418,川西獐牙菜,1.39904547
CHP02539,绿笋片,1.3885377
CHP00393,臭茉莉,1.38099659
CHP03595,山银柴胡,1.37972074
CHP02096,苦碟子,1.37898184
CHP02971,柠檬根,1.37762766
CHP03440,沙冬青,1.37751666
CHP02515,骆驼蓬子,1.37729329
CHP01919,金橘,1.3661006599999999
CHP05766,鳖甲,1.36494082
CHP04000,酸模,1.3621347
CHP04835,雪见草,1.3504220999999998
CHP00286,博落回,1.34056711
CHP00801,东当归,1.3346744
CHP04956,羊耳蒜,1.3346244600000001
CHP04777,新疆藁本,1.32838183
CHP04283,碗蕨,1.32628695
CHP01232,枸橘核,1.30772465
CHP02034,橘叶巴戟,1.29774317
CHP01677,黄荆根,1.29531414
CHP04179,通花根,1.2939791
CHP04208,透骨草,1.2907905
CHP02920,南川升麻,1.2838602
CHP04270,瓦松,1.2759829
CHP05463,珍珠菜,1.27493245
CHP04960,羊角棉,1.2747232899999998
CHP02100,苦豆子,1.27099284
CHP05555,猪殃殃,1.2595018
CHP02457,陆英,1.2541943999999998
CHP05539,珠芽半支,1.24167901
CHP04583,香唐松草,1.24118455
CHP01910,金光菊,1.2342529899999999
CHP04171,铁轴草,1.23130297
CHP04986,杨梅核仁,1.22582046
CHP05465,珍珠梅,1.2044324999999998
CHP03889,水芹,1.1704663800000001
CHP05170,茵芋,1.1701374
CHP03365,瑞香花,1.1594853399999998
CHP01255,拐芹,1.1583548000000001
CHP05681,紫穗槐,1.15294193
CHP03243,青皮,1.1477953
CHP03606,山芝麻,1.13314495
CHP03650,蛇果黄堇,1.12703121
CHP02270,藜草,1.12647661
CHP01348,蔊菜,1.12421902
CHP03321,人参芦,1.1031407
CHP05373,皂角刺,1.10168783
CHP05306,圆萼刺参,1.0904645899999998
CHP01013,飞机草,1.07152117
CHP00374,齿叶橐吾,1.06231528
CHP05790,虫白蜡,1.05015114
CHP02084,苦艾,1.04247714
CHP05470,枕材,1.0413430300000002
CHP05591,苎麻,1.02542581
CHP04181,通脉丹,1.00075598
CHP00086,白花菜,0.9919177
CHP04392,梧桐子,0.9901791200000001
CHP03113,苹果,0.99003947
CHP06035,蜈蚣,0.97870764
CHP05121,夜合花,0.97408479
CHP03425,桑根,0.9608047399999999
CHP01811,吉林乌头,0.960437
CHP03201,茜草藤,0.9485606
CHP05450,照山白,0.9444037
CHP03541,山蒟,0.93873838
CHP05142,伊贝母,0.93648414
CHP04622,小百部,0.93512756
CHP04328,文竹,0.9348688
CHP03018,牛尾菜,0.9344546
CHP04666,小花盾叶薯蓣,0.93281573
CHP02504,罗勒子,0.9328101
CHP00038,巴豆霜,0.93145114
CHP01170,高山辣根菜,0.9306795
CHP05481,栀子叶,0.9289948
CHP04163,铁树叶,0.9266659
CHP04933,岩乌头,0.9265976
CHP00430,椿白皮,0.92656106
CHP01604,华中瘤足蕨,0.92360795
CHP03881,水木草,0.9204513
CHP02609,麦瓶草,0.9191273
CHP04297,王孙,0.9169321
CHP03110,飘拂草,0.9137721
CHP01935,金雀根,0.9113747
CHP05882,鸡肉,0.9037759
CHP00050,白八角莲,0.89976597
CHP05461,鹧鸪菜,0.89648485
CHP05355,云实叶,0.8900751
CHP01868,浆果苋,0.8900447
CHP02049,卷丹,0.88998735
CHP03568,山稔叶,0.88443184
CHP01226,枸骨根,0.8810673
CHP01963,金樱叶,0.8769841
CHP00254,鞭打绣球,0.87313163
CHP05729,总状绿绒蒿,0.8694035
CHP02519,落葵,0.86861765
CHP05955,蜜蜡,0.86493143
CHP05274,榆树,0.8640521
CHP00988,番木瓜叶,0.86153257
CHP00991,番石榴干,0.8611662
CHP05353,云实,0.8601524
CHP03375,三叉凤尾蕨,0.8586478
CHP03933,睡菜根,0.8573241
CHP05848,黑蚂蚁,0.8570461
