rank,CHP_ID,Chinese_herbal_pieces,total_score,total_compounds,effective_count,high_quality_count,ultra_high_count
38,CHP03682,升麻,110.35698667,134.0,134.0,93.0,31.0
39,CHP00039,巴戟天,109.68009918000001,153.0,153.0,57.0,29.0
40,CHP03423,桑白皮,107.77221898000002,147.0,147.0,51.0,4.0
41,CHP03319,人参,105.30725693,128.0,128.0,97.0,38.0
42,CHP01898,芥子,104.24983394,136.0,136.0,73.0,6.0
43,CHP01236,枸杞子,102.94166562999999,137.0,137.0,81.0,24.0
44,CHP00170,百合,102.84794754,137.0,137.0,57.0,27.0
45,CHP00037,巴豆,102.44341568,137.0,137.0,69.0,27.0
46,CHP02098,苦丁茶,101.79256735000001,127.0,127.0,80.0,47.0
47,CHP00306,藏红花,99.13335278000001,134.0,134.0,46.0,6.0
